Date_Ticker,Close_POLYMED.NS,High_POLYMED.NS,Low_POLYMED.NS,Open_POLYMED.NS,Volume_POLYMED.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,212.4452362060547,215.74545813091467,209.5883388920187,215.5976932819929,22600.0,,,-1.3819913682357523,,0.0148389162884339,0.0155344595331807,-0.013447688284547,Healthcare,11.0
2020-01-13,234.7586669921875,248.94466501376567,215.74547802302183,216.7306171920768,163220.0,,,-1.345797090009066,0.1050314480315792,-0.0767939690197281,0.0604280055059702,-0.0809903600696385,Healthcare,11.0
2020-01-14,234.11831665039065,245.2996521907744,231.5569638395046,232.492843040252,49347.0,,,-1.3468357926028398,-0.0027276962763559,-0.0069429578744406,0.0477593368189164,-0.0109404204144817,Healthcare,11.0
2020-01-15,235.3990020751953,237.41854038361984,231.5569653183142,234.6108877314161,9316.0,,,-1.3447584121663427,0.0054702487320423,-0.0033479935634026,0.008579213550699,-0.0163213808172976,Healthcare,11.0
2020-01-16,238.69921875,246.1862672613278,236.23637087810985,236.43339570145497,16018.0,,,-1.3394051806672913,0.014019671475712,-0.0094923773123787,0.0313660369335742,-0.0103177877363292,Healthcare,11.0
2020-01-17,249.2894744873047,251.21049289717095,237.56630913288475,240.1276770340605,42026.0,,,-1.322226887184696,0.0443665286914756,-0.0367516417293052,0.0077059748062653,-0.0470263150039932,Healthcare,11.0
2020-01-20,255.15103149414065,257.1213097296166,248.69836726655075,256.13617061187864,46507.0,,,-1.312718944314752,0.0235130545278374,0.0038610038610038,0.0077220077220077,-0.025289587072424,Healthcare,11.0
2020-01-21,259.4364318847656,261.0619056619232,256.5795340242971,258.10648786197686,27363.0,,,-1.3057676612271047,0.0167955440569065,-0.0051262808894144,0.0062654029171953,-0.011011937836616,Healthcare,11.0
2020-01-22,259.8304443359375,261.70220266146964,257.26907659697025,260.9633483173864,16911.0,,,-1.3051285395958694,0.0015187244455585,0.0043601664321681,0.0072037683279027,-0.0098578430465047,Healthcare,11.0
2020-01-23,258.2049865722656,263.3769672969399,256.8750426588227,260.86484433508946,10545.0,,,-1.3077651700229855,-0.0062558402954901,0.010301341574127,0.0200305222348087,-0.0051507290044947,Healthcare,11.0
2020-01-24,263.0321350097656,265.0024131746328,256.1361614327306,261.997750998834,19587.0,,,-1.2999351256312028,0.0186950240643357,-0.0039325385504446,0.0074906367041198,-0.0262172284644193,Healthcare,11.0
2020-01-27,258.7467956542969,265.9875745292955,257.1213220449857,257.2198419742903,7565.0,,,-1.3068863097146473,-0.0162920753211756,-0.0059013433428047,0.0279840330261433,-0.0062821014080612,Healthcare,11.0
2020-01-28,256.3824768066406,263.672500874017,256.13619200663425,263.672500874017,7257.0,,,-1.3107214355188714,-0.0091375773047838,0.0284341744341378,0.0284341744341378,-0.0009606147934677,Healthcare,11.0
2020-01-29,288.7935485839844,307.6589581281518,253.47630248147323,258.0079487847352,645300.0,,,-1.2581479267304638,0.1264168759933918,-0.1066007185762889,0.065324899523097,-0.1222923651711717,Healthcare,11.0
2020-01-30,280.8138732910156,290.41897899821515,275.83893312983287,289.5323598688237,71038.0,,,-1.27109163720155,-0.0276310718577155,0.0310472074460965,0.0342045269866189,-0.017716148076584,Healthcare,11.0
2020-01-31,268.3519287109375,289.03985319404603,263.0321827138082,281.25725904416566,36803.0,,,-1.291305968816445,-0.0443779519652273,0.0480910660684295,0.077092512740585,-0.0198237665839905,Healthcare,11.0
2020-02-03,276.7256164550781,286.8725690304315,253.4763235421504,265.88908442536365,82586.0,,,-1.277723136714123,0.0312041272979281,-0.0391598442115084,0.0366679193106092,-0.0840156874913018,Healthcare,11.0
2020-02-04,285.2963256835937,290.61607148784674,276.8241223324913,276.8241223324913,48455.0,,,-1.263820719045133,0.0309718678679208,-0.0296961530464942,0.0186463873711182,-0.0296961530464942,Healthcare,11.0
2020-02-05,316.4759521484375,326.5736284426678,283.8678402488913,285.1485391831816,359863.0,,,-1.213244719052606,0.1092885665110995,-0.098988288849708,0.0319066147859923,-0.1030350384545233,Healthcare,11.0
2020-02-06,298.15234375,323.8644803717972,295.5417311377617,323.8644803717972,102651.0,261.5051902770996,,-1.2429671667948,-0.0578988965008094,0.0862382508834367,0.0862382508834367,-0.0087559687755709,Healthcare,11.0
2020-02-07,318.5447692871094,330.02163506073737,298.2016506312526,300.5659787203677,214154.0,266.8101669311524,,-1.209888922096283,0.0683959927352051,-0.0564403886052735,0.036029051110501,-0.063862667408992,Healthcare,11.0
2020-02-10,311.8457946777344,323.1256502881118,305.5901849505402,323.0271303575287,59708.0,270.6645233154297,,-1.2207552273798217,-0.0210299312852226,0.0358553357801385,0.0361712609337385,-0.0200599457615222,Healthcare,11.0
2020-02-11,299.4330444335937,321.155349777918,295.6402528482512,311.84577316517345,75450.0,273.93025970458984,,-1.240889761607252,-0.0398041290150092,0.041454104556361,0.0725447833769117,-0.0126665765714568,Healthcare,11.0
2020-02-12,296.4283752441406,312.09208229874446,289.2861161410735,299.4330678017992,60499.0,276.9817283630371,,-1.2457635900052502,-0.010034527736031,0.0101363189511931,0.0528414563609271,-0.0240943840048535,Healthcare,11.0
2020-02-13,295.2954406738281,300.4674208691162,290.7145499422419,300.41817594049894,42473.0,279.8115394592285,,-1.2476013060177966,-0.0038219504775121,0.0173478305488949,0.017514595496247,-0.0155129070775126,Healthcare,11.0
2020-02-14,294.1133117675781,300.81227672209025,291.4041788235777,298.00462384004067,21825.0,282.0527313232422,,-1.2495188194178073,-0.0040032074438823,0.0132306560661139,0.0227768165753952,-0.0092111877824192,Healthcare,11.0
2020-02-17,286.8725280761719,300.27039625805344,285.69034908880093,294.55660130190165,21546.0,283.63880615234376,,-1.261263985009684,-0.0246190274350052,0.0267856712431155,0.0467032109060094,-0.0041209208678812,Healthcare,11.0
2020-02-18,289.6308898925781,294.5565852989145,283.22748586434085,287.7098566584834,38042.0,285.1485290527344,,-1.256789688072123,0.0096152874410959,-0.0066326945817389,0.0170068027210885,-0.0221088435374149,Healthcare,11.0
2020-02-19,295.5417785644531,299.2360507965088,288.1532341003418,291.404181638925,41211.0,286.93409576416013,,-1.2472017250552585,0.0204083503457359,-0.0140000406901041,0.0124999999999999,-0.0249999999999999,Healthcare,11.0
2020-02-20,315.6385803222656,325.09592225523,293.22666446982174,299.2852642808569,261902.0,289.80577545166017,,-1.2146030072130485,0.0679998674144464,-0.0518102572401384,0.0299625664369307,-0.0710049951104248,Healthcare,11.0
2020-02-24,322.28826904296875,333.9621740605525,312.2891126170948,313.71757641967446,251946.0,292.7685821533203,,-1.2038166478232784,0.0210674142366051,-0.0265932503492754,0.0362219358844468,-0.0310255053823904,Healthcare,11.0
2020-02-25,321.40167236328125,343.8135897464679,317.3133505897104,326.17960362042163,271473.0,295.90132598876954,,-1.2052547828732862,-0.0027509430682048,0.0148659190912356,0.0697318007662834,-0.012720287805316,Healthcare,11.0
2020-02-26,309.5307312011719,332.82926595380115,302.4377173357515,315.7370957853692,132881.0,298.5587387084961,,-1.2245104567923786,-0.0369349078827804,0.0200508833488448,0.0752705059759866,-0.0229153785082828,Healthcare,11.0
2020-02-27,297.2367248535156,313.99225557838446,289.70172837549467,313.99225557838446,112101.0,298.9808975219727,,-1.2444523783432435,-0.0397182092387009,0.0563709976723982,0.0563709976723982,-0.0253501530866832,Healthcare,11.0
2020-02-28,294.7580871582031,309.3324149659934,273.64021323914795,287.520513910699,169709.0,299.67810821533203,,-1.2484729390193297,-0.008338934889469,-0.0245542821819833,0.0494450481352455,-0.071644765111129,Healthcare,11.0
2020-03-02,288.31365966796875,310.86914808881414,283.55471157634213,297.5837235977569,95995.0,300.6761947631836,,-1.258926347275052,-0.0218634458934302,0.0321527045942389,0.0782324654573114,-0.0165061485366568,Healthcare,11.0
2020-03-03,291.1393127441406,296.2452746539765,271.06244843081424,290.4948762372662,109557.0,301.3968795776367,,-1.2543428982038936,0.0098006215849293,-0.0022134987570048,0.0175378648170509,-0.0689596472702068,Healthcare,11.0
2020-03-04,295.9974060058594,310.3238716059862,279.5889194660962,285.8846334557595,308968.0,301.93193359375,,-1.2464626586812868,0.0166864901065015,-0.0341650715341055,0.0484006457808052,-0.0554345619482841,Healthcare,11.0
2020-03-05,303.3836975097656,308.3409474690755,291.4862976074219,301.1033746311441,122803.0,301.2773208618164,,-1.2344814670699125,0.0249539061965969,-0.007516299977022,0.0163398692810456,-0.0392156862745097,Healthcare,11.0
2020-03-06,304.6230773925781,312.3068165294129,280.5804097708694,280.5804097708694,115732.0,301.6008575439453,,-1.2324710877276668,0.0040851894580545,-0.0789259560618388,0.0252237591537836,-0.0789259560618388,Healthcare,11.0
