Date_Ticker,Close_ASTRAL.NS,High_ASTRAL.NS,Low_ASTRAL.NS,Open_ASTRAL.NS,Volume_ASTRAL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-03-05,625.0172729492188,633.3925246299661,620.8855063539959,633.3925246299661,78325.0,658.7230072021484,,-1.6675055257272682,-0.0044025773593791,0.0134000323562704,0.0134000323562704,-0.0066106438558516,Capital Goods,1.0
2020-03-06,625.6873779296875,630.3775559486631,591.9071909157464,591.9071909157464,72325.0,656.5929016113281,,-1.6661516998703694,0.0010721383383642,-0.0539889219528689,0.0074960406497168,-0.0539889219528689,Capital Goods,1.0
2020-03-09,625.603515625,628.1440206013078,608.6017678371875,616.9770190218105,73777.0,654.3944213867187,,-1.666321128482026,-0.0001340322781721,-0.0137890794852252,0.0040608866684033,-0.0271765541004468,Capital Goods,1.0
2020-03-11,641.7957763671875,644.894631946121,622.5606250130818,625.6315509663747,233111.0,653.0488006591797,,-1.633607595657531,0.0258826242784311,-0.0251859329650135,0.0048284137930514,-0.0299708288249949,Capital Goods,1.0
2020-03-12,573.9561767578125,625.3523175341692,552.7667411891747,619.8246149830554,206471.0,647.762905883789,,-1.7706652310277269,-0.1057027828904911,0.0799162725007098,0.0895471516077852,-0.0369182115755484,Capital Goods,1.0
2020-03-13,611.22607421875,630.4053653752388,475.8819322392634,516.5298652611727,266584.0,644.54140625,,-1.6953681472315567,0.0649350925561412,-0.1549282875057563,0.0313783916712047,-0.2214305764891971,Capital Goods,1.0
2020-03-16,584.0901489257812,611.393503479767,563.4311965021905,605.809942239883,193919.0,640.3063232421875,,-1.7501913740143191,-0.0443958895694249,0.0371856867540862,0.0467451036525785,-0.0353694587412325,Capital Goods,1.0
2020-03-17,556.9822998046875,591.8233839133356,547.2391022522318,575.631230307981,208499.0,634.7367797851563,,-1.8049578779722184,-0.0464103857443044,0.0334820882276385,0.0625533057708755,-0.0174928315601273,Capital Goods,1.0
2020-03-18,556.2843017578125,569.5171861506926,519.8240304807841,568.930967051688,149095.0,629.100228881836,,-1.806368056722514,-0.0012531781478868,0.0227341761288482,0.0237879881763072,-0.0655425133548024,Capital Goods,1.0
2020-03-19,519.5170288085938,563.8779986313194,499.6955976179529,530.4327868347801,407340.0,622.13759765625,,-1.8806496786431437,-0.0660943924411262,0.0210113575126102,0.085388865740279,-0.0381535735914129,Capital Goods,1.0
2020-03-20,520.4104614257812,558.1828299804222,503.0736747916474,521.499232249497,110641.0,614.7785522460938,,-1.8788446597076045,0.0017197369241897,0.0020921386182992,0.0725818778722378,-0.033313678181326,Capital Goods,1.0
2020-03-23,420.85650634765625,498.74638069729,416.3338762995959,498.6626221183116,313431.0,602.4641387939453,631.3748767089844,-2.0799754115594014,-0.1912989120268155,0.1848756395520285,0.1850746588797924,-0.0107462519406184,Capital Goods,1.0
2020-03-24,447.7131652832031,454.35753786541153,423.14575964927394,446.1218734767648,164664.0,591.3990310668945,627.7485540771485,-2.025716391918295,0.0638142895036091,-0.003554266279911,0.0148406906417537,-0.0548730918341187,Capital Goods,1.0
2020-03-25,464.6870422363281,470.2705438412136,425.63043033469376,434.1173709495805,139240.0,581.5971954345703,624.5297961425781,-1.991423744973803,0.0379123918377251,-0.0657855040235889,0.0120156171732583,-0.0840492812402786,Capital Goods,1.0
2020-03-26,532.3311767578125,544.391503334858,465.9433092895248,480.1812377461511,176213.0,575.4023010253907,622.6025329589844,-1.854761011444096,0.1455692291223439,-0.0979652165580137,0.022655683348286,-0.1247115900154975,Capital Goods,1.0
2020-03-27,507.2611999511719,564.3524991315818,500.84017363748274,557.7918852893342,121713.0,568.1493301391602,620.0896014404296,-1.9054103631455903,-0.047094699505166,0.0996147257922079,0.112548129417163,-0.0126582248244242,Capital Goods,1.0
2020-03-30,490.7898864746094,524.8492444764267,480.26499256040336,488.5564859499,100684.0,560.7400177001953,617.3030493164063,-1.9386876715250296,-0.0324710691023638,-0.004550624587544,0.0693970249600475,-0.0214448060244422,Capital Goods,1.0
2020-03-31,523.0903930664062,538.249572786184,492.4927980152205,506.9261408408484,107363.0,554.7866058349609,615.2718908691406,-1.8734303427639196,0.0658133092835602,-0.0309014511446127,0.0289800384803726,-0.0584938960010711,Capital Goods,1.0
2020-04-01,531.3262329101562,539.2547941880856,514.2406913604239,523.0905668837585,62015.0,549.3203582763672,613.5951928710938,-1.8567913186427327,0.0157445824907445,-0.0155002059305254,0.014922209344913,-0.032156405032276,Capital Goods,1.0
2020-04-03,544.6148681640625,569.5172473295426,510.30420459565966,533.5595235981048,171418.0,545.1620452880859,612.2735583496094,-1.8299440357034968,0.0250103127434953,-0.0202993807407905,0.0457247508673934,-0.0629998657290915,Capital Goods,1.0
2020-04-07,543.7493896484375,563.3753714063837,536.2953915882688,563.3753714063837,105189.0,541.0986511230469,611.0049279785156,-1.8316925784351503,-0.0015891569735189,0.0360938000696156,0.0360938000696156,-0.0137085175672346,Capital Goods,1.0
2020-04-08,533.4757080078125,550.5333155490114,531.5494122945533,537.1329132517469,105265.0,536.4880676269531,609.4035864257812,-1.852448693157497,-0.0188941483635824,0.006855429758164,0.031974478472315,-0.0036108405393989,Capital Goods,1.0
2020-04-09,541.795166015625,548.8024719015265,533.7828178307532,533.7828178307532,50732.0,532.2976501464843,607.8999926757813,-1.8356407336666087,0.0155948206880502,-0.0147885191442271,0.0129334965046539,-0.0147885191442271,Capital Goods,1.0
2020-04-13,514.017333984375,541.7952561350254,500.2260660175348,541.599809333182,341962.0,525.9087280273437,605.3625744628906,-1.8917608168604296,-0.051269988685076,0.0536605937683132,0.0540408276416117,-0.0268303558168711,Capital Goods,1.0
2020-04-15,507.6241455078125,531.5494424062423,504.21821578946856,514.0172726414216,154757.0,522.5921264648438,601.7937768554688,-1.904677097323744,-0.0124376904315776,0.0125942140266273,0.047131912676249,-0.0067095502617132,Capital Goods,1.0
2020-04-16,500.8960876464844,519.2658155825873,491.3762347577116,519.2658155825873,466814.0,517.0756271362304,598.5536163330078,-1.9182699207840412,-0.0132540146501454,0.036673730119185,0.036673730119185,-0.0190056443313479,Capital Goods,1.0
2020-04-17,502.7106628417969,515.9156496897849,500.5610208647834,510.89049843796624,194533.0,513.0066528320312,595.1817687988281,-1.9146038999510329,0.0036226579525475,0.0162714583174528,0.0262675686514006,-0.00427610181344,Capital Goods,1.0
2020-04-20,501.4544067382813,513.682281616089,496.3734262097447,513.5706236981836,263365.0,510.2302581787109,591.5565454101562,-1.9171419380874404,-0.0024989645065693,0.0241621507301381,0.0243848188658748,-0.0101324875407634,Capital Goods,1.0
2020-04-21,480.7395629882813,501.45434588620407,477.3894623484307,496.9317160808922,320426.0,506.4530212402344,588.1504321289062,-1.958992531513492,-0.041309525794658,0.033681756899641,0.0430894074312493,-0.0069686393585464,Capital Goods,1.0
2020-04-22,483.50341796875,492.4370203045151,474.59774525725777,490.78989949083206,203262.0,504.6523406982422,584.5858569335937,-1.9534086626476612,0.0057491731350101,0.015070175827698,0.0184768132008168,-0.0184190480987826,Capital Goods,1.0
2020-04-23,503.5202941894531,508.04292430673945,476.3006943206066,488.5564981822671,221619.0,503.8078323364258,581.3233990478516,-1.9129681863166608,0.0413996581550471,-0.0297183572933721,0.0089820215182521,-0.0540585954190059,Capital Goods,1.0
2020-04-24,500.86810302734375,506.9820246583893,490.25945086183214,503.5202660687216,92183.0,507.8084121704102,577.9749713134765,-1.9183264586431716,-0.005267297450997,0.0052951326414034,0.0122066500024493,-0.0211805305656137,Capital Goods,1.0
2020-04-27,526.6080932617188,529.8744052372416,499.7234976085321,513.1239009990697,201674.0,511.753158569336,575.1156707763672,-1.8663234660505112,0.0513907555278475,-0.0256057444524452,0.0062025479997693,-0.0510523784142171,Capital Goods,1.0
2020-04-28,524.6539306640625,544.3636445459327,519.2658148039227,529.8744687598897,224335.0,514.7515029907227,572.234585571289,-1.8702714979714812,-0.0037108480151767,0.0099504412160211,0.0375670756091035,-0.0102698475037058,Capital Goods,1.0
2020-04-29,528.897216796875,532.8335968464638,523.732478729257,524.290828790621,117207.0,514.5798049926758,569.2190484619141,-1.8616987061668249,0.0080877810777891,-0.0087094200157665,0.0074426181960807,-0.0097651072904049,Capital Goods,1.0
2020-04-30,524.9050903320312,544.9498352959662,497.1550713450205,538.7521853489332,472604.0,515.4619995117188,566.2040289306641,-1.869764075309933,-0.0075480194224144,0.0263801880986576,0.0381873701229598,-0.052866736288378,Capital Goods,1.0
2020-05-04,519.349609375,537.1330273503232,509.2713758894601,513.6823183486766,205111.0,516.8899856567383,563.2151849365234,-1.8809879193140129,-0.0105837818290485,-0.0109122851428415,0.0342417085799378,-0.0194054896809652,Capital Goods,1.0
2020-05-05,506.0886840820313,530.6561200469796,491.9624137033618,520.3824413239171,87678.0,516.0399002075195,559.9694952392579,-1.907779219291319,-0.0255337157352006,0.0282435819876363,0.0485437369727204,-0.027912638284518,Capital Goods,1.0
2020-05-06,514.1848754882812,525.1285034572219,504.5253742659245,507.5404715145794,83160.0,515.1828323364258,556.872886352539,-1.8914223295685828,0.0159975744585858,-0.0129222081209451,0.0212834497680398,-0.0187860469703312,Capital Goods,1.0
2020-05-07,513.5426635742188,529.8186065422535,506.4516288974583,523.7325536518288,62503.0,513.6292221069336,553.9683465576172,-1.8927198025320848,-0.0012489902847738,0.0198423437824797,0.0316934582508792,-0.0138080731743053,Capital Goods,1.0
2020-05-08,510.9184265136719,534.3412026605869,508.4058508953763,527.0268522115803,78940.0,511.9876739501953,550.8348876953125,-1.898021598654709,-0.0051100663035128,0.0315283709922671,0.045844453696344,-0.0049177627736789,Capital Goods,1.0
2020-05-11,491.6274719238281,513.6543751813547,488.5565458259889,510.8905538102742,191631.0,509.89526214599607,547.3245416259765,-1.936995481686773,-0.03775740624874,0.0391822731367432,0.0448040528966602,-0.0062464493406402,Capital Goods,1.0
2020-05-12,488.13775634765625,507.54042471761056,484.6759974173292,502.5152731973346,115663.0,507.21239166259767,543.7069903564453,-1.9440458205410516,-0.007098292458141,0.0294538102466275,0.0397483458668079,-0.0070917663821553,Capital Goods,1.0
2020-05-13,499.3047790527344,514.0452604336956,484.08973636074506,510.8905455062675,203567.0,506.4767639160156,540.4786108398438,-1.9214848718488984,0.0228767854153139,0.0232037964377453,0.0295220114033885,-0.0304724555628224,Capital Goods,1.0
2020-05-14,494.64251708984375,502.51524801865673,486.63019862579495,491.3482451997918,452168.0,505.8276824951172,537.2468798828126,-1.93090412850415,-0.0093375071869644,-0.006659904428421,0.0159160012672001,-0.0161982000883953,Capital Goods,1.0
2020-05-15,482.6100769042969,494.1120841655724,478.5062092783055,490.17573370490106,232826.0,504.9133819580078,533.8526690673829,-1.9552134966174677,-0.024325527567541,0.0156765412963071,0.0238329198077569,-0.0085034851578641,Capital Goods,1.0
2020-05-18,457.00970458984375,486.3230865440964,445.7589433622487,485.2063862791725,225511.0,502.62833404541016,530.2133404541015,-2.006934416466922,-0.0530456646878713,0.0616982121082847,0.0641417056571276,-0.0246182107613938,Capital Goods,1.0
2020-05-19,453.99456787109375,462.3139901712744,452.2636886712408,462.3139901712744,113884.0,500.2553421020508,526.4500592041015,-2.0130259546152782,-0.0065975332437546,0.0183249379815109,0.0183249379815109,-0.0038125548681553,Capital Goods,1.0
2020-05-20,456.4792785644531,465.0778771295522,429.98557545813225,457.84725463869336,452403.0,499.0423278808594,522.76662109375,-2.0080060462701264,0.0054729965272731,0.002996797748503,0.0188367774154833,-0.0580392240139331,Capital Goods,1.0
2020-05-21,475.9098205566406,482.9729553461463,453.2687119935942,458.4055510643399,344245.0,498.6626480102539,519.7291949462891,-1.9687501521501007,0.042566098626192,-0.0367806435929966,0.0148413301941201,-0.0475743672121844,Capital Goods,1.0
2020-05-22,469.4329833984375,480.1812231818483,461.1973191488111,480.12539422847294,121269.0,496.9582824707031,516.6175091552734,-1.9818354296383611,-0.0136093790849442,0.022777289215232,0.0228962176999141,-0.0175438551207134,Capital Goods,1.0
2020-05-26,453.4920959472656,469.014242065307,442.2413344887244,460.6389899064575,310561.0,494.5894821166992,513.173603515625,-2.014041108214597,-0.0339577490609385,0.0157596880365979,0.0342280411428523,-0.024809167699032,Capital Goods,1.0
2020-05-27,453.99456787109375,460.6389399212688,450.4211212792623,453.4920467376059,329594.0,490.958805847168,509.7414245605469,-2.0130259546152782,0.0011080059130436,-0.0011068879873261,0.0146353558398999,-0.0078711219136131,Capital Goods,1.0
2020-05-28,470.8009338378906,485.2063791610502,457.8472230717815,457.8472230717815,309614.0,488.2661560058594,506.32152770996095,-1.979071733307389,0.0370188701719639,-0.0275141993889278,0.0305977416096625,-0.0275141993889278,Capital Goods,1.0
2020-05-29,490.0082092285156,504.74865932152375,468.1767243116322,468.1767243116322,360949.0,486.3217056274414,504.642568359375,-1.940266908955516,0.0407970205879807,-0.0445533044257678,0.0300820472298126,-0.0445533044257678,Capital Goods,1.0
2020-06-01,519.09814453125,534.3411128368449,492.46485957139583,499.1650600938677,432444.0,486.0313583374024,502.800009765625,-1.881495958528005,0.05936622030993,-0.0383994522950608,0.0293643282415494,-0.0513068390639389,Capital Goods,1.0
2020-06-02,528.1994018554688,531.549503001467,511.2255802830269,523.7326003274711,152650.0,486.4738479614258,501.6821948242188,-1.8631085149856537,0.0175328257673455,-0.0084566576794796,0.0063424932596096,-0.0321352533017187,Capital Goods,1.0
2020-06-03,535.1787109375,551.6500394697371,527.6689139440125,531.3819180063164,185834.0,487.9283493041992,501.246123046875,-1.8490080838980751,0.0132133983066133,-0.0070944393967625,0.0307772491610949,-0.0140323163833109,Capital Goods,1.0
2020-06-04,518.3165283203125,543.1631076362619,515.4131199329495,535.3462062784351,114997.0,488.1349319458008,500.486767578125,-1.883075072648002,-0.0315075735872399,0.0328557493879464,0.0479370769758562,-0.0056016125836696,Capital Goods,1.0
2020-06-05,510.4717102050781,524.8492255648378,505.3069716777858,522.5878954980775,202250.0,487.98138427734375,500.3058612060547,-1.898924108122479,-0.0151351880300957,0.0237352727894202,0.0281651560161553,-0.0101175803164829,Capital Goods,1.0
2020-06-08,504.0786743164063,519.2657870510131,500.2539816530798,515.7481688103269,647086.0,487.63939666748047,499.9792254638672,-1.9118400803095716,-0.0125237809674183,0.0231501451826858,0.0301284571405495,-0.0075874915131317,Capital Goods,1.0
2020-06-09,494.2237548828125,510.24842211627066,491.3482455961485,509.7738002621389,145783.0,487.7692108154297,501.44657043457033,-1.931750161768034,-0.0195503597666738,0.0314635733828974,0.0324239113865698,-0.0058182336608767,Capital Goods,1.0
2020-06-10,501.5660705566406,504.19030413171714,493.0233011868228,495.2567017758017,150355.0,488.4406265258789,502.5236285400391,-1.91691634154812,0.0148562581245595,-0.012579337302136,0.0052320795387217,-0.0170321915123505,Capital Goods,1.0
2020-06-11,490.2873840332031,502.5152584317319,488.5565046188987,502.5152584317319,90746.0,487.98975677490233,503.0356353759765,-1.939702886779593,-0.0224869407751611,0.0249402183224454,0.0249402183224454,-0.003530336432616,Capital Goods,1.0
2020-06-12,486.9373168945313,494.08421145942,474.5977837265419,474.5977837265419,167240.0,487.60449676513673,502.12775817871096,-1.946471091235421,-0.0068328642501741,-0.0253411121716556,0.0146772373299881,-0.0253411121716556,Capital Goods,1.0
2020-06-15,475.51898193359375,495.9825188145449,473.9835191842955,488.55645049187575,159365.0,487.2499420166016,501.4929138183594,-1.969539770865344,-0.0234492912429849,0.0274173462124855,0.0430341114832906,-0.0032290251443898,Capital Goods,1.0
2020-06-16,488.2494201660156,492.1858010214523,475.77029979831366,480.73962242024976,281711.0,488.81192779541016,501.4421044921875,-1.943820224001731,0.02677167203853,-0.0153810684367272,0.0080622335487836,-0.0255589046341494,Capital Goods,1.0
2020-06-17,493.2466430664063,502.4594204167912,482.1354691732128,487.9981456689123,327155.0,490.77453155517577,500.8452294921875,-1.9337242393837637,0.0102349796927387,-0.0106407158999911,0.0186778308172785,-0.0225266082382592,Capital Goods,1.0
2020-06-18,498.8859558105469,507.54038271254194,486.7697702647269,493.5816296448079,646767.0,492.8948654174805,500.1964239501953,-1.9223310284232715,0.0114330484016723,-0.0106323421294171,0.017347505579575,-0.0242864835233429,Capital Goods,1.0
2020-06-19,505.7815856933594,516.4739968538469,493.1349490573104,513.6822461744733,1576204.0,494.3884536743164,499.41975830078127,-1.908399656015883,0.0138220565291501,0.0156206961751745,0.0211403725697716,-0.0250041460459897,Capital Goods,1.0
2020-06-22,500.3935241699219,515.8877099329297,496.9317352000932,512.0071886594412,252172.0,495.9364807128906,498.5526409912109,-1.9192852593490928,-0.0106529412612979,0.0232090623250664,0.0309640013601502,-0.0069181330345378,Capital Goods,1.0
2020-06-23,501.9569091796875,508.070861536137,496.9317577980529,502.5152593332025,202719.0,498.3597213745117,497.9222650146484,-1.916126722832877,0.0031243110357174,0.0011123467837657,0.0121802334914389,-0.0100111210538905,Capital Goods,1.0
2020-06-24,521.8899536132812,526.5242716143371,499.723466501568,505.3069675667282,455087.0,501.7544906616211,497.5241607666016,-1.875855613458289,0.0397106685236565,-0.03177487118068,0.0088798758607449,-0.0424734888231601,Capital Goods,1.0
2020-06-25,537.6075439453125,541.5997229616892,517.0323183443219,517.0323183443219,534270.0,505.0948211669922,497.9959649658203,-1.8441010663054496,0.0301166754086972,-0.0382718319947601,0.007425824025979,-0.0382718319947601,Capital Goods,1.0
2020-06-26,537.8309326171875,549.9750490448874,527.6410418215313,541.5997963361289,316703.0,507.48595733642577,498.6001007080078,-1.8436497499163207,0.0004155236926841,0.0070075250238981,0.0225798028547825,-0.0189462713609093,Capital Goods,1.0
2020-06-29,533.4200439453125,534.8996478383674,519.5170867028946,533.2245971285491,183550.0,508.2020523071289,499.2505798339844,-1.8525611523233128,-0.0082012550866324,-0.0003664032107189,0.0027738063273952,-0.0260638073132535,Capital Goods,1.0
2020-06-30,532.9732666015625,536.74213009732,525.6588554351082,536.0162627885708,160046.0,508.4407455444336,499.8558319091797,-1.8534637851015712,-0.0008375713451739,0.0057094724589312,0.0070713931296952,-0.013723786209942,Capital Goods,1.0
2020-07-01,533.4200439453125,541.3206755593371,527.6410947624885,528.2553042567064,296456.0,508.3528121948242,500.4951446533203,-1.8525611523233128,0.0008382734590025,-0.0096823127425178,0.0148112762234982,-0.0108337683377651,Capital Goods,1.0
2020-07-02,547.6019897460938,555.5584787873512,536.183742151227,538.8079755425987,334273.0,509.8170852661133,501.8323931884765,-1.8239090970695149,0.026586825826581,-0.0160591348610193,0.0145296934456842,-0.0208513625017342,Capital Goods,1.0
2020-07-03,548.0487670898438,555.2514603700915,540.7902145561567,549.9192644767048,1427034.0,511.6959381103516,503.12330017089846,-1.823006464291256,0.0008158796938578,0.0034130126718348,0.0131424313177352,-0.013244355191656,Capital Goods,1.0
