Date_Ticker,Close_AVANTIFEED.NS,High_AVANTIFEED.NS,Low_AVANTIFEED.NS,Open_AVANTIFEED.NS,Volume_AVANTIFEED.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,579.3629760742188,587.7950528369403,576.5836804927992,580.4935438110919,236860.0,,,1.110532333021099,,0.0019513979725349,0.0145540483443686,-0.0047971577339168,Fast Moving Consumer Goods,8.0
2020-01-13,578.6564331054688,585.7224102497808,574.7936644314034,583.9323397053273,310650.0,,,1.1026671254489426,-0.0012195169486624,0.0091175113556492,0.0122110059442199,-0.0066754095402259,Fast Moving Consumer Goods,8.0
2020-01-14,611.6309814453125,616.1531952307964,579.50430480682,582.2365055850645,1322684.0,,,1.469738455519373,0.0569846742442309,-0.0480591676222605,0.0073936963997436,-0.0525262414970799,Fast Moving Consumer Goods,8.0
2020-01-15,658.266357421875,668.9124167798719,612.3846069111503,615.4465299457061,1873681.0,,,1.988881562852455,0.0762475698440928,-0.0650493937497799,0.0161728747610505,-0.0697008893032636,Fast Moving Consumer Goods,8.0
2020-01-16,702.8762817382812,712.2504894961526,664.2018453634756,667.0282361948096,3060930.0,,,2.4854774247396136,0.0677688048514627,-0.0510019280417544,0.0133369242943979,-0.0550231063127638,Fast Moving Consumer Goods,8.0
2020-01-17,680.9717407226562,725.4403005145514,676.1668993957999,706.5976953063812,1837041.0,,,2.2416369656582606,-0.0311641487765854,0.037631450838959,0.0653016228613312,-0.0070558600886395,Fast Moving Consumer Goods,8.0
2020-01-20,650.5880126953125,687.7550614191958,643.474941026453,682.1022800924627,1132497.0,,,1.903406541861404,-0.0446181922249815,0.0484396680882424,0.0571283946193605,-0.0109332965410641,Fast Moving Consumer Goods,8.0
2020-01-21,658.6903686523438,670.2314638883105,620.8638171838468,640.1774867624034,2179510.0,,,1.993601638612974,0.0124538967809506,-0.0281055906856767,0.0175212752231057,-0.0574269084059764,Fast Moving Consumer Goods,8.0
2020-01-22,655.3928833007812,677.3916000221101,651.011954958662,664.2017774903861,855592.0,,,1.9568941658854933,-0.0050061235270663,0.0134406314350565,0.0335656936195825,-0.0066844307494694,Fast Moving Consumer Goods,8.0
2020-01-23,675.1776123046875,678.3337253868597,655.7696962153926,660.2919095506926,709597.0,,,2.177136963927752,0.0301875859625811,-0.0220470917321787,0.004674493088417,-0.0287449046526392,Fast Moving Consumer Goods,8.0
2020-01-24,672.91650390625,682.7617761220472,667.9703202933584,681.3014857940921,557102.0,,,2.151966397262401,-0.0033489090236853,0.012460657212548,0.0146307486272752,-0.0073503675183759,Fast Moving Consumer Goods,8.0
2020-01-27,648.6566162109375,667.970284522229,644.4170304840686,667.970284522229,453340.0,,,1.881906314804276,-0.0360518542114585,0.0297748729121278,0.0297748729121278,-0.0065359477124182,Fast Moving Consumer Goods,8.0
2020-01-28,630.8033447265625,664.1076860652819,622.74814198516,650.5409864459198,709113.0,,,1.683164423260021,-0.0275234554588575,0.0312896909700328,0.0527967101270776,-0.0127697527426621,Fast Moving Consumer Goods,8.0
2020-01-29,631.2743530273438,642.4386308239469,625.6686666234526,636.4560693244914,460009.0,,,1.6884076684945,0.0007466800940718,0.0082083428105357,0.0176853023460619,-0.0088799527131245,Fast Moving Consumer Goods,8.0
2020-01-30,620.6282348632812,634.477559536554,609.9821756937529,632.1693291738318,473648.0,,,1.569895514384191,-0.0168644870696994,0.0185958254269449,0.0223150090429316,-0.0171536816591555,Fast Moving Consumer Goods,8.0
2020-01-31,623.7843627929688,629.2958587914018,604.8475693699929,621.8059124364413,649978.0,,,1.6050294020445404,0.0050853759986971,-0.0031716895686019,0.0088355789711616,-0.0303579162167308,Fast Moving Consumer Goods,8.0
2020-02-03,631.2743530273438,640.2716852790505,621.7588606465355,623.5960261070466,622040.0,,,1.6884076684945,0.012007338883647,-0.0121632169649772,0.0142526497529309,-0.0150734658158939,Fast Moving Consumer Goods,8.0
2020-02-04,630.5677490234375,650.9177964153404,625.574470324174,634.9957725880922,1033295.0,,,1.6805417814814685,-0.0011193294967832,0.0070222804314246,0.0322725788361664,-0.0079187029577657,Fast Moving Consumer Goods,8.0
2020-02-05,564.8541259765625,574.699397650032,531.5498478188878,551.1461436479815,3960795.0,,,0.9490204042374094,-0.1042134221876173,-0.0242681812846486,0.0174297596860928,-0.0589608478119829,Fast Moving Consumer Goods,8.0
