Date_Ticker,Close_EQUITASBNK.NS,High_EQUITASBNK.NS,Low_EQUITASBNK.NS,Open_EQUITASBNK.NS,Volume_EQUITASBNK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-11-02,31.727670669555664,32.06623035283372,29.067576268007823,30.08324978286662,23099679.0,,,-1.711147941315763,,-0.0518292346077252,0.0106708017365713,-0.0838414653648159,Financial Services,9.0
2020-11-03,31.872764587402344,32.64660940568871,31.63093785106391,32.06622671446973,4556016.0,,,-1.7039892300449395,0.0045731033758461,0.0060698257453277,0.0242791872090137,-0.0075872532385853,Financial Services,9.0
2020-11-04,31.630937576293945,32.01785813708447,30.953821982431627,31.872764310531693,1667520.0,,,-1.7159206037076218,-0.007587261859424,0.0076452597604625,0.0122323456222968,-0.0214067506607766,Financial Services,9.0
2020-11-05,31.92112922668457,32.21132057256689,31.340746534919933,31.630937880802254,3951058.0,,,-1.7016029929546652,0.0091742980963078,-0.0090908859715316,0.0090908859715317,-0.0181817719430634,Financial Services,9.0
2020-11-06,31.776033401489254,31.969495539044424,31.43747742825524,31.630939565810404,1351591.0,,,-1.7087617983311434,-0.004545447755464,-0.0045661405829229,0.0060883035686292,-0.010654444151552,Financial Services,9.0
2020-11-09,31.58257293701172,32.40478235663457,29.50286154857774,31.9211288886251,4323953.0,,,-1.7183068407978963,-0.0060882509164429,0.0107197077416267,0.026033642707409,-0.0658499670872843,Financial Services,9.0
2020-11-10,32.25968933105469,33.37209393832566,32.06623086890637,32.404786867649555,5976055.0,,,-1.6848989569001245,0.0214395576761085,0.0044977970837181,0.0344828059518886,-0.0059969102666491,Financial Services,9.0
2020-11-11,31.872764587402344,32.59824479641765,31.72766706960602,32.356418060079214,1459446.0,,,-1.7039892300449395,-0.0119940629211165,0.0151745064771706,0.0227617597157561,-0.0045523982520697,Financial Services,9.0
2020-11-12,32.453147888183594,32.64661001888474,31.92112979624286,31.92112979624286,1868282.0,,,-1.6753540085390264,0.0182093805885494,-0.016393420255372,0.005961274738824,-0.016393420255372,Financial Services,9.0
2020-11-13,33.372093200683594,33.61391996300739,32.404786151388414,32.45315076585646,5544814.0,,,-1.6300146568729172,0.0283160609154526,-0.0275362539982451,0.0072463768115942,-0.0289855072463769,Financial Services,9.0
2020-11-14,33.0818977355957,33.61391580896398,32.98516482863041,33.37208907652539,853354.0,,,-1.6443324558371837,-0.0086957525661574,0.008771907320705,0.0160818486781013,-0.0029240434674704,Financial Services,9.0
2020-11-17,33.17863082885742,33.565555121957004,32.69497730747471,33.03353698643273,2071178.0,,,-1.639559793445325,0.002924049098841,-0.0043731112104389,0.0116618523258364,-0.0145772597994625,Financial Services,9.0
2020-11-18,32.84006881713867,33.42045146036453,32.74333591661246,32.88843342241035,2069678.0,,,-1.6562639236055208,-0.0102042188981554,0.0014727315445344,0.0176730032588412,-0.0029455754512831,Financial Services,9.0
2020-11-19,32.114593505859375,32.7917091516122,31.96949597820398,32.7917091516122,1392356.0,,,-1.6920577622766029,-0.0220911629424078,0.0210843598449808,0.0210843598449808,-0.0045181181455378,Financial Services,9.0
2020-11-20,31.969497680664062,32.59824874734221,31.679306299883223,32.11459521604628,1280775.0,,,-1.6992165676530808,-0.0045180651334988,0.0045386241858276,0.0196672175759093,-0.0090771329496475,Financial Services,9.0
2020-11-23,36.08055114746094,36.75766680019812,33.226994697343606,33.56555436870392,11604586.0,,,-1.4963834977044488,0.128592995356425,-0.0697050543512554,0.0187667768701709,-0.0790884939216939,Financial Services,9.0
2020-11-24,35.01651382446289,37.724972662215,34.823051688198454,36.51583892304144,4370022.0,,,-1.5488814665357264,-0.0294906061342947,0.0428176575799246,0.0773480435925049,-0.0055248828376879,Financial Services,9.0
