Date_Ticker,Close_RVNL.NS,High_RVNL.NS,Low_RVNL.NS,Open_RVNL.NS,Volume_RVNL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,20.991701126098636,21.61769619899613,20.866502429916693,21.45076513474948,4860518.0,,,-0.6410762370113073,,0.0218688331113907,0.0298210740109676,-0.0059641996344108,Construction,3.0
2020-01-13,21.20037078857422,21.701167274853077,20.99170571862371,21.0334396878067,5131600.0,,,-0.6397458598329392,0.0099405789565167,-0.007873970810807,0.0236220626173555,-0.0098425198328591,Construction,3.0
2020-01-14,21.033435821533203,21.534230623770014,20.949969490497782,21.28383322265161,3928384.0,,,-0.6408101567114995,-0.0078741531790087,0.0119047312689664,0.023809462537933,-0.0039682689858007,Construction,3.0
2020-01-15,21.07516860961914,21.242101275005336,20.657838538141533,21.07516860961914,4155222.0,,,-0.6405440885720272,0.0019841165485295,0.0,0.0079208222946318,-0.0198019801980198,Construction,3.0
2020-01-16,21.3255672454834,21.534232293255204,21.07516982495242,21.20036853521791,3815379.0,,,-0.6389476675748575,0.0118812162551321,-0.0058708267322645,0.0097847361043115,-0.011741653464529,Construction,3.0
2020-01-17,21.07516860961914,21.492498681096748,20.991702276926045,21.242101275005336,2151335.0,,,-0.6405440885720272,-0.0117417104540227,0.0079208222946318,0.0198019801980198,-0.0039604111473158,Construction,3.0
2020-01-20,20.90823554992676,21.45076590620643,20.86650318036117,21.11690058173037,2491306.0,,,-0.6416083732902521,-0.0079208410041469,0.0099800402241183,0.0259481654960394,-0.001995977588158,Construction,3.0
2020-01-21,20.574373245239254,21.033437302257603,20.36570819895491,20.86650462843494,3180114.0,,,-0.643736918406031,-0.0159679808413421,0.0141987986566385,0.0223124199967825,-0.0101419879865664,Construction,3.0
2020-01-22,20.74130249023437,20.991699867586217,20.40743878976935,20.657836167121197,1924584.0,,,-0.642672658008477,0.0081134546848829,-0.0040241601583352,0.0120724037205346,-0.01609656387887,Construction,3.0
2020-01-23,22.243690490722656,22.327156815908648,20.574370354953786,20.616104313540653,11935052.0,,,-0.6330941563461302,0.0724346024650887,-0.0731706898125036,0.0037523595835324,-0.0750469053894229,Construction,3.0
2020-01-24,21.99329376220703,22.5358225040932,21.826361106863075,22.368889848749244,7161131.0,,,-0.6346905651829644,-0.0112569777312833,0.0170777551831564,0.0246679168546568,-0.0075901616715005,Construction,3.0
2020-01-27,21.86809730529785,22.41062610272189,21.617698296648943,21.86809730529785,4842561.0,,,-0.6354887574410459,-0.005692483275257,0.0,0.0248091450229923,-0.0114504250256944,Construction,3.0
2020-01-28,22.61928939819336,22.953153125254037,21.78462928454776,22.035026681846308,14421129.0,,,-0.630699518770208,0.0343510494949883,-0.0258302860917336,0.014760133317333,-0.0369003684842667,Construction,3.0
2020-01-29,24.121679306030277,24.37207831960813,22.744490303310016,22.95315535196424,31156514.0,,,-0.6211210049475259,0.0664207385735518,-0.0484428940141787,0.0103806625733249,-0.0570934131595045,Construction,3.0
2020-01-30,22.99488639831543,24.45554165462917,22.78622136169918,24.03821158139667,17407115.0,,,-0.6283048933546214,-0.0467128715799298,0.0453720520731806,0.063520872902453,-0.0090744104146361,Construction,3.0
2020-01-31,22.827953338623047,23.412214435136352,22.36888934280429,23.370482068238168,7518586.0,,,-0.6293691780728462,-0.0072595731416447,0.023765982064507,0.0255941077084989,-0.0201097307765237,Construction,3.0
2020-02-03,20.03184700012207,21.07517236471176,19.90664827476894,20.824774914005506,8842216.0,,,-0.6471958042191717,-0.1224860720987278,0.0395833651224772,0.0520833333333332,-0.006249984105428,Construction,3.0
2020-02-04,20.53264045715332,20.657839163992048,20.240509079871,20.365707786709727,4282295.0,,,-0.6440029865455034,0.024999864317464,-0.008130112188539,0.006097545374156,-0.0142276575626953,Construction,3.0
2020-02-05,21.07516860961914,21.367299978051044,20.616106167788928,20.78303724118724,4220226.0,,,-0.6405440885720272,0.0264227172144735,-0.0138614012463257,0.0138614012463258,-0.0217821480023978,Construction,3.0
2020-02-06,21.033435821533203,21.492498254246232,20.991701860021568,21.15863452209241,3176136.0,21.513365268707275,,-0.6408101567114995,-0.0019801876254925,0.0059523656344833,0.0218253658892504,-0.0019841723371181,Construction,3.0
2020-02-07,20.949970245361328,21.158635284474517,20.783037577275618,21.033436579404185,1873970.0,21.51127872467041,,-0.6413422929904443,-0.003968233097059,0.0039840788824669,0.0099601592111753,-0.0079681577649338,Construction,3.0
2020-02-10,20.61610412597656,21.116898888560836,20.532637801549942,20.94996783169532,2429681.0,21.482065391540527,,-0.643470862426894,-0.0159363529148061,0.0161943160394733,0.0242914354489149,-0.0040485983150159,Construction,3.0
2020-02-11,20.574373245239254,20.991703337807955,20.532640872777574,20.82477225597325,2179747.0,21.45911226272583,,-0.643736918406031,-0.0020241884927581,0.0121704320102162,0.0202839759731328,-0.0020283666464221,Construction,3.0
2020-02-12,19.94837760925293,20.94997044325231,19.40584882083157,20.82477173699937,7029501.0,21.40277271270752,,-0.6477279648187872,-0.0304259881224415,0.0439331029777545,0.0502092377444669,-0.0271966371926764,Construction,3.0
2020-02-13,19.322383880615234,20.157044105194625,19.03025248361484,19.364117847037026,13161671.0,21.302613544464112,,-0.6517189990712081,-0.0313806837277499,0.0021598766839354,0.043196544988258,-0.0151188072240644,Construction,3.0
2020-02-14,19.15545082092285,19.781445924979312,19.11371685879303,19.531046928164,5603644.0,21.206627655029298,,-0.652783283789433,-0.0086393615158352,0.0196077926200985,0.032679737475701,-0.0021786990303688,Construction,3.0
2020-02-17,18.65465545654297,19.4058493047821,18.571189119630183,19.23891663095653,3797942.0,21.093948650360108,,-0.6559761136234368,-0.0261437524525855,0.0313198587759839,0.0402684386205405,-0.0044742899222783,Construction,3.0
2020-02-18,18.77985382080078,19.15545153401197,18.27905740051517,18.654655113726363,5523476.0,21.004222679138184,,-0.6551779092050197,0.006711373713091,-0.0066666497124565,0.02000003390842,-0.0266666836208766,Construction,3.0
2020-02-19,19.489316940307617,19.739714375742498,18.44599163934884,18.82158779250116,11473042.0,20.941623401641845,,-0.6506547143529833,0.0377778829524767,-0.0342612904213932,0.0128479328547945,-0.053533189703585,Construction,3.0
2020-02-20,19.697978973388672,20.36570642659324,19.53104631409361,19.697978973388672,9653258.0,20.814337825775148,,-0.6493243858159569,0.0107064826191779,0.0,0.033898272208872,-0.0084746084621462,Construction,3.0
2020-02-24,19.15545082092285,19.864910665263206,18.98851815637931,19.65624563057772,4677013.0,20.672445678710936,,-0.652783283789433,-0.0275423256974107,0.0261437234934647,0.0370369693186982,-0.008714629903735,Construction,3.0
2020-02-25,18.86332130432129,19.405850129324143,18.73812258962648,19.07198635947531,3921926.0,20.52220687866211,,-0.6546457607657395,-0.015250464180278,0.011061946715938,0.0287610445822481,-0.0066371511503717,Construction,3.0
2020-02-26,18.73812294006348,19.030252749152044,18.612922631039165,18.821587690095605,2658612.0,20.32814855575561,,-0.6554439651841566,-0.0066371325726785,0.0044542748651559,0.0155901319477402,-0.0066815822174282,Construction,3.0
2020-02-27,18.32079315185547,18.738123277483265,18.27905918409984,18.738123277483265,5259383.0,20.038104248046874,,-0.6581046587392156,-0.0222716965590895,0.0227790424884268,0.0227790424884268,-0.0022779563859333,Construction,3.0
