Date_Ticker,Close_NTPC.NS,High_NTPC.NS,Low_NTPC.NS,Open_NTPC.NS,Volume_NTPC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,91.76412200927734,92.90831302774886,90.81062949388443,91.49713944924216,5588344.0,,,-0.7892858563739111,,-0.0029094438456915,0.0124688276138666,-0.010390689678222,Power,16.0
2020-01-13,92.87017059326172,93.06086909550662,91.61155931451415,91.8403998450706,3534313.0,,,-0.7789488611735488,0.0120531702343597,-0.0110882831549986,0.0020533880903492,-0.0135523739291901,Power,16.0
2020-01-14,94.20504760742188,94.58644456129808,92.56503954182308,92.87015826885516,8631692.0,,,-0.7664732633668592,0.0143735820192087,-0.01417004048583,0.0040485829959513,-0.0174089192378859,Power,16.0
2020-01-15,94.4720230102539,95.3492371560204,93.32783216438166,93.82364936152408,6537916.0,,,-0.7639781438055213,0.0028339819320997,-0.0068631286604231,0.0092854383532285,-0.0121114252602387,Power,16.0
2020-01-16,92.6413116455078,94.12876315910478,92.25991471684016,94.12876315910478,8806007.0,,,-0.78108774899344,-0.0193783440473947,0.0160560282143749,0.0160560282143749,-0.0041169206468821,Power,16.0
2020-01-17,92.4506378173828,92.83203484768498,91.99296254495158,92.6413363325339,6811534.0,,,-0.7828697633413655,-0.0020581943923097,0.0020627063225651,0.00412541264513,-0.0049504825843957,Power,16.0
2020-01-20,90.20038604736328,92.87016491557276,89.8571310921702,92.2980694438136,10655638.0,,,-0.803900342000492,-0.0243400351057008,0.0232558139534884,0.029598308668076,-0.0038054710210756,Power,16.0
2020-01-21,89.36131286621094,91.19201951956144,89.20875058363238,90.31480530861684,5150830.0,,,-0.8117422176395164,-0.0093023236143552,0.0106700809536384,0.0204865684559869,-0.0017072520275857,Power,16.0
2020-01-22,85.54735565185547,88.29341312507547,85.0515383451051,87.68317554451241,19388739.0,,,-0.8473869967116596,-0.0426801833145134,0.0249665214825447,0.0320998522081195,-0.005795822710969,Power,16.0
2020-01-23,86.57711029052734,87.30176218976636,85.66175991047218,85.89059459565809,22793170.0,,,-0.8377630354213187,0.0120372468654972,-0.0079295288623691,0.0083700171651295,-0.0105726603369356,Power,16.0
2020-01-24,87.53060150146484,88.71293439427066,86.61525113388697,86.95850606681475,9898052.0,,,-0.8288518228274351,0.0110132020777531,-0.0065359477124182,0.0135076518671704,-0.0104574897450299,Power,16.0
2020-01-27,86.31014251708984,87.95015078583147,85.89060348799674,87.7213102572977,5597365.0,,,-0.8402580836792656,-0.0139432262938873,0.0163499641994964,0.0190013389030947,-0.00486083114751,Power,16.0
