Date_Ticker,Close_VIPIND.NS,High_VIPIND.NS,Low_VIPIND.NS,Open_VIPIND.NS,Volume_VIPIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,411.6508483886719,419.6284124400798,408.51858060713033,415.2236356679521,277029.0,,,-0.6407971864743417,,0.0086791689930076,0.0193794427550302,-0.0076090400245796,Consumer Durables,5.0
2020-01-13,446.2527770996094,453.1536112557927,414.04897398615736,414.04897398615736,2015488.0,,,-0.3945519686925157,0.0840564979918785,-0.0721649360319022,0.015463957896318,-0.0721649360319022,Consumer Durables,5.0
2020-01-14,445.5186767578125,450.6086527847658,437.78585269024376,443.365248340104,382428.0,,,-0.3997762063368856,-0.001645032545384,-0.0048335311852237,0.011424831982342,-0.0173569021255025,Consumer Durables,5.0
2020-01-15,444.5398254394531,454.9644571499041,442.7289669095151,445.6165545549678,238222.0,,,-0.4067422184941571,-0.0021971050136052,0.0024221207052714,0.0234503887253423,-0.0040735574774384,Consumer Durables,5.0
2020-01-16,451.881103515625,454.6218711550969,442.68002115638654,447.6231470890143,310190.0,,,-0.3544978874406553,0.016514331576287,-0.0094227361876473,0.0060652406532355,-0.0203617329595201,Consumer Durables,5.0
2020-01-17,455.5517578125,462.99094170860536,450.36392200000375,452.71313010619446,298744.0,,,-0.3283756133244709,0.008123053317161,-0.0062311859357897,0.0163300520051274,-0.0113880272077262,Consumer Durables,5.0
2020-01-20,442.28851318359375,458.292540609478,440.4776546290914,456.4816820549756,156118.0,,,-0.4227637206875811,-0.0291146821441203,0.0320902950185602,0.0361845875460051,-0.004094292527445,Consumer Durables,5.0
2020-01-21,444.099365234375,447.3295227056291,436.3175815011688,440.4287181662216,217604.0,,,-0.4098767610807791,0.0040942778227422,-0.0082653733725024,0.0072735016622897,-0.0175226184552172,Consumer Durables,5.0
2020-01-22,443.6099548339844,447.32953199153854,437.59006961980685,447.32953199153854,129844.0,,,-0.4133596585699813,-0.0011020290473334,0.0083847919033877,0.0083847919033877,-0.0135702212012586,Consumer Durables,5.0
2020-01-23,446.8890380859375,450.11922546497,434.80039750429074,440.9670726987486,228808.0,,,-0.3900240064955725,0.0073918162029981,-0.0132515342344335,0.0072281642728755,-0.0270506536329989,Consumer Durables,5.0
