Date_Ticker,Close_NETWORK18.NS,High_NETWORK18.NS,Low_NETWORK18.NS,Open_NETWORK18.NS,Volume_NETWORK18.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,25.399999618530277,25.700000762939453,24.5,25.600000381469727,112415.0,,,-1.6494855902424632,,0.0078740459032742,0.0118110688549111,-0.0354330563797996,Media Entertainment & Publication,13.0
2020-01-13,26.649999618530277,26.649999618530277,24.75,25.75,392760.0,,,-1.5950913785736545,0.0492125991642959,-0.033771093111179,0.0,-0.0712945458058905,Media Entertainment & Publication,13.0
2020-01-14,27.950000762939453,27.950000762939453,27.0,27.399999618530277,555463.0,,,-1.538521348638705,0.0487805314453086,-0.0196780368299115,0.0,-0.0339892929161961,Media Entertainment & Publication,13.0
2020-01-15,28.950000762939453,29.299999237060547,27.649999618530277,29.299999237060547,545853.0,,,-1.495005979303658,0.0357781743364371,0.0120897569912725,0.0120897569912725,-0.0449050469827063,Media Entertainment & Publication,13.0
2020-01-16,28.200000762939453,29.700000762939453,28.049999237060547,29.5,242917.0,,,-1.5276425063049432,-0.0259067350685571,0.0460992624783547,0.0531914879226282,-0.0053192029014423,Media Entertainment & Publication,13.0
2020-01-17,27.399999618530277,28.950000762939453,27.25,28.100000381469727,232399.0,,,-1.562454851572369,-0.0283688341406197,0.0255474734556584,0.0565693856200251,-0.0054744387087082,Media Entertainment & Publication,13.0
2020-01-20,26.850000381469727,27.899999618530277,26.75,27.5,124014.0,,,-1.5863882715070527,-0.0200729651356852,0.0242085515566272,0.0391061162809216,-0.0037244089403716,Media Entertainment & Publication,13.0
2020-01-21,27.899999618530277,28.149999618530277,26.350000381469727,26.5,329446.0,,,-1.5406971669048457,0.0391061162809216,-0.0501791984828716,0.0089605735992182,-0.0555555289696523,Media Entertainment & Publication,13.0
2020-01-22,27.899999618530277,28.450000762939453,26.899999618530277,28.450000762939453,116352.0,,,-1.5406971669048457,0.0,0.0197133029365308,0.0197133029365308,-0.0358422943968728,Media Entertainment & Publication,13.0
2020-01-23,27.25,27.899999618530277,27.0,27.549999237060547,72120.0,,,-1.56898214037283,-0.023297477685217,0.0110091463141484,0.0238531970102853,-0.0091743119266054,Media Entertainment & Publication,13.0
2020-01-24,27.649999618530277,27.899999618530277,26.600000381469727,27.399999618530277,60704.0,,,-1.5515760092386073,0.0146788850836797,-0.0090415914448135,0.0090415914448134,-0.0379746564754693,Media Entertainment & Publication,13.0
2020-01-27,27.200000762939453,28.5,26.700000762939453,26.700000762939453,88542.0,,,-1.5711578756399904,-0.0162748232115433,-0.0183823524255654,0.047794088257226,-0.0183823524255654,Media Entertainment & Publication,13.0
2020-01-28,26.850000381469727,27.399999618530277,26.549999237060547,27.0,41714.0,,,-1.5863882715070527,-0.0128676607225176,0.0055865778919614,0.0204841426162556,-0.0111732268211147,Media Entertainment & Publication,13.0
2020-01-29,27.100000381469727,27.549999237060547,26.600000381469727,27.350000381469727,83496.0,,,-1.5755094291732912,0.0093109868323329,0.0092250921210665,0.0166051235887996,-0.0184501842421332,Media Entertainment & Publication,13.0
2020-01-30,27.049999237060547,27.799999237060547,26.25,27.100000381469727,44053.0,,,-1.5776852474394316,-0.0018450606533337,0.0018484711948041,0.0277264333143656,-0.0295748339972035,Media Entertainment & Publication,13.0
2020-01-31,26.549999237060547,27.399999618530277,26.299999237060547,27.399999618530277,52304.0,,,-1.5994429321069552,-0.0184842888762437,0.0320150812013293,0.0320150812013293,-0.0094161961274571,Media Entertainment & Publication,13.0
2020-02-03,24.549999237060547,26.399999618530277,24.5,26.399999618530277,109657.0,,,-1.6864736707770491,-0.0753295690196572,0.075356433358946,0.075356433358946,-0.0020366288641291,Media Entertainment & Publication,13.0
2020-02-04,24.799999237060547,25.700000762939453,24.5,24.549999237060547,72460.0,,,-1.6755948284432876,0.010183299705468,-0.0100806454714081,0.0362903852244465,-0.0120967438020012,Media Entertainment & Publication,13.0
2020-02-05,25.799999237060547,26.0,25.149999618530277,25.149999618530277,94528.0,,,-1.6320794591082404,0.0403225818856326,-0.0251937844089769,0.0077519677850284,-0.0251937844089769,Media Entertainment & Publication,13.0
