Date_Ticker,Close_HCLTECH.NS,High_HCLTECH.NS,Low_HCLTECH.NS,Open_HCLTECH.NS,Volume_HCLTECH.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,489.3649291992188,497.33340468671497,486.87746007352735,490.7562691053666,2049636.0,,,-1.488867884555516,,0.0028431541026543,0.0162832990515597,-0.0050830555629759,Information Technology,12.0
2020-01-13,494.55084228515625,497.5021260839594,489.9131106013227,492.4006315250035,4096054.0,,,-1.47470175858969,0.0105972307709577,-0.004347805273604,0.0059676044330776,-0.0093776641091218,Information Technology,12.0
2020-01-14,501.1279602050781,503.7419852099565,495.0989401189116,495.14109102121705,3395378.0,,,-1.4567353408341832,0.0132991744378215,-0.0119467873662667,0.0052162824916188,-0.0120308994207771,Information Technology,12.0
2020-01-15,502.3505554199219,504.5007657163749,498.935509482462,503.404585120761,2348102.0,,,-1.453395632371722,0.0024396866906875,0.0020981955518255,0.004280298435533,-0.0067981330977234,Information Technology,12.0
2020-01-16,500.2424621582031,504.5007315681038,494.7615080848305,503.40455104668735,2107442.0,,,-1.459154216096196,-0.0041964585068619,0.0063211125158026,0.0085124109447429,-0.0109565950273914,Information Technology,12.0
2020-01-17,504.92236328125,507.6206895321545,493.2858860071601,493.2858860071601,4555694.0,,,-1.44637034029302,0.0093552656502934,-0.0230460722683581,0.0053440418708519,-0.0230460722683581,Information Technology,12.0
2020-01-20,496.8695983886719,521.1122813817551,492.5269754573064,521.1122813817551,10272118.0,,,-1.4683677166375595,-0.0159485209572557,0.0487908358082307,0.0487908358082307,-0.0087399650641705,Information Technology,12.0
2020-01-21,492.48480224609375,500.242470745605,491.0513116321148,496.9117267659664,2640668.0,,,-1.480345467413728,-0.0088248428899611,0.0089889566128387,0.0157520972507791,-0.0029107306610096,Information Technology,12.0
2020-01-22,498.0501403808594,501.7181431941644,490.3346222981624,493.4545605406959,4402650.0,,,-1.4651428830755349,0.0113005276698561,-0.0092271429471924,0.0073647259902387,-0.0154914484650018,Information Technology,12.0
2020-01-23,505.0489501953125,505.8921740702637,494.9724145963849,497.5863880222133,6089397.0,,,-1.4460245485027376,0.0140524201220004,-0.0147759185920756,0.0016695884124204,-0.0199516019091433,Information Technology,12.0
