Date_Ticker,Close_GRAPHITE.NS,High_GRAPHITE.NS,Low_GRAPHITE.NS,Open_GRAPHITE.NS,Volume_GRAPHITE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,273.3042907714844,283.1077080264609,272.021607718783,273.89984715344707,2442990.0,,,-0.9690450479328296,,0.0021790963481822,0.035869971990939,-0.0046932415480218,Capital Goods,1.0
2020-01-13,272.204833984375,277.1981403812742,271.33442701774584,275.9612845323886,957273.0,,,-0.976409234743242,-0.0040228303185647,0.0138000875775381,0.0183439299141388,-0.0031976175951347,Capital Goods,1.0
2020-01-14,276.1445007324219,278.8473197920167,273.02940572229915,274.86181784124074,1288503.0,,,-0.9500212563856156,0.0144731696729273,-0.0046449698899636,0.0097876982971818,-0.0112806700906971,Capital Goods,1.0
2020-01-15,275.0909118652344,279.1680406440642,272.38809238797944,276.32779582873064,1227424.0,,,-0.9570782188149792,-0.0038153534268944,0.00449627345051,0.0148210231707952,-0.0098251863681306,Capital Goods,1.0
2020-01-16,287.2306213378906,289.33788424967366,275.182516337965,276.6942508581913,5214258.0,,,-0.8757661659640271,0.0441298092704837,-0.0366826156299839,0.007336484188098,-0.0419457540557716,Capital Goods,1.0
2020-01-17,289.24627685546875,297.5837299943111,287.3222384540469,288.6049214015311,4430725.0,,,-0.8622652590153237,0.0070175509428256,-0.0022173334810394,0.0288247552552196,-0.0066519037767363,Capital Goods,1.0
2020-01-20,282.9244384765625,291.76584989677343,281.82500790955646,290.43733983953365,1269925.0,,,-0.9046090776658968,-0.0218562480652608,0.0265544447253307,0.0312500802964157,-0.0038859512204956,Capital Goods,1.0
2020-01-21,279.85516357421875,283.6115862044302,278.5266535491208,280.3590657435229,1130712.0,,,-0.9251671514514032,-0.0108483908950057,0.0018005819970174,0.013422738327339,-0.0047471342251851,Capital Goods,1.0
2020-01-22,289.5211181640625,300.1949132891089,286.77249995364417,286.77249995364417,4267542.0,,,-0.8604243656182999,0.0345391325512573,-0.009493670886076,0.0368670692926722,-0.009493670886076,Capital Goods,1.0
2020-01-23,296.07196044921875,298.49990073369827,286.95572761347285,289.9333970847222,2260357.0,,,-0.8165466735443127,0.0226264748032787,-0.0207333492681399,0.0082005073388093,-0.0307905984136903,Capital Goods,1.0
2020-01-24,291.4451904296875,299.78267223057554,290.4373580431373,298.45416209006936,1474018.0,,,-0.8475368853944986,-0.0156271806776677,0.0240490215331681,0.0286073748158128,-0.0034580511864487,Capital Goods,1.0
2020-01-27,282.83282470703125,289.521117827109,282.191469274524,288.5132855590505,1068425.0,,,-0.9052227087982382,-0.0295505501736321,0.0200841640566411,0.0236475137813501,-0.0022676131498231,Capital Goods,1.0
2020-01-28,279.2138366699219,285.85633155378383,277.61047583588623,283.1077129811513,789151.0,,,-0.9294627737852312,-0.0127955022224102,0.013945857260049,0.0237899917965545,-0.0057424118129614,Capital Goods,1.0
2020-01-29,279.4428405761719,283.1076647148758,277.6104285068199,281.04620113685485,632546.0,,,-0.9279289003618172,0.0008201739175294,0.0057377049180329,0.0131147540983607,-0.0065573770491803,Capital Goods,1.0
2020-01-30,274.9534606933594,280.40487030117174,274.03725457839346,279.4886641862058,559439.0,,,-0.9579988699209304,-0.0160654675337397,0.016494440482436,0.0198266630071335,-0.0033322225246974,Capital Goods,1.0
2020-01-31,273.3959045410156,278.5266644787554,271.1970154135249,277.1523552790247,851755.0,,,-0.9684314168004884,-0.0056647992297169,0.0137399671158771,0.0187667768701707,-0.0080428751527286,Capital Goods,1.0
2020-02-03,262.2640075683594,269.2729789471034,257.0416213863346,263.8673683133188,755739.0,,,-1.0429931183808083,-0.0407171314118431,0.0061135371179039,0.0267248695073689,-0.0199127064001092,Capital Goods,1.0
2020-02-04,274.1746826171875,275.73224421220215,264.37126590586644,266.8908327469601,886876.0,,,-0.9632151433607092,0.0454148289704739,-0.0265664568321845,0.0056809096308478,-0.0357560976007728,Capital Goods,1.0
2020-02-05,277.7020874023437,279.30544815182566,274.08306195507043,275.5489973752467,1012749.0,,,-0.9395885050986184,0.0128655379537042,-0.0077532367409884,0.005773671939163,-0.0130320426509072,Capital Goods,1.0
2020-02-06,283.2451171875,286.039562637446,276.007094411606,278.4350350442272,1426910.0,280.0132034301758,,-0.9024611642952634,0.0199603461284946,-0.016982047885008,0.0098658203809252,-0.0255539189793081,Capital Goods,1.0
2020-02-07,292.08648681640625,294.78930593375463,284.3903613444796,286.543451222321,3251296.0,280.9523132324219,,-0.8432414674681098,0.0312145526697765,-0.0189773777434948,0.0092534890840303,-0.0263487898937417,Capital Goods,1.0
2020-02-10,292.4529724121094,302.1647338439748,289.5211019675233,291.9948694026671,3673110.0,281.96472015380857,,-0.8407867385313056,0.0012547160250295,-0.0015664159801963,0.0332079422950097,-0.0100251005158348,Capital Goods,1.0
2020-02-11,281.4585266113281,293.87310814865003,280.40486722237296,293.1859535699704,1225589.0,282.2304214477539,,-0.9144277890056746,-0.0375938931654572,0.0416666252745541,0.0441080314275412,-0.0037435689074368,Capital Goods,1.0
2020-02-12,265.9288330078125,270.92216767135824,262.6763123842943,267.7612452938267,1831104.0,281.77231750488284,,-1.0184460334202057,-0.0551757795028924,0.0068906115417741,0.0187769585082901,-0.0122307934296941,Capital Goods,1.0
2020-02-13,268.402587890625,270.28079920944947,265.69976871437404,267.5321809124042,725498.0,280.8309158325195,,-1.001876766402357,0.009302319176273,-0.0032429157448193,0.006997739230405,-0.0100700190616357,Capital Goods,1.0
2020-02-14,259.3779602050781,269.73107825838827,252.59804045580648,268.40259615016976,1892032.0,279.3375,,-1.062323929901632,-0.0336234749317113,0.034793380046463,0.0399151803226627,-0.0261391513138242,Capital Goods,1.0
2020-02-17,244.7186584472656,251.95668115004307,243.75662525209407,251.95668115004307,1338108.0,277.42721099853514,,-1.1605122697440429,-0.0565171448885713,0.0295769139496862,0.0295769139496862,-0.0039311804064127,Capital Goods,1.0
