Date_Ticker,Close_ERIS.NS,High_ERIS.NS,Low_ERIS.NS,Open_ERIS.NS,Volume_ERIS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,482.0954895019531,499.557799641863,474.9079425857921,482.1919429297365,160117.0,,,-1.0776603329968475,,0.0002000712097163,0.036221683297535,-0.014908969431733,Healthcare,11.0
2020-01-13,485.47216796875,491.9361078678442,481.9025079844826,486.195745308066,44411.0,,,-1.063545382275234,0.0070041693820559,0.0014904610131276,0.0133147486623996,-0.0073529652569025,Healthcare,11.0
2020-01-14,488.07708740234375,496.8564993966761,486.8228983070566,486.8228983070566,46159.0,,,-1.052656483672511,0.0053657441259566,-0.0025696537036028,0.0179877568952444,-0.0025696537036028,Healthcare,11.0
2020-01-15,494.0103759765625,499.1719298593516,481.32365869551785,493.8656663916335,45239.0,,,-1.027854573551156,0.0121564579189673,-0.0002929282297825,0.0104482701857946,-0.0256810745239216,Healthcare,11.0
2020-01-16,493.38330078125,499.5095952840376,488.2217761389821,495.89170830708895,22103.0,,,-1.030475828600346,-0.0012693563249008,0.005084094905253,0.0124169068817019,-0.0104614903546489,Healthcare,11.0
2020-01-17,487.9805603027344,494.25156409577136,483.4461598409244,494.25156409577136,26238.0,,,-1.0530599793762578,-0.0109503918555018,0.0128509295311816,0.0128509295311816,-0.009292174382924,Healthcare,11.0
2020-01-20,487.9805603027344,491.7914128462475,482.8190653501083,482.8190653501083,14197.0,,,-1.0530599793762578,0.0,-0.0105772552689885,0.0078094351569024,-0.0105772552689885,Healthcare,11.0
2020-01-21,485.8580627441406,492.370258700804,471.0970675769083,486.05099903295,32960.0,,,-1.061932292432086,-0.0043495535094205,0.0003971042236485,0.013403494674725,-0.0303812909553498,Healthcare,11.0
2020-01-22,488.607666015625,493.7209340638349,484.2179458587305,487.9805421057564,39031.0,,,-1.0504385967596623,0.0056592727018967,-0.0012834917531738,0.0104649771255256,-0.0089841409830727,Healthcare,11.0
2020-01-23,489.090087890625,490.1030844575083,484.3144653497425,489.5242166582439,24637.0,,,-1.0484220112127676,0.0009873399632345,0.0008876253646667,0.0020711860492863,-0.0097643004001146,Healthcare,11.0
2020-01-24,491.5984802246094,498.78602760243285,487.1605623337429,487.20878905073226,25731.0,,,-1.037936608313791,0.0051286918219968,-0.0089294238091857,0.0146207681002989,-0.0090275256523144,Healthcare,11.0
2020-01-27,487.6429138183594,491.01960816427857,480.5518498034415,485.2792159992407,24885.0,,,-1.0544713851512353,-0.0080463357096684,-0.0048471899255345,0.0069245225353093,-0.0145415093995587,Healthcare,11.0
2020-01-28,486.9193420410156,492.0326103321984,482.9155237167146,482.9155237167146,13294.0,,,-1.0574960083367664,-0.0014838148096483,-0.0082227547328849,0.0105012634530998,-0.0082227547328849,Healthcare,11.0
2020-01-29,517.4542846679688,527.3431756146914,483.4461769521668,483.4461769521668,207525.0,,,-0.9298560169355152,0.0627104737695571,-0.0657219559745722,0.0191106562255407,-0.0657219559745722,Healthcare,11.0
2020-01-30,509.3984375,522.9052142518939,499.75073982007575,519.8179392173435,55342.0,,,-0.9635304952475096,-0.0155682297096793,0.0204545223351679,0.0265151515151513,-0.0189393939393939,Healthcare,11.0
2020-01-31,508.385498046875,520.2039290304717,503.8992945685373,514.2223440209814,36333.0,,,-0.967764712572442,-0.0019885012959526,0.0114811417645279,0.0232469868416802,-0.0088244127646694,Healthcare,11.0
2020-02-03,510.5562133789063,518.0814063874466,477.4163633388192,487.2569980851843,56424.0,,,-0.9586908430158488,0.0042698215042929,-0.0456349657161661,0.0147392056180022,-0.0649093070883706,Healthcare,11.0
2020-02-04,506.5523376464844,540.2710516658163,501.3426164077727,510.5561556011708,249882.0,,,-0.9754275590562744,-0.0078421839309796,0.0079040558242977,0.0665651138360037,-0.0102846652784525,Healthcare,11.0
2020-02-05,505.4911804199219,512.6787276609496,498.11066742972906,508.3854900027616,36095.0,,,-0.979863332881972,-0.0020948619672604,0.0057257370552643,0.0142189369853236,-0.0146006760870914,Healthcare,11.0
2020-02-06,495.8434753417969,509.2055141876369,493.9621623605185,507.4207135221216,23805.0,495.1198760986328,,-1.0201919822021346,-0.0190858029809945,0.0233485742095209,0.026948098564026,-0.0037941670604449,Healthcare,11.0
2020-02-07,495.5057678222656,501.0531944196434,494.0103863425568,500.71554852853694,13390.0,495.7903900146485,,-1.0216036431119233,-0.0006810768646264,0.0105140667265453,0.0111954833982228,-0.0030178891484573,Healthcare,11.0
2020-02-10,485.7616271972656,501.4391375089946,478.0434682745682,501.4391375089946,48677.0,495.8048629760742,,-1.062335405433616,-0.0196650397589219,0.03227408142999,0.03227408142999,-0.015888778550149,Healthcare,11.0
2020-02-11,505.5876159667969,512.2927780401548,487.40172828523566,490.9713589789977,120666.0,496.6803894042969,,-0.979460219880442,0.0408142341006281,-0.0289094442312428,0.0132621169142683,-0.0359698044557237,Healthcare,11.0
2020-02-12,510.8938598632813,515.4765166290092,496.85647038944825,510.26679479468754,45977.0,497.5245635986328,,-0.9572794372408712,0.0104952014822151,-0.0012273881482183,0.0089698802936373,-0.0274761365845921,Healthcare,11.0
2020-02-13,506.504150390625,511.5209651809931,502.6932978630917,510.8938412503685,15726.0,498.1806060791016,,-0.975628987989634,-0.008592214190695,0.0086666434151785,0.0099047851562499,-0.0075238327752976,Healthcare,11.0
2020-02-14,449.1003723144531,507.2759834173086,435.4488846084201,504.57463957134047,270435.0,496.2365966796875,,-1.21558417079631,-0.1133332827221673,0.1235230934479054,0.1295381048184076,-0.030397409015004,Healthcare,11.0
