Date_Ticker,Close_BDL.NS,High_BDL.NS,Low_BDL.NS,Open_BDL.NS,Volume_BDL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,136.86050415039062,140.6053832863266,136.01043612010676,138.6754998674479,70796.0,,,-0.874048481522338,,0.0132616471663939,0.0273627454405755,-0.0062112004888551,Capital Goods,1.0
2020-01-13,139.4796142578125,141.52437133585462,136.92942421456064,136.92942421456064,138354.0,,,-0.8672861616009092,0.0191370777397096,-0.0182836040723349,0.0146598991467141,-0.0182836040723349,Capital Goods,1.0
2020-01-14,144.76382446289062,146.57883444835588,139.50261765883087,140.14590754466627,291240.0,,,-0.8536427795080532,0.0378851793733158,-0.0318996609502267,0.0125377316618939,-0.0363433808382731,Capital Goods,1.0
2020-01-15,146.62478637695312,152.5522662050871,145.61389225688845,147.4518713677931,659388.0,,,-0.8488379338511928,0.0128551585381715,0.0056408265701657,0.0404261787832733,-0.0068944285958978,Capital Goods,1.0
2020-01-16,147.40589904785156,149.79527717629438,146.21122400629602,149.33578246102968,128688.0,,,-0.8468211672554209,0.0053272894044687,0.0130923078767128,0.0162095149778718,-0.0081046623593247,Capital Goods,1.0
2020-01-17,143.7069854736328,147.40591266412707,143.36236440535072,147.40591266412707,94908.0,,,-0.8563714480472449,-0.0250933890577743,0.0257393694419463,0.0257393694419463,-0.0023980815347721,Capital Goods,1.0
2020-01-20,140.697265625,145.17733840473664,140.16883556618217,144.00561864874578,62522.0,,,-0.864142289155702,-0.0209434484949587,0.023513982372362,0.031841932107461,-0.0037557948014871,Capital Goods,1.0
2020-01-21,140.42160034179688,142.9028692214952,138.30792165810308,139.2269111707815,209720.0,,,-0.8648540335115306,-0.0019592796063134,-0.0085078732054569,0.0176701367429137,-0.0150523756925496,Capital Goods,1.0
2020-01-22,141.40951538085938,148.39384148964714,140.927051481722,142.9028733824444,1755264.0,,,-0.8623033207597449,0.0070353495235621,0.0105605199025182,0.0493907789018075,-0.0034118206107838,Capital Goods,1.0
2020-01-23,139.31881713867188,142.2825499334025,138.76741781642713,141.6162909435796,150662.0,,,-0.8677013261100269,-0.0147847069311892,0.0164907645075749,0.0212730258237883,-0.0039578237424734,Capital Goods,1.0
2020-01-24,139.43368530273438,141.13380743738472,138.76741231665068,139.73235408100177,111578.0,,,-0.8674047462633161,0.0008244985596465,0.0021420130839899,0.0121930517074053,-0.0047784219762757,Capital Goods,1.0
2020-01-27,137.18214416503906,139.18094901786355,136.69968031417315,137.15917503791826,85650.0,,,-0.8732180343134093,-0.0161477560663108,-0.0001674352537686,0.0145704447542371,-0.0035169580837391,Capital Goods,1.0
2020-01-28,135.7806854248047,138.6065750580467,135.55093807214004,137.7794901975202,64458.0,,,-0.876836481789631,-0.0102160434126786,0.0147208328376162,0.0208121620862415,-0.0016920473773265,Capital Goods,1.0
2020-01-29,139.31881713867188,142.87990153627885,136.01044925053785,136.90646964351876,213224.0,,,-0.8677013261100269,0.0260576951927864,-0.0173153027329536,0.0255606849867411,-0.0237467411515633,Capital Goods,1.0
2020-01-30,137.13623046875,140.83515804822483,135.36717266100038,138.76743142108938,120150.0,,,-0.8733365795789184,-0.0156661297787894,0.0118947483590858,0.0269726502386087,-0.0129000031698606,Capital Goods,1.0
2020-01-31,133.36834716796875,138.53766294967298,132.44935769566578,137.13620961347755,117126.0,,,-0.8830649343488418,-0.0274754766694557,0.02825154937823,0.0387596899224806,-0.0068906115417742,Capital Goods,1.0
2020-02-03,126.88948822021484,130.91006778373668,126.3610719964,130.0829827397368,112098.0,,,-0.8997927980634569,-0.048578685162786,0.0251675262018526,0.0316856787738333,-0.004164381393814,Capital Goods,1.0
2020-02-04,128.2449951171875,130.45056443861392,127.7395480577492,128.15309055268318,68806.0,,,-0.8962929943449889,0.0106825783284758,-0.0007166327576396,0.0171980927552846,-0.0039412614814047,Capital Goods,1.0
