Date_Ticker,Close_DLF.NS,High_DLF.NS,Low_DLF.NS,Open_DLF.NS,Volume_DLF.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,235.05030822753903,235.8203367543556,227.1575488735833,229.9007709106569,14793061.0,,,-0.8524522388625073,,-0.021908234691176,0.0032760158139042,-0.0335790215017085,Realty,17.0
2020-01-13,243.32809448242188,244.2424969523165,235.19470195482333,235.19470195482333,14466469.0,,,-0.8171905731943054,0.0352170831738265,-0.0334256204360573,0.0037578992752136,-0.0334256204360573,Realty,17.0
2020-01-14,245.01251220703125,247.94823760868584,241.16238438507696,242.65431185349863,6843491.0,,,-0.8100153003832041,0.0069224136579553,-0.0096248160238443,0.0119819407393118,-0.015714004918659,Realty,17.0
2020-01-15,246.3119354248047,248.33325852014667,243.03933246642265,243.03933246642265,7020963.0,,,-0.8044800249296252,0.0053034973849639,-0.0132864164813529,0.0082063546447956,-0.0132864164813529,Realty,17.0
2020-01-16,248.47764587402344,249.92144396669545,245.1087836577888,246.1194452600739,5235129.0,,,-0.7952545441738934,0.008792551792034,-0.0094905946394273,0.0058105753843304,-0.0135580092301046,Realty,17.0
2020-01-17,251.4615020751953,252.183401124215,247.27448171605155,247.370740797417,5766591.0,,,-0.7825439309099123,0.0120085498664321,-0.016267942583732,0.0028708133971291,-0.0166507410660885,Realty,17.0
2020-01-20,249.24766540527344,254.1084401045859,247.7076083782955,252.13526131555284,6096170.0,,,-0.791974419460247,-0.008803879129219,0.011585247571263,0.0195017862711328,-0.00617882227492,Realty,17.0
2020-01-21,247.46697998046875,249.1514109594064,245.4456569309145,248.33325289480769,5387621.0,,,-0.7995597728598549,-0.0071442411382642,0.0035005596076183,0.0068066898422998,-0.0081680515506098,Realty,17.0
2020-01-22,248.4295196533203,251.46148963436963,245.44566452349957,248.71826750898367,5476635.0,,,-0.7954595519684963,0.003889568106935,0.0011622928549968,0.0122045479348846,-0.0120108718721699,Realty,17.0
