Date_Ticker,Close_NBCC.NS,High_NBCC.NS,Low_NBCC.NS,Open_NBCC.NS,Volume_NBCC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,23.16465187072754,23.734274828774417,22.848194269416723,23.35452679367032,30769465.0,,,-0.5365115126018201,,0.0081967527076338,0.0245901799528742,-0.0136612284560474,Construction,3.0
2020-01-13,23.51275634765625,23.60769381582506,23.1330082857626,23.227943943149818,20392203.0,,,-0.5254188141204603,0.0150273994563501,-0.0121131015137161,0.0040377005045719,-0.0161507250055565,Construction,3.0
2020-01-14,23.639339447021484,23.765922136525884,23.322881817869675,23.60769422734079,18044145.0,,,-0.5213851166326166,0.0053835925271199,-0.0013386676794254,0.0053547473180495,-0.0133869065952975,Construction,3.0
2020-01-15,24.746936798095703,25.126684841522717,23.354527305529995,23.51275520426254,48417546.0,,,-0.4860904155629282,0.0468539890277591,-0.0498720954396317,0.0153452545066601,-0.056265933191087,Construction,3.0
2020-01-16,24.17731475830078,24.96845790398257,24.08237910187549,24.74693775076041,23510914.0,,,-0.5042419934786474,-0.0230178807357989,0.0235602256972751,0.0327225398515429,-0.0039266418696352,Construction,3.0
2020-01-17,23.79756736755371,24.71529322498441,23.734276928162146,24.17731543624798,27105259.0,,,-0.5163430251626008,-0.015706764566015,0.0159574322378861,0.0385638516431707,-0.0026595339941282,Construction,3.0
2020-01-20,23.79756736755371,24.17731543624798,23.259591389598903,23.98744230729166,23004388.0,,,-0.5163430251626008,0.0,0.0079787541644624,0.0159574322378861,-0.0226063433142456,Construction,3.0
2020-01-21,23.481111526489254,24.27225288281403,23.16465389749037,23.892504814484344,27503610.0,,,-0.5264272081026322,-0.0132978231000164,0.017520179465567,0.0336926706145184,-0.0134771145157198,Construction,3.0
2020-01-22,22.62667465209961,23.6709831308384,22.436801535553517,23.54440044954717,24594174.0,,,-0.5536546965353674,-0.0363882635379398,0.0405594640643494,0.0461538646219887,-0.00839156082215,Construction,3.0
2020-01-23,23.03807258605957,23.417820677103727,22.56338701955894,22.56338701955894,31781707.0,,,-0.5405450885305075,0.0181819883074062,-0.0206043958203284,0.0164835009363562,-0.0206043958203284,Construction,3.0
2020-01-24,23.70262908935547,24.114024174497363,22.84819551123665,23.038070444499304,28804287.0,,,-0.5193683286682728,0.0288460113498394,-0.0280373389108387,0.0173565170172049,-0.0360480508258272,Construction,3.0
2020-01-27,23.449466705322266,23.89250522051172,23.164654291148704,23.5444023659318,22182640.0,,,-0.5274356020848041,-0.0106807722923401,0.0040485210944258,0.0188933301024238,-0.0121457949450474,Construction,3.0
2020-01-28,23.16465187072754,23.70262780109631,23.038069192359508,23.57604512272828,28229527.0,,,-0.5365115126018201,-0.0121458981636491,0.0177595266398371,0.0232240023882506,-0.0054644757484134,Construction,3.0
2020-01-29,23.03807258605957,23.481112931001952,22.91148988904485,23.291237980089008,32715622.0,,,-0.5405450885305075,-0.0054643292450219,0.0109890006242374,0.0192307903921817,-0.0054945003121187,Construction,3.0
2020-01-30,21.740596771240234,23.25959081957273,21.51907661723533,23.1646533520304,39075105.0,,,-0.581890457391118,-0.0563187658156977,0.0655021844972532,0.0698690134551371,-0.0101892398049506,Construction,3.0
2020-01-31,21.329200744628903,22.05705342327304,21.13932762867168,21.930470742374386,19738870.0,,,-0.5950000046163997,-0.018922940843811,0.0281899919713066,0.0341247047818902,-0.0089020267674607,Construction,3.0
2020-02-03,20.69628524780273,20.85451313023431,20.031726692965076,20.253245004056748,14985631.0,,,-0.615168492055619,-0.0296736621500246,-0.0214067519094047,0.0076452310420476,-0.0321100403710475,Construction,3.0
2020-02-04,20.727933883666992,21.170974200545093,20.569705975116936,20.886163602998668,11201439.0,,,-0.6141599765142907,0.0015291940309731,0.0076336464704933,0.0213740703422062,-0.0076335591110089,Construction,3.0
2020-02-05,20.917808532714844,21.04439121995728,20.727933596460392,20.88616331359963,9756414.0,,,-0.6081094302825248,0.0091603268378556,-0.0015128362546067,0.0060514315849322,-0.0090771906606512,Construction,3.0
2020-02-06,20.854516983032227,21.17097461714112,20.791226542679443,21.04439192565389,8613994.0,22.78015775680542,,-0.6101262790264468,-0.0030257256434693,0.0091047394085488,0.0151745367378379,-0.0030348552500294,Construction,3.0
2020-02-07,20.44312286376953,20.94945360929431,20.316540177388337,20.91780839039441,11800230.0,22.64408130645752,,-0.6232357654721502,-0.0197268591546577,0.0232198147899478,0.0247677788221938,-0.0061919447055485,Construction,3.0
2020-02-10,19.778564453125,20.56970768313144,19.65198356439955,20.53806246095008,13395681.0,22.45737171173096,,-0.6444125861139632,-0.0325076758122067,0.0384000572753941,0.0400000329589864,-0.006399902734369,Construction,3.0
