Date_Ticker,Close_SIEMENS.NS,High_SIEMENS.NS,Low_SIEMENS.NS,Open_SIEMENS.NS,Volume_SIEMENS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-03-18,1099.42529296875,1149.0393982303008,1066.3820758161487,1125.0436871863892,596371.0,1280.002667236328,,-1.0967365206919124,-0.0158458089680331,0.0233016234768099,0.0451273093122854,-0.030054990879258,Capital Goods,1.0
2020-03-19,1094.7540283203125,1137.6316645383986,1024.1438392267248,1068.004785217868,379853.0,1266.190399169922,,-1.0992299798579173,-0.0042488240704593,-0.0244340211686511,0.0391664566732614,-0.0644986793991754,Capital Goods,1.0
2020-03-20,1150.17041015625,1159.26713611903,1067.021369688238,1101.982348299362,467645.0,1253.781982421875,,-1.0696494496086069,0.0506199387281206,-0.0418964541526865,0.0079090245084154,-0.0722928009047949,Capital Goods,1.0
2020-03-23,979.545166015625,1138.2706876866996,932.1930607501608,1067.0212520979017,313855.0,1233.294677734375,1373.08431640625,-1.1607269438149257,-0.148347794930184,0.0893027591959769,0.1620400234495596,-0.0483409105657398,Capital Goods,1.0
2020-03-24,1001.918212890625,1052.1715089089753,974.5788779655716,974.5788779655716,320208.0,1215.838800048828,1363.7007836914063,-1.148784507879384,0.0228402401963802,-0.0272869926639791,0.0501570840531633,-0.0272869926639791,Capital Goods,1.0
2020-03-25,1031.86376953125,1048.9754729211288,993.411686427428,1001.9183186108594,376688.0,1199.4401123046875,1355.0807788085938,-1.1327999665814172,0.0298882246627989,-0.0290207407262628,0.0165832970350845,-0.0372646896220515,Capital Goods,1.0
2020-03-26,1072.5284423828125,1120.1264654510005,1052.1714949366662,1052.2698139004128,330508.0,1186.8620361328126,1347.0948388671875,-1.111093703099165,0.0394089549922229,-0.0188886631643926,0.0443792641642586,-0.0189803334267943,Capital Goods,1.0
2020-03-27,1026.8482666015625,1147.4659575688102,1014.260316935085,1128.9774290050934,334071.0,1171.704931640625,1338.2488696289065,-1.1354771755801274,-0.0425911089870618,0.0994588642989442,0.1174639865405253,-0.0122588215570916,Capital Goods,1.0
2020-03-30,1063.038330078125,1075.429640847694,1003.7375887487368,1021.2425661027986,357388.0,1160.7495178222655,1329.596806640625,-1.1161593992849834,0.0352438277919448,-0.0393172689946699,0.0116565042096445,-0.0557841986046073,Capital Goods,1.0
2020-03-31,1094.95068359375,1124.060179544441,1070.8566552483092,1076.855552581945,855428.0,1151.050439453125,1320.5592358398435,-1.099125007879021,0.03001994623588,-0.0165259780946616,0.0265852119066682,-0.0220046698965121,Capital Goods,1.0
2020-04-01,1067.2178955078125,1106.161808873243,1047.450981934495,1096.5241494954194,283429.0,1137.7126708984374,1310.8939599609375,-1.1139284026459777,-0.0253278878231441,0.0274604221977201,0.0364910610376336,-0.0185219097773016,Capital Goods,1.0
2020-04-03,1033.83056640625,1078.1341264505877,1026.7007004310344,1078.1341264505877,280441.0,1123.8168151855468,1300.7294458007811,-1.1317501164734216,-0.0312844539452516,0.0428537919887039,0.0428537919887039,-0.0068965517241379,Capital Goods,1.0
2020-04-07,1094.8524169921875,1103.113131067637,1052.8598935532796,1073.9053147567463,236238.0,1112.8958312988282,1291.891545410156,-1.0991774612887115,0.059025001357871,-0.0191323523703658,0.0075450480331802,-0.0383545058559318,Capital Goods,1.0
2020-04-08,1087.4273681640625,1155.5298734730034,1074.8886397497809,1092.541154478703,364653.0,1101.426580810547,1282.8067602539063,-1.1031408539568437,-0.0067817805513215,0.0047026463231969,0.0626271761248022,-0.0115306353153968,Capital Goods,1.0
2020-04-09,1135.36962890625,1160.4470871454091,1096.5241543789248,1097.507584113794,494681.0,1094.9310241699218,1273.8577319335936,-1.0775499105007529,0.0440877819942401,-0.0333477695972281,0.0220874837592031,-0.0342139454309226,Capital Goods,1.0
2020-04-13,1163.6431884765625,1185.0327843771458,1106.3584086508624,1150.6127449968967,664615.0,1089.8983154296875,1266.7959887695313,-1.0624578590817095,0.0249025153134927,-0.011197971688147,0.0183815761673358,-0.0492288189309104,Capital Goods,1.0
2020-04-15,1173.4775390625,1232.6799614826589,1165.364243695003,1165.364243695003,756827.0,1090.5375427246097,1260.9108520507812,-1.0572084130631858,0.0084513454668287,-0.0069138906348209,0.0504504095301696,-0.0069138906348209,Capital Goods,1.0
2020-04-16,1189.949951171875,1207.6516859826963,1152.0386877663373,1163.593986878957,709225.0,1090.3580688476563,1254.93826171875,-1.0484156577706616,0.0140372623770327,-0.0221488006844008,0.0148760330578512,-0.0318595444860536,Capital Goods,1.0
2020-04-17,1177.8046875,1224.370063078239,1160.7422050079838,1224.370063078239,390033.0,1092.7871459960938,1249.081220703125,-1.0548986385703711,-0.0102065331906726,0.0395357363342459,0.0395357363342459,-0.0144866824466736,Capital Goods,1.0
2020-04-20,1158.332763671875,1191.9169152861966,1151.5962935644689,1187.4914811947874,254100.0,1094.847430419922,1243.020791015625,-1.065292493469007,-0.0165323877844772,0.0251730059248953,0.0289935264438701,-0.0058156605067888,Capital Goods,1.0
2020-04-21,1139.9918212890625,1152.4814522722502,1129.9608849508318,1129.9608849508318,182186.0,1096.8757568359374,1237.689619140625,-1.0750826454598357,-0.0158339148801009,-0.0087991300910282,0.0109558952528843,-0.0087991300910282,Capital Goods,1.0
2020-04-22,1112.7999267578125,1140.5818158253487,1091.606968671336,1134.8778755375872,731281.0,1097.7780517578126,1230.887236328125,-1.0895973184151906,-0.0238527101891857,0.0198399984120234,0.0249657538606062,-0.019044715565558,Capital Goods,1.0
2020-04-23,1149.580078125,1179.7714413743988,1116.192688458421,1116.192688458421,1044739.0,1097.74853515625,1224.42216796875,-1.069964561023842,0.0330518995219095,-0.0290431178322392,0.0262629492489483,-0.0290431178322392,Capital Goods,1.0
2020-04-24,1126.912109375,1183.7542736097664,1116.1927017102946,1139.7950143455785,773668.0,1105.1168823242188,1217.2382104492187,-1.0820644223479703,-0.0197184773652063,0.011432040585422,0.0504406366405023,-0.0095121949400743,Capital Goods,1.0
2020-04-27,1125.7811279296875,1156.3657670157086,1120.126407260899,1141.761860254525,285726.0,1111.310028076172,1210.1112915039062,-1.082668125255777,-0.0010036110499688,0.0141952391351825,0.0271674824948133,-0.0050229307709106,Capital Goods,1.0
2020-04-28,1121.208251953125,1169.052134067704,1116.192784157177,1138.7133498029916,529773.0,1115.7772521972656,1203.505595703125,-1.085109065852576,-0.0040619582822213,0.0156127087179147,0.0426717177930466,-0.0044732704983317,Capital Goods,1.0
2020-04-29,1108.472900390625,1128.9773872914102,1094.6556639644114,1128.9773872914102,525699.0,1117.5744750976562,1196.2754223632812,-1.09190702774849,-0.0113585959970551,0.0184979595744374,0.0184979595744374,-0.0124651098112948,Capital Goods,1.0
2020-04-30,1120.864013671875,1159.463629847897,1114.1766436147072,1128.9773087916758,609933.0,1122.2752624511718,1190.6905249023437,-1.0852928156852812,0.0111785441726932,0.007238429480149,0.0344373766176793,-0.0059662635035095,Capital Goods,1.0
2020-05-04,1077.298095703125,1091.6070469045544,1050.3029964811387,1091.6070469045544,585286.0,1122.988250732422,1184.3011791992187,-1.1085477253639544,-0.0388681565625708,0.0132822579548794,0.0132822579548794,-0.0250581518055754,Capital Goods,1.0
2020-05-05,1052.02392578125,1104.1457000896455,1045.533313744813,1089.6401119566488,405490.0,1120.8419128417968,1177.8469287109374,-1.122038742336401,-0.0234607023094932,0.0357560177611591,0.049544286048142,-0.0061696429875555,Capital Goods,1.0
2020-05-06,1032.257080078125,1080.789315123519,1022.275243922564,1051.6798179977698,608871.0,1119.0938720703125,1171.2953198242187,-1.132590022623624,-0.018789349955559,0.0188157953037966,0.0470156475378409,-0.0096699129976474,Capital Goods,1.0
2020-05-07,1037.32177734375,1056.1052620848047,1027.684117505053,1032.5029474244016,333907.0,1119.2684326171875,1164.621767578125,-1.1298865543403112,0.0049064301552106,-0.0046454533439834,0.0181076741579195,-0.0092909066879668,Capital Goods,1.0
2020-05-08,1026.0615234375,1054.4826704845595,1019.0299759083132,1046.7627700703856,315523.0,1115.8288879394531,1157.1762231445311,-1.1358971286552286,-0.010855121479358,0.0201754438306316,0.0276992620791816,-0.0068529492321568,Capital Goods,1.0
2020-05-11,1013.031005859375,1041.2555129497991,1000.6398144758732,1038.895257436851,574333.0,1112.1090698242188,1149.6510180664063,-1.1428526462587605,-0.0126995480100163,0.0255315498024015,0.0278614444446156,-0.0122317987424186,Capital Goods,1.0
2020-05-12,998.4271240234376,1018.2432588914352,979.791116943334,1009.0973135531024,544630.0,1105.261944580078,1142.5988452148438,-1.1506480048529797,-0.0144160265100165,0.0106869988534228,0.0198473522916153,-0.0186653653849112,Capital Goods,1.0
2020-05-13,1027.438232421875,1044.4023956276922,1008.0154948384034,1032.6012386149498,539941.0,1098.4516967773438,1135.950859375,-1.1351622596434376,0.0290568111586644,0.0050251256281408,0.0165111270638909,-0.0189040440296721,Capital Goods,1.0
2020-05-14,1031.7655029296875,1062.104291315619,974.8740472370675,993.2641983599772,1702538.0,1091.3660949707032,1130.1043701171875,-1.132852419991108,0.0042117086665271,-0.0373159448153541,0.029404732276651,-0.055139908759381,Capital Goods,1.0
2020-05-15,1064.6610107421875,1071.3974804404584,1022.8161474033903,1033.9780509242944,1226216.0,1085.101647949219,1124.797783203125,-1.1152932338501778,0.0318827366480983,-0.028819464137701,0.0063273376504835,-0.0393034617747733,Capital Goods,1.0
2020-05-18,980.5286254882812,1067.0212844691312,973.5954577183778,1066.873745996325,720493.0,1075.237844848633,1118.7654235839843,-1.16020198618117,-0.0790226977460709,0.0880597651751837,0.0882102334725603,-0.0070708468775716,Capital Goods,1.0
2020-05-19,1003.9342041015624,1023.8486559007978,984.6590056288544,1017.8005391226266,1154156.0,1067.5179168701172,1113.0654626464843,-1.1477083984867855,0.0238703674781812,0.0138119958104956,0.0198364113085049,-0.0191996630794721,Capital Goods,1.0
2020-05-20,1005.8519287109376,1022.766932288153,987.8060169440224,1003.639211790122,534229.0,1060.8109222412108,1106.5030358886718,-1.1466847425038778,0.0019102094555003,-0.0021998435929345,0.0168165940675713,-0.0179409227658806,Capital Goods,1.0
2020-05-21,1004.8193359375,1019.3249245893992,993.854070336888,1008.0154825896134,644321.0,1055.4118927001953,1100.364468994141,-1.1472359268424783,-0.0010265852696239,0.0031808172253486,0.0144360166381207,-0.0109126737597872,Capital Goods,1.0
2020-05-22,998.1812133789062,1014.7028814814508,984.8065925589116,1000.1480729126578,529986.0,1047.8419494628906,1094.0626513671875,-1.1507792686962366,-0.0066062846535495,0.0019704433497536,0.0165517722444581,-0.0133989907250615,Capital Goods,1.0
2020-05-26,1005.01611328125,1021.7835796528936,998.1812640497468,1003.0984131337358,490069.0,1041.7471496582032,1087.8267260742186,-1.1471308897040668,0.0068473537777846,-0.0019081287575113,0.016683778647986,-0.0068007359694842,Capital Goods,1.0
2020-05-27,1001.918212890625,1010.3757447177172,993.7557580062664,1008.015489318578,502716.0,1035.55400390625,1082.5594750976563,-1.148784507879384,-0.0030824385297771,0.0060856029459348,0.0084413395407709,-0.0081468275347638,Capital Goods,1.0
2020-05-28,1053.7449951171875,1057.0886803337946,1004.130951377794,1007.8188730270518,897154.0,1032.180841064453,1078.348427734375,-1.12112005833239,0.0517275577584696,-0.0435837155127158,0.0031731445768197,-0.0470835391572853,Capital Goods,1.0
2020-05-29,1071.151611328125,1080.592632751543,1042.435511300022,1053.7449531678994,1290958.0,1030.3147766113282,1076.5576000976562,-1.111828637270471,0.0165188127028795,-0.016250414951664,0.0088138983534853,-0.0268086232839604,Capital Goods,1.0
2020-06-01,1106.85009765625,1127.9938356390214,1083.4444234051316,1086.6897893470957,729447.0,1029.614080810547,1074.8238134765625,-1.0927732583428107,0.0333272021911653,-0.0182141270546424,0.0191026210573077,-0.0211462006469347,Capital Goods,1.0
2020-06-02,1091.2628173828125,1122.0933152245598,1084.5263477820831,1108.52193701263,536123.0,1030.3123168945312,1074.0646069335935,-1.1010935419910275,-0.0140825576168295,0.0158157314213365,0.0282521289561468,-0.0061730955123031,Capital Goods,1.0
2020-06-03,1109.5546875,1127.0105666962108,1093.5739530245955,1106.3585406049192,791989.0,1033.1888549804687,1073.9131591796877,-1.0913295841252866,0.0167621125047191,-0.0028805672501661,0.0157323288278306,-0.014402836250831,Capital Goods,1.0
2020-06-04,1094.95068359375,1118.1596011741292,1085.8539586061856,1106.3584444335052,617920.0,1036.32353515625,1073.8236669921876,-1.099125007879021,-0.0131620406553868,0.0104185156561695,0.021196313156502,-0.0083078855731729,Capital Goods,1.0
2020-06-05,1131.5341796875,1148.6458803390512,1100.359506467874,1100.359506467874,1309802.0,1041.0341552734376,1074.5592700195311,-1.0795972224665686,0.0334110902362094,-0.0275508011859046,0.015122566298684,-0.0275508011859046,Capital Goods,1.0
2020-06-08,1112.209716796875,1155.2839835691052,1105.7191051038503,1150.219296852309,711665.0,1045.3415649414062,1073.8000561523438,-1.0899123646709106,-0.0170781079683884,0.0341748318517665,0.0387285474328371,-0.0058357804243226,Capital Goods,1.0
2020-06-09,1104.145751953125,1129.4198485123131,1098.4418113833678,1116.1927663921592,350902.0,1049.8973022460937,1076.2920678710936,-1.0942168022413048,-0.0072503995622102,0.0109107103095078,0.0228901814044755,-0.0051659308199731,Capital Goods,1.0
2020-06-10,1083.7886962890625,1110.2920773983678,1074.642752504045,1099.4743512235386,394115.0,1054.165380859375,1077.9294775390624,-1.1050831287842475,-0.0184369279400413,0.0144729825917029,0.0244543804526233,-0.0084388624981363,Capital Goods,1.0
2020-06-11,1051.2864990234375,1095.4425228516195,1047.549417612177,1086.2965773200326,430999.0,1055.3577941894532,1078.3179321289062,-1.1224323709673845,-0.0299894226401455,0.0333021287052737,0.042001893745615,-0.0035547697176098,Capital Goods,1.0
2020-06-12,1050.9422607421875,1060.9240970408878,1008.3597031545174,1008.5564611395032,363208.0,1056.316632080078,1077.8862084960938,-1.1226161208000898,-0.0003274447846231,-0.0403312352980753,0.0094979873505618,-0.0405184558451363,Capital Goods,1.0
2020-06-15,1031.47021484375,1062.1040739491111,1021.783456326969,1047.057551549137,413093.0,1054.6570922851563,1077.9786474609375,-1.1330100408582406,-0.018528178593452,0.0151117661771247,0.029699218324013,-0.0093912149642133,Capital Goods,1.0
2020-06-16,1015.5878295898438,1050.3029469219296,1002.2624288367476,1050.3029469219296,681677.0,1056.4100524902344,1077.0296374511718,-1.1414878476343175,-0.0153978127776691,0.0341822896263988,0.0341822896263988,-0.013120874792757,Capital Goods,1.0
2020-06-17,1010.5233154296876,1024.63550872088,1004.0818023709592,1011.949240587382,486386.0,1056.7395080566407,1075.3410900878907,-1.1441912181783578,-0.0049867810666868,0.0014110759602694,0.0139652327419992,-0.0063744328907336,Capital Goods,1.0
2020-06-18,1025.913818359375,1037.3216989545538,1006.5894607057631,1008.900556522555,488671.0,1057.7426025390623,1074.5150085449218,-1.1359759716685525,0.0152302304110056,-0.0165835195241129,0.0111197260345143,-0.0188362387832098,Capital Goods,1.0
2020-06-19,1049.22119140625,1056.793552224933,1027.6840565466196,1027.6840565466196,751899.0,1059.9626953125,1074.822821044922,-1.1235348048041012,0.0227186461764866,-0.02052678218476,0.0072171253122839,-0.02052678218476,Capital Goods,1.0
2020-06-22,1065.890380859375,1081.6744774073989,1049.3196124879898,1049.3196124879898,512703.0,1063.3481536865231,1074.2435803222656,-1.1146370123731657,0.0158872024218111,-0.0155464095266766,0.0148083675689969,-0.0155464095266766,Capital Goods,1.0
2020-06-23,1083.0513916015625,1096.2292561591516,1067.021436290783,1086.6900341947603,486714.0,1067.249917602539,1074.1560607910155,-1.1054766922557155,0.0161001647546077,0.0033596213636892,0.0121673492687197,-0.014800733774115,Capital Goods,1.0
2020-06-24,1076.1671142578125,1113.2423640521854,1070.0697783978924,1096.524059998398,677704.0,1070.9623626708983,1072.972010498047,-1.109151428271761,-0.0063563718186723,0.0189161566738869,0.0344512012151032,-0.0056657890574227,Capital Goods,1.0
2020-06-25,1091.705322265625,1107.7843743858268,1065.6936538546238,1076.8555573113038,638348.0,1072.8603790283205,1071.533253173828,-1.1008573387486318,0.0144384713135641,-0.0136023564706119,0.0147283811778373,-0.0238266388195479,Capital Goods,1.0
2020-06-26,1097.9010009765625,1110.2921918629488,1089.689386543159,1110.2921918629488,577894.0,1074.1978485107422,1070.0217224121093,-1.097550167557512,0.0056752299220082,0.0112862552045809,0.0112862552045809,-0.0074793760330845,Capital Goods,1.0
2020-06-29,1080.986083984375,1097.458534594871,1074.544690251812,1096.4260052418738,288806.0,1072.9046478271484,1067.8424450683594,-1.1065791260924325,-0.0154065958380054,0.0142831822594693,0.0152383558443052,-0.0059588128172944,Capital Goods,1.0
