Date_Ticker,Close_FACT.NS,High_FACT.NS,Low_FACT.NS,Open_FACT.NS,Volume_FACT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,46.31548690795898,48.20998244449289,46.016356434153664,48.20998244449289,253155.0,,,-0.8572299933788089,,0.0409041481156997,0.0409041481156997,-0.0064585410577626,Chemicals,2.0
2020-01-13,47.76129150390625,48.25984359140569,46.3653441374476,47.71143325223585,390882.0,,,-0.8527355446929602,0.0312164395209848,-0.0010439050138818,0.0104384130286481,-0.0292275883357232,Chemicals,2.0
2020-01-14,46.96360397338867,48.3096968589345,46.863895079785486,48.259842412132905,252723.0,,,-0.8552152474711241,-0.0167015485846386,0.0276009149442348,0.0286624699056012,-0.0021231099227325,Chemicals,2.0
2020-01-15,47.91085433959961,51.20129732145198,46.06621315688479,47.11317176879457,1160544.0,,,-0.852270611539325,0.0201698823358549,-0.0166493080075537,0.0686784451500113,-0.0385015297293533,Chemicals,2.0
2020-01-16,47.1131706237793,48.309696352732345,47.013461731220886,48.0105658714067,266013.0,,,-0.854750302459067,-0.0166493319064236,0.0190476513413524,0.025396841543692,-0.0021163698226687,Chemicals,2.0
2020-01-17,47.1131706237793,48.35955079901155,46.81404014245364,47.36244665882575,237377.0,,,-0.854750302459067,0.0,0.0052910052910053,0.0264550264550265,-0.0063491902023395,Chemicals,2.0
2020-01-20,45.21866989135742,47.46215414006392,45.16881544656067,47.46215414006392,247545.0,,,-0.8606395743226651,-0.0402117010453478,0.0496141141280073,0.0496141141280073,-0.0011025190461491,Chemicals,2.0
2020-01-21,44.96939468383789,46.01635706191481,44.072003250179606,44.72011865165774,286667.0,,,-0.8614144747704789,-0.005512661210921,-0.0055432374381,0.0232816649064924,-0.0199556040273054,Chemicals,2.0
2020-01-22,45.567657470703125,46.2157728441253,45.06910542792443,45.5178030271553,254091.0,,,-0.8595547065806725,0.0133037767368536,-0.0010940751909372,0.0142231444273577,-0.0109409188545457,Chemicals,2.0
2020-01-23,47.66157913208008,48.608828865575255,45.01925533234686,45.31838582617412,720339.0,,,-0.853045511987139,0.0459519268183404,-0.0491631487788619,0.0198744932657424,-0.0554392835455743,Chemicals,2.0
2020-01-24,49.75550079345703,50.75260498728462,46.36534501298296,46.76418821197426,1019525.0,,,-0.8465363173936054,0.0439331155095441,-0.0601202386425611,0.0200400795475204,-0.0681363010403038,Chemicals,2.0
2020-01-27,52.19839859008789,54.74101711122108,51.45057050826056,52.896372227190135,1990772.0,,,-0.8389422906333454,0.0490980445915259,0.0133715526904072,0.0487106614342767,-0.0143266479820578,Chemicals,2.0
2020-01-28,50.204193115234375,52.99608781620335,49.85520817943851,52.59724462930763,303895.0,,,-0.8451415060742781,-0.038204342062559,0.0476663674004371,0.0556107872217106,-0.0069513105209126,Chemicals,2.0
