Date_Ticker,Close_INDIACEM.NS,High_INDIACEM.NS,Low_INDIACEM.NS,Open_INDIACEM.NS,Volume_INDIACEM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,78.12323760986328,80.73556188585997,76.98958660093024,77.38390097633145,5309388.0,,,-1.809116829876644,,-0.0094637223974763,0.0334385050584087,-0.0145110602634562,Construction Materials,4.0
2020-01-13,79.45404052734375,81.08058259420812,78.41897377273625,78.86257273600789,2837712.0,,,-1.789978710029228,0.0170346616217611,-0.0074441499439201,0.0204714833389072,-0.0130272387374847,Construction Materials,4.0
2020-01-14,85.27015686035156,86.25593902058684,80.48911488739466,81.57347375946927,14646796.0,,,-1.7063378267958562,0.0732010140001152,-0.0433526011560694,0.0115606936416183,-0.0560693465216312,Construction Materials,4.0
2020-01-15,87.14313507080078,88.42464722834596,85.27014766416683,85.96019209354345,6786564.0,,,-1.6794027479856604,0.0219652253427494,-0.0135747121823908,0.014705830315882,-0.0214932295597606,Construction Materials,4.0
2020-01-16,85.61518096923828,88.52324291756067,84.43224535966655,87.19243095564099,4033116.0,,,-1.7013760757661671,-0.0175338436047898,0.018422550399904,0.0339666624002963,-0.0138168908385156,Construction Materials,4.0
2020-01-17,85.0237045288086,86.50237765104875,84.38294467165377,84.77725900843524,2486875.0,,,-1.709882028717711,-0.006908546285059,-0.0028985507246376,0.0173913043478262,-0.0075362495754076,Construction Materials,4.0
2020-01-20,83.7914810180664,86.10806751849938,83.29858995325425,85.56589185975848,2028733.0,,,-1.7276024897398692,-0.0144927055057295,0.0211765064912683,0.0276470408720128,-0.0058823529411764,Construction Materials,4.0
2020-01-21,85.22085571289062,85.76303885193184,83.29858371250852,83.54502922645085,2202339.0,,,-1.7070468207846197,0.0170587114281466,-0.0196645113736669,0.0063620945190674,-0.0225563564728598,Construction Materials,4.0
2020-01-22,84.82655334472656,86.89669426595037,84.18579347077332,85.61517451804389,2585117.0,,,-1.7127172366508023,-0.0046268294875196,0.0092968668680011,0.0244043974392189,-0.0075537652856088,Construction Materials,4.0
