Date_Ticker,Close_FORTIS.NS,High_FORTIS.NS,Low_FORTIS.NS,Open_FORTIS.NS,Volume_FORTIS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,137.19871520996094,138.29312732602492,133.96524280845316,134.41296651669228,888491.0,,,-1.133129782225623,,-0.0203044809057104,0.0079768393923307,-0.0235678037987415,Healthcare,11.0
2020-01-13,142.42202758789062,143.21796235258395,136.6515347015482,138.2931378190089,2567210.0,,,-1.0953503179201454,0.0380711464384796,-0.0289905279317395,0.0055885650427365,-0.0405168567255607,Healthcare,11.0
2020-01-14,142.5215301513672,143.2677161731021,139.88501228038123,143.2677161731021,889692.0,,,-1.0946306302443614,0.0006986458847818,0.0052356020942407,0.0052356020942407,-0.018499084792212,Healthcare,11.0
2020-01-15,142.8199920654297,144.06363529974865,141.67583118114112,142.3225347717021,791831.0,,,-1.092471898310864,0.0020941531693177,-0.0034831068573347,0.0087077671433368,-0.0080112095494613,Healthcare,11.0
2020-01-16,143.26771545410156,144.11339901363436,141.52661474545795,143.16821791255884,1133965.0,,,-1.0892335796813817,0.003134878963351,-0.0006944868299696,0.0059028201633029,-0.0121527777777779,Healthcare,11.0
2020-01-17,140.92965698242188,143.61593873731795,137.79568184330057,143.26771253021866,796786.0,,,-1.1061444190461052,-0.016319506905439,0.0165902308843937,0.0190611530065041,-0.0222378682118853,Healthcare,11.0
2020-01-20,142.42202758789062,143.41694224845904,141.07890190483903,141.77533913099833,1420996.0,,,-1.0953503179201454,0.0105894716372927,-0.0045406491386538,0.0069856796551672,-0.0094306035786685,Healthcare,11.0
2020-01-21,145.40676879882812,146.05347242459024,141.27787910862358,141.3276278769426,4456421.0,,,-1.0737621156682258,0.0209570195108728,-0.0280533083540908,0.0044475482888752,-0.0283954435155416,Healthcare,11.0
2020-01-22,150.97828674316406,152.57015613550274,145.55600534612236,147.79456313967833,9515716.0,,,-1.033464130773668,0.0383167715668325,-0.0210872945518431,0.0105436975519974,-0.0359143126737541,Healthcare,11.0
2020-01-23,153.21685791015625,154.60973236413503,149.88388772080228,151.9732145829634,2311259.0,,,-1.0172728687201102,0.014827106700451,-0.0081168831168831,0.0090908694576907,-0.0217532863864652,Healthcare,11.0
2020-01-24,152.42091369628906,154.46049166269512,151.0280393286514,153.06761729505743,1313374.0,,,-1.023029818303291,-0.0051948866771169,0.004242879688131,0.0133812212310318,-0.0091383415429006,Healthcare,11.0
2020-01-27,155.1569366455078,156.35083118937888,153.3163536515545,155.20668541425093,2525124.0,,,-1.003240559329286,0.0179504431699608,0.0003206351570137,0.0076947545477699,-0.0118627180566123,Healthcare,11.0
2020-01-28,154.4604949951172,156.151846815508,152.5701632866555,155.30617849590877,4635625.0,,,-1.0082778212366832,-0.0044886272276811,0.0054750795717593,0.0109500608582426,-0.0122382859676932,Healthcare,11.0
2020-01-29,155.50515747070312,156.00261477855489,153.86353924607693,155.15693128272997,808934.0,,,-1.0007219283755877,0.006763298768523,-0.0022393224355838,0.003198976265115,-0.0105566802498847,Healthcare,11.0
2020-01-30,155.25643920898438,156.59956492137195,154.01279585611073,156.20160512092968,1822091.0,,,-1.002520871653502,-0.00159942130386,0.0060877726989028,0.0086510145358909,-0.0080102529673479,Healthcare,11.0
2020-01-31,152.66964721679688,156.89803440203897,150.67981795315353,156.10209966034313,1933119.0,,,-1.0212307646607586,-0.0166614151745778,0.0224828740101301,0.0276963185697129,-0.0130335616798649,Healthcare,11.0
2020-02-03,151.92344665527344,154.36098423294618,148.4909945413105,148.4909945413105,2865425.0,,,-1.0266279255883566,-0.0048876811804235,-0.0225933007019742,0.0160445120969623,-0.0225933007019742,Healthcare,11.0
2020-02-04,154.06253051757812,158.98735470770882,150.87879168083046,151.9234550378138,1782860.0,,,-1.0111562408459644,0.0140800114096834,-0.0138844628384204,0.0319663981474638,-0.0206652378488902,Healthcare,11.0
2020-02-05,156.00262451171875,156.7985592901792,153.21686037770368,154.06254392629165,874925.0,,,-0.997123821090522,0.0125928996987315,-0.0124362047850121,0.0051020601797675,-0.0178571619723346,Healthcare,11.0
2020-02-06,154.908203125,155.7538866235338,152.96812265440215,155.7538866235338,349186.0,149.177498626709,,-1.0050396129718189,-0.0070154036840357,0.005459255749364,0.005459255749364,-0.0125240654236518,Healthcare,11.0
2020-02-07,162.81777954101562,168.14057909367733,153.46558772307532,153.46558772307532,6128752.0,150.4584518432617,,-0.9478307887125372,0.0510597647926569,-0.0574396226524166,0.0326917586498642,-0.0574396226524166,Healthcare,11.0
2020-02-10,163.61370849609375,165.15582921475922,158.34065790058884,163.36497983763778,1509455.0,151.51803588867188,,-0.9420739494939744,0.0048884646217498,-0.0015202189397345,0.0094253759837139,-0.0322286600797316,Healthcare,11.0
2020-02-11,158.8878631591797,162.17108446996346,154.4107473302543,162.17108446996346,2221649.0,152.3363525390625,,-0.9762553065143866,-0.0288841649049651,0.0206637640251636,0.0206637640251636,-0.0281778339761548,Healthcare,11.0
2020-02-12,154.26150512695312,158.29091211976925,153.21684180567615,158.19141459157473,1731166.0,152.90842819213867,,-1.0097170862236329,-0.0291171266340948,0.0254756328313237,0.0261206254243404,-0.0067720285784663,Healthcare,11.0
2020-02-13,156.89804077148438,160.8776994603296,153.764065626496,154.31127173245085,1283770.0,153.5899444580078,,-0.9906474045607936,0.0170913387780149,-0.0164869428981656,0.0253646168510253,-0.0199745970668484,Healthcare,11.0
2020-02-14,155.30618286132812,158.48990670352853,154.31126821181596,156.7985548355964,882359.0,154.30877075195312,,-1.002161082997919,-0.0101458112690822,0.0096092244801406,0.0204996593409492,-0.006406149653427,Healthcare,11.0
2020-02-17,149.98338317871094,156.9975344830086,148.3417800820678,156.20159972840872,1001496.0,154.68683853149415,,-1.0406601246145624,-0.0342729412606185,0.0414593698175786,0.0467661893980617,-0.010945233144175,Healthcare,11.0
2020-02-18,151.02804565429688,154.65947802421715,148.78948771035334,149.83415112043218,903732.0,154.96790237426757,,-1.0331042317534669,0.0069651880991455,-0.0079051180771915,0.0240447550929223,-0.0148221340893703,Healthcare,11.0
2020-02-19,156.59954833984375,158.63912625883466,150.58032729423456,151.27676446186297,1093466.0,155.24896545410155,,-0.9928063572235276,0.0368905169990747,-0.0339897779681303,0.0130241622061688,-0.0384370268587659,Healthcare,11.0
2020-02-20,155.50515747070312,157.79346412305975,152.71939351049474,156.50007208640667,671168.0,155.3633804321289,,-1.0007219283755877,-0.0069884675961238,0.0063979525302302,0.0147153103445314,-0.0179142866096464,Healthcare,11.0
2020-02-24,152.52041625976562,155.60464251303924,151.62498398144035,155.20668273235637,731574.0,155.36835556030277,,-1.022310130627507,-0.0191938406383712,0.0176125042041297,0.0202217272212312,-0.0058709010916953,Healthcare,11.0
2020-02-25,153.81381225585938,156.05237023718286,150.23211341326464,152.27169149915352,1195195.0,155.30119934082032,,-1.0129551841238789,0.0084801499222956,-0.010025892565101,0.0145536863594524,-0.0232859376545249,Healthcare,11.0
2020-02-26,155.90310668945312,159.4350563723168,152.3214234241252,153.81379524664297,2099578.0,155.37332992553712,,-0.9978436191309245,0.0135832692978075,-0.0134013457921137,0.0226547742239611,-0.0229737773761132,Healthcare,11.0
2020-02-27,155.107177734375,156.1020923194093,151.22701692521784,154.4107405610893,854082.0,155.3534309387207,,-1.0036004583494873,-0.005105279631557,-0.0044900383300013,0.0064143684358575,-0.0250159977496465,Healthcare,11.0
2020-02-28,153.2666015625,156.1020991451175,149.23719428068307,150.77931499115527,1098570.0,155.2539390563965,,-1.0169130800645272,-0.0118664796739905,-0.0162284969196661,0.0185004270578885,-0.0262901848200358,Healthcare,11.0
2020-03-02,151.22703552246094,156.201609059384,150.2321208150763,155.3061918952153,1824050.0,155.1818084716797,,-1.0316649667665172,-0.0133073090891713,0.0269737243652343,0.0328947368421053,-0.0065789473684211,Healthcare,11.0
2020-03-03,153.0178680419922,155.30617465113846,150.23210413438767,152.71939062667883,1262588.0,155.2365295410156,,-1.01871213370706,0.0118420129928769,-0.0019506049792266,0.0149545058915492,-0.0182054811196299,Healthcare,11.0
2020-03-04,153.0178680419922,155.9528630666574,151.8239735619308,154.9081997036567,1409635.0,155.18429641723634,,-1.01871213370706,0.0,0.0123536661819503,0.0191807340032978,-0.0078023207050155,Healthcare,11.0
2020-03-05,153.76406860351562,156.1518577905754,152.22194779549255,152.71940514122946,1132076.0,155.07236862182617,,-1.0133149727794617,0.0048765583462361,-0.0067939374378799,0.0155289152319242,-0.0100291363387338,Healthcare,11.0
2020-03-06,148.54075622558594,152.0727061728906,147.44634406798988,151.22702267100345,2962811.0,154.75399627685547,,-1.051094437084939,-0.0339696551045233,0.0180843730278168,0.0237776488894452,-0.0073677567383189,Healthcare,11.0
2020-03-09,143.11846923828125,152.17218286024968,140.28295659630476,145.25752952525173,3478787.0,153.76903076171874,,-1.0903130560127483,-0.0365036985476899,0.0149460813712947,0.0632602743039034,-0.0198123460729277,Healthcare,11.0
2020-03-11,144.1631317138672,145.20779516884747,139.03932716108795,141.42711633144864,873771.0,152.79650192260743,,-1.0827571631516528,0.0072992848592214,-0.0189786067345494,0.0072463981779593,-0.0355417123078936,Healthcare,11.0
2020-03-12,135.05966186523438,141.17838080543646,133.41805878796822,137.34796856475126,3607900.0,151.60509185791017,,-1.1486012462387785,-0.063147003955916,0.0169429322413097,0.0453038224418738,-0.0121546511711556,Healthcare,11.0
2020-03-13,137.99465942382812,141.67584060606285,116.50450442329246,119.3897584369719,1515437.0,150.7917495727539,,-1.127372832642442,0.0217311188111988,-0.1348233407331678,0.0266762583248136,-0.1557317876667396,Healthcare,11.0
2020-03-16,130.13482666015625,137.099228536054,128.64245482960675,132.3236356420573,1228943.0,149.4535888671875,,-1.1842218682461405,-0.0569575141276422,0.0168195481415367,0.0535168183232388,-0.0114678896406938,Healthcare,11.0
2020-03-17,130.23431396484375,133.66678145073504,126.70237171910593,130.33381149647812,1309378.0,148.1999954223633,,-1.1835022909349746,0.000764494080799,0.000763988603351,0.0263560914277773,-0.0271199051786863,Healthcare,11.0
2020-03-18,120.93187713623048,133.31856132783977,117.9471332259057,131.72669183652283,1969168.0,146.74742012023927,,-1.2507854734621229,-0.0714284626333151,0.0892635999367803,0.1024269571012745,-0.024681200532118,Healthcare,11.0
2020-03-19,120.6333999633789,123.36941522028027,114.61416336195737,116.50450269393576,1333182.0,145.22768783569336,,-1.2529443157602385,-0.0024681430564029,-0.0342268167082796,0.0226804123711339,-0.0498969323856314,Healthcare,11.0
2020-03-20,131.22923278808594,135.20889128272017,121.0811066630072,122.3744987100018,1392885.0,143.95917205810548,,-1.176306186729462,0.087834984572462,-0.0674753169698333,0.0303260059522005,-0.077331292041205,Healthcare,11.0
2020-03-23,120.7328872680664,127.19983227927536,114.763399565412,117.9471308945187,1264255.0,142.22055854797364,147.85724716186525,-1.2522247384490726,-0.0799848120499907,-0.0230737161728139,0.0535640715429113,-0.0494437583473027,Healthcare,11.0
