Date_Ticker,Close_CARBORUNIV.NS,High_CARBORUNIV.NS,Low_CARBORUNIV.NS,Open_CARBORUNIV.NS,Volume_CARBORUNIV.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-03-17,238.3058624267578,247.1174167113146,229.19894567544443,243.1792905485845,42067.0,306.29669799804685,,-1.5037784556935518,-0.0277163730195253,0.0204503073159794,0.0369758183656308,-0.038215244302319,Capital Goods,1.0
2020-03-18,230.8726501464844,243.17929461058267,226.9837535003812,243.17929461058267,256160.0,301.4417190551758,,-1.5219676299596745,-0.0311918985314849,0.0533049040511726,0.0533049040511726,-0.016844336666278,Capital Goods,1.0
2020-03-19,223.6363220214844,231.5125739441993,221.2242228747046,226.4422427780549,96571.0,296.01990814208983,,-1.5396750259480518,-0.0313433753214539,0.0125468024657504,0.0352190192162,-0.0107858111999715,Capital Goods,1.0
2020-03-20,220.19049072265625,232.10332932936512,213.69259104670985,223.4886776575435,50486.0,290.2598449707031,,-1.5481070232626422,-0.0154081916017966,0.0149787891568919,0.0541024208975211,-0.029510355577212,Capital Goods,1.0
2020-03-23,185.4857482910156,208.76992975264315,176.18192763242467,206.7516369587321,111411.0,282.54488677978514,310.5715600585938,-1.6330300126982134,-0.1576123579076511,0.1146497176395009,0.1255308382242721,-0.0501592210954872,Capital Goods,1.0
2020-03-24,185.14117431640625,216.5969565998826,176.7726555386835,216.5969565998826,42816.0,275.04944000244143,307.82525512695315,-1.6338731900265904,-0.0018576843654249,0.1699016029233908,0.1699016029233908,-0.0452007437493129,Capital Goods,1.0
2020-03-25,191.7867584228516,204.78257252056628,185.19039971640456,185.23961427812935,17518.0,267.8813926696777,305.252864074707,-1.617611352902269,0.0358946848586366,-0.0341376234655733,0.0677617902538481,-0.0343942343084153,Capital Goods,1.0
2020-03-26,193.90347290039065,206.70238220104687,187.1594412440844,198.18619086779043,43133.0,261.2194450378418,302.6203018188477,-1.6124317230125431,0.0110368124209708,0.0220868553994382,0.0660066016828442,-0.0347803551706918,Capital Goods,1.0
2020-03-27,204.7333068847656,209.40983115489908,198.4323117720045,209.40983115489908,44689.0,254.962313079834,300.1809060668945,-1.585930967997414,0.0558516762097311,0.0228420296691913,0.0228420296691913,-0.0307766000981346,Capital Goods,1.0
2020-03-30,210.6897430419922,221.0273238921834,187.1594459730414,201.82895945611403,229745.0,249.6204818725586,297.8020635986328,-1.571355485529847,0.029093635265605,-0.0420560747663549,0.0490654205607477,-0.111682214469553,Capital Goods,1.0
2020-03-31,218.5660095214844,220.5350726703266,202.025876066658,216.3508134790369,254711.0,244.57239990234376,295.5436492919922,-1.5520821514502996,0.0373832459320166,-0.010135135135135,0.0090090090090091,-0.0756756894223324,Capital Goods,1.0
2020-04-01,219.2551727294922,228.7066815991564,213.9387083795306,214.87401034555504,73082.0,239.57098007202148,293.347829284668,-1.5503957594550757,0.0031531124602431,-0.0199820251873483,0.043107347261198,-0.0242478400111491,Capital Goods,1.0
2020-04-03,215.7600860595703,227.86982729111145,213.93871168136172,222.99639905797247,56588.0,234.7344711303711,291.097728881836,-1.5589482853506595,-0.0159407261703876,0.0335387009273082,0.0561259566247933,-0.0084416650524772,Capital Goods,1.0
2020-04-07,217.1384429931641,230.5280634687176,215.12015024942983,226.39303383689608,19567.0,230.08748092651368,288.86543243408204,-1.5555754266832715,0.0063883777521908,0.0426206926611487,0.0616639793994244,-0.0092949581654584,Capital Goods,1.0
2020-04-08,216.3015899658203,224.42397568273236,215.1201550479124,224.42397568273236,27316.0,225.89830017089844,286.6476397705078,-1.5576232177291272,-0.0038540067608852,0.037551206711867,0.037551206711867,-0.005461979812976,Capital Goods,1.0
2020-04-09,217.72915649414065,229.3958619184083,211.03435365807744,229.3958619184083,155840.0,222.0635513305664,284.35003356933595,-1.5541299424961552,0.0065998892035231,0.0535835696611519,0.0535835696611519,-0.0307483064917093,Capital Goods,1.0
2020-04-13,215.9077911376953,219.40288145584825,211.6743020913169,214.77557074075983,28438.0,218.36171188354493,281.8685855102539,-1.558586848961558,-0.0083652799917696,-0.0052439997230734,0.0161878841876712,-0.019607856780298,Capital Goods,1.0
2020-04-15,213.05262756347656,225.70386435542545,210.6897577843448,215.5631860930289,93268.0,215.95699462890624,279.3671325683593,-1.5655734741044418,-0.0132239951100137,0.0117837482609985,0.0593808062197196,-0.0110905451209596,Capital Goods,1.0
2020-04-16,216.15391540527344,219.55054641476147,203.74881125793627,207.7361672354918,39191.0,213.9854721069336,276.97749481201174,-1.5579845794412888,0.0145564402432581,-0.0389433064582659,0.0157139462550079,-0.0573901431490541,Capital Goods,1.0
2020-04-17,226.04844665527344,227.4760143777989,218.76290427584425,226.442253260536,26241.0,213.03293838500977,274.8648248291016,-1.533772523280123,0.0457753968113344,0.0017421336491778,0.0063153175509431,-0.0322300041749002,Capital Goods,1.0
2020-04-20,234.9092559814453,269.76167012749977,226.04847119623545,227.42680948705276,638384.0,212.86310806274412,273.04652130126954,-1.512089999104088,0.0391987180504041,-0.0318524975234845,0.1483654358379447,-0.0377200325640201,Capital Goods,1.0
2020-04-21,219.89512634277344,240.37337043802185,216.20313305308792,226.98375045441784,112959.0,212.3142318725586,270.99236572265625,-1.5488297840254353,-0.0639145936414603,0.032236385724141,0.0931273213546661,-0.0167897913477647,Capital Goods,1.0
2020-04-22,220.5350646972656,224.27628754936035,216.5969385419573,219.10749697051816,206337.0,212.15916900634767,268.9353900146484,-1.5472638459342651,0.0029101979890843,-0.0064732006617954,0.0169642993382046,-0.0178571428571427,Capital Goods,1.0
2020-04-23,219.55052185058597,223.4886478030628,218.664449520382,221.6180439847396,44225.0,212.1271705627441,266.85579498291014,-1.5496730360307522,-0.0044643369889101,0.0094170677287694,0.0179372197309417,-0.0040358470694366,Capital Goods,1.0
2020-04-24,212.60960388183597,222.50414983247836,210.6897701953556,222.50414983247836,34966.0,213.48336334228517,264.7037670898437,-1.5666575592409266,-0.0316142175852973,0.0465385653798666,0.0465385653798666,-0.009029854020834,Capital Goods,1.0
2020-04-27,212.8064727783203,222.5041138374172,208.8191323140421,216.5969249744769,69508.0,214.86662826538085,262.45512237548826,-1.566175818301651,0.0009259642692048,0.0178117335749701,0.045570235399742,-0.0187369322569045,Capital Goods,1.0
2020-04-28,214.43099975585935,219.6982351527606,210.68977642231283,212.65883975336249,31377.0,215.99884033203125,260.23506317138674,-1.562200578098584,0.0076338231461188,-0.0082644767058615,0.0245637776389524,-0.017447213032659,Capital Goods,1.0
2020-04-29,214.67709350585935,216.4984677411263,212.65880095520507,214.43096063438344,21983.0,217.0375213623047,257.9408493041992,-1.5615983832552545,0.0011476593882423,-0.0011465260100943,0.0084842504876618,-0.0094015272784528,Capital Goods,1.0
2020-04-30,217.8276214599609,224.37475073993585,214.6278936871028,214.6278936871028,53659.0,217.69223709106444,255.5798046875,-1.5538889973495775,0.0146756596274468,-0.0146892655367231,0.0300564695886298,-0.0146892655367231,Capital Goods,1.0
2020-05-04,209.80368041992188,213.0526225338388,203.94570564833867,212.21577972558356,48866.0,217.6479339599609,253.11002197265623,-1.5735236931412866,-0.0368361963751872,0.0114969351387632,0.015485629744026,-0.0279212202562818,Capital Goods,1.0
2020-05-05,210.0990295410156,216.5969438661025,207.24389401733896,214.52942157464045,21325.0,217.2245849609375,250.7086267089844,-1.5728009697169634,0.0014077404195322,0.021087160865538,0.0309278645374149,-0.0135894750676098,Capital Goods,1.0
2020-05-06,209.7052154541016,214.5786435129197,206.11168138617475,214.5786435129197,27073.0,216.747087097168,248.34328643798827,-1.5737646382878645,-0.0018744212563684,0.0232394222922167,0.0232394222922167,-0.0171361215797388,Capital Goods,1.0
2020-05-07,210.0006103515625,211.5266374601366,207.7361844829778,207.7361844829778,15539.0,216.4591133117676,245.90184783935547,-1.5730418028481312,0.0014086196989487,-0.0107829489866425,0.0072667746346992,-0.0107829489866425,Capital Goods,1.0
2020-05-08,209.55755615234372,214.13562206321188,204.58566858954248,210.68976147828664,19897.0,216.08006896972657,243.38516387939453,-1.574125962661556,-0.0021097757691133,0.005402837037858,0.0218463413819351,-0.023725642034052,Capital Goods,1.0
2020-05-11,210.59130859375,214.0863988673069,208.3761124373385,209.7544657260952,21183.0,215.79455490112304,240.80129180908204,-1.5715963559994848,0.0049330239404716,-0.0039737768535791,0.0165965551802484,-0.0105189343814983,Capital Goods,1.0
2020-05-12,209.06527709960935,212.6095816057365,207.0469844518481,210.5912889579752,14638.0,215.3613609313965,238.28159515380855,-1.5753305763790344,-0.007246412514984,0.0072992123777626,0.0169530997939866,-0.0096538874162239,Capital Goods,1.0
2020-05-13,211.18202209472656,216.5477161550523,208.7206931658836,216.5477161550523,22518.0,215.12507247924805,235.80228149414063,-1.5701508718123685,0.0101248041974405,0.0254079111806162,0.0254079111806162,-0.0116550116550117,Capital Goods,1.0
2020-05-14,206.4070281982422,212.56035022922677,204.83178677196543,210.68974634091097,20084.0,214.79279251098632,233.38757354736327,-1.581835348567233,-0.0226107973070857,0.0207488968764932,0.0298115916143835,-0.0076317237839585,Capital Goods,1.0
2020-05-15,207.5884704589844,208.7699052411999,205.7670811952817,208.7206756621996,53080.0,214.36452026367184,230.94182403564452,-1.5789443428545302,0.0057238470562517,0.0054540851941913,0.0056912350652389,-0.0087740386528961,Capital Goods,1.0
2020-05-18,200.94290161132807,210.6897582502498,199.4168746568328,210.6897582502498,16705.0,213.1092430114746,228.6101547241211,-1.5952061426403814,-0.0320131885598593,0.048505603137823,0.048505603137823,-0.0075943312366765,Capital Goods,1.0
2020-05-19,200.94290161132807,203.7488076024069,199.85991086355472,201.828974024772,28927.0,211.4109252929688,226.238459777832,-1.5952061426403814,0.0,0.0044095730993163,0.0139636979887256,-0.0053895446870184,Capital Goods,1.0
2020-05-20,201.9274444580078,202.81351692088805,199.46611536916208,200.89368323614048,16259.0,210.51254119873047,223.89133728027343,-1.5927969525438943,0.0048996149591988,-0.0051194686519311,0.0043880734748986,-0.0121891756489672,Capital Goods,1.0
2020-05-21,202.71502685546875,204.88100814177668,200.9920967558427,203.69955834096933,23806.0,209.6215393066406,221.69583251953125,-1.5908697274175023,0.0039003237007969,0.0048567267102628,0.0106848580487928,-0.0084992717429598,Capital Goods,1.0
2020-05-22,201.68130493164065,205.2256096896279,199.85991545655324,200.05681877264809,31504.0,208.72807846069333,219.5278936767578,-1.5933992594026334,-0.0050993847859396,-0.0080547186044001,0.0175737892968741,-0.009031027817401,Capital Goods,1.0
2020-05-26,202.6165771484375,204.33950720068145,201.48435695759392,203.65033818433545,9019.0,208.22842712402343,217.57852111816408,-1.59111063522561,0.0046373768610525,0.0051020555694245,0.0085034012344493,-0.0055879938689029,Capital Goods,1.0
2020-05-27,212.7572784423828,215.46474026187155,200.89367001061655,203.2565397712484,52552.0,208.22596740722656,215.9451840209961,-1.566296197528765,0.050048724722638,-0.0446552933027263,0.0127255896452067,-0.0557612342036939,Capital Goods,1.0
2020-05-28,218.71368408203125,226.4422629797933,210.4928544179424,216.40004388698048,85823.0,208.4401016235352,214.52056610107425,-1.551720789738138,0.0279962485103018,-0.0105783970708618,0.0353365128030276,-0.0375871756657234,Capital Goods,1.0
2020-05-29,219.0582733154297,228.41132318732443,206.8500879127972,218.5660075326984,100382.0,208.65916061401367,213.67879211425785,-1.5508775750712909,0.0015755266290023,-0.0022471910112359,0.0426966292134831,-0.0557303096471207,Capital Goods,1.0
2020-06-01,224.7685546875,229.3958499436133,220.09202984959373,225.45772376432384,60709.0,209.00620727539064,213.06247589111328,-1.5369044368009332,0.0260674079350925,0.0030661276341881,0.0205869333570558,-0.0208059567959055,Capital Goods,1.0
2020-06-02,226.83609008789065,231.80797801123543,224.67012342485,227.91908093079144,53857.0,209.85782775878903,212.69721527099608,-1.5318451487998512,0.0091985082311231,0.0047743321729853,0.0219184166038941,-0.0095485981185858,Capital Goods,1.0
2020-06-03,232.20176696777344,242.0962968093697,227.96827839136543,232.9893801722372,274696.0,210.96296463012692,212.5751333618164,-1.5187152625348104,0.0236544232348733,0.0033919345866695,0.0426117766923346,-0.0182319395398723,Capital Goods,1.0
2020-06-04,240.8656463623047,247.9542857954896,228.70669029610409,233.7770219518796,333079.0,212.5209861755371,212.77499328613283,-1.497514628651931,0.0373118581639978,-0.0294297859303794,0.0294298483002526,-0.0504802417855446,Capital Goods,1.0
2020-06-05,239.88113403320312,245.04992527154548,236.53373238319057,245.04992527154548,64943.0,214.01501235961916,213.0998895263672,-1.4999237440714783,-0.0040873920543267,0.0215473019967753,0.0215473019967753,-0.0139544181475698,Capital Goods,1.0
2020-06-08,238.94581604003903,254.747551206378,235.3030521287897,245.8867668165909,162801.0,215.48442535400392,213.47499603271484,-1.5022124802639116,-0.0038990894258262,0.0290482206032383,0.0661310393637153,-0.0152451462495536,Capital Goods,1.0
2020-06-09,240.57028198242188,250.07100510424743,237.8628203129861,244.16381600729676,302041.0,216.9833740234375,214.57668670654297,-1.4982373894147245,0.006798469918011,0.0149375641715272,0.0394925052401933,-0.0112543479898052,Capital Goods,1.0
2020-06-10,241.4071350097656,245.8867566030824,240.02879683771096,241.21023170272343,83379.0,218.6004669189453,215.70200592041016,-1.496189598368869,0.0034786218000313,-0.0008156482493122,0.0185562932642215,-0.0057095999751577,Capital Goods,1.0
2020-06-11,242.53936767578125,244.951467111186,240.2257123875349,244.951467111186,46983.0,220.16833419799804,216.71705810546877,-1.49341900922175,0.0046901375386846,0.0099451872845202,0.0099451872845202,-0.0095392979309615,Capital Goods,1.0
2020-06-12,243.13003540039065,244.1145668375437,230.281897140992,239.8810786532341,30411.0,222.00448455810547,217.70158935546877,-1.4919736370500434,0.00243534783763,-0.0133630414761635,0.0040494027631414,-0.0528447184167931,Capital Goods,1.0
2020-06-15,243.4254150390625,245.1483451758405,240.9640862722368,243.1300525824917,43425.0,223.79633178710935,218.4754315185547,-1.4912508389487804,0.001214903943009,-0.0012133591577667,0.0070778564206268,-0.0101112234580384,Capital Goods,1.0
2020-06-16,234.6138610839844,245.39447807930588,233.62932957714665,244.1638136957587,38098.0,225.4798797607422,218.9539138793945,-1.5128128345438212,-0.0361981675317843,0.040704980377761,0.0459504691901488,-0.0041963910499103,Capital Goods,1.0
2020-06-17,237.0751953125,238.3058597243976,230.77418450992903,230.77418450992903,48072.0,227.2864944458008,219.32409759521485,-1.506789915310308,0.010491000903116,-0.0265781107731042,0.0051910298345441,-0.0265781107731042,Capital Goods,1.0
2020-06-18,239.4380798339844,242.09631212410363,233.7277936038423,240.22570811103157,139822.0,229.1620262145996,219.72775573730468,-1.5010079038849031,0.0099668146149568,0.0032894862738344,0.0111019612751754,-0.0238486970581344,Capital Goods,1.0
2020-06-19,260.9008483886719,267.20184400103074,241.45635119744065,242.2932089843945,771214.0,232.07131729125976,220.6305709838867,-1.44848820947086,0.0896380749861042,-0.0713207316848466,0.0241509203640919,-0.0745283018867924,Capital Goods,1.0
2020-06-22,257.6026611328125,263.8544421709668,250.07100116203569,263.8544421709668,146069.0,234.86738510131835,221.43985534667968,-1.4565589197502289,-0.012641535189437,0.0242690856168255,0.0242690856168255,-0.0292375084079341,Capital Goods,1.0
2020-06-23,258.4887390136719,260.900853260133,253.12306024751936,260.900853260133,269989.0,237.66099319458007,222.28359832763672,-1.4543906748003192,0.0034397077924693,0.0093316028221002,0.0093316028221002,-0.0207578820904407,Capital Goods,1.0
2020-06-24,259.96551513671875,262.8698949076498,253.615305365697,260.9008320244464,89859.0,240.0214050292969,223.12832550048827,-1.4507769830017634,0.0057131158931018,0.0035978498426445,0.0111721732376834,-0.0244271236039984,Capital Goods,1.0
2020-06-25,263.9036865234375,266.6111484558737,254.00915584310604,257.0612098487746,81407.0,242.2809051513672,224.0882434082031,-1.4411402226158148,0.0151488222760915,-0.0259279313783107,0.0102592804522863,-0.0374929612036802,Capital Goods,1.0
2020-06-26,269.02325439453125,270.74618466055296,260.9500834155361,267.79258991880147,193682.0,244.77915420532227,225.2076559448242,-1.4286125685325732,0.0193993798970257,-0.0045745654162854,0.0064043915827995,-0.0300091938043229,Capital Goods,1.0
2020-06-29,270.9923095703125,277.2440909319012,260.31013622664784,268.5801952507526,238115.0,247.0903419494629,226.304423828125,-1.423794263016539,0.0073192749831714,-0.0089010434406222,0.0230699585958786,-0.0394187324378407,Capital Goods,1.0
2020-06-30,274.0443725585937,278.2778463537964,264.3959450030442,270.9923186374962,648134.0,249.45075607299805,227.2643423461914,-1.4163258222574395,0.0112625446571551,-0.0111370793444954,0.0154481325621729,-0.0352075376168748,Capital Goods,1.0
2020-07-01,272.02606201171875,282.3636435438006,269.07246728826675,280.5914987279372,275373.0,251.4419708251953,228.00667846679687,-1.4212646563544675,-0.0073649041869796,0.0314875591436876,0.0380021732316093,-0.0108577637804599,Capital Goods,1.0
2020-07-02,269.02325439453125,275.6688425634721,266.8080583382176,268.7771214993853,135682.0,252.84985122680663,228.98924102783204,-1.4286125685325732,-0.0110386762024961,-0.0009149130832569,0.0247026532479412,-0.0082342177493138,Capital Goods,1.0
2020-07-03,264.59283447265625,270.7461562045785,263.90365042047443,270.7461562045785,76494.0,254.0854362487793,229.87039642333983,-1.4394538679590605,-0.0164685388697946,0.0232558139534884,0.0232558139534884,-0.0026046965843024,Capital Goods,1.0
