Date_Ticker,Close_CARBORUNIV.NS,High_CARBORUNIV.NS,Low_CARBORUNIV.NS,Open_CARBORUNIV.NS,Volume_CARBORUNIV.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,322.4564208984375,336.1239657347023,317.3799221206977,319.771724591314,79937.0,,,-1.297860863820791,,-0.0083257647642533,0.0423857115271077,-0.015743208845386,Capital Goods,1.0
2020-01-13,320.40631103515625,328.0210740513376,318.2097413428482,328.0210740513376,98955.0,,,-1.3028775112891915,-0.0063577889302659,0.0237659582658653,0.0237659582658653,-0.0068555756133874,Capital Goods,1.0
2020-01-14,325.5315856933594,328.1186502716168,320.69912126401067,320.94318452220244,113897.0,,,-1.2903358926181896,0.015996172614842,-0.0140951028189291,0.0079471998784605,-0.0148448403833253,Capital Goods,1.0
2020-01-15,326.7030944824219,336.61205750479945,323.7743351777065,331.34029671488787,149726.0,,,-1.2874691942494234,0.0035987561285866,0.0141939342197308,0.0303301780415512,-0.0089645900335141,Capital Goods,1.0
2020-01-16,329.6318664550781,331.3403094484852,324.55536800754027,327.92342346167106,110115.0,,,-1.280302448327508,0.0089646288086011,-0.0051828817759034,0.0051828817759034,-0.0154005087618848,Capital Goods,1.0
2020-01-17,331.4867248535156,335.6846310170182,329.63184994074936,332.9023037514288,57895.0,,,-1.275763583920568,0.005627060327586,0.0042703939306731,0.0126638741426452,-0.0055956235158012,Capital Goods,1.0
2020-01-20,329.0461730957031,333.8786389983606,328.7045082643713,332.1213949207873,26518.0,,,-1.281735648158011,-0.0073624419164628,0.0093458671655473,0.0146862850802764,-0.0010383492022331,Capital Goods,1.0
2020-01-21,328.2651062011719,331.9260553409619,326.8495272833009,328.55797021520294,60718.0,,,-1.283646929757735,-0.0023737303709776,0.0008921570051114,0.0111524163568774,-0.0043123039614312,Capital Goods,1.0
2020-01-22,328.7532653808594,331.92608828357,323.82319863380087,331.8772875406816,12560.0,,,-1.282452397427143,0.0014870882419904,0.0095026346162769,0.0096510764662212,-0.0149962517979769,Capital Goods,1.0
2020-01-23,327.19122314453125,329.7782879218144,324.9458529135792,327.09359187516804,7815.0,,,-1.2862747365957707,-0.0047514120795682,-0.0002983920791789,0.007906889287615,-0.0068625625387274,Capital Goods,1.0
2020-01-24,332.6094665527344,333.8785837551184,326.507884247268,329.97357107962,163854.0,,,-1.2730162193017576,0.0165598678232566,-0.00792489612648,0.0038156376471709,-0.0183445840213299,Capital Goods,1.0
2020-01-27,339.9801940917969,345.5448495303384,333.8786112832578,335.8311177819903,58986.0,,,-1.2549799460700737,0.0221603059451523,-0.0122038765254844,0.0163675870984385,-0.0179468772433597,Capital Goods,1.0
2020-01-28,338.1252746582031,342.66484571551626,335.391748041724,342.66484571551626,54768.0,,,-1.2595189598308931,-0.005455963217354,0.0134257075632751,0.0134257075632751,-0.0080843605058579,Capital Goods,1.0
2020-01-29,335.63580322265625,341.68858434826325,333.97619083155,341.63978361050846,10840.0,,,-1.2656107312029914,-0.0073625712779483,0.0178883788028694,0.0180337766933393,-0.0049446822274956,Capital Goods,1.0
2020-01-30,331.68194580078125,341.1516115053271,328.1674291582242,335.8310209138153,251490.0,,,-1.275285875536047,-0.0117802015872903,0.0125091979396614,0.0285504406387968,-0.0105960444547922,Capital Goods,1.0
2020-01-31,325.8244323730469,331.68195025840504,322.212284426592,331.68195025840504,876447.0,,,-1.289619292702938,-0.0176600309479991,0.0179775280898877,0.0179775280898877,-0.0110861788974719,Capital Goods,1.0
2020-02-03,322.6029052734375,330.36410090105755,317.28231303008647,317.28231303008647,26393.0,,,-1.2975024145092853,-0.0098873097887298,-0.0164926978535463,0.024058046287716,-0.0164926978535463,Capital Goods,1.0
2020-02-04,323.38385009765625,328.0210524764151,320.84558599491726,320.84558599491726,31402.0,,,-1.295591431617321,0.0024207619071403,-0.0078490750294811,0.0143396226415093,-0.0078490750294811,Capital Goods,1.0
2020-02-05,323.5302734375,329.9735498970239,321.62659775613,326.4590327561126,24765.0,,,-1.295233131659695,0.0004527849482883,0.0090525046929754,0.0199155287419141,-0.0058840727983303,Capital Goods,1.0
2020-02-06,320.21099853515625,327.5816971025793,317.91679792244145,326.06851680104324,93601.0,328.15284576416013,,-1.3033554437045325,-0.0102595496460858,0.0182926829268292,0.023018255466368,-0.0071646527546208,Capital Goods,1.0
2020-02-07,325.2387084960937,326.84952012374083,318.7466314556496,323.13977032716696,20983.0,328.29196014404295,,-1.291052567210381,0.0157012406942215,-0.0064535312498081,0.0049527057683123,-0.0199609605832699,Capital Goods,1.0
2020-02-10,325.4339599609375,332.36536256993105,321.0408212388417,327.82576205612907,40041.0,328.54334259033203,,-1.29057478414892,0.0006003328009344,0.0073495774549117,0.0212989529729028,-0.0134993247865806,Capital Goods,1.0
2020-02-11,329.3877868652344,332.5606094102177,324.55535194168,327.0447854059765,69245.0,328.7361526489258,,-1.2808997144928045,0.0121493986207569,-0.007113200770302,0.0096324838731238,-0.0146709596295127,Capital Goods,1.0
2020-02-12,335.8798522949219,339.73606378666346,328.0210271043647,329.48540668965205,71626.0,329.1949905395508,,-1.2650135397146351,0.0197094904200065,-0.0190378957284259,0.0114809252933565,-0.0233977273029662,Capital Goods,1.0
2020-02-13,333.2928161621094,340.71234598746133,328.3627497204176,339.6384615744833,52325.0,329.3780380249024,,-1.2713440532635838,-0.0077022664954042,0.0190392504868375,0.0222612953702043,-0.0147919973147392,Capital Goods,1.0
2020-02-14,330.1687927246094,336.8073015333323,326.3613820034079,336.8073015333323,65975.0,329.31214141845703,,-1.2789885822469602,-0.0093732096403197,0.0201064090701632,0.0201064090701632,-0.0115317098559861,Capital Goods,1.0
2020-02-17,327.97222900390625,332.90229506350147,325.2875330759748,332.90229506350147,59281.0,329.2584442138672,,-1.2843636043499267,-0.0066528508117823,0.0150319619272902,0.0150319619272902,-0.0081857416284458,Capital Goods,1.0
2020-02-18,332.0725402832031,332.41423488262865,323.1398289167403,327.1912739853672,33738.0,329.4488159179688,,-1.2743300853823054,0.0125020075381078,-0.0146993975884698,0.0010289757747934,-0.0268998796432992,Capital Goods,1.0
2020-02-19,335.3917541503906,336.80733311978577,331.19387756778934,332.0724994347429,38004.0,329.78074035644534,,-1.2662079226913476,0.0099954481763435,-0.009896649737427,0.0042206731438019,-0.0125163380752615,Capital Goods,1.0
2020-02-20,339.784912109375,353.4036560770097,334.95247667686954,336.07516189091325,434379.0,330.4104248046875,,-1.2554578038084747,0.0130985866665477,-0.0109179368660948,0.040080484689829,-0.0142220424164977,Capital Goods,1.0
2020-02-24,335.05010986328125,339.6384820235268,331.926087708868,337.7836069037304,33965.0,330.53245697021487,,-1.2670439310334949,-0.013934704212439,0.0081584723000525,0.0136945848551366,-0.009324044560642,Capital Goods,1.0
2020-02-25,335.147705078125,339.73610694540275,332.36540734693,336.7585466608792,63801.0,330.29083251953125,,-1.266805114179704,0.0002912854285693,0.0048063631597259,0.013690685622353,-0.0083017060509079,Capital Goods,1.0
2020-02-26,327.1424255371094,338.271705114777,324.4577294647699,338.271705114777,62229.0,329.74169006347654,,-1.286394145022666,-0.0238858253233437,0.0340196767796023,0.0340196767796023,-0.0082065053712666,Capital Goods,1.0
2020-02-27,329.8759460449219,337.7836028209839,314.3535263247307,326.9960170179871,35864.0,329.45369720458984,,-1.279705182162212,0.0083557505674311,-0.0087303395760252,0.0239716077236658,-0.0470553246039872,Capital Goods,1.0
2020-02-28,317.5263671875,330.6081546810753,313.3772909060338,322.16357009031515,259967.0,328.7459182739258,,-1.309924774107272,-0.0374370396068227,0.0146041506533436,0.0411990588669775,-0.0130668716372022,Capital Goods,1.0
2020-03-02,319.52764892578125,323.1397975527382,315.8178988166489,320.3086693333601,45095.0,328.4310791015625,,-1.3050276097427065,0.006302726151556,0.0024442967931086,0.0113046512222043,-0.0116101067360028,Capital Goods,1.0
2020-03-03,319.2835693359375,321.62660064618586,314.54876556260564,320.2110217123175,28220.0,328.2651123046875,,-1.3056248759080025,-0.0007638762738195,0.0029047920577591,0.0073384023960942,-0.0148294626722557,Capital Goods,1.0
2020-03-04,312.4902648925781,323.4677841530208,305.5493304399053,323.4677841530208,58582.0,327.7204330444336,,-1.322248186759895,-0.0212767116625776,0.0351291559889594,0.0351291559889594,-0.0222116821945119,Capital Goods,1.0
2020-03-05,310.0782470703125,316.379243456298,303.8264652473304,311.1612078205519,56459.0,327.0478317260742,,-1.3281504280585343,-0.0077186974867674,0.0034925402232226,0.0203206656562291,-0.0201619490630199,Capital Goods,1.0
2020-03-06,300.085205078125,307.17384427183634,296.4424563624688,303.23571806322303,60461.0,326.04154205322266,,-1.3526035413816877,-0.0322274847932867,0.010498728133824,0.0236220882394579,-0.0121390480237365,Capital Goods,1.0
2020-03-09,294.42413330078125,297.2300540872099,286.0556155438464,297.2300540872099,46572.0,324.50081329345704,,-1.3664562630864616,-0.0188648813121924,0.009530199698549,0.009530199698549,-0.0284233417387211,Capital Goods,1.0
2020-03-11,289.944580078125,294.4734318201985,286.15412709686166,286.15412709686166,43449.0,322.7263442993164,,-1.377417792386183,-0.0152146265064486,-0.0130730258183892,0.015619715122294,-0.0130730258183892,Capital Goods,1.0
2020-03-12,261.14697265625,285.5141265610273,246.1328677250236,285.5141265610273,71957.0,319.3143035888672,,-1.4478859399505908,-0.0993210751313769,0.0933081998114986,0.0933081998114986,-0.0574929311969839,Capital Goods,1.0
2020-03-13,255.58436584472656,270.0569598728246,208.91756693812692,253.024578111538,137803.0,315.2995292663574,,-1.461497716508787,-0.0213006750755849,-0.0100154315962491,0.0566255059469893,-0.1825886288167985,Capital Goods,1.0
2020-03-16,245.09912109375,254.5506147567112,237.1244247240101,253.0246029052563,30741.0,310.8898445129395,,-1.4871552568570692,-0.0410245936457106,0.0323358230586017,0.0385619239301393,-0.0325366175698752,Capital Goods,1.0
