Date_Ticker,Close_KIMS.NS,High_KIMS.NS,Low_KIMS.NS,Open_KIMS.NS,Volume_KIMS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-06-28,199.38999938964844,211.8000030517578,190.0,201.8000030517578,66926475.0,,,-1.4262583895605525,,0.0120868833416249,0.0622398500431193,-0.0470936326716089,Healthcare,11.0
2021-06-29,193.77999877929688,202.6000061035156,193.0,199.2899932861328,8590475.0,,,-1.4815311042455033,-0.0281358173806324,0.0284342787777156,0.045515571162038,-0.0040251769233689,Healthcare,11.0
2021-06-30,189.41000366210935,195.3600006103516,187.6199951171875,193.92999267578125,4013075.0,,,-1.524586624211266,-0.0225513218325728,0.0238635179044457,0.0314133194298251,-0.0094504435368424,Healthcare,11.0
2021-07-01,198.5,201.97999572753903,187.50999450683597,188.9199981689453,7792210.0,,,-1.4350271376856505,0.0479911100899737,-0.0482619739599732,0.0175314646223629,-0.0553652669680809,Healthcare,11.0
2021-07-02,203.6499938964844,205.72000122070312,195.0,199.0,5169030.0,,,-1.3842866542096994,0.0259445536346819,-0.0228332631271669,0.0101645341824607,-0.0424748055768721,Healthcare,11.0
2021-07-05,218.8800048828125,227.1999969482422,203.0,205.6499938964844,13916870.0,,,-1.234232472336228,0.07478522682436,-0.0604441277923555,0.0380116588076839,-0.07255119028033,Healthcare,11.0
2021-07-06,213.30999755859372,222.1999969482422,212.42999267578125,218.6000061035156,3704700.0,,,-1.2891111518601746,-0.0254477668126922,0.0247996277974209,0.0416764309755639,-0.004125474159132,Healthcare,11.0
2021-07-07,220.30999755859372,222.8300018310547,213.0200042724609,213.8000030517578,3939735.0,,,-1.2201434226801222,0.0328160896353542,-0.0295492468747566,0.011438447189809,-0.0330897070805602,Healthcare,11.0
2021-07-08,225.6699981689453,230.47999572753903,219.05999755859372,221.0,5776400.0,,,-1.1673338411801732,0.0243293571319931,-0.0206939256739354,0.0213142978580289,-0.0292905599502999,Healthcare,11.0
2021-07-09,224.47000122070312,228.55999755859372,222.3600006103516,227.0,1532670.0,,,-1.1791568504006384,-0.0053174855230149,0.0112709883972841,0.0182206812297793,-0.0093999224790709,Healthcare,11.0
2021-07-12,232.80999755859372,242.1999969482422,225.00999450683597,226.47999572753903,6401025.0,,,-1.0969867634300283,0.0371541688980104,-0.0271895618634743,0.0403333168167967,-0.0335037289358447,Healthcare,11.0
2021-07-13,238.47999572753903,240.0,234.25999450683597,236.3999938964844,1823270.0,,,-1.0411229208347124,0.0243546163326524,-0.0087219132351505,0.0063737181302097,-0.0176954096624709,Healthcare,11.0
2021-07-14,250.67999267578125,254.8000030517578,235.8000030517578,240.6000061035156,4701095.0,,,-0.9209220514741648,0.0511573178749154,-0.040210574703912,0.0164353378664137,-0.059358505101237,Healthcare,11.0
2021-07-15,259.1700134277344,265.0,252.8000030517578,253.0,4536215.0,,,-0.8372738440522037,0.0338679631402963,-0.0238068183356975,0.0224948345495656,-0.0245785007753327,Healthcare,11.0
2021-07-16,256.29998779296875,264.3999938964844,251.1199951171875,261.510009765625,2113350.0,,,-0.8655508655833928,-0.0110739108927271,0.0203278276269944,0.0316036148626686,-0.020210662982807,Healthcare,11.0
2021-07-19,259.5400085449219,261.0,251.50999450683597,253.6000061035156,2359080.0,,,-0.833628455046471,0.0126415173869236,-0.0228866542569221,0.0056253040263942,-0.0309394073118252,Healthcare,11.0
2021-07-20,256.7200012207031,263.79998779296875,252.0200042724609,261.9800109863281,1637490.0,,,-0.8614126695353971,-0.0108654050681001,0.0204892869297821,0.027578632512466,-0.0183078721014868,Healthcare,11.0
2021-07-22,250.3000030517578,259.2200012207031,248.66000366210935,258.6499938964844,850795.0,,,-0.9246659116857188,-0.0250077833375593,0.0333599310544152,0.0356372275676752,-0.0065521349167115,Healthcare,11.0
2021-07-23,243.44000244140625,252.3800048828125,240.66000366210935,252.3800048828125,1899185.0,,,-0.992254292295679,-0.027407113570562,0.0367236376591724,0.0367236376591724,-0.0114196465306313,Healthcare,11.0
2021-07-26,239.25,246.5399932861328,229.33999633789065,243.0,8368910.0,228.7029998779297,,-1.0335364285303454,-0.017211643112823,0.0156739811912225,0.0304701913735958,-0.0414211229346264,Healthcare,11.0
2021-07-27,244.3699951171875,249.3999938964844,239.8000030517578,240.0,2329645.0,230.95199966430664,,-0.9830915090095772,0.0214001885775862,-0.0178826992040977,0.0205835367672071,-0.018701117799827,Healthcare,11.0
2021-07-28,239.8800048828125,246.38999938964844,237.9900054931641,245.0,1663425.0,233.2569999694824,,-1.0273292847960709,-0.018373737873268,0.0213439845463099,0.0271385458325976,-0.0078789367649535,Healthcare,11.0
2021-07-29,243.1100006103516,246.8000030517578,239.41000366210935,240.0,3213720.0,235.9419998168945,,-0.9955056461404076,0.0134650477813563,-0.0127925655157895,0.015178324347588,-0.0152194353953065,Healthcare,11.0
