Date_Ticker,Close_BAJAJHLDNG.NS,High_BAJAJHLDNG.NS,Low_BAJAJHLDNG.NS,Open_BAJAJHLDNG.NS,Volume_BAJAJHLDNG.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-28,2990.4130859375,3076.198841792598,2986.245122403853,3030.214375739861,21040.0,,,-1.0156780898144788,-0.0115212866111909,0.013309629358408,0.0286869249798658,-0.0013937751788362,Financial Services,9.0
2020-01-29,3130.336181640625,3140.137616637998,2986.245224690745,3003.649721399065,119568.0,,,-0.9600896162699604,0.046790557585879,-0.0404705606332552,0.003131112579811,-0.0460305055396194,Financial Services,9.0
2020-01-30,3108.855712890625,3190.336201393342,3074.64204371418,3146.550102832775,48165.0,,,-0.968623350195964,-0.0068620325433359,0.0121248438085606,0.0262091573323473,-0.011005229041213,Financial Services,9.0
2020-01-31,3164.229248046875,3206.091599344765,3068.687673658561,3108.8555107231755,80743.0,,,-0.9466246209752318,0.0178115487723177,-0.0174999132436055,0.0132298730642634,-0.0301942643527763,Financial Services,9.0
2020-02-03,3298.427001953125,3320.961111034366,3207.0075475576887,3229.5875026742174,106272.0,,,-0.8933107041035028,0.0424108822042788,-0.0208704025398001,0.0068317743784833,-0.0277160762816043,Financial Services,9.0
2020-02-04,3415.26611328125,3453.418512162863,3297.6940699698425,3315.098566450239,581865.0,,,-0.8468930071794096,0.0354226760995286,-0.0293293534115776,0.0111711350202685,-0.0344254413599557,Financial Services,9.0
2020-02-05,3540.899169921875,3618.3033815008166,3416.960784050475,3448.792693545957,252064.0,,,-0.7969816625919385,0.036785729859253,-0.0260121714728043,0.0218600439787868,-0.0350019528723645,Financial Services,9.0
2020-02-06,3466.197509765625,3581.570972084241,3445.22059794014,3546.8536664064573,50109.0,3159.397180175781,,-0.8266590452889151,-0.0210968052382858,0.0232693481584913,0.0332853110630781,-0.0060518512769065,Financial Services,9.0
2020-02-07,3465.326904296875,3522.120525250194,3454.3345905639744,3468.0749827301,19035.0,3177.559680175781,,-0.8270049183474272,-0.0002511701847044,0.0007930214115781,0.0163891091726142,-0.0031720856463124,Financial Services,9.0
2020-02-10,3444.2587890625,3474.4876560941657,3435.098526325632,3468.121318219888,37538.0,3194.2336669921874,,-0.8353748329812754,-0.0060796905504791,0.0069282044755651,0.0087765957446808,-0.002659574468085,Financial Services,9.0
2020-02-11,3508.242919921875,3544.97543518982,3435.143986759448,3435.143986759448,49094.0,3213.470227050781,,-0.8099552970020842,0.0185770392929129,-0.0208363374005055,0.0104703454425449,-0.0208363374005055,Financial Services,9.0
2020-02-12,3486.807861328125,3542.27329210115,3457.998882255454,3508.243008450664,30355.0,3231.6212890625,,-0.8184709904376553,-0.0061099128774775,0.0061474987940328,0.0159072231619605,-0.0082622789148173,Financial Services,9.0
2020-02-13,3576.990478515625,3596.318720032611,3436.014141325096,3494.639815823844,155572.0,3254.9318603515626,,-0.7826433523732494,0.0258639479931508,-0.0230223320935298,0.0054034925821235,-0.0394119967713841,Financial Services,9.0
2020-02-14,3441.097900390625,3608.913837656218,3413.11325822884,3578.0438027269674,114918.0,3271.885229492188,,-0.8366305869040337,-0.0379907575771329,0.0397971537865273,0.0487681379964644,-0.0081324748588549,Financial Services,9.0
2020-02-17,3406.01416015625,3453.4185124155347,3370.976160660257,3449.754407893078,32564.0,3287.57216796875,,-0.8505686116172602,-0.0101955077274588,0.0128420627983594,0.0139178376924629,-0.0102870974248637,Financial Services,9.0
2020-02-18,3388.83935546875,3415.862131786179,3371.2516949323726,3406.014848890845,17582.0,3302.652282714844,,-0.8573917966762086,-0.0050424936244869,0.0050682524665495,0.0079740505473713,-0.0051898773271725,Financial Services,9.0
2020-02-19,3447.922607421875,3485.937694618476,3357.739873005008,3405.739556298768,65449.0,3321.467456054688,,-0.8339192757773799,0.0174346570479297,-0.0122343381583754,0.0110255047821465,-0.0261556724686172,Financial Services,9.0
2020-02-20,3371.251220703125,3453.4187249481893,3352.655844379409,3444.2584630783,42410.0,3336.7605102539064,,-0.8643791889948488,-0.0222369801902484,0.0216558297188982,0.0243729994787891,-0.0055158678800084,Financial Services,9.0
2020-02-24,3384.80859375,3425.9380818004206,3352.839144311168,3381.602501962219,22169.0,3353.072644042969,,-0.8589931326818269,0.0040214662626202,-0.0009472003213715,0.0121512005513002,-0.009444979990261,Financial Services,9.0
2020-02-25,3336.39599609375,3435.097806397573,3320.594546184321,3401.6170083833827,34366.0,3368.629040527344,,-0.8782264293046071,-0.0143029055603448,0.019548342692532,0.0295833619328711,-0.0047360834648911,Financial Services,9.0
2020-02-26,3190.51904296875,3341.6633559431525,3174.030572462452,3341.6633559431525,53905.0,3378.6343383789062,,-0.9361802439253832,-0.0437229133759279,0.0473729543496985,0.0473729543496985,-0.0051679586563307,Financial Services,9.0
2020-02-27,3166.015625,3227.755702813754,3128.5043959936656,3192.351378842676,27827.0,3380.418310546875,,-0.9459149313596588,-0.0076800726272894,0.0083182640144665,0.0195008759041592,-0.0118480871383362,Financial Services,9.0
2020-02-28,3102.260009765625,3141.969834594388,3069.420605007397,3122.6415925119004,21849.0,3380.088525390625,,-0.9712436829353818,-0.0201374922887106,0.0065699144114665,0.0128002890485516,-0.0105856390679222,Financial Services,9.0
2020-03-02,3108.9013671875,3169.4507911209607,3091.6802527829577,3169.4507911209607,14706.0,3377.322131347656,,-0.9686052127136474,0.0021408126336827,0.0194761482536955,0.0194761482536955,-0.0055392926215994,Financial Services,9.0
2020-03-03,3122.24951171875,3186.765174072067,3105.286260912777,3161.6449344318225,17842.0,3368.5132568359377,,-0.9633022784452538,0.0042935246103756,0.0126176407635614,0.0206631987966272,-0.0054330221663274,Financial Services,9.0
2020-03-04,3080.9072265625,3157.1953448962918,3074.7430924686355,3137.636586793775,21675.0,3351.7953125,,-0.9797266901060288,-0.01324118556223,0.0184131997686183,0.0247615759656967,-0.002000752908338,Financial Services,9.0
2020-03-05,3098.89013671875,3149.7332658787777,3057.501636673393,3090.1766610903765,51392.0,3329.694860839844,,-0.9725824619108844,0.0058368879144453,-0.002811805273484,0.0164068834056385,-0.0133559107355708,Financial Services,9.0
2020-03-06,2926.15283203125,3095.9702252203115,2893.663151302256,2989.463636278115,52501.0,3302.692626953125,,-1.0412073236145274,-0.0557416678444762,0.0216361919151422,0.0580343553248992,-0.0111032070414587,Financial Services,9.0
2020-03-09,2672.214599609375,2918.041979009225,2640.976393697656,2918.041979009225,90244.0,3263.03701171875,,-1.1420915889603656,-0.0867822861615872,0.0919938763285648,0.0919938763285648,-0.011690006452433,Financial Services,9.0
2020-03-11,2817.606689453125,2857.55837052623,2688.250850513845,2712.0734474137903,121794.0,3231.704406738281,,-1.084330400221307,0.0544088374732341,-0.0374549231567227,0.0141792966430169,-0.0459098281614269,Financial Services,9.0
2020-03-12,2697.98388671875,2789.4275196534622,2632.541050366647,2647.3722675518115,226971.0,3191.191455078125,,-1.1318539986073055,-0.0424554651939702,-0.0187590516815471,0.0338933206328095,-0.0242561998513984,Financial Services,9.0
2020-03-13,2738.630859375,2850.3748690133816,2294.111377224162,2502.860963310554,53783.0,3153.782604980469,,-1.1157058198322969,0.015065683993274,-0.0860904255341126,0.0408028739090027,-0.1623144939848828,Financial Services,9.0
2020-03-16,2540.726318359375,2710.3119598944245,2433.2463943173784,2678.8884112675137,77837.0,3101.9693969726563,,-1.1943290899029395,-0.0722640440343208,0.0543789749843479,0.066746914183404,-0.0423028341405145,Financial Services,9.0
2020-03-17,2463.002197265625,2575.7657235754145,2456.1426223978283,2550.969778238252,362881.0,3053.0646118164063,,-1.2252072321244196,-0.0305913000279144,0.0357155917563882,0.04578295806434,-0.00278504618283,Financial Services,9.0
2020-03-18,2353.575439453125,2576.8778882506936,2314.2725736270268,2493.498674849271,171989.0,3000.44267578125,,-1.2686801584569574,-0.0444282014583597,0.0594513492325781,0.0948779652669451,-0.0166992165057733,Financial Services,9.0
2020-03-19,2132.5439453125,2289.2448590479453,1983.6754973704424,2169.2510757416608,407407.0,2937.6279052734376,,-1.3564912757196177,-0.0939130696367156,0.0172128365794506,0.0734807430720883,-0.0698079156911547,Financial Services,9.0
2020-03-20,2114.74609375,2242.5263900681184,2049.30348358415,2133.470686525782,93449.0,2870.969079589844,,-1.3635619840666544,-0.0083458310913691,0.0088542983155859,0.060423469605058,-0.0309458475224337,Financial Services,9.0
2020-03-23,1691.8248291015625,2038.2726908646637,1691.8248291015625,1946.5973172555312,119719.0,2786.997760009765,3069.2930200195315,-1.5315796184192003,-0.1999867813438005,0.1505903470451279,0.2047776198834254,0.0,Financial Services,9.0
2020-03-24,1414.4808349609375,1794.067269936525,1353.4875269764375,1763.5242797095368,436901.0,2688.4813720703123,3035.5410986328125,-1.6417624956886383,-0.1639318618393297,0.2467643506518337,0.268357425278279,-0.0431206323033598,Financial Services,9.0
2020-03-25,1478.0235595703125,1555.887453583424,1403.867470034016,1413.6004567856548,152056.0,2595.5627502441407,3002.885988769531,-1.6165183210358047,0.044923001456665,-0.0435873314518657,0.0526810912511759,-0.0501724678582626,Financial Services,9.0
2020-03-26,1625.8258056640625,1625.8258056640625,1487.7564872061234,1510.9302642654088,63137.0,2517.328088378906,2972.9322705078125,-1.5577996284174327,0.0999999256687888,-0.0706690353901259,0.0,-0.0849225777921178,Financial Services,9.0
2020-03-27,1761.2069091796875,1788.3666188825275,1668.511808696546,1765.8416642038446,79150.0,2447.0876525878907,2945.6806762695314,-1.5040155918837272,0.0832691319352807,0.0026315789473685,0.0154210783305921,-0.0526315789473684,Financial Services,9.0
2020-03-30,1706.702392578125,1760.2802136959815,1640.703516715054,1677.7815622905357,52133.0,2377.3097717285154,2917.599143066406,-1.525669078493194,-0.0309472534530022,-0.0169454442750865,0.0313925974152544,-0.0386704068325431,Financial Services,9.0
2020-03-31,1667.16796875,1765.841869420368,1649.833915053264,1736.179433818556,43449.0,2305.2231018066404,2888.901892089844,-1.5413752652525998,-0.0231642165617432,0.0413944283732243,0.0591865382012772,-0.010397304903676,Financial Services,9.0
2020-04-01,1626.382080078125,1686.124032562101,1599.4541056547032,1686.124032562101,30051.0,2230.4297302246096,2859.5840258789062,-1.5575786324096312,-0.0244641748380369,0.0367330366066911,0.0367330366066911,-0.0165569792936529,Financial Services,9.0
2020-04-03,1784.0098876953125,1789.0154457700758,1575.8167138907404,1649.9727945444222,47262.0,2165.58486328125,2833.519482421875,-1.49495645292184,0.0969192968540428,-0.0751324833317191,0.0028057905448213,-0.1166995627325407,Financial Services,9.0
2020-04-07,1834.343505859375,1873.0899929216985,1791.0085430815975,1835.36312941174,26401.0,2102.357531738281,2808.7739697265624,-1.474959975659435,0.0282137551541748,0.0005558520250477,0.0211228087534078,-0.0236242353950358,Financial Services,9.0
2020-04-08,1876.84423828125,1922.3576277788077,1784.3808661273767,1879.810436537684,25453.0,2049.892102050781,2785.0030517578125,-1.4580753375088562,0.0231694512429741,0.0015804179142486,0.0242499556272379,-0.0492653414001729,Financial Services,9.0
2020-04-09,1933.0635986328125,1956.700850034684,1882.637552831383,1904.6526399213608,29635.0,2012.934552001953,2762.4930053710937,-1.4357405799058425,0.0299541960941022,-0.0146973740189126,0.01222787052562,-0.026086076959441,Financial Services,9.0
2020-04-13,1961.3358154296875,1992.9449396461823,1896.5420216353905,1937.327871563033,35584.0,1970.121008300781,2741.2143603515624,-1.4245086287575313,0.0146256009460169,-0.0122406085066033,0.0161161204357909,-0.033035543064359,Financial Services,9.0
2020-04-15,1935.9376220703125,1997.533485349397,1770.476829377207,1997.533485349397,34275.0,1932.0186950683596,2720.124851074219,-1.4345987914468394,-0.0129494363788032,0.0318170702283338,0.0318170702283338,-0.0854680392626286,Financial Services,9.0
2020-04-16,1918.881591796875,1937.3278284446635,1886.345517169804,1914.1540505924545,17477.0,1891.031231689453,2695.895759277344,-1.4413747899541989,-0.0088102168577092,-0.0024636961575068,0.0096130145427655,-0.0169557489978334,Financial Services,9.0
2020-04-17,1955.95947265625,1992.898335677216,1918.788645569752,1992.898335677216,50515.0,1861.7928894042968,2672.837834472656,-1.4266445355320754,0.019322651808158,0.0188852905887675,0.0188852905887675,-0.0190038840815136,Financial Services,9.0
2020-04-20,1960.223388671875,1990.1639535889203,1928.6606593771955,1990.1639535889203,15436.0,1836.6539489746092,2648.757717285156,-1.424950572277192,0.0021799613311182,0.0152740575844936,0.0152740575844936,-0.0161015981530883,Financial Services,9.0
2020-04-21,1831.2384033203125,1952.1591364796168,1784.3809770765731,1928.9853575565448,42784.0,1810.5370971679688,2619.4139453125,-1.4761935669366884,-0.0658011663859161,0.05337751439627,0.0660322178368786,-0.0255878350731284,Financial Services,9.0
2020-04-22,1809.82568359375,1840.9249391821047,1770.9401290571054,1840.9249391821047,21968.0,1794.4011840820312,2587.30513671875,-1.484700385614869,-0.0116930267996444,0.0171835640693314,0.0171835640693314,-0.0214858010299809,Financial Services,9.0
2020-04-23,1791.0548095703125,1858.5368926287904,1784.4271999520818,1835.3631159127203,29297.0,1778.216619873047,2552.3082495117187,-1.4921576551157758,-0.0103716474982078,0.0247386657882555,0.0376772853057842,-0.0037003946405307,Financial Services,9.0
2020-04-24,1744.2437744140625,1783.731980320679,1738.079640352028,1770.476534824844,22447.0,1780.8375671386718,2517.869174804688,-1.5107546849792068,-0.0261360148813538,0.0150396181976306,0.0226391554241789,-0.0035339865633776,Financial Services,9.0
2020-04-27,1758.8433837890625,1793.604051310941,1738.0333760939172,1788.92301597659,20249.0,1798.055694580078,2483.739504394531,-1.5049545703131877,0.0083701656781916,0.0171019389587305,0.0197633671322081,-0.0118316433895975,Financial Services,9.0
2020-04-28,1796.6629638671875,1801.992932675255,1710.2247740667926,1775.1113508606547,48507.0,1813.9876647949216,2450.787587890625,-1.4899296545473288,0.0215025285518319,-0.0119953566361408,0.00296659357668,-0.0481104088739843,Financial Services,9.0
2020-04-29,1856.5440673828125,1932.6467333160183,1798.2388180692694,1801.9466226278005,76668.0,1825.5235778808596,2417.7536108398435,-1.466140164171434,0.0333290687902505,-0.0294081060149455,0.0409915752985536,-0.0314052600947611,Financial Services,9.0
2020-04-30,1888.9410400390625,1925.2774787287483,1878.2811021452824,1888.1994338808183,44807.0,1831.910284423828,2385.7962744140623,-1.4532695351421463,0.0174501501070859,-0.0003926041853739,0.0192364070235535,-0.0056433407225666,Financial Services,9.0
2020-05-04,1754.3477783203125,1853.9023575514705,1741.880330227067,1853.9023575514705,52291.0,1834.2925537109372,2349.3434204101563,-1.5067405788660315,-0.0712532889411766,0.0567473453447615,0.0567473453447615,-0.0071066000979479,Financial Services,9.0
2020-05-05,1752.6328125,1835.2705266469056,1750.4545000205671,1835.2705266469056,23984.0,1838.5657958984373,2315.574118652344,-1.5074218983555208,-0.0009775517953199,0.047150614525486,0.047150614525486,-0.0012428801194961,Financial Services,9.0
2020-05-06,1759.4459228515625,1789.0156866238117,1740.3043593251778,1764.914957166703,19646.0,1845.2189880371093,2282.64275390625,-1.5047151943433592,0.0038873575246169,0.0031083844317743,0.0168062930427124,-0.0108793133552872,Financial Services,9.0
2020-05-07,1759.167724609375,1779.0043862936045,1751.4275929220132,1756.5722164425324,8007.0,1843.9768798828125,2250.0493212890624,-1.504825716595231,-0.000158116960899,-0.0014754182506496,0.0112761628165012,-0.0043998827281125,Financial Services,9.0
2020-05-08,1739.8406982421875,1797.3116623580215,1736.1792869186695,1768.622573113092,20724.0,1839.251739501953,2215.887683105469,-1.5125039336079968,-0.0109864602998438,0.0165428219376542,0.033032313920406,-0.0021044520496716,Financial Services,9.0
2020-05-11,1765.4246826171875,1796.6628880077096,1746.144055351231,1756.5258619386195,20122.0,1833.68076171875,2183.77115234375,-1.5023399600949288,0.0147047855593033,-0.0050406119083912,0.0176944424183604,-0.0109212403427902,Financial Services,9.0
2020-05-12,1780.1168212890625,1784.844249019366,1738.033220935503,1751.9374867029874,20852.0,1826.0334228515624,2151.677316894531,-1.4965030855048558,0.0083221554657853,-0.0158300479210511,0.0026556839830771,-0.0236409205565983,Financial Services,9.0
2020-05-13,1789.5255126953125,1872.4412443172855,1779.7461332124697,1840.0906279110627,44225.0,1817.442907714844,2120.7399072265625,-1.492765212277447,0.0052854348061475,0.0282561577675364,0.0463339198205052,-0.0054647890814999,Financial Services,9.0
2020-05-14,1763.6170654296875,1825.1202456755327,1742.6679940888353,1787.1616450017416,29744.0,1808.8268798828128,2092.201867675781,-1.5030580880044138,-0.0144778306214828,0.0133501654262557,0.0348733188464926,-0.0118784693976343,Financial Services,9.0
2020-05-15,1784.6126708984375,1790.8695910535157,1748.925052236139,1772.3305683718022,13893.0,1802.1134338378904,2064.57380859375,-1.4947169799601276,0.0119048550166045,-0.0068822230879107,0.0035060381768601,-0.0199974029346838,Financial Services,9.0
2020-05-18,1721.6727294921875,1793.6041175082887,1715.1840713152903,1793.5578378418136,79811.0,1790.3990966796875,2036.962062988281,-1.519721681651249,-0.0352681242448893,0.0417530620763382,0.0417799427172884,-0.0037688104514561,Financial Services,9.0
2020-05-19,1750.6397705078125,1768.112775569991,1724.1289925010717,1738.0332585696287,123108.0,1779.9199157714845,2009.796831054688,-1.5082136916009397,0.0168249403730573,-0.0072010885109315,0.0099809254631009,-0.0151434798028441,Financial Services,9.0
2020-05-20,1764.6368408203125,1778.5411079271173,1728.7638769460427,1735.2525349292182,19525.0,1776.5898376464845,1982.6445776367189,-1.502652952904749,0.0079954029082978,-0.0166517581472653,0.0078793929635636,-0.0203288081969283,Financial Services,9.0
2020-05-21,1769.82763671875,1877.075825015124,1743.5948774584926,1812.1892532862057,77297.0,1774.5899353027344,1956.422985839844,-1.5005907599620807,0.002941566093579,0.0239354475478719,0.0605980978437037,-0.014822211336293,Financial Services,9.0
2020-05-22,1847.9234619140625,1861.5495982006669,1742.6681163287708,1784.3809169855765,194719.0,1777.433367919922,1931.40365234375,-1.4695649475971386,0.0441262321680667,-0.0343859181606305,0.0073737557682667,-0.0569587148789534,Financial Services,9.0
2020-05-26,1846.579345703125,1863.171793760792,1823.3128946902875,1853.9022823490468,15860.0,1782.550146484375,1909.8121826171875,-1.47009893641476,-0.0007273657370772,0.0039656766783198,0.0089855050617113,-0.0125997569868725,Financial Services,9.0
2020-05-27,1857.3319091796875,1882.0815719129455,1807.554679423016,1846.4866263644344,15851.0,1787.4745727539062,1893.5145288085937,-1.465827171361614,0.0058229631461995,-0.0058391732579682,0.0133253849841998,-0.0268003955085531,Financial Services,9.0
2020-05-28,1848.108642578125,1872.3947146512871,1831.6552615595613,1853.9484794121925,29663.0,1790.046856689453,1874.1245678710936,-1.4694913792530888,-0.0049658688121263,0.003159899098746,0.0131410413401253,-0.0089028213166143,Financial Services,9.0
2020-05-29,1854.4583740234373,1862.1521135225653,1822.4785606251744,1838.097664248466,41290.0,1789.9425720214845,1857.2540576171875,-1.4669687658368489,0.0034357998761666,-0.0088223656050446,0.0041487798307575,-0.0172448267624794,Financial Services,9.0
2020-06-01,1915.0810546875,1988.3101947263733,1863.727938915672,1863.727938915672,46027.0,1791.2495727539062,1840.7830615234373,-1.4428846626131608,0.0326902353340697,-0.0268151134627602,0.0382381413359149,-0.0268151134627602,Financial Services,9.0
2020-06-02,2028.3544921875,2043.9273170069357,1865.025742321068,1931.7662261417024,77370.0,1804.9499084472657,1830.535625,-1.3978835321555765,0.0591481165889784,-0.0476190263673441,0.0076775656717877,-0.0805227836137699,Financial Services,9.0
2020-06-03,2111.269775390625,2196.8737875504303,2048.5152403071074,2085.639671725092,90820.0,1822.8817565917968,1823.5009765625,-1.3649430515036016,0.0408781026800222,-0.0121396630427256,0.0405462215949958,-0.0297235984785064,Financial Services,9.0
2020-06-04,2077.853759765625,2178.335172520153,2039.29250193376,2140.0056524725987,36981.0,1838.8021484375,1817.98654296875,-1.378218524656902,-0.0158274494403811,0.0299115818015913,0.0483582698167659,-0.0185582154906871,Financial Services,9.0
2020-06-05,2261.806884765625,2311.6305021600874,2069.4645478474667,2113.448328546508,103625.0,1863.9341064453124,1820.5718017578124,-1.3051378558001336,0.0885303521171525,-0.0655929368764348,0.0220282366854787,-0.0850392392974298,Financial Services,9.0
2020-06-08,2317.5166015625,2394.407373015587,2304.400334589313,2353.528740757146,116655.0,1892.817901611328,1824.6272119140624,-1.2830055687550683,0.0246306248212909,0.0155391073230568,0.0331780887356949,-0.0056596215812839,Financial Services,9.0
2020-06-09,2320.529296875,2362.7519648078346,2318.304704754062,2340.551531189127,105811.0,1920.5731323242187,1837.2013012695315,-1.2818086889059266,0.0012999670899741,0.0086283049048725,0.0181952746684537,-0.0009586572011538,Financial Services,9.0
2020-06-10,2288.59619140625,2346.298905407163,2262.502604834442,2314.5972186390363,62721.0,1945.997100830078,1854.6836083984372,-1.2944950333555247,-0.0137611300627634,0.0113611249247118,0.0252131477879709,-0.0114015686427295,Financial Services,9.0
2020-06-11,2240.115966796875,2302.963287702643,2226.536225635186,2301.61925406002,33512.0,1968.526623535156,1869.9254565429687,-1.313755196730186,-0.0211833895343441,0.0274554032803433,0.0280553872376674,-0.0060620706083831,Financial Services,9.0
2020-06-12,2177.77880859375,2205.680127031276,2053.196672147205,2086.566911513932,81026.0,1989.2347106933596,1880.9645166015623,-1.338520425459595,-0.0278276478214029,-0.0418829941405831,0.0128118238305119,-0.0572060559846254,Financial Services,9.0
2020-06-15,2149.1826171875,2210.778475359177,2113.4486053748105,2210.778475359177,39449.0,2007.4632080078125,1888.7240307617187,-1.349881084838037,-0.0131308980018569,0.0286601323122013,0.0286601323122013,-0.0166267917518578,Financial Services,9.0
2020-06-16,2148.1162109375,2206.143435520387,2116.970792337524,2205.216484497059,93404.0,2028.785382080078,1897.5523071289065,-1.3503047453875547,-0.000496191548113,0.0265815570260226,0.0270130751248147,-0.0144989449087501,Financial Services,9.0
2020-06-17,2177.454345703125,2200.4427763333665,2118.083087422411,2154.2341773171484,56419.0,2050.126110839844,1907.7580346679688,-1.3386493276734936,0.0136576106154056,-0.0106639059651459,0.0105574799653576,-0.0272663619321681,Financial Services,9.0
2020-06-18,2227.55615234375,2243.22153452094,2178.1496162601684,2195.9470311074824,51687.0,2073.272076416016,1919.7815161132808,-1.3187449442049912,0.0230093488478843,-0.0141900446383852,0.0070325419903367,-0.0221797039915684,Financial Services,9.0
2020-06-19,2342.636962890625,2382.217726142721,2236.408285585093,2287.112687372173,102066.0,2101.912542724609,1930.954057617188,-1.2730257828298055,0.0516623612050324,-0.0237016133519635,0.0168958160735483,-0.0453457701676722,Financial Services,9.0
2020-06-22,2539.01171875,2572.2891710164417,2381.7543368894194,2390.282241312228,73903.0,2136.4669555664063,1945.047421875,-1.1950102639046023,0.0838263712944511,-0.0585777042064988,0.0131064587141114,-0.0619364537387803,Financial Services,9.0
2020-06-23,2705.723876953125,2766.856256937234,2558.4778300193025,2595.4630885079723,158949.0,2179.424182128906,1961.6250146484372,-1.1287790649073592,0.0656602555128025,-0.0407509389203881,0.0225937245499525,-0.0544202045848204,Financial Services,9.0
2020-06-24,2631.382080078125,2785.4876796599788,2609.3669944235744,2780.8529247853367,88119.0,2218.1266906738283,1975.591384277344,-1.1583134815672502,-0.0274757515015594,0.0568031704095111,0.0585645090268602,-0.0083663584324086,Financial Services,9.0
2020-06-25,2486.73193359375,2678.8889621989274,2456.420674680677,2614.0023783394377,115607.0,2250.0578552246093,1986.099306640625,-1.2157799119706896,-0.0549711680335226,0.0511798006959922,0.0772729163161056,-0.0121891943814257,Financial Services,9.0
2020-06-26,2507.448974609375,2618.6367074207,2487.473134287946,2494.7033977148494,69325.0,2282.707385253906,1997.5295336914064,-1.2075494716661013,0.0083310310756677,-0.0050830852486285,0.04434296926367,-0.0079665989313066,Financial Services,9.0
2020-06-29,2431.068115234375,2567.654444911339,2414.7075194924328,2524.0877449435293,64120.0,2308.50673828125,2007.7732641601565,-1.237893964541554,-0.0304615807334221,0.0382628644282911,0.0561836703879421,-0.0067297973427473,Financial Services,9.0
2020-06-30,2357.236572265625,2460.86974720811,2340.783190764361,2447.15082610352,59150.0,2324.9508422851563,2015.798806152344,-1.2672256681637866,-0.0303700017725056,0.0381439244986236,0.0439638414581695,-0.0069799449469131,Financial Services,9.0
2020-07-01,2382.403564453125,2409.656065840669,2348.894368697716,2398.022782881212,56481.0,2338.507531738281,2024.2424096679688,-1.257227356788671,0.0106764813017096,0.0065560758307847,0.0114390784979367,-0.0140652894645501,Financial Services,9.0
