Date_Ticker,Close_DBREALTY.NS,High_DBREALTY.NS,Low_DBREALTY.NS,Open_DBREALTY.NS,Volume_DBREALTY.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,11.100000381469728,11.100000381469728,10.949999809265137,10.949999809265137,106168.0,,,-1.0320316357036927,,-0.0135135645990607,0.0,-0.0135135645990607,Realty,17.0
2020-01-13,11.100000381469728,11.649999618530272,10.800000190734863,11.5,45980.0,,,-1.0320316357036927,0.0,0.0360360004309576,0.0495494791134163,-0.0270270432815192,Realty,17.0
2020-01-14,10.850000381469728,11.149999618530272,10.800000190734863,11.149999618530272,45227.0,,,-1.0353577318364362,-0.022522521748499,0.0276496982961311,0.0276496982961311,-0.0046083123481043,Realty,17.0
2020-01-15,10.949999809265137,11.199999809265137,10.649999618530272,11.199999809265137,88365.0,,,-1.034027300996169,0.0092165367999613,0.0228310506259978,0.0228310506259978,-0.0273972781699067,Realty,17.0
2020-01-16,10.850000381469728,11.25,10.850000381469728,10.850000381469728,46031.0,,,-1.0353577318364362,-0.0091323679942713,0.0,0.0368663229923398,0.0,Realty,17.0
2020-01-17,10.75,11.100000381469728,10.5,10.5,39997.0,,,-1.0366881753647534,-0.0092166246962085,-0.0232558139534884,0.0325581750204397,-0.0232558139534884,Realty,17.0
2020-01-20,11.25,11.25,10.800000190734863,10.800000190734863,227387.0,,,-1.0300359830992667,0.0465116279069767,-0.0399999830457898,0.0,-0.0399999830457898,Realty,17.0
2020-01-21,11.800000190734863,11.800000190734863,11.399999618530272,11.399999618530272,127693.0,,,-1.0227185690696217,0.0488889058430989,-0.0338983530287281,0.0,-0.0338983530287281,Realty,17.0
2020-01-22,11.949999809265137,12.350000381469728,11.550000190734863,12.300000190734863,183907.0,,,-1.0207229164651956,0.012711831873363,0.0292887353185029,0.0334728517647724,-0.0334727719593889,Realty,17.0
2020-01-23,11.899999618530272,12.350000381469728,11.449999809265137,12.350000381469728,137260.0,,,-1.021388138229354,-0.0041841164462694,0.0378151913751936,0.0378151913751936,-0.0378151112344922,Realty,17.0
2020-01-24,11.850000381469728,12.25,11.5,12.0,87369.0,,,-1.022053347305463,-0.004201616694398,0.0126581952490762,0.033755240983432,-0.0295358962196351,Realty,17.0
2020-01-27,11.600000381469728,12.100000381469728,11.449999809265137,12.0,36254.0,,,-1.0253794434382062,-0.0210970457343557,0.034482724601393,0.0431034468583912,-0.0129310833854976,Realty,17.0
2020-01-28,11.100000381469728,11.949999809265137,11.050000190734863,11.5,83408.0,,,-1.0320316357036927,-0.0431034468583913,0.0360360004309576,0.0765765223949355,-0.0045045215330202,Realty,17.0
2020-01-29,10.600000381469728,11.100000381469728,10.550000190734863,11.100000381469728,81765.0,,,-1.0386838279691797,-0.0450450434969981,0.0471698096232213,0.0471698096232213,-0.0047169989561764,Realty,17.0
2020-01-30,10.25,11.0,10.100000381469728,11.0,121829.0,,,-1.04334036763024,-0.0330189027239636,0.0731707317073171,0.0731707317073171,-0.0146341091249047,Realty,17.0
2020-01-31,10.0,10.449999809265137,9.75,10.25,198069.0,,,-1.0466664637629832,-0.024390243902439,0.0249999999999999,0.0449999809265135,-0.025,Realty,17.0
2020-02-03,9.5,9.949999809265137,9.5,9.949999809265137,59873.0,,,-1.0533186560284695,-0.05,0.0473684009752775,0.0473684009752775,0.0,Realty,17.0
2020-02-04,9.25,9.699999809265137,9.050000190734863,9.199999809265137,147075.0,,,-1.056644752161213,-0.0263157894736842,-0.0054054260253906,0.0486486280286633,-0.0216216010016363,Realty,17.0
2020-02-05,9.25,9.600000381469728,8.949999809265137,9.050000190734863,103754.0,,,-1.056644752161213,0.0,-0.0216216010016363,0.0378378790778082,-0.0324324530524176,Realty,17.0
2020-02-06,9.199999809265137,9.449999809265137,8.899999618530273,9.100000381469728,131462.0,10.755000114440918,,-1.0573099739253715,-0.0054054260253906,-0.0108695032465873,0.0271739136068491,-0.0326087170602698,Realty,17.0
2020-02-07,9.649999618530272,9.649999618530272,9.199999809265137,9.449999809265137,110849.0,10.682500076293945,,-1.0513230034240435,0.0489130237602777,-0.0207253696550505,0.0,-0.0466321064304532,Realty,17.0
2020-02-10,9.649999618530272,10.050000190734863,9.350000381469728,10.050000190734863,30533.0,10.610000038146971,,-1.0513230034240435,0.0,0.0414508381364591,0.0414508381364591,-0.0310880050693969,Realty,17.0
2020-02-11,9.449999809265137,9.75,9.399999618530272,9.550000190734863,68233.0,10.540000009536744,,-1.0539838777926285,-0.0207253696550505,0.0105820511627612,0.0317460525703643,-0.0052910255813806,Realty,17.0
2020-02-12,9.199999809265137,9.550000190734863,9.0,9.350000381469728,45681.0,10.452500009536744,,-1.0573099739253715,-0.0264550269889837,0.0163044103602618,0.0380435205136904,-0.0217391101534285,Realty,17.0
2020-02-13,9.199999809265137,9.5,9.050000190734863,9.050000190734863,29799.0,10.369999980926512,,-1.0573099739253715,0.0,-0.0163043067000079,0.0326087170602698,-0.0163043067000079,Realty,17.0
2020-02-14,9.350000381469728,9.5,9.050000190734863,9.050000190734863,35759.0,10.3,,-1.0553143086328958,0.0163044103602618,-0.0320855805877203,0.0160427392952358,-0.0320855805877203,Realty,17.0
2020-02-17,9.0,9.350000381469728,9.0,9.0,59581.0,10.1875,,-1.0599708482939565,-0.0374331943518819,0.0,0.038888931274414,0.0,Realty,17.0
2020-02-18,8.550000190734863,9.300000190734863,8.550000190734863,9.0,60970.0,10.025,,-1.0659578187952845,-0.0499999788072374,0.0526315554650835,0.0877192962887569,0.0,Realty,17.0
2020-02-19,8.449999809265137,8.949999809265137,8.199999809265137,8.550000190734863,51807.0,9.85,,-1.0672882623236015,-0.0116959507881755,0.0118343649381009,0.0591715989687677,-0.0295857994843838,Realty,17.0
2020-02-20,8.300000190734863,8.75,8.100000381469727,8.449999809265137,69281.0,9.670000028610229,,-1.0692839149280275,-0.0177514345462829,0.0180722427811164,0.0542168432438667,-0.0240963620083277,Realty,17.0
2020-02-24,8.25,8.600000381469727,7.900000095367432,8.300000190734863,93653.0,9.490000009536743,,-1.0699491366921865,-0.0060241192272112,0.0060606291799834,0.042424288662997,-0.0424242308645537,Realty,17.0
2020-02-25,8.5,8.649999618530273,8.149999618530273,8.399999618530273,56317.0,9.334999990463256,,-1.0666230405594428,0.0303030303030303,-0.0117647507611442,0.017647013944738,-0.0411765154670266,Realty,17.0
2020-02-26,8.100000381469727,8.699999809265137,8.100000381469727,8.5,61697.0,9.184999990463258,,-1.0719447892966123,-0.0470587786506204,0.0493826666286767,0.0740739999430151,0.0,Realty,17.0
2020-02-27,7.849999904632568,8.25,7.699999809265137,7.75,99969.0,9.047499966621398,,-1.0752708917733804,-0.0308642549460962,-0.0127388415092278,0.0509554267804992,-0.0191082926356357,Realty,17.0
2020-02-28,7.599999904632568,8.199999809265137,7.5,7.849999904632568,99229.0,8.914999961853027,,-1.0785969879061237,-0.0318471341448636,0.0328947372548797,0.0789473568633651,-0.0131578823536054,Realty,17.0
2020-03-02,7.949999809265137,7.949999809265137,7.650000095367432,7.949999809265137,45765.0,8.812499952316283,,-1.073940454589088,0.0460526196084853,0.0,0.0,-0.037735813974244,Realty,17.0
2020-03-03,8.300000190734863,8.300000190734863,8.0,8.25,118219.0,8.752499961853028,,-1.0692839149280275,0.044025206272562,-0.0060241192272112,0.0,-0.0361446004627503,Realty,17.0
2020-03-04,8.350000381469727,8.699999809265137,8.149999618530273,8.399999618530273,121746.0,8.707499980926514,,-1.068618693163869,0.0060241192272112,0.0059879323085427,0.0419160972222381,-0.023952186084122,Realty,17.0
2020-03-05,8.25,8.699999809265137,8.100000381469727,8.300000190734863,176892.0,8.657499980926513,,-1.0699491366921865,-0.011976093042061,0.0060606291799834,0.0545454314260771,-0.0181817719430634,Realty,17.0
2020-03-06,8.050000190734863,8.199999809265137,7.849999904632568,7.949999809265137,431312.0,8.6,,-1.0726100110607708,-0.0242424011230468,-0.0124224073416572,0.0186334925436293,-0.0248447554488862,Realty,17.0
2020-03-09,7.800000190734863,8.449999809265137,7.650000095367432,8.0,364704.0,8.50750002861023,,-1.075936107193514,-0.0310558998852866,0.0256410005608338,0.0833332823891936,-0.0192307809871091,Realty,17.0
2020-03-11,7.449999809265137,8.0,7.449999809265137,7.949999809265137,1256645.0,8.397500038146973,,-1.0805926468545746,-0.0448718426809104,0.0671140956779863,0.0738255308477806,0.0,Realty,17.0
2020-03-12,7.099999904632568,7.5,7.099999904632568,7.5,222105.0,8.280000042915344,,-1.0852491801716102,-0.0469798541735925,0.056338042357781,0.056338042357781,0.0,Realty,17.0
2020-03-13,6.75,7.349999904632568,6.75,6.75,249949.0,8.157500052452088,,-1.0899057134886458,-0.0492957618779969,0.0,0.0888888747603804,0.0,Realty,17.0
2020-03-16,6.449999809265137,6.699999809265137,6.449999809265137,6.449999809265137,170280.0,8.020000052452087,,-1.0938970313855478,-0.0444444727014612,0.0,0.0387596910686549,0.0,Realty,17.0
2020-03-17,6.150000095367432,6.449999809265137,6.150000095367432,6.449999809265137,413053.0,7.860000038146973,,-1.0978883429384247,-0.0465115849254396,0.0487804405277463,0.0487804405277463,0.0,Realty,17.0
2020-03-18,5.849999904632568,6.0,5.849999904632568,5.849999904632568,194782.0,7.702500033378601,,-1.1018796608353267,-0.0487805180622423,0.0,0.0256410423611541,0.0,Realty,17.0
2020-03-19,5.599999904632568,5.900000095367432,5.599999904632568,5.599999904632568,304211.0,7.5550000190734865,,-1.10520575696807,-0.0427350434317147,0.0,0.0535714635435422,0.0,Realty,17.0
2020-03-20,5.650000095367432,5.849999904632568,5.349999904632568,5.849999904632568,507760.0,7.415000033378601,,-1.1045405352039113,0.0089286056404216,0.0353981957326197,0.0353981957326197,-0.0530973779948854,Realty,17.0
2020-03-23,5.400000095367432,5.800000190734863,5.400000095367432,5.400000095367432,19891.0,7.270000028610229,9.02600004196167,-1.1078666313366543,-0.0442477868637526,0.0,0.074074090426514,0.0,Realty,17.0
2020-03-24,5.150000095367432,5.599999904632568,5.150000095367432,5.599999904632568,60772.0,7.115000033378601,8.907000036239625,-1.111192727469398,-0.0462962954786742,0.0873786021227307,0.0873786021227307,0.0,Realty,17.0
2020-03-25,5.300000190734863,5.400000095367432,4.900000095367432,5.400000095367432,213082.0,6.955000042915344,8.791000032424927,-1.109197068520947,0.0291262315708228,0.0188679058554341,0.0188679058554341,-0.0754717133910084,Realty,17.0
2020-03-26,5.099999904632568,5.550000190734863,5.050000190734863,5.5,201429.0,6.805000019073487,8.676000022888184,-1.1118579492335563,-0.0377359016801401,0.0784313927151436,0.0882353518660929,-0.0098038656534655,Realty,17.0
2020-03-27,5.050000190734863,5.349999904632568,4.900000095367432,5.349999904632568,147589.0,6.665000033378601,8.558000030517578,-1.1125231646536902,-0.0098038656534656,0.0594058816964222,0.0594058816964222,-0.0297029880598092,Realty,17.0
2020-03-30,5.199999809265137,5.300000190734863,5.0,5.199999809265137,244272.0,6.54500002861023,8.445000019073486,-1.110527512049264,0.029702893636613,0.0,0.0192308432957151,-0.0384615031925166,Realty,17.0
