Date_Ticker,Close_GPPL.NS,High_GPPL.NS,Low_GPPL.NS,Open_GPPL.NS,Volume_GPPL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,69.27133178710938,70.08175083753603,66.06825510057826,69.19415042244033,235519.0,,,-0.7425448307928671,,-0.0011141891266973,0.0116991983482763,-0.046239571318985,Services,18.0
2020-01-13,68.92401885986328,70.96935170485715,68.49951248341483,69.81161346570083,86289.0,,,-0.749521031531236,-0.0050138046762762,0.0128778707411447,0.029675182597121,-0.0061590485214095,Services,18.0
2020-01-14,70.50627136230469,71.70260346526139,68.69248227763029,68.69248227763029,132139.0,,,-0.7177395739179512,0.0229564748053715,-0.0257252163478342,0.0169677403136128,-0.0257252163478342,Services,18.0
2020-01-15,74.01807403564453,76.10200073878515,70.23612752942468,70.23612752942468,1150829.0,,,-0.6472007644442697,0.0498083731487378,-0.0510949056091164,0.0281542951541413,-0.0510949056091164,Services,18.0
2020-01-16,73.43920135498047,75.638902967654,73.3234263461952,75.3301715737472,206444.0,,,-0.6588281232480171,-0.007820693637412,0.0257487851702853,0.0299526897363837,-0.0015764742351382,Services,18.0
2020-01-17,72.24286651611328,73.74792979287143,71.77977238809589,73.4006047804374,289947.0,,,-0.6828579572435941,-0.0162901395548204,0.0160256412868928,0.0208333825793367,-0.0064102402126319,Services,18.0
2020-01-20,69.27133178710938,72.66736482959345,68.57668772796661,71.85694577916678,132494.0,,,-0.7425448307928671,-0.0411325695159275,0.0373258882910427,0.0490250866393193,-0.0100278721546396,Services,18.0
2020-01-21,70.9693603515625,71.47104816070002,68.38374581346838,68.8082522416375,163440.0,,,-0.7084378707697073,0.0245127171752905,-0.0304512834724656,0.00706907610062,-0.0364328285514439,Services,18.0
2020-01-22,69.38712310791016,71.70259992426826,68.69247888529031,71.04654933734588,102433.0,,,-0.7402190218917354,-0.0222946527320294,0.0239154781911767,0.0333704110020109,-0.0100111402736721,Services,18.0
2020-01-23,70.39048767089844,71.12372547514293,69.07838659381487,70.77640044516556,85458.0,,,-0.7200652295734546,0.0144603857033798,0.0054824563238062,0.0104167172086184,-0.0186403180386833,Services,18.0
2020-01-24,69.27133178710938,71.16230172002403,69.11696905777129,70.23611356687412,82154.0,,,-0.7425448307928671,-0.0158992489016631,0.0139275766016713,0.0272980161364033,-0.0022283782533948,Services,18.0
2020-01-27,69.34852600097656,70.46767660600119,68.30656266348323,69.23275098824135,165250.0,,,-0.7409942915254459,0.0011143746175463,-0.0016694660926691,0.0161380590123698,-0.0150250250088755,Services,18.0
2020-01-28,69.27133178710938,70.23611356687412,68.38373137201367,69.81160722835337,83558.0,,,-0.7425448307928671,-0.0011131341690824,0.0077994088940633,0.0139275766016713,-0.0128133874749738,Services,18.0
2020-01-29,70.0817642211914,71.00795255121736,69.00120724378661,69.46430140879959,201042.0,,,-0.7262663139237412,0.0116993915545426,-0.0088106060007706,0.01321582497699,-0.0154185184892656,Services,18.0
2020-01-30,67.88206481933594,70.23613545086124,67.22601418239753,70.23613545086124,97014.0,,,-0.7704499402375989,-0.0313876145428188,0.0346788306718501,0.0346788306718501,-0.0096645651349063,Services,18.0
2020-01-31,67.1488265991211,69.039796946775,66.80150743765387,67.99783357381138,157451.0,,,-0.7851779178393037,-0.0108016487442789,0.0126436606220814,0.0281608844625538,-0.0051723787154275,Services,18.0
2020-02-03,64.8333511352539,65.99108954838344,63.86856912431262,64.44743833087739,210107.0,,,-0.8316870465630365,-0.034482739031176,-0.005952380952381,0.0178571428571427,-0.0148809523809524,Services,18.0
2020-02-04,65.68236541748047,66.5699661437767,64.2544890605149,65.14208978681114,279704.0,,,-0.8146335665514566,0.013095332376933,-0.0082255812079133,0.0135135316862387,-0.0217391128941522,Services,18.0
2020-02-05,65.41221618652344,66.72431728262784,64.87194065014202,66.5313608926971,148283.0,,,-0.8200598410049175,-0.0041129644043716,0.017109108533831,0.0200589610412056,-0.0082595510117072,Services,18.0
2020-02-06,69.15557861328125,76.7194725083462,65.25786252650227,66.37700738867704,3512322.0,69.32537117004395,,-0.7448698734658573,0.0572272680088316,-0.0401785550829095,0.1093750359224428,-0.0563615570129931,Services,18.0
2020-02-07,69.0783920288086,70.08176767627198,67.61192219350136,69.61866759986606,570051.0,69.3157241821289,,-0.7464202594876502,-0.0011161295447224,0.0078211949524265,0.014525173762657,-0.0212290673282559,Services,18.0
2020-02-10,66.91728210449219,69.6958591804598,66.56996291427745,69.61867190391214,186562.0,69.21538734436035,,-0.7898287694134256,-0.0312848904099437,0.0403690902329492,0.0415225632091398,-0.0051902764023259,Services,18.0
2020-02-11,64.9105224609375,68.5766935344641,64.37024697394753,68.5766935344641,2749171.0,68.93559989929199,,-0.8301369670325003,-0.0299886603347264,0.0564803815241645,0.0564803815241645,-0.0083233883584145,Services,18.0
2020-02-12,63.212528228759766,65.4508240151175,61.9390146013008,65.41223037333636,673090.0,68.39532260894775,,-0.8642432374503327,-0.0261589980761527,0.0347985155192036,0.0354090533803295,-0.02014653840217,Services,18.0
2020-02-13,62.47928237915039,63.32829528281096,62.05478181588234,62.74942606043997,574978.0,67.84732666015626,,-0.8789713682976659,-0.0115996918673436,0.0043237321397233,0.0135887108707235,-0.0067942611871244,Services,18.0
2020-02-14,62.47928237915039,63.63702082389237,61.82323177150905,62.51787601606669,348969.0,67.35914745330811,,-0.8789713682976659,0.0,0.0006177029480283,0.0185299574620005,-0.0105002903788194,Services,18.0
2020-02-17,61.74604415893555,62.74941973194291,60.665487208441846,61.82322553642189,155905.0,66.98288307189941,,-0.8936993458993706,-0.0117357016965279,0.0012499809265136,0.0162500381469725,-0.0175000190734863,Services,18.0
2020-02-18,60.27958297729492,61.86182793858119,59.85508239666476,61.59169013480517,161843.0,66.44839420318604,,-0.9231549946115236,-0.0237498806865412,0.0217670244667165,0.0262484390756689,-0.0070421950462076,Services,18.0
2020-02-19,60.51113128662109,61.591688359135496,60.35676262565486,60.35676262565486,131856.0,66.00459461212158,,-0.9185040664145874,0.0038412394029565,-0.0025510787467357,0.0178571619723346,-0.0025510787467357,Services,18.0
2020-02-20,59.9708366394043,61.51448757878212,59.58492390455984,60.54970574167098,272947.0,65.48361206054688,,-0.9293565386986952,-0.0089288472340337,0.0096525100316231,0.025740026750995,-0.0064350066877488,Services,18.0
2020-02-24,59.66211318969727,61.90040241700341,59.54633818759768,59.8936573053352,169546.0,65.00315113067627,,-0.9355576230489816,-0.0051478929927781,0.0038809238100858,0.0375160903233422,-0.0019405112542941,Services,18.0
2020-02-25,58.5043830871582,60.51112847808045,57.88692024907657,59.70070923916856,224577.0,64.46094398498535,,-0.9588120341652197,-0.0194047786885796,0.0204484875984096,0.034300770045428,-0.0105541295455036,Services,18.0
2020-02-26,59.00606155395508,60.24098715761029,57.9255104835993,58.73592378636613,183270.0,63.94768047332764,,-0.9487352146288934,0.0085750578046347,-0.0045781358808694,0.0209287922483352,-0.0183125435234771,Services,18.0
2020-02-27,56.22749328613281,59.430570675581066,55.91876187114468,59.430570675581066,233480.0,63.25496692657471,,-1.0045461231236843,-0.0470895395260628,0.0569663913905658,0.0569663913905658,-0.0054907554462201,Services,18.0
