Date_Ticker,Close_SAIL.NS,High_SAIL.NS,Low_SAIL.NS,Open_SAIL.NS,Volume_SAIL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,42.89108276367188,43.32085311890351,41.51581565959809,41.77367721695956,41439011.0,,,-1.2268445577920586,,-0.0260521645692457,0.0100200397737602,-0.0320641731441346,Metals & Mining,14.0
2020-01-13,42.9770393371582,43.32085696341062,42.16047493397462,42.9770393371582,25345459.0,,,-1.2244005915316314,0.0020040662988142,0.0,0.008000030517578,-0.019000015258789,Metals & Mining,14.0
2020-01-14,43.62168502807617,44.39527287214864,43.06298233192526,43.36382350634773,33639648.0,,,-1.2060716580407709,0.0149997696644637,-0.0059113150159714,0.0177340202143627,-0.0128079118399785,Metals & Mining,14.0
2020-01-15,44.22337341308594,44.39528222341087,42.67620067793727,43.320856257489865,27277045.0,,,-1.1889641111410731,0.0137933320233388,-0.0204081481339235,0.0038872839645032,-0.0349854073929795,Metals & Mining,14.0
2020-01-16,43.707637786865234,44.48122563113549,43.53573229159375,44.26634048315899,23182881.0,,,-1.2036278002419896,-0.0116620598207936,0.0127827245896519,0.0176991455828054,-0.0039330767796181,Metals & Mining,14.0
2020-01-17,43.793601989746094,44.61016636028852,43.40680799539571,43.40680799539571,18835022.0,,,-1.2011836170582713,0.0019668004777575,-0.0088322032620414,0.0186457458040014,-0.0088322032620414,Metals & Mining,14.0
2020-01-20,43.62168502807617,44.22336409803396,42.934053210504615,43.965502576305525,18760402.0,,,-1.2060716580407709,-0.003925618214966,0.0078818034655943,0.0137931184815656,-0.0157635317647398,Metals & Mining,14.0
2020-01-21,42.80512619018555,44.00848448134596,42.67619705256036,43.320852577348965,24173709.0,,,-1.2292885240524856,-0.0187191035230542,0.0120482389158722,0.0281124808700206,-0.0030120022787071,Metals & Mining,14.0
2020-01-22,42.80512619018555,43.234896540044616,42.28940308190969,42.97703498590669,18551852.0,,,-1.2292885240524856,0.0,0.0040160796386239,0.0100401607963862,-0.0120481623155243,Metals & Mining,14.0
2020-01-23,43.32084655761719,43.66466082239653,42.46130597733817,42.59023509704777,13721598.0,,,-1.2146252687981516,0.012048098284777,-0.016865124267544,0.0079364622831659,-0.019841269240568,Metals & Mining,14.0
2020-01-24,43.87955093383789,44.26634489451895,43.06298663437509,43.3638278388548,16176998.0,,,-1.1987398677211356,0.012896894234918,-0.0117531534395305,0.0088149024420116,-0.0186092218831961,Metals & Mining,14.0
2020-01-27,41.90260696411133,43.578711898453264,41.55878939028674,43.578711898453264,23848030.0,,,-1.254949464786273,-0.0450538788035324,0.0400000156500401,0.0400000156500401,-0.0082051595052083,Metals & Mining,14.0
2020-01-28,40.441383361816406,42.203440883213645,40.09756909945604,41.85962662085328,31387261.0,,,-1.2964958065970758,-0.0348719019689259,0.0350691084513181,0.0435706539915476,-0.0085015455402296,Metals & Mining,14.0
2020-01-29,40.95711517333984,41.644747069281706,40.7852063796325,40.91413551574737,17955370.0,,,-1.281832225957805,0.0127525759173306,-0.0010493819550174,0.0167890705444377,-0.0041972876502602,Metals & Mining,14.0
2020-01-30,40.699256896972656,41.04307453975092,40.05460127592945,41.00009815412565,20209701.0,,,-1.2891637993541492,-0.0062958114915045,0.0073918120400713,0.0084477621704153,-0.0158394936466557,Metals & Mining,14.0
2020-01-31,39.96864318847656,41.21497787916357,39.71078163013488,40.914136662025264,17954383.0,,,-1.3099370244903736,-0.0179515245289512,0.0236558811638945,0.0311828121062247,-0.0064515964959257,Metals & Mining,14.0
2020-02-03,38.464447021484375,38.89421737926632,37.17513594813853,37.561929925919806,29698362.0,,,-1.3527051867389217,-0.037634406549629,-0.0234636701019116,0.0111731843575417,-0.0335195530726256,Metals & Mining,14.0
2020-02-04,39.96864318847656,40.18352836690923,38.59337935806252,38.93719367622222,22700326.0,,,-1.3099370244903736,0.0391061430352038,-0.0258064680202033,0.0053763440860215,-0.0344085693359375,Metals & Mining,14.0
2020-02-05,41.90260696411133,42.28940091494214,39.79673170193236,40.18352565276317,30106870.0,,,-1.254949464786273,0.048387025962201,-0.0410256410256409,0.0092307848808093,-0.0502564259064503,Metals & Mining,14.0
2020-02-06,42.03153610229492,42.762144291192605,41.515809781702025,42.20344159693875,23115534.0,42.19914970397949,,-1.2512836780881005,0.0030768762977926,0.0040899170143449,0.0173823813414659,-0.0122699850735348,Metals & Mining,14.0
2020-02-07,41.81665802001953,42.37535752977843,41.42986403394787,41.73070197928823,18226191.0,42.14542846679687,,-1.2573932141234083,-0.0051123061920084,-0.0020555454405312,0.0133606925137685,-0.0092497584547881,Metals & Mining,14.0
2020-02-10,39.53886795043945,41.601766720278135,39.28100642393142,41.601766720278135,27010689.0,41.97351989746094,,-1.3221566388692174,-0.054470877813564,0.0521739462147587,0.0521739462147587,-0.0065217225447944,Metals & Mining,14.0
2020-02-11,39.281009674072266,40.699249826656335,38.98016846918173,40.05459431760335,21550256.0,41.756486129760745,,-1.3294882122655616,-0.0065216403436336,0.0196936038546304,0.0361049821364491,-0.0076586932817338,Metals & Mining,14.0
2020-02-12,39.409934997558594,40.14054647116672,38.76527955084464,39.62482014646325,15980861.0,41.51581420898437,,-1.325822534029035,0.0032821285541299,0.0054525628859314,0.0185387637318708,-0.0163576886577937,Metals & Mining,14.0
2020-02-13,38.93718719482422,39.79672776547768,38.76527842491612,39.36695748015095,15054008.0,41.27729167938232,,-1.339263968845624,-0.0119956504055046,0.0110375277797123,0.0220750555594244,-0.0044150279538156,Metals & Mining,14.0
2020-02-14,37.73384094238281,39.36696643059848,37.51895575086329,38.85124328250676,17516625.0,40.97430362701416,,-1.3734781949518549,-0.0309048069245577,0.0296127378559247,0.0432801285909205,-0.0056947606221067,Metals & Mining,14.0
2020-02-17,36.7883415222168,37.8197910241063,35.97177719660062,36.10070961391965,32718648.0,40.63263645172119,,-1.4003611730466785,-0.0250570680469484,-0.0186915712925488,0.0280374015030442,-0.0221962799035951,Metals & Mining,14.0
2020-02-18,36.05773162841797,36.616431094511405,34.983305794906634,36.53047833938548,23914632.0,40.295266723632814,,-1.421134289721257,-0.0198598214425514,0.0131108278202094,0.0154945816295639,-0.0297973772888295,Metals & Mining,14.0
2020-02-19,35.79986572265625,36.96024416992466,35.370095441610616,36.53047388887902,28855122.0,39.94500370025635,,-1.4284660800408926,-0.0071514733211472,0.0204081258818913,0.0324129273628546,-0.0120048014809633,Metals & Mining,14.0
2020-02-20,36.22964096069336,36.65941130054079,35.19819148928203,35.45605303741299,23850054.0,39.59044342041015,,-1.4162464656620488,0.0120049399449317,-0.0213523485954403,0.0118623957746006,-0.0284697679596211,Metals & Mining,14.0
2020-02-24,33.736968994140625,35.62795899481257,33.56506021610004,35.62795899481257,22757603.0,39.08331432342529,,-1.4871195349048112,-0.0688020057735904,0.0560509748519604,0.0560509748519604,-0.0050955608392218,Metals & Mining,14.0
2020-02-25,33.736968994140625,34.51055685587963,33.43613109173502,33.86590139739287,22137095.0,38.67503242492676,,-1.4871195349048112,0.0,0.0038216949268512,0.022929975181628,-0.0089171585763336,Metals & Mining,14.0
2020-02-26,33.135292053222656,33.693994798262715,32.877430508930104,33.0063629205201,18975185.0,38.30972785949707,,-1.5042267564195722,-0.017834350828092,-0.0038909912879436,0.0168612591113626,-0.0077820815304229,Metals & Mining,14.0
2020-02-27,32.57659149169922,33.178267315188336,31.80300360594561,33.178267315188336,22730562.0,37.89070167541504,,-1.5201120490349425,-0.016861193214354,0.0184695757271728,0.0184695757271728,-0.0237467411515635,Metals & Mining,14.0
2020-02-28,30.556671142578125,31.545144256330303,29.99797165649487,30.255833209986186,33171784.0,37.38357238769531,,-1.5775435749994704,-0.0620052699385626,-0.0098452456155392,0.0323488481169935,-0.0182840429010199,Metals & Mining,14.0
2020-03-02,29.997970581054688,31.97491345879724,29.35331508099381,31.50216674786341,30887100.0,36.88503875732422,,-1.5934288676148407,-0.018284078095959,0.0501432642833079,0.0659025540544764,-0.0214899704071319,Metals & Mining,14.0
2020-03-03,30.943458557128903,31.37322881486681,30.16987078164594,30.470711929394582,25225572.0,36.508989334106445,,-1.566546214904954,0.0315183980036084,-0.0152777565850152,0.0138888888888888,-0.0250000423855252,Metals & Mining,14.0
2020-03-04,29.95499038696289,31.287281019619492,29.267358521684,31.07239585678938,37654957.0,36.008306694030765,,-1.594650904975877,-0.0319443338352456,0.0373028151700829,0.0444764166319495,-0.0229555027858784,Metals & Mining,14.0
2020-03-05,29.396289825439453,30.64262437876105,29.26735742103516,30.34178319478012,36583370.0,35.38299083709717,,-1.610536197591247,-0.0186513350298585,0.0321636973562029,0.0423976821810698,-0.0043860094307791,Metals & Mining,14.0
2020-03-06,28.36484146118164,28.794611786351066,27.419346417920185,28.1929326753364,22839018.0,34.699656105041505,,-1.6398629250232066,-0.0350877056384578,-0.0060606291799834,0.0151515151515153,-0.0333333448930219,Metals & Mining,14.0
2020-03-09,25.61431121826172,27.591254096386585,24.96965571807617,27.505301341250156,33096333.0,33.88953876495361,,-1.7180675676623134,-0.0969697026751983,0.0738255308477806,0.0771811844276884,-0.0251677858792448,Metals & Mining,14.0
2020-03-11,24.71179580688477,26.130037673130257,24.49691062595533,25.09858978833527,36530449.0,33.14818515777588,,-1.7437283999344548,-0.0352348108714125,0.0156522004500678,0.0573912910793139,-0.0086956521739132,Metals & Mining,14.0
2020-03-12,21.230653762817383,23.50843605572444,21.058744984715727,23.207596513768355,46930309.0,32.24566736221313,,-1.8427062134789631,-0.1408696507235434,0.0931173751424141,0.1072874306346745,-0.0080971966300317,Metals & Mining,14.0
2020-03-13,25.399429321289062,26.173017332653338,18.39417231201734,19.59752907272054,65612481.0,31.545142078399657,,-1.724177212159267,0.1963564384330324,-0.2284264018367349,0.0304569052154206,-0.2758037167157973,Metals & Mining,14.0
2020-03-16,23.422483444213867,24.58286368585266,21.617447694936164,23.250574653066,34355890.0,30.769406890869146,,-1.780386863455227,-0.0778342635997013,-0.0073394775390625,0.0495412984025589,-0.0770642341823751,Metals & Mining,14.0
2020-03-17,24.325000762939453,26.38789972131144,23.25057490522228,23.723323266284087,45328423.0,30.09896488189697,,-1.7547259769522623,0.0385320933570149,-0.0247349425604975,0.0848057099145063,-0.0441696124981886,Metals & Mining,14.0
2020-03-18,23.035690307617188,25.01263491873898,21.7893572652789,24.62584094454625,46500808.0,29.41133232116699,,-1.7913843862422114,-0.0530035114032392,0.0690298669453481,0.0858209406673642,-0.0541044364503444,Metals & Mining,14.0
2020-03-19,21.660423278808597,22.820801750630423,21.316605735142147,21.5314908802119,41256977.0,28.691466903686525,,-1.830486761792588,-0.0597015765728468,-0.0059524413229188,0.0535713663987851,-0.0158730759432027,Metals & Mining,14.0
2020-03-20,22.94973564147949,23.20759717655261,21.746377439288505,21.91828622229969,37279836.0,28.048960399627685,,-1.7938282982718157,0.0595238766147424,-0.0449438475149819,0.0112359261606074,-0.0524345125795711,Metals & Mining,14.0
2020-03-23,19.726459503173828,21.74637881433696,19.55455070929265,21.230655711580955,12934460.0,27.22380132675171,35.401041984558105,-1.8854743214966885,-0.1404493798386023,0.0762527207766357,0.1023964442701004,-0.0087146299037349,Metals & Mining,14.0
2020-03-24,18.737985610961918,21.23065482038587,18.609054840685012,21.23065482038587,36469248.0,26.473852157592773,34.91798004150391,-1.91357917426008,-0.05010903715656,0.1330275975858215,0.1330275975858215,-0.0068807166871487,Metals & Mining,14.0
2020-03-25,18.823938369750977,19.2107322864388,18.179282934900304,18.22226094755648,28770327.0,25.72820062637329,34.43491802215576,-1.9111353164612983,0.0045870863909074,-0.0319634186202691,0.0205479804008166,-0.0342465759389968,Metals & Mining,14.0
2020-03-26,18.737985610961918,19.812411429008897,18.52310044735252,19.3396647248457,33054658.0,25.008335304260253,33.93724403381348,-1.91357917426008,-0.0045661411071757,0.0321101278641071,0.0573394515480059,-0.0114678903096011,Metals & Mining,14.0
2020-03-27,18.136308670043945,19.59752684190679,18.050354274182897,19.210734519697688,30567766.0,24.28632116317749,33.41550273895264,-1.930686395774841,-0.0321100118982897,0.0592417050900986,0.0805686646851333,-0.0047393544863415,Metals & Mining,14.0
2020-03-30,17.534629821777344,18.050354565832748,17.319744648374574,18.050354565832748,17780972.0,23.63521909713745,32.89204257965088,-1.9477936715204247,-0.0331753753871869,0.0294117839553644,0.0294117839553644,-0.0122549021899447,Metals & Mining,14.0
2020-03-31,19.81241226196289,20.886838125180915,17.878445708170446,18.136308899009027,51866740.0,23.12594118118286,32.41241878509521,-1.8830304636979072,0.1299019405220991,-0.0845986516327318,0.0542299367190524,-0.0976138860942942,Metals & Mining,14.0
2020-04-01,19.08180046081543,19.812408601255363,18.73798293655728,19.812408601255363,18438923.0,22.532858276367183,31.92162109375,-1.9038036346033087,-0.0368764687251201,0.0382882182391668,0.0382882182391668,-0.0180180861320808,Metals & Mining,14.0
2020-04-03,18.609054565429688,19.425618830844684,18.480123797059864,19.124779278352648,15162782.0,21.96556148529053,31.43769966125488,-1.9172450151890748,-0.0247747007079613,0.0277136439742096,0.0438799436341026,-0.006928388968741,Metals & Mining,14.0
2020-04-07,21.01576805114746,21.359583958765825,19.253708860507555,20.07027307561429,33933006.0,21.546535396575926,31.00191249847412,-1.8488159664375623,0.1293302396022181,-0.044989789249294,0.0163599020878797,-0.0838446249669042,Metals & Mining,14.0
2020-04-08,21.789356231689453,23.680344715019736,20.37111445933081,20.628976003598304,53476113.0,21.21776113510132,30.571282691955567,-1.8268208666327697,0.0368098933457611,-0.0532544521165588,0.0867849634116364,-0.0650887413688714,Metals & Mining,14.0
