Date_Ticker,Close_AWL.NS,High_AWL.NS,Low_AWL.NS,Open_AWL.NS,Volume_AWL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2022-06-10,622.5999755859375,639.7999877929688,620.5,629.0,1052098.0,665.5599945068359,654.757001953125,1.2775321259295456,-0.0003202741951202,0.0102795127931691,0.0276261048530304,-0.0033729130553871,Fast Moving Consumer Goods,8.0
2022-06-13,591.5,612.7999877929688,591.5,591.5,2232214.0,666.2649932861328,656.7410021972656,1.0528302221571244,-0.0004995177771516,0.0,0.0360101230650358,0.0,Fast Moving Consumer Goods,8.0
2022-06-14,621.0,621.0499877929688,580.0,590.0,1786917.0,667.0024932861328,658.8230017089844,1.2659720666891097,0.0004987320371935,-0.0499194847020934,8.049564085155225e-05,-0.0660225442834138,Fast Moving Consumer Goods,8.0
2022-06-15,632.9000244140625,649.0,621.0,631.1500244140625,940691.0,666.8199951171875,660.627001953125,1.3519514956243277,0.0001916268021588,-0.0027650496642342,0.0254384183360441,-0.018802376291705,Fast Moving Consumer Goods,8.0
2022-06-16,601.2999877929688,650.0,601.2999877929688,648.0,1342407.0,663.4774932861328,661.6060021972656,1.1236365772277783,-0.0004992895465654,0.0776650809164998,0.0809912077094519,0.0,Fast Moving Consumer Goods,8.0
2022-06-17,584.7000122070312,621.4000244140625,571.5,581.0,6004473.0,657.6349945068359,661.7010021972657,1.0036993089032824,-0.0002760681177936,-0.0063280522144424,0.0627672506256704,-0.0225757002419171,Fast Moving Consumer Goods,8.0
2022-06-20,555.5,587.7000122070312,555.5,579.0,1690266.0,648.5799957275391,660.6330017089844,0.7927249203553798,-0.0004994016007766,0.0423042304230423,0.0579658185545117,0.0,Fast Moving Consumer Goods,8.0
2022-06-21,574.0499877929688,579.5,532.6500244140625,555.0,1533006.0,642.2924957275391,660.5440014648437,0.9267513140584024,0.0003339331735907,-0.03318524204871,0.0094939679869774,-0.0721190911231882,Fast Moving Consumer Goods,8.0
2022-06-22,559.0499877929688,573.7000122070312,551.5,567.0,762390.0,637.0024963378906,660.7330017089844,0.8183741049743422,-0.0002613012859327,0.0142205748691928,0.0262052137267692,-0.0135050316748503,Fast Moving Consumer Goods,8.0
2022-06-23,558.8499755859375,571.9000244140625,550.2000122070312,555.0,852711.0,630.0424957275391,660.3690014648438,0.8169289873222896,-3.577715971712081e-06,-0.0068891039708839,0.023351613846708,-0.015478149336657,Fast Moving Consumer Goods,8.0
2022-06-24,585.0499877929688,586.75,561.0,566.9000244140625,1085340.0,623.7874938964844,659.9520007324219,1.00622793405338,0.000468820136917,-0.0310229275405591,0.0029057554781675,-0.0411075776339975,Fast Moving Consumer Goods,8.0
2022-06-27,598.4000244140625,609.7999877929688,592.0,599.0,1020577.0,618.8874938964843,659.1970007324219,1.1026839147309893,0.0002281862558694,0.0010026329569838,0.0190507401634363,-0.010695227528323,Fast Moving Consumer Goods,8.0
2022-06-28,592.0,603.0,582.25,587.0499877929688,694084.0,615.0599945068359,657.6780004882812,1.0564427957932598,-0.0001069522752832,-0.0083615071064716,0.0185810810810811,-0.0164695945945946,Fast Moving Consumer Goods,8.0
2022-06-29,584.4500122070312,597.0,572.0,584.0,579496.0,611.9899963378906,655.8090002441406,1.0018930220852147,-0.0001275335775839,-0.0007699755285005,0.0214731585778855,-0.0213020993190108,Fast Moving Consumer Goods,8.0
2022-06-30,574.1500244140625,593.9000244140625,571.25,585.0,758969.0,606.7924987792969,653.9340002441406,0.9274740933784252,-0.0001762338536716,0.018897457327482,0.0343986748413978,-0.0050509871823519,Fast Moving Consumer Goods,8.0
2022-07-01,586.0,590.0,558.0999755859375,571.0,980990.0,602.9549987792968,651.66,1.0130919121596356,0.0002063916238274,-0.0255972696245734,0.006825938566553,-0.0476109631639292,Fast Moving Consumer Goods,8.0
2022-07-04,580.5999755859375,594.0,575.5,588.8499755859375,649489.0,597.9924987792969,648.7009997558594,0.9740759404941768,-9.21505872706907e-05,0.0142094391093869,0.0230796158758692,-0.0087839748542715,Fast Moving Consumer Goods,8.0
2022-07-05,582.0499877929688,592.0,581.0,592.0,822251.0,593.9524993896484,645.0429992675781,0.984552492236568,2.497437595597285e-05,0.0170947726410233,0.0170947726410233,-0.0018039477965632,Fast Moving Consumer Goods,8.0
2022-07-06,576.7000122070312,587.4000244140625,574.0,580.25,1011855.0,590.2024993896484,640.5139990234375,0.9458981307251167,-9.191608449686028e-05,0.0061556922452332,0.0185538615927582,-0.0046818313679208,Fast Moving Consumer Goods,8.0
2022-07-07,595.9000244140625,599.0,580.0,582.0,1209630.0,587.8375,635.6119995117188,1.0846210465503126,0.0003329289370664,-0.0233261014340956,0.0052021739535681,-0.026682369126762,Fast Moving Consumer Goods,8.0
2022-07-08,588.2999877929688,595.7000122070312,581.0,595.7000122070312,573367.0,586.1225006103516,631.3989990234375,1.0297096626882596,-0.0001275387868722,0.0125786581125455,0.0125786581125455,-0.0124086145579485,Fast Moving Consumer Goods,8.0
2022-07-11,617.6500244140625,617.7000122070312,580.0,584.0,2029258.0,587.4300018310547,628.1439990234375,1.2417679997221998,0.0004988957543786,-0.0544807303229443,8.093222859684168e-05,-0.060956889704294,Fast Moving Consumer Goods,8.0
2022-07-12,648.2999877929688,648.5,608.0,610.7000122070312,2448406.0,588.7950012207032,626.0379992675781,1.4632184990245007,0.0004962351196858,-0.0579978039394084,0.0003085179867303,-0.0621625613940908,Fast Moving Consumer Goods,8.0
2022-07-13,639.0,667.0,630.7000122070312,661.2999877929688,1650122.0,589.1,624.4989990234375,1.3960247175899818,-0.0001434519199148,0.0348982594569151,0.0438184663536775,-0.0129890262800762,Fast Moving Consumer Goods,8.0
2022-07-14,627.8499755859375,644.7000122070312,611.0,639.0,926766.0,590.4274993896485,623.4519982910156,1.3154641491089667,-0.0001744917748679,0.0177590584496827,0.0268376798221081,-0.0268375826091453,Fast Moving Consumer Goods,8.0
2022-07-15,623.7000122070312,644.0,616.0999755859375,631.0,609670.0,592.3774993896484,623.0019982910156,1.285480052521839,-6.609800972013025e-05,0.0117043252366422,0.0325476790053842,-0.0121854039960656,Fast Moving Consumer Goods,8.0
2022-07-18,623.5,635.5,620.0,629.0,672360.0,595.7774993896485,623.1939978027344,1.2840349348697864,-3.20686553016869e-06,0.0088211708099439,0.0192461908580594,-0.0056134723336006,Fast Moving Consumer Goods,8.0
2022-07-19,617.25,621.0,595.2000122070312,595.2000122070312,830374.0,597.9375,623.8739978027344,1.2388777644180946,-0.0001002405773857,-0.0357229449865836,0.0060753341433779,-0.0357229449865836,Fast Moving Consumer Goods,8.0
2022-07-20,614.0499877929688,628.0,611.7999877929688,624.8499755859375,874479.0,600.6875,623.9069970703125,1.2157572049492298,-5.18430491216082e-05,0.0175881247580287,0.0227180400363995,-0.0036641967994934,Fast Moving Consumer Goods,8.0
2022-07-21,615.0,621.0,613.0,615.25,556245.0,603.4950012207031,624.5709973144532,1.2226211830554854,1.547125194881538e-05,0.0004065040650407,0.0097560975609756,-0.0032520325203252,Fast Moving Consumer Goods,8.0
2022-07-22,611.5499877929688,621.7999877929688,610.0,620.0,620535.0,604.8200012207031,625.4299975585938,1.197694336768553,-5.609775946392226e-05,0.0138173695948005,0.0167606903844301,-0.00253452346318,Fast Moving Consumer Goods,8.0
2022-07-25,622.2999877929688,638.0999755859375,600.0,611.0,1075997.0,606.0149993896484,626.3279968261719,1.2753646699454628,0.0001757828503732,-0.0181584252203587,0.0253896643144804,-0.0358347874504341,Fast Moving Consumer Goods,8.0
2022-07-26,634.0499877929688,645.0,615.5499877929688,630.0,1754433.0,608.1174987792969,626.8839965820313,1.3602601503946434,0.0001888156874576,-0.0063874897420409,0.0172699509783866,-0.0291775102218606,Fast Moving Consumer Goods,8.0
2022-07-27,645.6500244140625,650.0,623.0,631.0,1108726.0,611.1774993896485,627.0659973144532,1.444072123345779,0.0001829514524788,-0.0226903490437526,0.006737358354296,-0.0350809626850362,Fast Moving Consumer Goods,8.0
2022-07-28,645.4500122070312,657.0,635.0,648.7000122070312,1274752.0,614.7424987792969,626.6119970703126,1.4426270056937265,-3.0978424760808037e-06,0.0050352466318608,0.0178944729638708,-0.0161902734671873,Fast Moving Consumer Goods,8.0
2022-07-29,658.7999877929688,665.0,640.0,650.0499877929688,2051352.0,618.3824981689453,625.7569970703125,1.5390825453833428,0.0002068320603215,-0.0132817245933977,0.0094110690982278,-0.0285367154543372,Fast Moving Consumer Goods,8.0
2022-08-01,691.7000122070312,691.7000122070312,655.0,660.0,2550658.0,623.9375,624.8589978027344,1.776790067036245,0.0004993932152955,-0.0458291335081589,0.0,-0.0530577006785517,Fast Moving Consumer Goods,8.0
2022-08-02,709.8499755859375,724.0,692.25,724.0,2731848.0,630.3274993896484,625.0599975585938,1.9079262254351628,0.0002623964588491,0.0199338239074848,0.0199338239074848,-0.0247939370166347,Fast Moving Consumer Goods,8.0
2022-08-03,697.9000244140625,714.4000244140625,676.0,712.0,1934068.0,636.3875,625.7209985351562,1.8215860683219225,-0.0001683447430143,0.0202034318565549,0.0236423548112825,-0.0313798877316978,Fast Moving Consumer Goods,8.0
2022-08-04,692.7999877929688,718.0,679.0,683.0,2455100.0,641.2324981689453,625.6159985351562,1.784737552640546,-7.307689414935314e-05,-0.0141454791651891,0.0363741522099474,-0.0199191513223476,Fast Moving Consumer Goods,8.0
2022-08-05,674.5,703.0,671.0,693.0,1521515.0,645.5424987792969,624.902998046875,1.6525174457555911,-0.0002641453249915,0.0274277242401779,0.0422535211267605,-0.0051890289103039,Fast Moving Consumer Goods,8.0
2022-08-08,665.5999755859375,680.0,652.0,669.0,1158499.0,647.9399963378906,624.2869970703125,1.588213458637185,-0.0001319499542485,0.0051082099440724,0.0216346528579511,-0.0204326563773762,Fast Moving Consumer Goods,8.0
2022-08-10,667.0,675.0,659.0,662.0,855572.0,648.8749969482421,624.2559973144531,1.598328841213561,2.1034021415491375e-05,-0.0074962518740629,0.0119940029985008,-0.0119940029985007,Fast Moving Consumer Goods,8.0
2022-08-11,662.2000122070312,676.0,660.2000122070312,675.5,727260.0,650.0349975585938,624.582998046875,1.5636482225042605,-7.19638349770424e-05,0.0200845477918998,0.0208396066725746,-0.0030202355226999,Fast Moving Consumer Goods,8.0
2022-08-12,660.9000244140625,667.9500122070312,657.0,660.0999755859375,746051.0,651.6875,624.2389990234375,1.554255619247907,-1.963134655700194e-05,-0.0012105444069764,0.0106672530375817,-0.0059010807535075,Fast Moving Consumer Goods,8.0
2022-08-16,693.9000244140625,693.9000244140625,680.0499877929688,693.9000244140625,4377972.0,655.1975006103515,624.8619995117188,1.7926854792328395,0.0004993190918589,0.0,0.0,-0.01995970043781,Fast Moving Consumer Goods,8.0
2022-08-17,708.9000244140625,723.7000122070312,699.5499877929688,700.0,5804715.0,659.4675018310547,625.4430004882812,1.9010626883169,0.0002161694692641,-0.0125546961596154,0.0208773977758027,-0.0131894996460495,Fast Moving Consumer Goods,8.0
2022-08-18,731.5499877929688,736.7999877929688,702.9000244140625,709.9000244140625,7286706.0,665.1825012207031,626.8170007324219,2.064712009441035,0.0003195085710093,-0.0295946466272558,0.0071765430764874,-0.0391633707292389,Fast Moving Consumer Goods,8.0
2022-08-19,733.7999877929688,761.5999755859375,723.0499877929688,736.7999877929688,7951280.0,671.1700012207032,628.4590002441406,2.080968590803644,3.075661318494571e-05,0.0040883075087301,0.0378849662788658,-0.0146497685729493,Fast Moving Consumer Goods,8.0
2022-08-22,724.4000244140625,740.0,713.0499877929688,733.7999877929688,5111365.0,676.6400024414063,630.0830004882813,2.013052471037095,-0.0001280998028792,0.0129762052210165,0.0215350290725842,-0.0156681891752755,Fast Moving Consumer Goods,8.0
2022-08-23,690.0499877929688,724.3499755859375,688.2000122070312,713.0,5749579.0,680.5650024414062,631.4320007324219,1.7648683976418016,-0.0004741860224104,0.0332584778103304,0.0497065261933742,-0.0026809298147434,Fast Moving Consumer Goods,8.0
2022-08-24,677.9000244140625,687.0,663.9500122070312,680.0,4141226.0,683.345004272461,633.1600012207032,1.6770831228765084,-0.0001760736699346,0.0030977659098812,0.0134237723236594,-0.0205782736460127,Fast Moving Consumer Goods,8.0
2022-08-25,686.0499877929688,706.7000122070312,679.0,679.0,3040841.0,685.9450042724609,634.4610009765624,1.735967808552719,0.000120223677318,-0.0102762013241173,0.030099883071923,-0.0102762013241173,Fast Moving Consumer Goods,8.0
2022-08-26,682.6500244140625,700.0,678.5,696.0,1902555.0,687.7950042724609,635.4560009765624,1.7114025724197943,-4.955853712415248e-05,0.0195561050443031,0.0254156228893853,-0.0060792855279314,Fast Moving Consumer Goods,8.0
2022-08-29,683.2000122070312,699.0,655.0,655.0,3072094.0,689.682504272461,637.0940014648437,1.7153763152219446,8.056658218693613e-06,-0.0412763637341472,0.0231264454195894,-0.0412763637341472,Fast Moving Consumer Goods,8.0
2022-08-30,692.1500244140625,702.0,687.0,692.0,2323376.0,691.3500061035156,639.2430017089844,1.7800414715063655,0.0001310013472938,-0.0002167512949081,0.0142309835129688,-0.0074406186988467,Fast Moving Consumer Goods,8.0
2022-09-01,683.2999877929688,696.4500122070312,681.4500122070312,689.0,1818618.0,690.9300048828125,641.7990014648437,1.7160986535539746,-0.0001278629821415,0.0083418883489843,0.0192448772852118,-0.0027074134625888,Fast Moving Consumer Goods,8.0
2022-09-02,676.4000244140625,691.8499755859375,675.0499877929688,687.7000122070312,1441457.0,689.2575073242188,643.8460021972656,1.6662454019681026,-0.0001009800014952,0.0167060724203218,0.0228414408844213,-0.0019959145067495,Fast Moving Consumer Goods,8.0
2022-09-05,670.8499755859375,684.2999877929688,670.0,680.2000122070312,1386420.0,687.9050048828125,646.082001953125,1.626145481816606,-8.205275913366173e-05,0.0139375970207455,0.0200492102504492,-0.0012670129192374,Fast Moving Consumer Goods,8.0
2022-09-06,691.5,701.5,665.0,674.0,3307095.0,687.8400054931641,648.7350024414062,1.7753449493841926,0.000307818814423,-0.0253073029645697,0.0144613159797541,-0.0383224873463484,Fast Moving Consumer Goods,8.0
2022-09-07,698.3499755859375,706.7000122070312,686.5,688.0,2771232.0,689.032504272461,651.0010021972656,1.8248370318040497,9.905966140184352e-05,-0.0148206142303557,0.0119568080661673,-0.0169685344028185,Fast Moving Consumer Goods,8.0
2022-09-08,696.7000122070312,708.75,695.0999755859375,704.7999877929688,1677011.0,690.5875061035156,652.967001953125,1.8129158033975987,-2.3626597502518495e-05,0.0116262027329065,0.0172958053420959,-0.0022965933587758,Fast Moving Consumer Goods,8.0
2022-09-09,703.5999755859375,715.0,697.2000122070312,701.9500122070312,3197290.0,692.4175048828125,655.1990014648437,1.862769054983471,9.9037796153445e-05,-0.0023450304663984,0.0162024229812811,-0.0090960255841062,Fast Moving Consumer Goods,8.0
2022-09-12,729.7000122070312,734.7999877929688,711.0499877929688,712.0999755859375,5254631.0,695.7925048828125,658.1040014648438,2.0513456633825315,0.0003709499364231,-0.0241195509478767,0.0069891400584087,-0.025558481707646,Fast Moving Consumer Goods,8.0
2022-09-13,721.8499755859375,744.0,718.0,735.8499755859375,3471491.0,698.8400024414062,661.0580004882812,1.9946279927024109,-0.0001075789569654,0.0193946117247367,0.0306850802288702,-0.0053334844027838,Fast Moving Consumer Goods,8.0
2022-09-14,708.7000122070312,725.7000122070312,706.8499755859375,712.5999755859375,2672338.0,699.5800018310547,663.5120007324218,1.899617570664847,-0.0001821703099488,0.0055029819553142,0.0239875824850892,-0.0026104650617012,Fast Moving Consumer Goods,8.0
2022-09-15,730.4000244140625,735.7000122070312,702.3499755859375,715.5999755859375,3981260.0,700.6550018310547,666.5080017089844,2.0564033546707194,0.0003061946074962,-0.0202629358343707,0.0072562809636,-0.0384036800253767,Fast Moving Consumer Goods,8.0
2022-09-16,721.9500122070312,743.7000122070312,704.0,739.0,4018178.0,700.1750030517578,669.3060021972656,1.9953507720224333,-0.0001156901961197,0.0236165766392137,0.0301267395695574,-0.0248632341623726,Fast Moving Consumer Goods,8.0
2022-09-19,733.0,743.5,712.2000122070312,726.7000122070312,4202247.0,700.1350036621094,672.432001953125,2.075188561183426,0.0001530575193037,-0.0085947991718536,0.014324693042292,-0.0283765181350187,Fast Moving Consumer Goods,8.0
2022-09-20,769.6500244140625,769.6500244140625,740.5999755859375,742.0,3888432.0,702.3975036621093,675.907001953125,2.339990385107344,0.0005000003330704,-0.0359254512271504,0.0,-0.037744491530733,Fast Moving Consumer Goods,8.0
2022-09-21,781.7999877929688,808.0999755859375,738.0,793.0,19255724.0,706.9850036621094,679.777001953125,2.427775659872637,0.000157863483317,0.0143259303938454,0.0336403021279316,-0.0560245439714276,Fast Moving Consumer Goods,8.0
2022-09-22,815.9500122070312,820.8499755859375,763.9500122070312,784.0,9333238.0,713.8875030517578,683.7430017089844,2.6745146156158777,0.0004368128031118,-0.0391568254538178,0.0060052249593729,-0.0637293942301039,Fast Moving Consumer Goods,8.0
2022-09-23,809.9500122070312,841.7000122070312,792.2000122070312,828.9500122070312,8596406.0,720.0825042724609,686.9760021972656,2.631163731982254,-7.353391641935048e-05,0.0234582378093024,0.0391999500234396,-0.0219149326902694,Fast Moving Consumer Goods,8.0
2022-09-26,769.5,819.2000122070312,769.5,812.7999877929688,9041128.0,724.4250030517578,689.5860021972657,2.338906436621306,-0.0004994136872324,0.0562702895295239,0.0645874102755441,0.0,Fast Moving Consumer Goods,8.0
2022-09-27,751.5499877929688,782.7999877929688,736.6500244140625,769.9000244140625,6148645.0,727.8425018310547,692.0600024414063,2.209214954886449,-0.0002332685147112,0.0244162556305551,0.041580733826861,-0.0198256451612248,Fast Moving Consumer Goods,8.0
2022-09-28,734.2999877929688,763.0,731.0,737.0,3718478.0,729.95,694.272001953125,2.08458116443978,-0.0002295256507242,0.0036769879503151,0.0390848599811266,-0.0044940594414106,Fast Moving Consumer Goods,8.0
2022-09-29,745.8499755859375,761.0,736.0999755859375,750.0,3181847.0,733.0774993896484,696.7190014648437,2.168031527236907,0.0001572924960503,0.0055641543874855,0.0203124286518354,-0.0130723340070373,Fast Moving Consumer Goods,8.0
2022-09-30,755.5,767.2999877929688,735.0499877929688,748.0,3568857.0,737.0324981689453,699.4840014648438,2.237754374809517,0.0001293829151966,-0.0099272005294507,0.015618779342116,-0.0270681829345218,Fast Moving Consumer Goods,8.0
2022-10-03,717.75,764.9500122070312,717.75,754.9500122070312,4478444.0,739.3774993896484,701.5580017089844,1.9650050652812985,-0.0004996690933156,0.0518286481463339,0.0657610758718652,0.0,Fast Moving Consumer Goods,8.0
2022-10-04,711.0499877929688,736.5999755859375,686.0,730.0,7522019.0,740.3549987792969,703.4790014648438,1.916596490359486,-9.334743583463978e-05,0.0266507454220628,0.0359327589221589,-0.0352295734800889,Fast Moving Consumer Goods,8.0
2022-10-06,746.5999755859375,746.5999755859375,715.0,723.1500244140625,3712267.0,742.7674987792968,706.1800012207032,2.17345038769111,0.0004999646776355,-0.0314089900062899,0.0,-0.0423251762915443,Fast Moving Consumer Goods,8.0
2022-10-07,750.9500122070312,761.7000122070312,741.75,754.0499877929688,3873046.0,745.4799987792969,708.7530017089844,2.2048800429182838,5.82646231361017e-05,0.0041280718230853,0.014315200513022,-0.0122511646014793,Fast Moving Consumer Goods,8.0
2022-10-10,740.25,758.25,735.5499877929688,741.0,3580781.0,747.3125,710.877001953125,2.1275708789073886,-0.000142486344405,0.0010131712259371,0.0243161094224924,-0.0063492228396234,Fast Moving Consumer Goods,8.0
2022-10-11,718.9000244140625,750.9000244140625,716.1500244140625,748.0,2543214.0,746.7725006103516,712.342001953125,1.9733141610396063,-0.0002884157458417,0.0404784734979739,0.0445124480640843,-0.0038252885055072,Fast Moving Consumer Goods,8.0
2022-10-12,708.3499755859375,727.7999877929688,692.0,726.0,3425164.0,746.0975006103515,713.6000012207031,1.8970885045267567,-0.0001467526564173,0.0249170960999365,0.0274581956340753,-0.0230817761692064,Fast Moving Consumer Goods,8.0
2022-10-13,683.7999877929688,702.0,680.6500244140625,696.0,3852695.0,744.8524993896484,714.1000012207031,1.7197112271901098,-0.0003465799200834,0.017841492285497,0.0266159879086478,-0.004606556646883,Fast Moving Consumer Goods,8.0
2022-10-14,654.8499755859375,702.5,630.2000122070312,700.0,3980730.0,741.0749969482422,713.3630004882813,1.510543125460275,-0.0004233695923345,0.0689471269715842,0.072764795282197,-0.0376421536197665,Fast Moving Consumer Goods,8.0
2022-10-17,661.25,676.5,636.2000122070312,655.0,5269766.0,738.0399963378907,712.3910009765625,1.556784244398005,9.773268157085902e-05,-0.0094517958412098,0.0230623818525519,-0.0378827792710302,Fast Moving Consumer Goods,8.0
2022-10-18,692.7000122070312,697.0,665.0,668.7999877929688,4330387.0,736.0249969482422,712.2870007324219,1.7840152143085162,0.000475614551335,-0.0345027053455851,0.0062075757430239,-0.039988467906584,Fast Moving Consumer Goods,8.0
2022-10-19,696.2000122070312,716.8499755859375,692.1500244140625,700.9500122070312,4063210.0,732.3524963378907,712.3550012207031,1.8093032297614635,5.052692274175818e-05,0.0068227519631061,0.0296609638276845,-0.0058172762452701,Fast Moving Consumer Goods,8.0
2022-10-20,693.5,699.5,683.1500244140625,691.2000122070312,2114063.0,727.9374969482421,712.7350012207031,1.789795243928734,-3.878213386512175e-05,-0.0033164928521539,0.0086517664023071,-0.0149242618398521,Fast Moving Consumer Goods,8.0
2022-10-21,682.2999877929688,703.7000122070312,677.5,702.2000122070312,1756549.0,721.254995727539,713.0690014648437,1.708873506281704,-0.0001614998155303,0.0291660922909187,0.0313645387614398,-0.0070350108146641,Fast Moving Consumer Goods,8.0
2022-10-24,688.4000244140625,694.0,686.0,693.0,559848.0,715.1774963378906,713.497001953125,1.7529471692353509,8.940402653128344e-05,0.0066821258320739,0.0081347695922933,-0.0034863804894622,Fast Moving Consumer Goods,8.0
2022-10-25,678.4000244140625,689.0,675.0499877929688,689.0,1075083.0,710.6224975585938,713.8210021972657,1.6806956965126438,-0.0001452643760219,0.0156249634499832,0.0156249634499832,-0.0049381434264941,Fast Moving Consumer Goods,8.0
2022-10-27,670.5499877929688,685.0,665.0,683.7999877929688,1668705.0,706.5724975585938,714.0140014648438,1.6239780258325234,-0.0001157139790475,0.0197598989504284,0.0215494929089352,-0.0082767696577489,Fast Moving Consumer Goods,8.0
2022-10-28,671.0499877929688,694.0,664.0499877929688,672.0,2049394.0,703.4099975585938,713.5570007324219,1.6275905994686588,7.456565641670299e-06,0.001415710042937,0.0342001529312474,-0.0104314136462806,Fast Moving Consumer Goods,8.0
2022-10-31,672.4000244140625,681.0499877929688,667.0,674.9500122070312,1347016.0,699.7375,712.8270007324219,1.6373448128790198,2.011827204607908e-05,0.0037923671927151,0.0128643115181976,-0.0080309699851188,Fast Moving Consumer Goods,8.0
2022-11-01,716.4500122070312,724.2999877929688,672.1500244140625,678.7000122070312,7386356.0,697.7850006103515,712.5250012207031,1.9556124620249449,0.0006551157970488,-0.0526903473470685,0.0109567666301737,-0.0618326289876137,Fast Moving Consumer Goods,8.0
2022-11-02,698.75,730.0,696.0,722.4000244140625,5093989.0,696.8350006103516,711.8240014648437,1.8277272671081557,-0.0002470516003273,0.0338461887857781,0.0447227191413237,-0.0039355992844365,Fast Moving Consumer Goods,8.0
2022-11-03,682.2999877929688,708.7000122070312,678.6500244140625,692.9500122070312,4653694.0,695.3975006103516,710.9820007324219,1.708873506281704,-0.000235420568258,0.0156090057227056,0.0386926936631766,-0.0053494994052583,Fast Moving Consumer Goods,8.0
2022-11-04,684.5499877929688,693.7999877929688,667.0,672.2999877929688,4267362.0,692.2950012207032,710.8720007324218,1.725130087644313,3.297669705781603e-05,-0.0178949678160024,0.0135125267182059,-0.025637262589911,Fast Moving Consumer Goods,8.0
2022-11-07,684.0,694.0,680.5,687.9000244140625,2412228.0,688.9475006103515,710.9940002441406,1.7211563448421623,-8.034297023975512e-06,0.0057017900790388,0.0146198830409356,-0.0051169590643275,Fast Moving Consumer Goods,8.0
2022-11-09,688.7000122070312,703.4000244140625,683.7999877929688,690.0,2886575.0,686.3700012207031,711.0470007324219,1.7551146252194334,6.87136287577661e-05,0.0018875965876676,0.0213445795650897,-0.0071148893962694,Fast Moving Consumer Goods,8.0
2022-11-10,679.75,688.2000122070312,677.0,684.0,1392887.0,684.4125,710.9890002441406,1.6904494689350122,-0.0001299551626019,0.0062522986392055,0.0124310587819511,-0.0040456050018389,Fast Moving Consumer Goods,8.0
2022-11-11,675.2999877929688,690.5499877929688,671.1500244140625,688.7000122070312,1490967.0,682.7600006103515,710.8309997558594,1.658297475375809,-6.546542415639899e-05,0.0198430692378017,0.0225825563092936,-0.0061453627334856,Fast Moving Consumer Goods,8.0
2022-11-14,667.75,678.4000244140625,665.0,671.2000122070312,1620233.0,681.9575012207031,710.3429992675781,1.603747701667764,-0.0001118019832584,0.0051666225489048,0.0159491193022276,-0.0041183077499064,Fast Moving Consumer Goods,8.0
2022-11-15,668.0499877929688,674.0,665.0,669.2000122070312,1172371.0,682.6175018310547,710.0379992675781,1.605915157651847,4.492516555130166e-06,0.0017214646135415,0.0089065374085077,-0.0045655083432378,Fast Moving Consumer Goods,8.0
2022-11-16,653.0999755859375,672.8499755859375,651.0,670.2000122070312,1812221.0,682.2100006103516,709.5719982910156,1.4978991177338017,-0.0002237858316025,0.0261828774465229,0.030240393107167,-0.003215396821985,Fast Moving Consumer Goods,8.0
2022-11-17,647.5499877929688,658.2999877929688,645.0499877929688,653.0,1417564.0,679.9524993896484,709.1059985351562,1.4577996385702976,-8.497914561992558e-05,0.0084163575164388,0.0166010349820853,-0.0038607058097872,Fast Moving Consumer Goods,8.0
2022-11-18,636.5999755859375,652.75,635.0,650.0,1292186.0,676.9724975585938,708.007998046875,1.3786841877413352,-0.0001690991029797,0.0210493636945696,0.025369187925585,-0.0025133139291513,Fast Moving Consumer Goods,8.0
2022-11-21,621.2000122070312,635.5999755859375,620.0,633.7999877929688,1410288.0,673.3574981689453,706.4649987792968,1.267417184341162,-0.0002419095816761,0.0202832829013825,0.0231808807082043,-0.0019317646224246,Fast Moving Consumer Goods,8.0
2022-11-22,637.25,642.9500122070312,615.0499877929688,622.9000244140625,1981078.0,671.1049987792969,705.2759985351563,1.3833807098635085,0.0002583706934574,-0.0225185964471361,0.0089447033456748,-0.0348372102111121,Fast Moving Consumer Goods,8.0
2022-11-23,640.5499877929688,648.0,634.0,642.9000244140625,1223140.0,668.7124969482422,704.0149987792969,1.407223607664403,5.178482217291114e-05,0.00366877943311,0.0116306492061617,-0.0102255685236009,Fast Moving Consumer Goods,8.0
2022-11-24,632.4500122070312,643.8499755859375,631.2000122070312,640.5999755859375,956519.0,666.4149963378907,702.0699987792968,1.3487000911542075,-0.0001264534500085,0.0128863360290969,0.0180250820758534,-0.001976440787214,Fast Moving Consumer Goods,8.0
2022-11-25,631.5,642.0,630.0999755859375,633.0,1328014.0,664.4624969482422,700.2629992675782,1.3418361130479517,-1.5021142994622317e-05,0.002375296912114,0.0166270783847981,-0.0022169824450712,Fast Moving Consumer Goods,8.0
2022-11-28,630.5999755859375,641.0,628.0499877929688,631.0,1079637.0,662.4399963378906,698.7009985351563,1.3353333041077111,-1.4252168076999138e-05,0.000634355264113,0.0164922689766979,-0.0040437486389043,Fast Moving Consumer Goods,8.0
2022-11-29,622.75,635.0,620.0,630.0,1049196.0,659.9574951171875,696.547998046875,1.2786160744155832,-0.0001244842354876,0.0116419108791649,0.0196708149337614,-0.0044158972300281,Fast Moving Consumer Goods,8.0
