Date_Ticker,Close_AWL.NS,High_AWL.NS,Low_AWL.NS,Open_AWL.NS,Volume_AWL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-04-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-04-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-05-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-06-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-07-31,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-08-31,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-09-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-10-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-11-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2020-12-31,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-01-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-02-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-03-31,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-13,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-04-30,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-05,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-06,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-12,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-19,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-20,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-26,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-27,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-05-31,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-01,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-02,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-03,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-04,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-07,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-08,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-09,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-10,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-11,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-14,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-15,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-16,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-17,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-18,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-21,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-22,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-23,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-24,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-25,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-28,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
2021-06-29,,,,,,,,,,,,,Fast Moving Consumer Goods,8.0
