Date_Ticker,Close_HSCL.NS,High_HSCL.NS,Low_HSCL.NS,Open_HSCL.NS,Volume_HSCL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,66.59764862060547,69.71246227357774,66.35044130757859,66.35044130757859,1771448.0,,,-0.5661650807911863,,-0.0037119525711061,0.0467706250518962,-0.0037119525711061,Chemicals,2.0
2020-01-13,67.88312530517578,68.22921401234684,66.49876293232354,67.58647353093316,1317491.0,,,-0.5583075983462334,0.0193021332013302,-0.0043700370734109,0.0050983024958732,-0.0203933211181525,Chemicals,2.0
2020-01-14,68.82251739501953,70.70129456358492,67.83368810042394,68.97084329804264,2654503.0,,,-0.5525655596585834,0.0138383742000771,0.0021551943845901,0.0272988730967482,-0.0143678164069475,Chemicals,2.0
2020-01-15,69.91022491455078,71.04738006018859,67.98201089589814,68.8225142490501,2033169.0,,,-0.545916942190413,0.0158045296903069,-0.0155586778161586,0.016265934590079,-0.0275812875871797,Chemicals,2.0
2020-01-16,70.00910949707031,70.94849420758719,69.31692453927597,70.60240550077403,1249603.0,,,-0.5453125097020218,0.0014144509281781,0.0084745543539379,0.0134180354137511,-0.0098870698794319,Chemicals,2.0
2020-01-17,71.64068603515625,72.97561174228362,70.45409378900916,70.84962705244803,2845976.0,,,-0.5353394902303443,0.0233052034200522,-0.0110420352803437,0.0186336254020833,-0.016563105573344,Chemicals,2.0
2020-01-20,68.57530975341797,72.33286407312667,68.03145817041327,72.08565675062395,1247549.0,,,-0.5540766175622059,-0.0427882039018164,0.0511896630117814,0.0547945657587265,-0.0079307200355385,Chemicals,2.0
2020-01-21,67.38871765136719,68.77308016679739,66.49876978115002,68.03145819897786,879954.0,,,-0.5613296675187676,-0.0173034887675682,0.009537806475794,0.0205429419593965,-0.0132061849703281,Chemicals,2.0
2020-01-22,67.73480987548828,68.92140206731823,67.09206929484324,67.78425436021836,603029.0,,,-0.5592141771267539,0.0051357591624103,0.0007299715585082,0.0175182036239736,-0.0094890733704949,Chemicals,2.0
2020-01-23,68.37754821777344,68.82251838910113,67.24039300372952,67.88313356333424,647798.0,,,-0.5552854359042775,0.0094890403245635,-0.0072306578303239,0.0065075479148584,-0.0166305350759612,Chemicals,2.0
2020-01-24,68.9708480834961,70.00912193252829,67.7348113794908,68.82252217018159,1020106.0,,,-0.5516588876086411,0.0086768227464528,-0.0021505595108087,0.0150538071936603,-0.0179211469534049,Chemicals,2.0
2020-01-27,68.03146362304688,69.41581870468129,67.88313770882336,68.179781993101,726678.0,,,-0.5574008796615803,-0.0136200218868122,0.002180143747545,0.0203487475928041,-0.0021802546399026,Chemicals,2.0
2020-01-28,67.14151000976562,69.61358322408566,66.49876946520867,69.11916858122164,790235.0,,,-0.5628407254223902,-0.0130815003218564,0.029455080339545,0.0368188504244315,-0.009572923582795,Chemicals,2.0
2020-01-29,66.5482177734375,67.93257281771699,66.35044737841959,67.24039529557724,598969.0,,,-0.5664672270833155,-0.0088364446412038,0.0104011428900507,0.0208022857801015,-0.0029718360856968,Chemicals,2.0
