Date_Ticker,Close_THERMAX.NS,High_THERMAX.NS,Low_THERMAX.NS,Open_THERMAX.NS,Volume_THERMAX.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1059.83935546875,1064.3219182396303,1043.6630886236549,1047.5609899817266,69880.0,,,-0.898429410608133,,-0.0115851194085851,0.0042294737855792,-0.0152629422200882,Capital Goods,1.0
2020-01-13,1063.00634765625,1070.9483450707417,1052.6769333600262,1064.0295942938512,267911.0,,,-0.8960401469045366,0.0029881813419726,0.0009625969213233,0.0074712605733751,-0.0097171708513297,Capital Goods,1.0
2020-01-14,1063.9322509765625,1077.5749060851233,1055.0157775968507,1060.2291970081485,40291.0,,,-0.8953416206483009,0.0008710233220657,-0.0034805354993376,0.0128228607564424,-0.0083806777842551,Capital Goods,1.0
2020-01-15,1059.4010009765625,1066.5146003332386,1053.4567245689364,1057.8418640596556,17657.0,,,-0.8987601169741372,-0.0042589647938962,-0.0014717155406401,0.006714737243139,-0.0056109786588333,Capital Goods,1.0
2020-01-16,1058.182861328125,1074.846366887886,1054.431154826627,1061.398558777473,28008.0,,,-0.8996791141410424,-0.0011498381135326,0.0030388863464598,0.0157472835449694,-0.0035454236111789,Capital Goods,1.0
2020-01-17,1050.1920166015625,1061.2036354232953,1037.816227480082,1061.2036354232953,67152.0,,,-0.9057076213604812,-0.0075514781221585,0.0104853385358674,0.0104853385358674,-0.0117843107982563,Capital Goods,1.0
2020-01-20,1036.305908203125,1066.8070385025703,1028.0716379266607,1043.6632457056432,662653.0,,,-0.916183673341772,-0.013222447113408,0.0070995807746336,0.0294325546713634,-0.0079457911136894,Capital Goods,1.0
2020-01-21,1026.268798828125,1039.7652594262122,1019.642318477716,1032.9439315761808,13891.0,,,-0.9237559374014586,-0.0096854696046301,0.0065042733011839,0.0131509996343048,-0.0064568662303439,Capital Goods,1.0
2020-01-22,1031.9693603515625,1045.9044049617196,1019.447376323278,1025.1968044825214,34498.0,,,-0.9194552811536076,0.0055546476029933,-0.0065627489819405,0.0135033511124882,-0.0121340657091005,Capital Goods,1.0
2020-01-23,1041.0321044921875,1044.6376158456696,1024.8070654924877,1041.9090371776997,16589.0,,,-0.9126181043157104,0.0087819895520324,0.0008423685318905,0.003463400732719,-0.0155855318291212,Capital Goods,1.0
2020-01-24,1057.2568359375,1062.1779833504163,1036.8416277842598,1052.238383748568,37465.0,,,-0.9003777324903903,0.0155852363969379,-0.004746672727334,0.0046546375919649,-0.0193096014698618,Capital Goods,1.0
2020-01-27,1062.275634765625,1067.001816776023,1052.3846854317903,1055.356883053592,19011.0,,,-0.8965914162743226,0.0047470005939235,-0.0065131416796163,0.0044491108105295,-0.0093110949833815,Capital Goods,1.0
2020-01-28,1042.4451904296875,1086.540207832766,1037.8164316967675,1070.899828111298,241786.0,,,-0.91155203444858,-0.0186678896577655,0.0272960515745499,0.0422996027109137,-0.0044402897873334,Capital Goods,1.0
2020-01-29,1037.0367431640625,1050.4845521744503,1033.0414175450276,1044.6376993794163,19796.0,,,-0.9156323118788736,-0.0051882317797405,0.0073294955703913,0.0129675337918673,-0.0038526365101057,Capital Goods,1.0
2020-01-30,1023.150390625,1041.6654230798115,1001.8094746959614,1041.5679993314789,558400.0,,,-0.9261085480463888,-0.0133904151714956,0.0180008812734053,0.0180961006558395,-0.0208580440613449,Capital Goods,1.0
2020-01-31,1042.006591796875,1061.2037095765545,1013.5518387716072,1023.1991690132066,111214.0,,,-0.9118829250008088,0.0184295498928134,-0.0180492358990129,0.0184232210533092,-0.027307651649496,Capital Goods,1.0
2020-02-03,1006.53564453125,1014.1364811281172,977.3013831098052,1005.658592897704,21651.0,,,-0.9386431573652716,-0.034041000839023,-0.000871356755532,0.0075514827896698,-0.0290444373036181,Capital Goods,1.0
2020-02-04,1006.8767700195312,1020.2758076074998,997.1320154100996,1007.5588552603818,14588.0,,,-0.9383858031631556,0.000338910489792,0.0006774267330027,0.0133075248003871,-0.0096781998548269,Capital Goods,1.0
2020-02-05,1046.050537109375,1052.4333983571423,1010.628381242609,1017.2548613325888,40825.0,,,-0.9088320643789792,0.0389062179764896,-0.0275279967413041,0.0061018669952654,-0.0338627576872629,Capital Goods,1.0
2020-02-06,1029.386962890625,1045.6607718290793,1020.5192614211464,1044.637525178772,24789.0,1042.1575653076172,,-0.9214035109427526,-0.0159299896396952,0.0148151888822467,0.0158092238634495,-0.0086145461222639,Capital Goods,1.0
2020-02-07,1016.7188720703124,1029.3870521117135,998.837272495084,1029.3870521117135,30403.0,1040.0015411376953,,-0.9309606578502504,-0.0123064418697699,0.0124598651499456,0.0124598651499456,-0.0175875554850445,Capital Goods,1.0
2020-02-10,984.9509887695312,1033.5285625944198,979.396467216908,1033.5285625944198,135992.0,1036.0987731933594,,-0.9549271996087756,-0.0312454938857319,0.049319787866374,0.049319787866374,-0.0056393887776712,Capital Goods,1.0
2020-02-11,988.8976440429688,998.3012961569734,964.2434278193408,987.6308378927762,50316.0,1032.3470428466796,,-0.9519497371973904,0.0040069559992705,-0.0012810285855403,0.0095092269363279,-0.024931009161709,Capital Goods,1.0
2020-02-12,994.0135498046876,1000.6887415104958,984.2200846204988,991.918463528729,27517.0,1029.077670288086,,-0.9480901609105468,0.0051733420466076,-0.0021077039406255,0.0067153930719756,-0.0098524463636467,Capital Goods,1.0
2020-02-13,973.5496826171876,998.8373323411798,968.628593509398,998.8373323411798,59079.0,1024.846011352539,,-0.963528650244146,-0.0205871109015776,0.0259746884781593,0.0259746884781593,-0.0050547899050824,Capital Goods,1.0
2020-02-14,964.6819458007812,982.7584527941056,959.9069924920876,969.6517466100264,45876.0,1020.5705078125,,-0.9702187083352616,-0.0091086638666114,0.0051517506167484,0.018738307555159,-0.0049497695374922,Capital Goods,1.0
2020-02-17,964.487060546875,970.5775320077672,955.6193578907202,970.5775320077672,60537.0,1016.9795654296876,,-0.9703657349889308,-0.0002020202148019,0.0063147259408942,0.0063147259408942,-0.0091942163030437,Capital Goods,1.0
2020-02-18,943.3408813476562,963.756152489472,930.6239895120788,963.756152489472,196013.0,1012.833169555664,,-0.9863189787733184,-0.0219247930472272,0.0216414570230971,0.0216414570230971,-0.0134806962011548,Capital Goods,1.0
2020-02-19,960.3941650390624,973.9881080067436,938.4197578894388,953.0368880746328,41150.0,1009.2544097900392,,-0.9734535249487628,0.0180775412457943,-0.0076606847815767,0.0141545455632046,-0.0228806129290985,Capital Goods,1.0
2020-02-20,955.375732421875,982.2225185402776,947.1901150441696,964.6819608542746,27631.0,1004.9715911865236,,-0.977239564885494,-0.005225388491384,0.0097409093789815,0.0281007620429569,-0.0085679561453324,Capital Goods,1.0
2020-02-24,946.897705078125,955.2294573863498,938.4684695490012,953.0368878590668,40817.0,999.4536346435548,,-0.9836356157158276,-0.0088740241729379,0.0064834699123441,0.008798999367664,-0.0089019494755543,Capital Goods,1.0
2020-02-25,935.9348754882812,951.0879555069,931.5984482219224,951.0879555069,33863.0,993.1365966796876,,-0.9919062678920816,-0.0115776282179702,0.0161903145352002,0.0161903145352002,-0.0046332574839638,Capital Goods,1.0
2020-02-26,919.1738891601562,936.227208068508,914.1066053605092,935.447639671006,53760.0,986.973031616211,,-1.0045512047594112,-0.0179082826883448,0.0177047571768154,0.0185528756957329,-0.0055128674339053,Capital Goods,1.0
2020-02-27,907.6263427734376,918.9302327684468,887.7470223245548,910.1599548311024,96359.0,980.5025115966796,,-1.0132629829432287,-0.0125629617234554,0.0027914703862856,0.012454343227267,-0.0219025379851111,Capital Goods,1.0
2020-02-28,899.1971435546875,905.3850383349824,886.7238707711899,886.7238707711899,85682.0,974.304849243164,,-1.0196221965286718,-0.009287080840991,-0.0138715662887767,0.0068815774434434,-0.0138715662887767,Capital Goods,1.0
2020-03-02,878.87939453125,928.3827333771328,850.0348867593927,907.3340288716274,323904.0,966.1484893798828,,-1.0349504504069362,-0.0225954332362731,0.0323760398951595,0.0563255199222021,-0.0328196427761757,Capital Goods,1.0
2020-03-03,871.5220336914062,896.468639145242,866.308614191058,878.9767941511072,17285.0,959.3978088378906,,-1.0405010404204773,-0.0083712974563111,0.0085537257481898,0.0286241821657362,-0.0059819709643671,Capital Goods,1.0
2020-03-04,877.0765991210938,883.6543082754315,864.8469443666289,869.232083802854,20471.0,952.9078002929688,,-1.0363105275348488,0.0063734079173657,-0.0089439341171575,0.0074995834581941,-0.0139436564226202,Capital Goods,1.0
2020-03-05,865.0905151367188,887.0162110990688,863.4826069752437,875.0788877417893,12352.0,943.859799194336,,-1.0453531502243387,-0.0136659488993163,0.0115460433680654,0.0253449732469728,-0.0018586588725006,Capital Goods,1.0
2020-03-06,849.8399658203125,857.5383452102623,835.2228349360466,857.5383452102623,49500.0,934.8824493408204,,-1.0568585729675375,-0.017628848137349,0.0090586224460729,0.0090586224460729,-0.0171998628826035,Capital Goods,1.0
2020-03-09,836.5383911132812,852.6659465497131,811.9328880842752,836.0998653024616,94943.0,925.8734252929688,,-1.0668936370809332,-0.0156518582815669,-0.0005242148064908,0.0192789184665738,-0.029413477361464,Capital Goods,1.0
2020-03-11,828.4503173828125,852.6660082255128,802.0419973274145,852.6660082255128,33625.0,918.0483917236328,,-1.0729954964642603,-0.0096685027446319,0.0292301063016078,0.0292301063016078,-0.0318767697969208,Capital Goods,1.0
