Date_Ticker,Close_TECHNOE.NS,High_TECHNOE.NS,Low_TECHNOE.NS,Open_TECHNOE.NS,Volume_TECHNOE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,264.5749206542969,268.37173783660734,260.6854637101469,261.1947845728289,5289.0,,,-0.5317964680627885,,-0.0127757236895653,0.0143506314692294,-0.0147007771353812,Construction,3.0
2020-01-13,264.8526916503906,274.0669836608328,258.13876852288945,260.2223998383209,27689.0,,,-0.5311639425598355,0.0010498765166661,-0.0174825174825173,0.0347902524721372,-0.0253496503496504,Construction,3.0
2020-01-14,263.6488342285156,266.65852398792305,259.6204745906353,264.89899044280673,17698.0,,,-0.5339053033641084,-0.0045453848868717,0.0047417475520015,0.0114155246246938,-0.0152792620899234,Construction,3.0
2020-01-15,268.047607421875,268.3717052436416,260.45391745736134,268.325413629406,3992.0,,,-0.5238886484014461,0.0166842125671861,0.0010364062197867,0.0012091054454237,-0.0283296315813111,Construction,3.0
2020-01-16,271.5666198730469,273.18722203767715,263.9266382397898,264.48227891987483,8806.0,,,-0.515875338329921,0.0131283113660976,-0.0260869357083866,0.0059676044330774,-0.0281329923273657,Construction,3.0
2020-01-17,273.69647216796875,277.8637338009437,263.27831808553134,269.06618146466326,15836.0,,,-0.5110253507033997,0.0078428353820419,-0.0169176119320378,0.0152258507388343,-0.0380646268470853,Construction,3.0
2020-01-20,284.4388427734375,288.0041734018461,269.5756161900816,273.0020154443353,48444.0,,,-0.48656338935507,0.0392492110708541,-0.0402083879177215,0.0125346123393157,-0.0522545600257375,Construction,3.0
2020-01-21,279.8085327148437,285.2259798677911,274.1595709678478,285.2259798677911,5886.0,,,-0.4971072878895742,-0.0162787543833522,0.0193612650064118,0.0193612650064118,-0.0201886686306056,Construction,3.0
2020-01-22,274.9467163085937,285.22596956526786,268.5569193958691,285.22596956526786,12012.0,,,-0.5081783605028964,-0.0173755116010158,0.037386346688123,0.037386346688123,-0.0232401281183256,Construction,3.0
2020-01-23,272.21490478515625,278.0027703549966,271.7981671597028,273.23354651659827,3263.0,,,-0.5143990980245781,-0.0099357852318242,0.0037420498052667,0.0212621185250982,-0.0015309140613822,Construction,3.0
2020-01-24,279.8085327148437,282.3551932493776,269.6218905767083,275.594978407584,14806.0,,,-0.4971072878895742,0.0278957095890128,-0.0150587055597544,0.0091014398661286,-0.0364057594645148,Construction,3.0
2020-01-27,278.8361511230469,286.6613265584047,269.7144714991063,286.6613265584047,8472.0,,,-0.4993215441080529,-0.0034751677597617,0.0280637048095844,0.0280637048095844,-0.0327134038653232,Construction,3.0
2020-01-28,277.9563903808594,288.93018678100293,269.5292542808689,274.15954573569263,25515.0,,,-0.5013248889991901,-0.0031551172207913,-0.0136598573609487,0.0394802810077765,-0.0303181951976118,Construction,3.0
2020-01-29,275.9653625488281,282.44777039393483,273.2334793668253,276.5672947679484,258400.0,,,-0.5058587528602827,-0.0071630942872121,0.0021811875720951,0.0234899328859059,-0.0098993698222524,Construction,3.0
2020-01-30,274.7152099609375,282.44780300694595,271.7055202567651,282.44780300694595,6110.0,,,-0.5087055345817144,-0.004530106881328,0.0281476698982483,0.0281476698982483,-0.0109556718923584,Construction,3.0
2020-01-31,277.4007568359375,281.4291161566869,269.4829695504752,273.2334944202085,7407.0,,,-0.5025901484841678,0.0097757487668115,-0.0150225344128878,0.0145218036414078,-0.0285427746332542,Construction,3.0
2020-02-03,273.9280700683594,275.9654099022633,265.22312654915777,270.5016708617796,5354.0,,,-0.5104979681455102,-0.0125186636373597,-0.0125083902709378,0.0074374993165011,-0.0317782092102838,Construction,3.0
