Date_Ticker,Close_DIXON.NS,High_DIXON.NS,Low_DIXON.NS,Open_DIXON.NS,Volume_DIXON.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,835.290283203125,847.4938981757273,828.5304030514517,832.9173513080334,324900.0,,,-1.1249892181584449,,-0.00284084699991,0.0146100286547146,-0.0080928514165768,Consumer Durables,5.0
2020-01-13,835.529541015625,853.4560874923162,831.9203040185968,843.4858060963779,177290.0,,,-1.1249261992010808,0.0002864367242277,0.0095224222366592,0.0214553113883928,-0.0043197000463215,Consumer Durables,5.0
2020-01-14,826.6559448242188,843.2863664595216,822.5581738815106,839.8167280967924,172695.0,,,-1.1272634469348393,-0.0106203260995655,0.0159205088343883,0.0201177064526392,-0.0049570452718143,Consumer Durables,5.0
2020-01-15,825.0208129882812,828.7297892553813,817.7624798858783,825.938122677534,172440.0,,,-1.1276941300643737,-0.0019780077143039,0.0011118624825114,0.0044956153938298,-0.0087977575694275,Consumer Durables,5.0
2020-01-16,827.443603515625,840.0958931476603,819.5571376407499,825.0208324184823,346850.0,,,-1.1270559827397424,0.0029366417055204,-0.0029280196098547,0.015290818103226,-0.0095311219294791,Consumer Durables,5.0
2020-01-17,830.6541137695312,834.5126080567608,825.1504986016129,831.5215234400698,411905.0,,,-1.1262103551437497,0.0038800351350418,0.0010442489312456,0.0046451275245233,-0.0066256400548512,Consumer Durables,5.0
2020-01-20,838.49072265625,847.4739563299509,829.5274490194342,836.1078106917819,302045.0,,,-1.1241462431461162,0.0094342624165863,-0.00284190617747,0.0107135755124909,-0.0106897707924794,Consumer Durables,5.0
2020-01-21,829.30810546875,843.4858165801822,823.9839483614862,838.1018402179501,112065.0,,,-1.1265648850077146,-0.0109513640871427,0.010603700471768,0.017095830871469,-0.0064199988787694,Consumer Durables,5.0
2020-01-22,829.8565063476562,837.1048600474959,826.3369675596019,837.1048600474959,65250.0,,,-1.1264204397699815,0.0006612751946953,0.0087344663136292,0.0087344663136292,-0.0042411414035233,Consumer Durables,5.0
2020-01-23,835.4098510742188,837.5035856969553,824.6718391986852,832.1196097331119,55760.0,,,-1.1249577247560274,0.0066919337067124,-0.0039384756319021,0.0025062364539325,-0.0128535854128676,Consumer Durables,5.0
2020-01-24,841.63134765625,847.4539579084876,834.6023114487583,840.6143594815107,143805.0,,,-1.123319022873129,0.007447238710474,-0.0012083534882242,0.0069182430864205,-0.0083516806105974,Consumer Durables,5.0
2020-01-27,861.292724609375,876.0886491577511,839.697121617037,841.491760119524,449090.0,,,-1.1181403435941726,0.0233610321287074,-0.0229898197489494,0.0171787408921706,-0.0250734766186865,Consumer Durables,5.0
2020-01-28,882.2203369140625,896.926502172038,865.2309990928835,866.666722067474,298800.0,,,-1.1126281461291274,0.024297909069392,-0.0176300796930093,0.0166694924642256,-0.0192574769706697,Consumer Durables,5.0
2020-01-29,862.2896728515625,895.3212173279305,845.9583483702179,890.1466392654712,759845.0,,,-1.1178777538876472,-0.0225914810944121,0.0323058100902295,0.0383067842702253,-0.018939487501152,Consumer Durables,5.0
2020-01-30,897.2056884765625,902.9086602338152,817.5630756976198,837.503638519513,1117870.0,,,-1.108681101636282,0.0404922112885034,-0.0665422106924249,0.0063563704850513,-0.0887673961521291,Consumer Durables,5.0
2020-01-31,928.0836181640624,941.1845825057916,889.349099333908,904.2845613719376,691875.0,,,-1.1005480550530766,0.0344156641939376,-0.025643224733569,0.0141161465252941,-0.0417360225652718,Consumer Durables,5.0
2020-02-03,946.4887084960938,976.0904741345915,870.4054994070465,870.4054994070465,999960.0,,,-1.0957002735290742,0.019831284565113,-0.0803846981016164,0.0312753500097566,-0.0803846981016164,Consumer Durables,5.0
2020-02-04,949.878662109375,965.3425168077624,940.1974973606912,961.1350874397737,465105.0,,,-1.0948073817150583,0.003581610200789,0.0118503823482061,0.0162798211132011,-0.0101920014996284,Consumer Durables,5.0
2020-02-05,928.422607421875,958.7422054463948,923.686723903268,956.9475670206232,294100.0,,,-1.1004587674793016,-0.0225882057818342,0.0307241113806553,0.0326571087155167,-0.0051009997825861,Consumer Durables,5.0
2020-02-06,930.1176147460938,956.7481979521012,926.2491406171636,934.7936792504372,183835.0,867.0645233154297,,-1.1000123135341613,0.0018256851036034,0.0050273905473987,0.0286314147628277,-0.0041591236071646,Consumer Durables,5.0
2020-02-07,916.7373657226562,935.5712404755516,900.3263227190413,931.3238911820172,221460.0,871.1368774414062,,-1.103536584419672,-0.0143855452378354,0.0159113460460538,0.020544460667913,-0.0179015753226969,Consumer Durables,5.0
2020-02-10,919.9976806640624,941.7926998846772,909.4890266098,919.259889621576,279155.0,875.3602844238281,,-1.1026778385917382,0.003556432914498,-0.0008019488070383,0.0236902980069284,-0.0114224788552479,Consumer Durables,5.0
2020-02-11,921.0845336914062,936.2094337016092,915.4712603334988,921.2540114380053,159835.0,880.0817138671875,,-1.1023915685474073,0.0011813649644847,0.0001839980375304,0.0164207512524254,-0.0060941999920586,Consumer Durables,5.0
2020-02-12,921.2141723632812,931.0248955046234,917.4653366972932,931.0248955046234,97460.0,884.8913818359375,,-1.1023574225613255,0.0001407456830867,0.0106497744342921,0.0106497744342921,-0.0040694507080483,Consumer Durables,5.0
2020-02-13,935.7408447265624,949.170784494848,917.2658841756934,926.8373299299326,347190.0,890.3062438964844,,-1.0985311911972016,0.0157690500201647,-0.0095149365839979,0.0143522000177409,-0.0197436722517629,Consumer Durables,5.0
2020-02-14,895.271484375,945.7809050848338,884.9023669847526,941.0949213323624,320295.0,893.5371124267579,,-1.1091905584625212,-0.0432484705350104,0.0511838450761694,0.0564179934146957,-0.0115820927743345,Consumer Durables,5.0
2020-02-17,904.4739990234376,926.4385581161312,855.4501425109061,899.837854693419,596425.0,896.8362762451172,,-1.1067666757386525,0.0102790212902423,-0.0051257906087119,0.024284345505132,-0.0542015100107494,Consumer Durables,5.0
2020-02-18,898.033203125,911.7123994664864,888.7508739350582,903.3074598740834,303165.0,900.2725311279297,,-1.1084631396403792,-0.007121040411766,0.0058731199812323,0.0152323948534254,-0.010336287297219,Consumer Durables,5.0
2020-02-19,892.619384765625,913.0783608723348,887.3550469625998,901.7122765583337,285395.0,903.410675048828,,-1.1098891043133812,-0.006028528055016,0.0101867514283213,0.0229201566265355,-0.0058976288134359,Consumer Durables,5.0
2020-02-20,867.8532104492188,905.301586413402,857.4442338276716,895.1119876351669,1705180.0,905.032843017578,,-1.116412354137499,-0.0277455035585061,0.0314094329060998,0.043150587580127,-0.011993936873448,Consumer Durables,5.0
2020-02-24,822.2091674804688,854.9515971122981,813.5749308963677,854.9515971122981,425365.0,904.061734008789,,-1.128434699270986,-0.0525941972895666,0.0398225061539552,0.0398225061539552,-0.0105012652809007,Consumer Durables,5.0
2020-02-25,827.2142944335938,850.3653193355693,818.0017642173942,823.58509742304,294595.0,902.3578125,,-1.1271163812659708,0.0060874132168368,-0.0043872513265001,0.0279867321657292,-0.0111368121636576,Consumer Durables,5.0
2020-02-26,805.8878784179688,826.9650685574928,798.0612316172459,823.5452692334673,239545.0,898.5411895751953,,-1.132733621044132,-0.025781005187087,0.0219104807112393,0.0261539982223091,-0.0097118309014491,Consumer Durables,5.0
2020-02-27,801.14208984375,826.5363686054485,770.1444566749141,804.920804772357,445365.0,895.4838104248047,,-1.133983631000719,-0.0058888943503346,0.0047166600987647,0.0316975965732262,-0.0386918045647577,Consumer Durables,5.0
2020-02-28,763.3346557617188,777.4824866888389,750.1639537361672,771.699735980154,517055.0,888.7902587890625,,-1.1439418641365726,-0.0471919208356722,0.0109586013883882,0.0185342442142919,-0.0172541649015119,Consumer Durables,5.0
