Date_Ticker,Close_PATANJALI.NS,High_PATANJALI.NS,Low_PATANJALI.NS,Open_PATANJALI.NS,Volume_PATANJALI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-13,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-14,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-15,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-16,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-17,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-20,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-21,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-22,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-23,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-24,329.3893737792969,329.3893737792969,329.3893737792969,329.3893737792969,0.0,,,-1.7405559501670482,0.0,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-27,16.71528434753418,16.71528434753418,15.92868348134139,15.92868348134139,6563.0,,,-2.4809023865030966,-0.94925372316736,-0.0470587786506203,0.0,-0.0470587786506203,Fast Moving Consumer Goods,8.0
2020-01-28,17.551048278808594,17.551048278808594,17.551048278808594,17.551048278808594,1821.0,,,-2.478923473414194,0.0499999828837913,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-29,18.386812210083008,18.386812210083008,18.386812210083008,18.386812210083008,2393.0,,,-2.4769445603252915,0.0476190320941415,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-30,19.2717399597168,19.2717399597168,19.2717399597168,19.2717399597168,2364.0,,,-2.474849237661853,0.0481283943906551,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-01-31,20.20582771301269,20.20582771301269,20.20582771301269,20.20582771301269,527.0,,,-2.47263751445628,0.0484693003978051,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-03,22.221492767333984,22.221492767333984,22.221492767333984,22.221492767333984,513.0,,,-2.467864843837727,0.0997566188799673,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-04,23.303071975708008,23.303071975708008,23.303071975708008,23.303071975708008,708.0,,,-2.4653038919085466,0.0486726620798385,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-05,24.433809280395508,24.433809280395508,24.433809280395508,24.433809280395508,265.0,,,-2.4626265439534314,0.0485231005537048,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-06,25.613712310791016,25.613712310791016,25.613712310791016,25.613712310791016,524.0,190.5492955207825,,-2.459832781907581,0.0482897700008735,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-07,28.170169830322266,28.170169830322266,28.170169830322266,28.170169830322266,693.0,175.48833532333373,,-2.453779628550137,0.0998081608988096,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-10,30.972436904907227,30.972436904907227,30.972436904907227,30.972436904907227,630.0,160.56748847961427,,-2.4471444499010166,0.099476399732905,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-11,34.069679260253906,34.069679260253906,34.069679260253906,34.069679260253906,1323.0,145.8015037536621,,-2.439810831869484,0.099999956892509,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-12,35.74120330810547,35.74120330810547,35.74120330810547,35.74120330810547,363.0,131.11909523010254,,-2.4358530147240787,0.0490619249768395,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-13,37.51106262207031,37.51106262207031,37.51106262207031,37.51106262207031,793.0,116.5251796722412,,-2.431662360364802,0.0495187388826237,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-14,39.379241943359375,39.379241943359375,39.379241943359375,39.379241943359375,1908.0,102.02467308044432,,-2.4272389049212557,0.049803423062451,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
2020-02-17,41.34574508666992,41.34574508666992,41.34574508666992,41.34574508666992,213.0,87.62249164581299,,-2.422582639361037,0.0499375571053155,0.0,0.0,0.0,Fast Moving Consumer Goods,8.0
