Date_Ticker,Close_FSL.NS,High_FSL.NS,Low_FSL.NS,Open_FSL.NS,Volume_FSL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,34.90707778930664,35.41791177490689,34.69422975400599,34.82193987430769,896494.0,,,-1.3139227563526956,,-0.0024389871736852,0.0146341091249047,-0.0060975609756097,Services,18.0
2020-01-13,35.29020690917969,35.673334044067964,35.07735886177547,35.07735886177547,752125.0,,,-1.3091930448402438,0.0109756858533261,-0.0060313629770429,0.0108564717649364,-0.0060313629770429,Services,18.0
2020-01-14,36.056453704833984,36.86527683972536,35.50305079513163,35.673329862656615,1533508.0,,,-1.2997337630921313,0.0217127317396085,-0.0106256662209129,0.0224321321645377,-0.015348234583263,Services,18.0
2020-01-15,36.60986709594727,37.16327336279819,35.758474837901986,36.09903304024159,1022281.0,,,-1.292901900016934,0.0153485252777115,-0.0139534528865369,0.0151163145553234,-0.0232558139534881,Services,18.0
2020-01-16,36.39701843261719,36.8227145546361,36.184170371607735,36.6524354562678,1104151.0,,,-1.295529507058904,-0.0058139698451306,0.0070175260131122,0.0116959064327484,-0.0058479532163741,Services,18.0
2020-01-17,36.69500350952149,37.46125780928744,35.84361128658313,36.18416947487991,1983226.0,,,-1.2918508948739569,0.0081870738246311,-0.0139210787787232,0.0208817066761453,-0.0232018569699123,Services,18.0
2020-01-20,36.099029541015625,37.24840767884137,35.97131941556681,36.609863547204085,1184580.0,,,-1.2992081663361152,-0.0162412838671951,0.0141509068992575,0.0318395855079656,-0.0035377717094502,Services,18.0
2020-01-21,36.3118782043457,36.56729521179714,35.97132002920815,36.01388898914948,836983.0,,,-1.296580559294145,0.005896243362671,-0.0082063839694351,0.0070339795153,-0.009378698981668,Services,18.0
2020-01-22,36.78014373779297,36.99299178807209,36.35444763723473,36.52472672701872,1299689.0,,,-1.290799842638716,0.01289565719548,-0.0069444266611659,0.0057870369348342,-0.0115740738696684,Services,18.0
2020-01-23,37.205841064453125,37.46125808364452,36.90785183556015,37.03556196905766,947406.0,,,-1.2855446285547756,0.0115741072056424,-0.0045766764175679,0.0068649709799311,-0.0080092055539546,Services,18.0
2020-01-24,37.163272857666016,37.75924483195415,36.9078525854812,37.163272857666016,976509.0,,,-1.286070131126264,-0.0011441269856893,0.0,0.0160365847370516,-0.0068729219076875,Services,18.0
2020-01-27,36.3118782043457,37.205839354327466,36.0990301568356,36.95042234687602,753447.0,,,-1.296580559294145,-0.0229095714088778,0.0175849935092011,0.0246189730245012,-0.005861664503067,Services,18.0
2020-01-28,36.056453704833984,36.56729090740894,35.843605682378524,36.56729090740894,695761.0,,,-1.2997337630921313,-0.0070341858406308,0.0141677050870498,0.0141677050870498,-0.0059031879340625,Services,18.0
2020-01-29,37.58896255493164,37.84437953564832,36.01388521953971,36.2267332447708,1846759.0,,,-1.2808150112268513,0.0425030387803278,-0.0362401411895875,0.006794999472077,-0.0419026551501694,Services,18.0
