Date_Ticker,Close_GODFRYPHLP.NS,High_GODFRYPHLP.NS,Low_GODFRYPHLP.NS,Open_GODFRYPHLP.NS,Volume_GODFRYPHLP.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1194.59326171875,1205.4332087519622,1184.113277268098,1197.202057043304,54155.0,,,-0.455310294146747,,0.0021838356268646,0.0090741739306448,-0.0087728474506658,Fast Moving Consumer Goods,8.0
2020-01-13,1230.936279296875,1236.4687003184702,1191.9396347195147,1203.454265304109,150557.0,,,-0.4316643856746907,0.030422921962439,-0.0223261061153092,0.0044944820578001,-0.0316804738256927,Fast Moving Consumer Goods,8.0
2020-01-14,1270.83251953125,1286.3952472159378,1234.219775650536,1234.8944584725025,198762.0,,,-0.405706638964934,0.0324112961047538,-0.0282791481225263,0.0122460886430795,-0.0288100464207656,Fast Moving Consumer Goods,8.0
2020-01-15,1252.2564697265625,1281.7625356353317,1242.3160978646006,1275.105642475172,69723.0,,,-0.417792800289039,-0.0146172288788607,0.0182464002390809,0.0235623186001283,-0.0079379680618718,Fast Moving Consumer Goods,8.0
2020-01-16,1259.22802734375,1280.7278314816508,1252.2112822684462,1252.2112822684462,99397.0,,,-0.4132568859839234,0.0055671963257732,-0.0055722592913572,0.0170737973353825,-0.0055722592913572,Fast Moving Consumer Goods,8.0
2020-01-17,1312.123046875,1332.2735945071204,1255.809546206577,1259.2279828787905,314366.0,,,-0.3788417252787098,0.0420059102741131,-0.0403125790086427,0.0153572088228399,-0.0429178504276268,Fast Moving Consumer Goods,8.0
2020-01-20,1272.8115234375,1329.3949388854385,1264.4904361602046,1321.4786173348125,83049.0,,,-0.4044190368792669,-0.0299602415574711,0.0382358998179686,0.0444554550347899,-0.0065375643793846,Fast Moving Consumer Goods,8.0
2020-01-21,1274.7906494140625,1332.9483292018706,1254.10037671513,1271.0124696284845,191568.0,,,-0.4031313553708213,0.001554924621689,-0.0029637649031349,0.0456213573691801,-0.0162303298258755,Fast Moving Consumer Goods,8.0
2020-01-22,1270.292724609375,1301.687985475007,1265.3001378913991,1280.682883414641,54413.0,,,-0.4060578464916314,-0.0035283635056116,0.0081793421342795,0.024714981245985,-0.0039302647502061,Fast Moving Consumer Goods,8.0
2020-01-23,1242.4058837890625,1286.3952249833414,1237.8180626413132,1272.0019916968145,68976.0,,,-0.4242019008259864,-0.0219530823723232,0.0238216095834078,0.0354065782915653,-0.0036926910984657,Fast Moving Consumer Goods,8.0
2020-01-24,1241.5513916015625,1266.6045925819922,1234.7595403800274,1249.872480011636,71032.0,,,-0.4247578602757563,-0.0006877721674127,0.0067021699354221,0.0201789480080336,-0.0054704551639814,Fast Moving Consumer Goods,8.0
2020-01-27,1296.7403564453125,1330.1146440383898,1236.9184808271275,1240.5167891349886,340229.0,,,-0.3888501867162461,0.0444516153073276,-0.0433576135969475,0.0257370624945803,-0.0461325008671522,Fast Moving Consumer Goods,8.0
2020-01-28,1235.569091796875,1321.7486180616456,1216.2281850086458,1310.728799077655,324580.0,,,-0.4286501323835954,-0.047173101650143,0.0608300319098107,0.0697488524412994,-0.0156534401164907,Fast Moving Consumer Goods,8.0
2020-01-29,1122.7171630859375,1256.7091185996592,1110.977638847945,1240.5167319605798,361077.0,,,-0.5020751409552565,-0.0913359920219581,0.1049236377137536,0.1193461362480885,-0.0104563505609238,Fast Moving Consumer Goods,8.0
2020-01-30,1062.4903564453125,1133.377066882985,1054.3042278331686,1121.0078833226555,379860.0,,,-0.5412605925850529,-0.0536437925960654,0.0550758192978999,0.0667175094885872,-0.0077046615646767,Fast Moving Consumer Goods,8.0
2020-01-31,1091.3218994140625,1120.2882359484934,1062.4004758442866,1074.9945543047606,271379.0,,,-0.5225018853675881,0.0271358161453901,-0.0149610716307151,0.0265424312936293,-0.0265012766492672,Fast Moving Consumer Goods,8.0
2020-02-03,1013.3284912109376,1037.122369299388,976.0410676213968,1013.6883439816067,139932.0,,,-0.5732468458770003,-0.0714669138821461,0.0003551195626989,0.0234809129466169,-0.0367969754259863,Fast Moving Consumer Goods,8.0
2020-02-04,1131.9827880859375,1142.4628829509286,1018.8609711323318,1018.8609711323318,307560.0,,,-0.4960466343730659,0.117093615647979,-0.0999324531646658,0.0092581751023899,-0.0999324531646658,Fast Moving Consumer Goods,8.0
2020-02-05,1128.69921875,1161.3539077970702,1093.165927225613,1133.6919150280848,176985.0,,,-0.4981830276929745,-0.0029007237305168,0.0044234072241267,0.0289312586600656,-0.0314816302998236,Fast Moving Consumer Goods,8.0
2020-02-06,1130.3184814453125,1160.1843934171804,1124.6061895539383,1134.7264306333332,111184.0,1201.749481201172,,-0.4971294845356606,0.0014346272845885,0.0038997408786807,0.0264225636067447,-0.0050537012223935,Fast Moving Consumer Goods,8.0
2020-02-07,1146.9608154296875,1178.5359500333022,1135.2663129978553,1137.0654672181372,139288.0,1199.3678588867188,,-0.4863014594463848,0.0147235794668196,-0.0086274509803921,0.0275293926164215,-0.0101960784313727,Fast Moving Consumer Goods,8.0
2020-02-10,1216.003173828125,1227.7876102176726,1164.9521805862191,1180.2449891344554,468845.0,1198.6212036132813,,-0.4413803330188695,0.0601959173056597,-0.0294063251340853,0.0096911230522933,-0.0419826151285371,Fast Moving Consumer Goods,8.0
2020-02-11,1215.0587158203125,1247.2185963717916,1202.014848184048,1238.807572651428,142535.0,1195.8325134277345,,-0.4419948270564223,-0.0007766904134297,0.0195454396745611,0.0264677584159109,-0.0107351747421178,Fast Moving Consumer Goods,8.0
2020-02-12,1206.3778076171875,1224.324325256725,1188.566138681446,1224.324325256725,65190.0,1193.5385803222655,,-0.4476428985294133,-0.0071444351537072,0.0148763658666641,0.0148763658666641,-0.0147645860386994,Fast Moving Consumer Goods,8.0
2020-02-13,1234.084716796875,1260.307408974484,1187.6665643815577,1211.280461230651,182314.0,1192.2814147949218,,-0.4296159133706242,0.0229670249276332,-0.0184786791829115,0.0212486969660163,-0.0376134245757436,Fast Moving Consumer Goods,8.0
2020-02-14,1235.658935546875,1268.4035600524005,1232.420480334602,1241.4162502640515,121805.0,1188.4582092285157,,-0.428591677218591,0.0012756164374889,0.0046593073149496,0.0264997270391877,-0.0026208325931296,Fast Moving Consumer Goods,8.0
2020-02-17,1206.82763671875,1258.5082943751115,1191.9395925997303,1247.488475500133,64794.0,1185.1590148925782,,-0.4473502255904987,-0.0233327320336698,0.0336923331420682,0.0428235616122252,-0.0123365124115807,Fast Moving Consumer Goods,8.0
2020-02-18,1171.1142578125,1210.2458560536222,1162.2534466098846,1207.2322951628987,60016.0,1179.9751953125,,-0.4705864713708532,-0.0295927751566506,0.0308407459899453,0.0334139884132358,-0.0075661372436591,Fast Moving Consumer Goods,8.0
2020-02-19,1169.1353759765625,1196.4375184387548,1160.4544351774389,1174.1729856708157,67185.0,1174.9173278808594,,-0.4718739940337417,-0.001689742758007,0.0043088335172865,0.0233524218180354,-0.0074250946276196,Fast Moving Consumer Goods,8.0
2020-02-20,1205.7481689453125,1254.9100804388138,1143.3625177331414,1172.0590497786263,365867.0,1173.084442138672,,-0.4480525612211152,0.0313161279019273,-0.0279404273913635,0.0407729514003774,-0.0517401998352117,Fast Moving Consumer Goods,8.0
2020-02-24,1145.6563720703125,1200.935336715831,1134.411659179715,1200.935336715831,102324.0,1168.2896911621094,,-0.4871501712578479,-0.0498377674730895,0.0482509118730112,0.0482509118730112,-0.0098150834445037,Fast Moving Consumer Goods,8.0
2020-02-25,1103.60107421875,1163.108003123556,1093.885598987298,1153.2576791954905,102803.0,1158.632727050781,,-0.514512668651616,-0.0367084746149183,0.0449950676351893,0.0539206877330484,-0.0088034303865912,Fast Moving Consumer Goods,8.0
2020-02-26,1068.4276123046875,1106.4797652286757,1063.7948783727663,1093.840663823151,117876.0,1150.275653076172,,-0.5373976274824945,-0.0318715364960677,0.0237854686885576,0.0356150968823301,-0.0043360297680139,Fast Moving Consumer Goods,8.0
2020-02-27,1040.4957275390625,1092.4012749443475,1009.3703862428814,1074.094905510414,120812.0,1146.164581298828,,-0.5555709888221302,-0.0261429828693528,0.032291509789107,0.0498854017671461,-0.0299139539667283,Fast Moving Consumer Goods,8.0
2020-02-28,1033.6591796875,1070.4968204671443,950.898080962309,1009.3255735833076,299372.0,1144.7230224609375,,-0.5600190615341821,-0.0065704718151337,-0.0235412276912675,0.0356380918425949,-0.0800661381928729,Fast Moving Consumer Goods,8.0
2020-03-02,1008.8306884765624,1076.7937818754883,989.5348037285193,1056.1035087066196,94070.0,1140.5984619140625,,-0.576173257575032,-0.0240199977892555,0.0468590227974168,0.0673681859356967,-0.0191269803431356,Fast Moving Consumer Goods,8.0
2020-03-03,1055.5186767578125,1069.5970791138611,1016.611970557918,1040.3158031243102,144837.0,1142.7079711914062,,-0.545796586312947,0.0462793101107517,-0.0144032256067702,0.0133378998079811,-0.0368602726380952,Fast Moving Consumer Goods,8.0
2020-03-04,1048.4119873046875,1076.119003267498,1025.5177962173022,1060.5113640330114,112842.0,1138.5294311523437,,-0.5504204216339047,-0.0067328883984831,0.011540669960699,0.0264276031734826,-0.0218370176653959,Fast Moving Consumer Goods,8.0
2020-03-05,1065.279052734375,1102.8814157270524,1052.505103100042,1057.002988156025,164291.0,1135.3584228515624,,-0.5394461792093396,0.0160882035248855,-0.0077689170336232,0.035298134227045,-0.0119911769611397,Fast Moving Consumer Goods,8.0
2020-03-06,1057.6776123046875,1069.597007042546,1010.2249275935906,1033.6139285886336,64184.0,1131.7263793945312,,-0.544391915051714,-0.0071356330626947,-0.022751435254093,0.0112694025090367,-0.0448649798001274,Fast Moving Consumer Goods,8.0
2020-03-09,1023.7638549804688,1047.4676917425502,1016.5222147472044,1019.4458405860792,77132.0,1125.5665313720704,,-0.5664572705194639,-0.032064361512125,-0.0042177835966595,0.0231536175522955,-0.007073545523252,Fast Moving Consumer Goods,8.0
2020-03-11,1032.7144775390625,1042.789696809904,991.8287435855444,1030.0157463259814,49349.0,1116.4020965576171,,-0.5606337144172919,0.0087428585362241,-0.0026132404181183,0.0097560550277657,-0.0395905498012848,Fast Moving Consumer Goods,8.0
2020-03-12,945.2755737304688,998.4854664559638,926.7892220997672,974.4668040180276,80201.0,1102.912939453125,,-0.6175242109730714,-0.0846690016556743,0.030881185443476,0.0562903498241318,-0.0195565739181711,Fast Moving Consumer Goods,8.0
2020-03-13,1005.9520263671876,1045.3085219214593,775.4354095493097,775.4354095493097,95597.0,1092.891650390625,,-0.5780462055385283,0.064189168029872,-0.2291526939414263,0.0391236306729263,-0.2291526939414263,Fast Moving Consumer Goods,8.0
2020-03-16,937.3142700195312,979.5494787057738,932.6365132507714,947.2546404177114,46113.0,1078.0531280517578,,-0.6227040851665776,-0.0682316398283216,0.010605162767844,0.0450598161546846,-0.0049905959168448,Fast Moving Consumer Goods,8.0
