Date_Ticker,Close_ANANDRATHI.NS,High_ANANDRATHI.NS,Low_ANANDRATHI.NS,Open_ANANDRATHI.NS,Volume_ANANDRATHI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-12-14,561.064453125,591.302623408319,543.7580348789029,576.8806082032381,13930950.0,,,-0.9284935181117724,,0.0281895511115448,0.0538942898893333,-0.0308456865333462,Financial Services,9.0
2021-12-15,562.4104614257812,575.7267636695121,555.7282501415667,562.4585230671566,1337812.0,,,-0.9275515022957872,0.0023990261605138,8.545652094293921e-05,0.0236771951396004,-0.0118813780015298,Financial Services,9.0
2021-12-16,548.9019775390625,571.5925936102213,544.2868852613103,563.4201175030945,664868.0,,,-0.9370055342388924,-0.024018905787195,0.0264494218605704,0.0413381933380703,-0.0084078623626816,Financial Services,9.0
2021-12-17,546.8347778320312,556.641760529378,543.1812121519741,548.8057749649129,664213.0,,,-0.9384522822401442,-0.0037660635079131,0.0036043741414835,0.0179340873969779,-0.0066812972184066,Financial Services,9.0
2021-12-20,530.2974853515625,539.0468764196021,521.6923379083611,533.6145605728707,790254.0,,,-0.950026052670188,-0.0302418447963974,0.0062551215363753,0.0164990242453046,-0.016227019137186,Financial Services,9.0
2021-12-21,552.5074462890625,556.1129502228639,530.730179055569,530.730179055569,571786.0,,,-0.934482215040512,0.0418820785521466,-0.0394153370778282,0.0065257110252865,-0.0394153370778282,Financial Services,9.0
2021-12-22,558.1320190429688,566.2564331240162,548.036607845809,548.036607845809,302623.0,,,-0.930545808044163,0.0101800849774675,-0.0180878552971577,0.0145564379104756,-0.0180878552971577,Financial Services,9.0
2021-12-23,553.9015502929688,564.3815722978991,548.084682110722,558.132031889149,205315.0,,,-0.933506539021244,-0.0075796919109819,0.0076376056249394,0.0189203695122124,-0.0105016282752233,Financial Services,9.0
2021-12-24,549.3826904296875,555.0553148889951,543.8061305877687,551.9786063825343,148467.0,,,-0.93666910307004,-0.0081582365329924,0.0047251506064314,0.0103254517445223,-0.0101505925451659,Financial Services,9.0
2021-12-27,549.4307250976562,550.8729266376711,541.4024346482418,541.4024346482418,218861.0,,,-0.9366354855827512,8.743389408789117e-05,-0.0146120158241742,0.0026249015101194,-0.0146120158241742,Financial Services,9.0
2021-12-28,550.0076293945312,555.7283743970504,545.1522288635425,549.9595677424098,235878.0,,,-0.9362317340073334,0.0010500037047845,-8.738360988613803e-05,0.0104012102683317,-0.0088278785084012,Financial Services,9.0
2021-12-29,560.6799926757812,578.851699586889,546.3060367745304,548.1327904550087,373429.0,,,-0.928762586158065,0.0194040277095765,-0.0223785445970569,0.032410121902844,-0.0256366485143384,Financial Services,9.0
2021-12-30,563.1797485351562,581.6880031818515,557.7955524749065,557.7955524749065,637277.0,,,-0.9270131099072376,0.0044584359920624,-0.00956035097898,0.0328638497652582,-0.00956035097898,Financial Services,9.0
2021-12-31,565.82373046875,582.6494148922047,562.458593584059,565.2949349806788,383891.0,,,-0.925162695762556,0.0046947390073432,-0.0009345586966335,0.0297366185216652,-0.005947323704333,Financial Services,9.0
2022-01-03,608.3685913085938,617.742899906395,569.2368503482869,572.073191353004,1123074.0,,,-0.895387298555301,0.0751910154149914,-0.0596602133544054,0.0154089292769654,-0.064322421504593,Financial Services,9.0
2022-01-04,615.14697265625,628.7998246217046,594.523480433139,605.4361731499488,943975.0,,,-0.8906433884081159,0.0111418989153861,-0.015786145324538,0.022194455264082,-0.0335261216259543,Financial Services,9.0
2022-01-05,612.5509643554688,623.5117181085787,607.070646162237,611.3972502200452,345322.0,,,-0.8924602277815027,-0.0042201431790706,-0.0018834581978619,0.0178936192919767,-0.0089467138444523,Financial Services,9.0
2022-01-06,610.2435302734375,617.2622323942138,599.9558146635349,610.435835540444,300674.0,,,-0.8940751059351926,-0.0037669258825821,0.0003151287272482,0.0115014773161647,-0.0168583771880267,Financial Services,9.0
2022-01-07,595.5811767578125,623.9925354729581,584.5723598883799,621.1081323814036,949045.0,,,-0.904336683745128,-0.0240270527883435,0.0428605815962035,0.04770358739309,-0.0184841584976908,Financial Services,9.0
