Date_Ticker,Close_BEML.NS,High_BEML.NS,Low_BEML.NS,Open_BEML.NS,Volume_BEML.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,787.7236328125,792.7902618468963,766.4842110996643,771.8346042601754,902923.0,,,-0.8071071750779498,,-0.0201708161218855,0.006431988102612,-0.0269630373244003,Capital Goods,1.0
2020-01-13,800.0863647460938,808.882054722666,789.5071318820716,790.3989033257965,796061.0,,,-0.7965881628525682,0.0156942503926836,-0.0121080196428189,0.0109934256651949,-0.0132226136204426,Capital Goods,1.0
2020-01-14,804.869384765625,808.0715137965815,795.7899295544274,802.5589685343136,272846.0,,,-0.792518459947907,0.0059781296498524,-0.0028705480355475,0.003978445560939,-0.0112806566916959,Capital Goods,1.0
2020-01-15,827.4058227539062,833.8505591953317,802.5588924390081,809.0442253678582,1160466.0,,,-0.7733430003497651,0.0280001182985035,-0.0221917671849758,0.0077890876087565,-0.0300299195770686,Capital Goods,1.0
2020-01-16,838.593017578125,867.4121765760333,830.6079645031199,852.8201772573543,1927824.0,,,-0.7638242111569079,0.0135208074642062,0.0169655117333527,0.0343660850899267,-0.0095219646570229,Capital Goods,1.0
2020-01-17,822.6633911132812,837.2553904443373,818.366860914432,837.2553904443373,325714.0,,,-0.7773781680354944,-0.018995658359819,0.01773750903308,0.01773750903308,-0.0052227074223333,Capital Goods,1.0
2020-01-20,804.26123046875,825.9059714038704,798.6676107465511,818.7721528093139,318581.0,,,-0.7930359169726252,-0.0223690039490249,0.0180425486034014,0.0269125753115129,-0.0069549786938489,Capital Goods,1.0
2020-01-21,810.34130859375,826.2709365267073,792.0203065219384,794.4522771508169,705797.0,,,-0.7878625931092841,0.0075598299341823,-0.0196078260782565,0.0196579240920116,-0.0226089943552371,Capital Goods,1.0
2020-01-22,808.7603759765625,820.3529338028475,802.7614965248812,816.5427981711645,241352.0,,,-0.7892077528698472,-0.0019509465954919,0.0096226551470264,0.0143337361357338,-0.0074173755662024,Capital Goods,1.0
2020-01-23,808.5983276367188,819.6233578014394,802.5588513744392,802.5588513744392,313111.0,,,-0.7893456340822746,-0.0002003663194405,-0.0074690684556955,0.0136347427244172,-0.0074690684556955,Capital Goods,1.0
