Date_Ticker,Close_NHPC.NS,High_NHPC.NS,Low_NHPC.NS,Open_NHPC.NS,Volume_NHPC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,18.842397689819336,18.881247401525822,18.68699587895037,18.68699587895037,1395260.0,,,-0.8632676660033078,,-0.008247454141833,0.0020618242086822,-0.008247454141833,Power,16.0
2020-01-13,18.80354881286621,18.958949148612422,18.80354881286621,18.842398526297373,828140.0,,,-0.8647027705040331,-0.002061779906817,0.0020660841109194,0.0082644152597344,0.0,Power,16.0
2020-01-14,18.80354881286621,18.88124823972853,18.72584790398232,18.80354881286621,625103.0,,,-0.8647027705040331,0.0,0.0,0.0041321682218387,-0.0041322470378956,Power,16.0
2020-01-15,18.99779891967773,19.19205043631239,18.72584649998493,18.80354740304308,1439779.0,,,-0.8575270366240567,0.0103305024357215,-0.0102249485561957,0.0102249485561956,-0.0143149435807071,Power,16.0
2020-01-16,19.114351272583008,19.26975161081866,19.036650362454385,19.153200986636524,1213473.0,,,-0.8532215117455307,0.0061350450859099,0.0020324892798868,0.0081300346540429,-0.0040650560942695,Power,16.0
2020-01-17,18.842397689819336,19.11435011782928,18.80354797811285,19.036649212394792,691602.0,,,-0.8632676660033078,-0.0142277171160788,0.0103092783505154,0.0144330054214321,-0.0020618242086823,Power,16.0
2020-01-20,21.01801300048828,22.61087628771439,20.31870785386236,20.94031358132429,64792445.0,,,-0.7828989251525748,0.1154638250653442,-0.0036968013656757,0.0757856266997791,-0.0332717058748455,Power,16.0
2020-01-21,20.085607528686523,20.823762417836036,19.93020571938058,20.823762417836036,10549907.0,,,-0.8173426309692985,-0.0443622083486244,0.0367504387455179,0.0367504387455179,-0.0077369733070804,Power,16.0
2020-01-22,20.318708419799805,21.13456568193866,19.54170235034649,20.2021578057861,41607850.0,,,-0.8087317221298134,0.0116053692067996,-0.0057361231632286,0.0401530080201275,-0.0382409183398759,Power,16.0
2020-01-23,21.134567260742188,22.53317769742916,19.30860256471861,20.62951209225152,189153144.0,,,-0.7785933298152654,0.0401530857220904,-0.0238971142517225,0.0661764406827916,-0.0863970704247791,Power,16.0
2020-01-24,21.32881736755371,21.989271346181823,20.357559773075334,20.474110388008445,13774410.0,,,-0.771417595935289,0.0091911087847228,-0.0400728725281075,0.0309653351729113,-0.0455373393536527,Power,16.0
2020-01-27,21.561920166015625,21.91157351827316,20.86261494352214,21.17341709996129,4363464.0,,,-0.7628066166370205,0.0109290071945817,-0.0180180180180179,0.0162162437095299,-0.0324324186857755,Power,16.0
2020-01-28,21.21226692199707,21.87272243406384,21.056866583995333,21.445369652032067,3135829.0,,,-0.7757230503550315,-0.016216238689616,0.0109890532158667,0.0311355459789108,-0.0073259656109921,Power,16.0
2020-01-29,20.318708419799805,21.561918427329395,20.2021578057861,21.36766690996607,6543973.0,,,-0.8087317221298134,-0.0421246114563383,0.0516252543465849,0.0611854839315539,-0.0057361231632286,Power,16.0
2020-01-30,19.580554962158203,20.512961423866667,19.46400285767577,20.43526051488557,5968109.0,,,-0.8359996236077772,-0.0363287588162985,0.043650731778501,0.0476190007643018,-0.0059524413229188,Power,16.0
2020-01-31,19.03664779663086,19.852503537963624,18.72584568002892,19.580552612200297,16998025.0,,,-0.8560919321233315,-0.0277779238932967,0.0285714597118142,0.0428571117167571,-0.016326515042052,Power,16.0
2020-02-03,18.648143768310547,18.80354555918833,18.37619137528509,18.53159316616287,2375863.0,,,-0.8704435408008512,-0.0204082164292113,-0.0062499841054279,0.0083333651224772,-0.0145833492279052,Power,16.0
