Date_Ticker,Close_3MINDIA.NS,High_3MINDIA.NS,Low_3MINDIA.NS,Open_3MINDIA.NS,Volume_3MINDIA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,20336.296875,20424.065798874373,20155.540334480345,20283.920917936288,671.0,,,-0.7880254700810819,,-0.0025754913682489,0.0043158754228391,-0.0088883704654146,Diversified,7.0
2020-01-13,20421.076171875,20542.62389793544,20210.66797168292,20338.66864088975,1391.0,,,-0.77291866714546,0.0041688660131246,-0.0040354156799407,0.0059520725077086,-0.0103034824620001,Diversified,7.0
2020-01-14,20809.775390625,20874.77183930648,20400.345206594968,20433.555070884773,1311.0,,,-0.7036564449363727,0.0190342181518003,-0.0180790187629664,0.003123361375191,-0.0196748968378814,Diversified,7.0
2020-01-15,20939.244140625,21444.0822247338,20739.084300265786,20874.770307262992,1350.0,,,-0.6805864388775227,0.0062215351953451,-0.0030790907698965,0.0241096613000153,-0.0095590766798921,Diversified,7.0
2020-01-16,21178.830078125,21254.31209294308,21026.587320518687,21097.75131190131,941.0,,,-0.637894677122348,0.0114419573071011,-0.0038282929663538,0.0035640313718763,-0.0071884403928222,Diversified,7.0
2020-01-17,21203.927734375,21358.68531910667,21160.423186234413,21164.122231094418,1614.0,,,-0.6334225316683258,0.0011850350636658,-0.0018772702764898,0.0072985338693067,-0.0020517212039946,Diversified,7.0
2020-01-20,21134.6640625,21444.084755516746,20899.44295685893,21349.19942474012,2271.0,,,-0.6457646090407763,-0.0032665491385689,0.010150876380419,0.0146404358309986,-0.0111296354153285,Diversified,7.0
2020-01-21,20988.30078125,21161.609186606853,20874.721942759614,20879.134480727625,4571.0,,,-0.6718450476426062,-0.0069252712424087,-0.0052012929326751,0.0082573814413637,-0.0054115309130624,Diversified,7.0
2020-01-22,21120.4765625,21168.916262788265,20936.589912369807,20983.889876806923,966.0,,,-0.6482926763231123,0.0062975932462374,-0.00646702669274,0.0022934946635755,-0.0087065578082972,Diversified,7.0
2020-01-23,21263.513671875,21310.05566012502,21111.98256527107,21254.167839003105,671.0,,,-0.6228049275040216,0.0067724375892619,-0.0004395243898122,0.0021888192595178,-0.0071263436956967,Diversified,7.0
2020-01-24,21195.908203125,21444.0814892624,20948.78013805023,21344.45190712202,2026.0,,,-0.6348515300523114,-0.0031794119162639,0.007008131124814,0.0117085469402444,-0.0116592345421807,Diversified,7.0
2020-01-27,21165.544921875,22298.0493572224,21064.540243844134,21065.489097008274,2517.0,,,-0.6402619559844693,-0.0014325067347443,-0.0047272973710833,0.0535069821980784,-0.004772127455432,Diversified,7.0
2020-01-28,21125.884765625,21334.91601360411,21078.77383360903,21330.21993155665,1484.0,,,-0.6473289898824751,-0.0018738074732491,0.0096722654789889,0.0098945559108243,-0.0022300098925384,Diversified,7.0
2020-01-29,21051.115234375,21432.64875063364,20927.100857490987,21432.64875063364,979.0,,,-0.6606521550397418,-0.0035392378629112,0.0181241474387838,0.0181241474387838,-0.0058911072170422,Diversified,7.0
2020-01-30,21000.3046875,21348.105720458683,20969.65598745753,21206.869290483064,736.0,,,-0.6697060744161144,-0.0024136748247917,0.0098362669521656,0.0165617136576929,-0.0014594407318629,Diversified,7.0
2020-01-31,21805.83203125,22905.221133274958,20768.498297525155,21150.12630327604,27244.0,,,-0.5261693468205991,0.0383578884086131,-0.0300701998912156,0.0504172049224911,-0.0475713897198804,Diversified,7.0
2020-02-03,21479.23828125,22013.346270141392,20874.770603019628,21102.495373234386,3896.0,,,-0.5843650101855621,-0.0149773578706814,-0.0175398635222779,0.0248662444122906,-0.0281419513259943,Diversified,7.0
2020-02-04,21909.021484375,22450.81668868761,21568.95210983141,21633.854042605024,8496.0,,,-0.5077820424803381,0.020009238572495,-0.0125595495885664,0.0247293200519707,-0.0155218878572974,Diversified,7.0
2020-02-05,21902.091796875,22867.36084469378,21729.35419338587,22283.816159237904,13062.0,,,-0.5090168418632852,-0.0003162937927164,0.0174286714667759,0.0440720026548562,-0.0078868084880265,Diversified,7.0
2020-02-06,22229.447265625,22677.591371125025,21923.2530807466,22146.23358167607,3664.0,21213.02470703125,,-0.4506854480137254,0.0149463106896806,-0.0037433986978887,0.0201599302108164,-0.0137742599363633,Diversified,7.0
2020-02-07,22834.103515625,22980.844030062144,21942.277897338325,22298.04965468612,6160.0,21337.9150390625,,-0.3429418932870323,0.0272006875733263,-0.0234760195674889,0.0064263751075985,-0.0390567388676509,Diversified,7.0
2020-02-10,23401.044921875,23502.14597620972,22772.47783233208,22834.105109174237,9061.0,21486.9134765625,,-0.2419187376822979,0.0248287131510134,-0.0242271152674382,0.0043203649526015,-0.0268606419773735,Diversified,7.0
2020-02-11,21917.607421875,23911.099735733864,21287.520736951952,23521.97542377549,32169.0,21542.305078125,,-0.5062521163001138,-0.0633919342043269,0.0731999606991427,0.0909539200829578,-0.0287479683705889,Diversified,7.0
2020-02-12,21235.2890625,22139.59445806942,21064.543649301035,22139.59445806942,12598.0,21557.10732421875,,-0.6278342639986578,-0.0311310603498631,0.0425850287654598,0.0425850287654598,-0.0080406446409287,Diversified,7.0
2020-02-13,21518.47265625,21711.65879599953,21280.025107186622,21367.93672630061,2844.0,21574.089453125,,-0.5773738461481771,0.0133355186697261,-0.006995660535678,0.0089776882790713,-0.0110810629022091,Diversified,7.0
2020-02-14,21159.37890625,21728.73902984995,21071.183739557982,21595.899577265714,3653.0,21571.86201171875,,-0.6413606768559361,-0.0166876969260967,0.0206301268553197,0.0269081680574174,-0.0041681358929664,Diversified,7.0
2020-02-17,21095.947265625,21585.460991833068,21064.540596012757,21164.170179912813,2131.0,21569.926171875,,-0.6526635459540122,-0.0029978025775729,0.0032339346239729,0.0232041595499108,-0.0014887537031068,Diversified,7.0
2020-02-18,20965.2421875,21206.8680140644,20875.7182629723,21206.8680140644,3707.0,21568.7732421875,,-0.6759538530301694,-0.006195743498941,0.0115250672710311,0.0115250672710311,-0.0042701116317691,Diversified,7.0
2020-02-19,20704.927734375,21159.33394764912,20628.165132222333,20969.657803477727,3241.0,21547.99580078125,,-0.7223392241007944,-0.012416477272092,0.0127858484945693,0.0219467664463131,-0.0037074556906191,Diversified,7.0
