Date_Ticker,Close_MAZDOCK.NS,High_MAZDOCK.NS,Low_MAZDOCK.NS,Open_MAZDOCK.NS,Volume_MAZDOCK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-10-12,76.83058166503906,96.9374513148678,76.83058166503906,96.02147033390236,79857954.0,,,-0.7928148385903753,,0.2497819000320793,0.2617039883609025,0.0,Capital Goods,1.0
2020-10-13,81.07536315917969,82.52752592963427,73.2783674937079,76.8529220055961,37715848.0,,,-0.7870380186090313,0.0552485924504222,-0.0520804469946492,0.0179112706236477,-0.0961697285297817,Capital Goods,1.0
2020-10-14,81.43283081054688,83.73394785662512,79.57853313791469,80.62855457475942,12355782.0,,,-0.7865515327265536,0.0044090786329917,-0.0098765599547755,0.028257854027349,-0.0227708855774178,Capital Goods,1.0
2020-10-15,76.78591918945312,81.65624808543714,76.40611995956088,81.29879118987795,6386916.0,,,-0.792875620772388,-0.0570643507641871,0.0587721296829208,0.0634273698536771,-0.0049462093298012,Capital Goods,1.0
2020-10-16,75.08799743652344,78.3944580889423,73.72519697729795,77.63486651397284,6144884.0,,,-0.7951863612245461,-0.0221124103332073,0.0339184578680824,0.0440344764183386,-0.0181493781396626,Capital Goods,1.0
2020-10-19,75.19970703125,77.23273668234428,74.84225014458677,76.29441320709368,3844768.0,,,-0.7950343330883947,0.0014877157274169,0.0145573196899393,0.0270350740894433,-0.004753434564774,Capital Goods,1.0
2020-10-20,74.1943588256836,75.86993148742928,73.90392214022744,74.93160806968265,2523362.0,,,-0.796402534398672,-0.0133690441792362,0.0099367290946092,0.022583558753872,-0.0039145386529793,Capital Goods,1.0
2020-10-21,76.69654083251953,79.39979933875543,74.37308151151106,74.57414886101635,8955302.0,,,-0.792997257817533,0.0337246934462322,-0.0276725905557826,0.0352461594342168,-0.0302941866189526,Capital Goods,1.0
2020-10-22,76.24972534179688,78.14870772851299,74.93160951930788,76.98698141798148,4004374.0,,,-0.7936053392130875,-0.0058257580573073,0.0096689669750256,0.0249047767477683,-0.0172868271535459,Capital Goods,1.0
2020-10-23,78.37212371826172,79.98067636107272,77.03166545522699,77.81359944199724,7146720.0,,,-0.7907169188393984,0.0278348330692469,-0.0071265680929141,0.0205245509052882,-0.0171037634229935,Capital Goods,1.0
2020-10-26,76.3167495727539,78.61786659545155,75.9592927140445,78.61786659545155,1854742.0,,,-0.7935141244080001,-0.0262258319411712,0.0301521885507447,0.0301521885507447,-0.0046838585331604,Capital Goods,1.0
2020-10-27,75.44546508789062,76.65187621097424,74.81991378182698,76.36143948454068,1549688.0,,,-0.7946998753420683,-0.0114166875520906,0.0121408807750471,0.0159905054820483,-0.0082914368058425,Capital Goods,1.0
2020-10-28,74.73053741455078,76.49547251008427,74.6188325753661,75.93694831416086,1863504.0,,,-0.7956728367240067,-0.009476085441411,0.0161434795111641,0.0236173210657233,-0.0014947683109118,Capital Goods,1.0
2020-10-29,74.61883544921875,75.51247419711359,74.2613785864763,74.68585562814184,1811578.0,,,-0.795824854477141,-0.0014947298547097,0.0008981670448167,0.0119760479041917,-0.0047904374356755,Capital Goods,1.0
