Date_Ticker,Close_BLUEDART.NS,High_BLUEDART.NS,Low_BLUEDART.NS,Open_BLUEDART.NS,Volume_BLUEDART.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,2213.501708984375,2250.6857666274927,2185.847154406884,2227.058921326682,10018.0,,,-1.928512165109014,,0.006124780607704,0.0167987481067628,-0.0124935772424499,Services,18.0
2020-01-13,2387.48583984375,2475.607376005679,2217.7264859906663,2237.9149236350427,32547.0,,,-1.8378416017793928,0.0786013085750922,-0.0626478757329492,0.03690976285233,-0.0711038159975825,Services,18.0
2020-01-14,2567.4619140625,2627.928886504057,2378.938812497473,2428.599348396396,87295.0,,,-1.7440483807846714,0.075383095981222,-0.05408554062887,0.0235512636469377,-0.0734278084252969,Services,18.0
2020-01-15,2568.444580078125,2603.369069718167,2510.630282568682,2567.0201430843663,77238.0,,,-1.7435362715436649,0.0003827383028518,-0.0005545912903113,0.0135975250978472,-0.0225094588210598,Services,18.0
2020-01-16,2610.04931640625,2652.439925803061,2529.6886729246235,2545.8983284987034,45144.0,,,-1.7218542660560463,0.0161984169916796,-0.0245784581556778,0.0162413059133987,-0.0307889368129925,Services,18.0
2020-01-17,2621.5927734375,2647.5772967108837,2588.6330897340176,2608.2811587263063,41512.0,,,-1.715838477451506,0.0044226969041121,-0.0050776821045852,0.0099117313476997,-0.0125723888307278,Services,18.0
2020-01-20,2546.63525390625,2593.4958488580887,2425.406768367748,2564.0729145318983,31605.0,,,-1.7549020431233826,-0.0285923581613187,0.0068473333976277,0.0184009841534864,-0.0476033956384414,Services,18.0
2020-01-21,2600.96240234375,2627.929330117531,2518.882542961252,2546.635441494269,8499.0,,,-1.7265898451741253,0.0213329130483716,-0.0208872534260882,0.0103680575118967,-0.0315574955287839,Services,18.0
2020-01-22,2638.145751953125,2659.3657593806497,2564.0726383389347,2603.3687707272707,162401.0,,,-1.707212013190763,0.0142959965802922,-0.0131823577981268,0.0080435311096116,-0.0280777184351361,Services,18.0
2020-01-23,2737.712646484375,2770.3775591947383,2623.017050726933,2650.5243456409235,35713.0,,,-1.6553234508745465,0.0377412409672728,-0.0318471337579617,0.0119314613797434,-0.0418946801830089,Services,18.0
2020-01-24,2694.634033203125,2760.553393447108,2667.3723404386565,2737.7125157255264,10313.0,,,-1.67777355660762,-0.0157352574371051,0.0159867655464864,0.0244631959040555,-0.0101170297816146,Services,18.0
2020-01-27,2679.80029296875,2729.952039195329,2672.1374977635955,2681.961532681844,3003.0,,,-1.685504052352793,-0.0055049183123179,0.0008064928266351,0.0187147327202579,-0.0028594650225466,Services,18.0
2020-01-28,2590.253662109375,2713.34884818282,2545.456213856763,2700.626772939812,8033.0,,,-1.7321706271960569,-0.0334154119970533,0.0426109274334756,0.0475224445675339,-0.0172946182483653,Services,18.0
2020-01-29,2685.743896484375,2735.011335926093,2556.213899453913,2556.213899453913,11887.0,,,-1.682406586645388,0.0368652058181967,-0.0482287224779756,0.0183440571181074,-0.0482287224779756,Services,18.0
2020-01-30,2646.889404296875,2701.6092231384378,2605.3336944593225,2657.4010722143544,3157.0,,,-1.7026553224187353,-0.0144669386527733,0.0039713287228453,0.0206732547089925,-0.0156998285497279,Services,18.0
2020-01-31,2673.365478515625,2701.609578656121,2566.7255324510243,2670.172667195395,7906.0,,,-1.688857509064647,0.0100027126844701,-0.0011943040881946,0.0105649977032613,-0.0398897744889756,Services,18.0
2020-02-03,2628.02734375,2681.8139281086096,2592.611654390622,2603.418091430708,3193.0,,,-1.7124851479717618,-0.0169591981081459,-0.0093641538311304,0.0204665238687586,-0.01347614949426,Services,18.0
2020-02-04,2657.35205078125,2682.6981066792423,2603.369031474867,2681.9613041231646,3705.0,,,-1.6972027903632474,0.0111584482182007,0.0092608178636623,0.0095380873191193,-0.020314590718423,Services,18.0
2020-02-05,2789.583251953125,2922.698894973977,2617.122310018823,2671.1544898427856,28267.0,,,-1.6282914624117513,0.0497605129636472,-0.0424539264162205,0.0477188278670841,-0.0618231923401294,Services,18.0
2020-02-06,2742.03515625,2811.589364996695,2726.169437264652,2775.3879435833705,5823.0,2613.983837890625,,-1.653070806374665,-0.0170448742369793,0.0121635155761401,0.0253659069936278,-0.005786110710209,Services,18.0
2020-02-07,2758.687255859375,2824.409951488344,2691.9327487824357,2770.3777611120454,5705.0,2641.243115234375,,-1.644392685877438,0.0060728979245285,0.0042377058971945,0.0238239022888064,-0.0241979249134366,Services,18.0
2020-02-10,2720.91357421875,2770.377683043551,2689.820601479873,2770.377683043551,2946.0,2657.914501953125,,-1.664078165101733,-0.0136926291881744,0.0181792282171269,0.0181792282171269,-0.0114274018232294,Services,18.0
