Date_Ticker,Close_IRFC.NS,High_IRFC.NS,Low_IRFC.NS,Open_IRFC.NS,Volume_IRFC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-01-29,21.165328979492188,22.01876969040412,20.78128163626721,21.250673376145176,381938573.0,,,-0.7116074019812496,,0.0040322735704076,0.0403225818856327,-0.0181451157030017,Financial Services,9.0
2021-02-01,21.421361923217773,21.67739348242474,21.250673131873825,21.549377702821257,72044464.0,,,-0.7072645050774613,0.0120968090774145,0.0059760803287083,0.0119521606574166,-0.0079681577649339,Financial Services,9.0
2021-02-02,21.12265396118164,21.72006300716682,21.07998258410071,21.72006300716682,36735442.0,,,-0.712331266661291,-0.0139443963977087,0.0282828591086647,0.0282828591086647,-0.0020201711943655,Financial Services,9.0
2021-02-03,20.69593811035156,21.250674270221857,20.525249309864225,21.165329869978187,45816269.0,,,-0.7195693311087848,-0.0202018104171132,0.0226803809097133,0.0268041079806298,-0.0082474541418331,Financial Services,9.0
2021-02-04,21.63471984863281,22.018767147505017,20.3545589301079,20.69593484948612,88486029.0,,,-0.7036454728537144,0.0453606757652457,-0.0433925193261063,0.017751433878469,-0.0591715967427149,Financial Services,9.0
2021-02-05,21.933427810668945,22.360148183422748,21.805410396595576,21.848083410556377,56318695.0,,,-0.6985787112698846,0.0138068791334503,-0.0038910653113261,0.0194552523407323,-0.0058366350749379,Financial Services,9.0
2021-02-08,21.976097106933597,22.14678589092653,21.84808133284333,22.104112881023852,28324374.0,,,-0.6978549436486633,0.0019454002645173,0.0058252279040882,0.0077670199199786,-0.0058252279040883,Financial Services,9.0
2021-02-09,21.59204864501953,22.01876898684054,21.506705878902466,21.97609760378201,25243532.0,,,-0.7043692728278758,-0.0174757355705755,0.0177865919568991,0.019762846445765,-0.003952508977732,Financial Services,9.0
2021-02-10,21.677392959594727,22.018768906240133,21.33601701294932,21.677392959594727,33132159.0,,,-0.702921640526613,0.0039525806920077,0.0,0.0157480167140813,-0.0157480167140813,Financial Services,9.0
