Date_Ticker,Close_CGCL.NS,High_CGCL.NS,Low_CGCL.NS,Open_CGCL.NS,Volume_CGCL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,190.4216461181641,192.5453145608332,187.1181770994064,190.1856829578675,263736.0,,,-1.119783463642006,,-0.001239161435198,0.0111524529167827,-0.0173481801365571,Financial Services,9.0
2020-01-13,187.1654052734375,190.13852938070116,185.9383905566581,189.9497496875215,335391.0,,,-1.1342861846342318,-0.0171001612007173,0.0148763838595931,0.0158850087863196,-0.0065557773082413,Financial Services,9.0
2020-01-14,187.87326049804688,189.71376716029133,184.99451891798768,185.93837161152743,303850.0,,,-1.1311335226184522,0.0037819768219198,-0.0102989051309915,0.0097965333510758,-0.0153227850117027,Financial Services,9.0
2020-01-15,187.59011840820312,188.6283533513828,186.07995710672404,188.6283533513828,292043.0,,,-1.132394587424764,-0.0015070909457426,0.0055345929305317,0.0055345929305317,-0.0080503243683279,Financial Services,9.0
2020-01-16,185.702392578125,189.76094967848556,183.2011953341769,187.4485168669658,307347.0,,,-1.1408021845064658,-0.0100630344822874,0.0094028098647473,0.0218551686061507,-0.0134688477042418,Financial Services,9.0
2020-01-17,185.702392578125,187.63728129939415,184.0506657308922,185.6552090827148,305125.0,,,-1.1408021845064658,0.0,-0.0002540812466395,0.0104192988275859,-0.0088944833951878,Financial Services,9.0
2020-01-20,185.46646118164065,188.76994589253752,184.14507947759896,188.76994589253752,347281.0,,,-1.141852981231794,-0.001270481188793,0.017811763322866,0.017811763322866,-0.0071246396551855,Financial Services,9.0
2020-01-21,185.8911590576172,187.49570229568937,183.38994676559304,184.9944900036652,411011.0,,,-1.139961451982275,0.0022898904377143,-0.0048236239878093,0.0086316274867856,-0.0134552514745948,Financial Services,9.0
2020-01-22,185.46646118164065,188.76994589253752,184.2866604388596,188.76994589253752,355698.0,,,-1.141852981231794,-0.0022846588193305,0.017811763322866,0.017811763322866,-0.0063612619514294,Financial Services,9.0
2020-01-23,182.16297912597656,187.59011697969663,175.5560253854923,185.5608458347785,357128.0,,,-1.1565661062249004,-0.0178117490063539,0.0186528938267531,0.0297927596472107,-0.0362694646968589,Financial Services,9.0
2020-01-24,179.09547424316406,186.0799569337928,176.31111482194325,179.80336377995533,554627.0,,,-1.1702282306128329,-0.0168393429747936,0.0039525819386712,0.0389986554386385,-0.0155467882870138,Financial Services,9.0
2020-01-27,182.3045654296875,184.3338366341824,171.96941449915548,173.71552379235553,558950.0,,,-1.155935505861796,0.0179183265243561,-0.047113694695949,0.0111312144032813,-0.0566916736625455,Financial Services,9.0
2020-01-28,180.9831695556641,184.05069096830988,175.6032302398087,184.05069096830988,314536.0,,,-1.1618207694510283,-0.0072482873421679,0.0169492081511057,0.0169492081511057,-0.0297261857501102,Financial Services,9.0
2020-01-29,179.23703002929688,182.06858801941704,175.60321554578283,180.27526491392868,566259.0,,,-1.1695977661696255,-0.0096480768386042,0.005792524482592,0.0157978403773895,-0.0202737932162795,Financial Services,9.0
2020-01-30,183.34278869628903,184.42820709440144,170.9311686262366,179.33143004488377,579782.0,,,-1.1513114429987727,0.0229068662113018,-0.0218790096950591,0.0059201586592554,-0.0676962544221608,Financial Services,9.0
2020-01-31,183.012451171875,184.0506861160117,177.5853132718243,179.61458443406605,565577.0,,,-1.1527827079261193,-0.0018017481176272,-0.0185663145652197,0.0056730290069806,-0.0296544735907275,Financial Services,9.0
2020-02-03,187.0238037109375,188.3923840151192,181.36070282182357,188.25080306717743,325637.0,,,-1.1349168529572848,0.0219184679150341,0.0065606587605093,0.007317679766031,-0.0302801075411064,Financial Services,9.0
2020-02-04,193.2060089111328,198.4443820318594,186.12714442143093,186.83501869008543,466773.0,,,-1.1073824040603857,0.033055713109923,-0.0329751142676817,0.0271128892431913,-0.0366389458050339,Financial Services,9.0
2020-02-05,196.55667114257807,198.68033956452555,191.601460050095,191.601460050095,388237.0,,,-1.0924591469061928,0.0173424328276792,-0.0252100885901181,0.0108043568788716,-0.0252100885901181,Financial Services,9.0
2020-02-06,198.49156188964844,202.36135467440752,193.58354946979617,196.7454375480931,400318.0,186.3347900390625,,-1.0838414856233536,0.0098439332321963,-0.0087969701327963,0.0194960065199674,-0.0247265544848747,Financial Services,9.0
2020-02-07,200.0017242431641,201.03995910973717,196.2263288807332,198.49156305311288,362155.0,186.8137939453125,,-1.0771154895099306,0.007608194218126,-0.0075507408536895,0.005191129579017,-0.0188768140710663,Financial Services,9.0
2020-02-10,197.5477294921875,202.1725957287884,195.3768773296882,195.3768773296882,340466.0,187.33291015625,,-1.0880451482443072,-0.0122698679737029,-0.0109890008256721,0.0234113864456426,-0.0109890008256721,Financial Services,9.0
2020-02-11,205.94798278808597,211.23353962877368,190.9879662393653,200.09611737342416,601520.0,188.23664627075195,,-1.0506319052983082,0.0425226517029174,-0.028414288576369,0.0256645234837109,-0.0726397818817871,Financial Services,9.0
2020-02-12,209.3930206298828,211.42230685710305,200.09610559361417,207.64691151107152,378015.0,189.32679138183596,,-1.0352883158619943,0.0167277085949499,-0.0083389079232858,0.0096912792084276,-0.0443993548987556,Financial Services,9.0
2020-02-13,207.5053558349609,210.2897153802473,203.39961460910249,209.5346270838665,431614.0,190.41693954467772,,-1.0436956411039018,-0.0090149365496687,0.0097793680589117,0.0134182538763041,-0.0197861939964767,Financial Services,9.0
2020-02-14,208.16603088378903,217.0854174526117,205.0985248791078,206.7030683554512,465904.0,191.54012145996091,,-1.0407531112492086,0.0031838939586387,-0.0070278638744596,0.0428474642618417,-0.0147358624827397,Financial Services,9.0
2020-02-17,203.8243408203125,207.64693532707597,200.4736726891048,207.64693532707597,375064.0,192.45801544189453,,-1.0600902311453897,-0.0208568614439325,0.0187543572636075,0.0187543572636075,-0.0164389989817831,Financial Services,9.0
2020-02-18,201.7950592041016,203.30522059704947,200.0961333465588,201.9838388940928,345540.0,193.2532104492188,,-1.0691282926702987,-0.0099560317871942,0.0009355020421997,0.0074836390886086,-0.0084190656810106,Financial Services,9.0
2020-02-19,199.8129730224609,203.72994958613984,195.5656510555724,200.42646510325235,356099.0,193.97053604125975,,-1.077956154074173,-0.0098222730995404,0.0030703315781324,0.0196032144681546,-0.0212564875175103,Financial Services,9.0
2020-02-20,199.3882293701172,201.93662558513165,198.25561221353192,200.0017366738489,194722.0,194.8317985534668,,-1.0798478872035375,-0.0021257060836385,0.003076948452122,0.0127810765112115,-0.0056804614804157,Financial Services,9.0
2020-02-24,196.5094757080078,201.0399592820445,193.86669742950167,201.0399592820445,343439.0,195.70249862670897,,-1.0926693470272275,-0.014437931823777,0.0230547842932951,0.0230547842932951,-0.0134486048012922,Financial Services,9.0
2020-02-25,192.2621612548828,197.21737261676196,191.27112507266497,196.3207186577941,352232.0,196.20037841796875,,-1.111586134641288,-0.0216137895530089,0.0211094964106373,0.0257732011828888,-0.0051546085602565,Financial Services,9.0
2020-02-26,198.0668487548828,200.09611990181511,187.4485362142564,191.41271150756063,358771.0,197.0545623779297,,-1.085733082832821,0.030191523189551,-0.033595411292462,0.010245385129763,-0.0536097413947704,Financial Services,9.0
2020-02-27,198.63314819335935,202.83327124553276,191.74304808558657,195.42406130619912,312485.0,198.0243682861328,,-1.0832108852602491,0.0028591328737571,-0.016155847683773,0.0211451265328823,-0.0346875643387861,Financial Services,9.0
2020-02-28,194.66896057128903,201.60625895671,187.82605962680748,198.1612091242344,355909.0,198.5906768798828,,-1.100866676027946,-0.0199573316846963,0.017939421583681,0.0356363868439131,-0.0351514741970159,Financial Services,9.0
2020-03-02,202.26698303222656,204.3434530180872,191.64868513786277,195.8488086124377,388098.0,199.5534034729004,,-1.0670264273798475,0.0390304773736902,-0.0317312016206139,0.0102659858506408,-0.0524964467021888,Financial Services,9.0
2020-03-03,203.30520629882807,206.2311466466485,200.09611927402884,204.34344123187464,343962.0,200.3674736022949,,-1.062402364516824,0.0051329349508127,0.0051067798604256,0.0143918613846008,-0.0157845786796153,Financial Services,9.0
2020-03-04,203.2108154296875,207.64691687556032,200.14330948655032,202.17258054080185,405063.0,200.86771392822263,,-1.062822764758894,-0.0004642816131421,-0.0051091517284173,0.0218300459869358,-0.0150951903649958,Financial Services,9.0
2020-03-05,203.44677734375,204.15466683982152,202.03099835160697,202.1253957980655,341970.0,201.21221923828125,,-1.0617718321136684,0.0011611680882415,-0.0064949740808715,0.0034794824735682,-0.0069589649471364,Financial Services,9.0
2020-03-06,200.94558715820312,202.8332773231801,195.61283161071796,201.41751350579617,376781.0,201.33492050170895,,-1.07291169096908,-0.0122940762110022,0.0023485280481501,0.0093940364238547,-0.0265383063290997,Financial Services,9.0
2020-03-09,194.9993438720703,198.39719537976663,191.69585936551528,197.45334266360803,441267.0,201.0848014831543,,-1.0993952072207536,-0.0295913106141085,0.0125846515316876,0.0174249381573585,-0.0169410031898481,Financial Services,9.0
2020-03-11,196.0847625732422,201.88944460493587,188.81711796481576,194.99934412854856,281061.0,201.01165313720705,,-1.0945609442366957,0.0055662684787491,-0.0055354553329364,0.0296029225092158,-0.0370637907456566,Financial Services,9.0
2020-03-12,189.33624267578125,193.39478499195667,171.87501311453713,192.92287385958372,274324.0,200.1810661315918,,-1.1246176586661156,-0.0344163402035903,0.0189431834767326,0.0214356335523424,-0.0922233868934679,Financial Services,9.0
2020-03-13,189.52500915527344,192.4509495596447,163.2859886449982,163.2859886449982,340831.0,199.1876655578613,,-1.1237769261419248,0.0009969907336517,-0.1384462168197454,0.0154382812981377,-0.1384462168197454,Financial Services,9.0
2020-03-16,165.0321044921875,188.76992621564577,160.50162078186986,180.27526735562583,358402.0,197.06400299072263,,-1.2328639929641425,-0.1292331010680467,0.0923648335597633,0.1438375993356007,-0.0274521355966353,Financial Services,9.0
2020-03-17,178.05723571777344,181.1719404817383,164.22983634181676,165.07929158855572,199624.0,195.55856323242188,,-1.1748523614358046,0.078924832629778,-0.0728863619436852,0.0174927166054725,-0.0776570484216297,Financial Services,9.0
