Date_Ticker,Close_GODREJCP.NS,High_GODREJCP.NS,Low_GODREJCP.NS,Open_GODREJCP.NS,Volume_GODREJCP.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,721.4618530273438,725.1265762902663,705.0439047388886,708.415462070215,1243343.0,,,-0.843061236167024,,-0.0180832720432612,0.005079580088046,-0.0227565022593548,Fast Moving Consumer Goods,8.0
2020-01-13,725.9083862304688,732.9446669627491,717.6016800048909,725.370905404134,1032614.0,,,-0.8238811342120289,0.0061632270430748,-0.0007404251507905,0.0096930699048936,-0.0114431881255888,Fast Moving Consumer Goods,8.0
2020-01-14,734.6548461914062,737.8309396401885,720.3379703249434,725.9083615337837,1045858.0,,,-0.7861533165768957,0.0120489859696435,-0.0119055699461673,0.0043232457598936,-0.019487894132441,Fast Moving Consumer Goods,8.0
2020-01-15,745.1115112304688,747.3591961315022,731.9673591402357,734.6548227418854,980328.0,,,-0.7410485366513798,0.0142334391357681,-0.0140337229139237,0.0030165751933179,-0.0176405167443017,Fast Moving Consumer Goods,8.0
2020-01-16,729.7685546875,754.4443578423167,724.3447762205324,743.645651955488,870590.0,,,-0.8072303140815771,-0.0205914904168257,0.0190157511978992,0.0338131904921326,-0.0074321898801055,Fast Moving Consumer Goods,8.0
2020-01-17,726.787841796875,733.921823625718,724.0515273532726,729.0355265310062,534526.0,,,-0.8200876063875419,-0.0040844633157719,0.0030926284190089,0.009815769360155,-0.0037649425131235,Fast Moving Consumer Goods,8.0
2020-01-20,731.527587890625,736.4138853979396,722.2436226267273,730.4037752522545,1334231.0,,,-0.7996427318828323,0.0065214988765245,-0.0015362546224826,0.0066795806312709,-0.0126912031994148,Fast Moving Consumer Goods,8.0
2020-01-21,714.9142456054688,732.8469949824186,713.2040413122747,732.8469949824186,611181.0,,,-0.8713043127788407,-0.0227104794954639,0.0250837768126475,0.0250837768126475,-0.0023921810254957,Fast Moving Consumer Goods,8.0
2020-01-22,709.5880737304688,717.3084473634173,705.7767976049954,715.891409209625,487900.0,,,-0.8942787323829792,-0.0074500849685673,0.0088830910672133,0.0108800780604452,-0.0053711107423728,Fast Moving Consumer Goods,8.0
2020-01-23,724.1981201171875,726.1037880178692,707.5358580416383,712.8130830516515,757948.0,,,-0.8312583597772971,0.0205894756797565,-0.015720887350127,0.002631417905881,-0.0230078781105548,Fast Moving Consumer Goods,8.0
2020-01-24,732.3093872070312,733.921889251345,716.8198478906279,723.1720346817514,409201.0,,,-0.7962704438750695,0.011200342647301,-0.0124774483092849,0.0022019409726039,-0.0211516328849465,Fast Moving Consumer Goods,8.0
2020-01-27,720.97314453125,735.4365721667916,718.2856810985683,730.9900536894273,270404.0,,,-0.8451692781748432,-0.0154801274895802,0.0138935953913927,0.0200609797261521,-0.0037275499830565,Fast Moving Consumer Goods,8.0
2020-01-28,719.6539306640625,724.7356324240245,710.8585950295613,718.7743732417375,473685.0,,,-0.8508597015490165,-0.0018297683862346,-0.0012221949812923,0.0070613131443231,-0.0122216182803104,Fast Moving Consumer Goods,8.0
2020-01-29,724.0026245117188,736.8536098689694,702.8938446926476,724.8333308151322,1575262.0,,,-0.8321016292354019,0.0060427570285671,0.0011473802377079,0.0177499154314773,-0.0291556675409945,Fast Moving Consumer Goods,8.0
2020-01-30,667.9568481445312,714.181209173743,662.1909934092087,707.535856703205,2892436.0,,,-1.0738548459018231,-0.0774110127086705,0.0592538405267009,0.0692026156444312,-0.0086320766848024,Fast Moving Consumer Goods,8.0
2020-01-31,657.3536376953125,670.937509187646,656.3763781787193,669.2761560800001,1859249.0,,,-1.119591748827311,-0.0158740949788487,0.0181371452153029,0.0206644805982343,-0.0014866571972119,Fast Moving Consumer Goods,8.0
2020-02-03,652.125244140625,659.9921710863025,641.0822238602739,646.4571510420292,1822043.0,,,-1.1421444020649545,-0.0079536998882645,-0.0086917247101288,0.0120635215648561,-0.0169338947994625,Fast Moving Consumer Goods,8.0
2020-02-04,639.6651611328125,661.213720078057,636.1959020143979,655.3501633774636,2088083.0,,,-1.1958909168305676,-0.0191068864758218,0.0245206448587473,0.033687248039401,-0.0054235548990517,Fast Moving Consumer Goods,8.0
2020-02-05,648.2914428710938,650.7420797003184,636.7244490031535,645.007613451933,1410185.0,,,-1.1586814874448903,0.0134856207003748,-0.005065359808881,0.0037801468092366,-0.0178422744818493,Fast Moving Consumer Goods,8.0
2020-02-06,639.0770874023438,651.8693997471715,635.0580070848494,651.2812708372948,1348347.0,703.2664764404296,,-1.1984275703519036,-0.0142132918305111,0.0190965748507074,0.0200168533608748,-0.0062888818840787,Fast Moving Consumer Goods,8.0
