Date_Ticker,Close_BANKBARODA.NS,High_BANKBARODA.NS,Low_BANKBARODA.NS,Open_BANKBARODA.NS,Volume_BANKBARODA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,87.02972412109375,88.2677640881913,86.20436181080501,86.38777254790422,17790397.0,,,-0.6371376208848157,0.0063628376334369,-0.007376233576201,0.0142254842193332,-0.0094836829442355,Financial Services,9.0
2020-01-24,87.67166137695312,88.54287979710476,86.98386067525631,87.12142221492978,21508398.0,,,-0.6286375642223123,0.007376069065394,-0.0062761347667125,0.0099372865355629,-0.0078451884097364,Financial Services,9.0
2020-01-27,84.69119262695312,86.11265022519632,84.37022036186711,85.51655487765335,44570494.0,,,-0.6681027191491835,-0.0339958055224387,0.0097455499810443,0.0167840073347935,-0.0037899131554307,Financial Services,9.0
2020-01-28,85.470703125,85.97509313673726,84.59949164654945,84.96632010993373,23833458.0,,,-0.6577810197277276,0.0092041506781048,-0.0059012386306055,0.0059013204910645,-0.0101931006367925,Financial Services,9.0
2020-01-29,85.92922973632812,86.38776352787026,85.60825748158271,85.97508591415051,14424795.0,,,-0.6517095506830823,0.005364722584036,0.000533650516397,0.0053361794694208,-0.0037353093438671,Financial Services,9.0
2020-01-30,85.37899017333984,85.79167478173629,84.37021723615467,85.74581860413545,18403471.0,,,-0.6589954145594361,-0.0064034038787113,0.0042964718843694,0.0048335616005599,-0.0118152362207273,Financial Services,9.0
2020-01-31,85.01216125488281,86.29605725696739,84.73704518086704,85.74581811226552,22498038.0,,,-0.6638526908179319,-0.0042964775960957,0.0086300224174169,0.0151024980794831,-0.0032361966800363,Financial Services,9.0
2020-02-03,78.7761001586914,81.8941310781862,78.31756640572658,81.52730267648037,27702836.0,,,-0.7464259831212409,-0.073354929508197,0.0349243299966204,0.0395809250929362,-0.0058207216661033,Financial Services,9.0
2020-02-04,79.8765869140625,80.61024379597661,78.95951931000513,79.60147083084763,21444489.0,,,-0.7318541543457537,0.0139698049681845,-0.003444264381387,0.0091848802040508,-0.0114810564583088,Financial Services,9.0
2020-02-05,80.83950805664062,81.34389102439587,79.78487894708645,80.24341273413867,18282043.0,,,-0.7191038673064397,0.0120551112632555,-0.0073738118505656,0.0062393126811441,-0.0130459614971337,Financial Services,9.0
2020-02-06,84.04924774169922,84.82875380980656,80.70194957041056,81.25218873632924,31183865.0,86.0897201538086,,-0.6766028768344664,0.0397050868099008,-0.0332788107035284,0.0092743967263446,-0.0398254387900721,Financial Services,9.0
2020-02-07,84.41607666015625,85.05802119123315,82.76535215642903,83.95754285319543,19744328.0,85.86045341491699,,-0.6717456005759708,0.0043644521314976,-0.0054318303468045,0.007604529332265,-0.019554622401758,Financial Services,9.0
2020-02-10,82.62779235839844,84.64534534959749,82.16925854176286,84.23266071662299,12920134.0,85.51884574890137,,-0.6954247339412052,-0.0211841674300633,0.0194228638139504,0.024417365315146,-0.0055493896611286,Financial Services,9.0
2020-02-11,82.8570556640625,84.00339015580845,82.53608340570773,83.26974027909333,10892762.0,85.17723808288574,,-0.6923889994188825,0.0027746512295721,0.0049806816296251,0.0138350860111862,-0.0038738071945993,Financial Services,9.0
2020-02-12,80.93122100830078,83.636567807077,80.28927644486367,83.04047942531582,15597107.0,84.73016777038575,,-0.7178894724747312,-0.0232428565114583,0.0260623575270007,0.033427727458835,-0.0079319767506197,Financial Services,9.0
2020-02-13,80.74781036376953,81.7107272099845,80.47268726675325,80.93122109733305,14891172.0,84.28997573852538,,-0.7203180600925894,-0.0022662532734114,0.0022714019456038,0.0119249901870652,-0.0034071895668358,Financial Services,9.0
2020-02-14,79.2804946899414,81.57316379024822,78.95952241523261,80.83951387615254,15401905.0,83.7901741027832,,-0.7397471651265721,-0.0181715846809697,0.0196645996257756,0.0289184509919271,-0.0040485654884481,Financial Services,9.0
2020-02-17,75.47466278076172,79.1887821906269,75.1995397148442,78.22586545325602,22256419.0,83.22159233093262,,-0.7901411663793637,-0.0480046438164133,0.0364520035085944,0.049210149115259,-0.0036452374317549,Financial Services,9.0
2020-02-18,74.282470703125,75.56636665782166,71.71467879373166,75.42880512755593,28227097.0,82.59110794067382,,-0.8059272889637799,-0.0157959245356258,0.0154320987654319,0.017283969455295,-0.0345679389105902,Financial Services,9.0
2020-02-19,74.37417602539062,75.74977733410933,73.54881384082539,74.92441514954409,15937963.0,81.98584327697753,,-0.8047129951548508,0.0012345486276584,0.0073982550605415,0.0184956846883128,-0.0110974296277711,Financial Services,9.0
2020-02-20,75.4288101196289,76.34587771986756,73.64053109783175,73.68638027984136,18131343.0,81.40579757690429,,-0.7907483132838282,0.0141801113047388,-0.0231003225030871,0.0121580547112463,-0.0237081695834916,Financial Services,9.0
2020-02-24,73.2737045288086,75.2912505021659,73.09028680607658,74.19077215245659,15685366.0,80.68589973449707,,-0.819284621884779,-0.0285713852227331,0.0125156443166789,0.0275343793019782,-0.0025031861554086,Financial Services,9.0
2020-02-25,73.41126251220703,74.46588463093032,72.8151671864045,73.82394012417089,13755466.0,80.12190322875976,,-0.8174631811713854,0.0018773171669565,0.0056214482334402,0.0143659444427606,-0.0081199437988608,Financial Services,9.0
2020-02-26,73.54882049560547,74.32833357174668,72.49419832750046,72.67760905325679,15584386.0,79.52580909729004,,-0.8156417404579918,0.0018737994510796,-0.0118453489325601,0.01059858024763,-0.0143390765616427,Financial Services,9.0
2020-02-27,71.806396484375,73.68638088223088,70.79761651852924,73.36540861885749,23401192.0,78.81966743469238,,-0.8387136258959823,-0.0236907131819276,0.0217113267175539,0.0261812942843464,-0.0140486086927543,Financial Services,9.0
2020-02-28,69.97225189208984,71.16443542438226,67.22104943756473,70.06395724124008,34963801.0,78.04933052062988,,-0.8630000071884608,-0.0255429137525967,0.0013105959386823,0.0170379471869932,-0.0393184781128378,Financial Services,9.0
2020-03-02,65.24935913085938,71.85224284894434,64.51570227477424,71.07273681227282,40961015.0,77.06119041442871,,-0.9255370475533224,-0.0674966523660556,0.0892480441031535,0.1011946141086643,-0.0112438936697257,Financial Services,9.0
2020-03-03,66.8542251586914,67.31275892933172,65.1117954309242,65.34106231624436,23348154.0,76.46509666442871,,-0.9042866028287256,0.0245958895107832,-0.0226337653133404,0.0068587104188537,-0.0260631205227673,Financial Services,9.0
2020-03-04,67.22106170654297,68.0005678115975,65.34107022081945,66.99179479348746,24339350.0,75.83232040405274,,-0.8994292255474504,0.0054871109040723,-0.0034106410585478,0.0115961587821613,-0.0279672983138933,Financial Services,9.0
2020-03-05,67.54203033447266,69.10104246030865,64.79082752652404,67.12934571527803,27590830.0,75.16744651794434,,-0.8951791972161988,0.0047748223515256,-0.0061100416607404,0.0230821033675721,-0.0407331967120987,Financial Services,9.0
2020-03-06,65.79959869384766,66.62496091303487,63.04839596100385,64.01131971616732,22864611.0,74.25496406555176,,-0.9182511836769688,-0.0257977385636227,-0.0271776578152221,0.0125435752735736,-0.0418118466898955,Financial Services,9.0
2020-03-09,63.5986328125,66.57910233216057,62.81912679899971,63.9196050537448,25784019.0,73.21409187316894,,-0.9473947402051632,-0.0334495335083776,0.0050468418431428,0.0468637357102867,-0.0122566473370333,Financial Services,9.0
2020-03-11,61.076698303222656,64.79082473245164,59.88451466919293,63.96546252632629,26729070.0,72.13653717041015,,-0.9807883250646098,-0.0396539107485604,0.0472973212920253,0.0608108580262436,-0.0195194512334473,Financial Services,9.0
2020-03-12,51.951881408691406,57.72940664122119,51.4933476045488,56.94989707517757,34993748.0,70.59127845764161,,-1.1016123774630815,-0.149399315091166,0.0962047096459919,0.111209162707305,-0.0088261250932462,Financial Services,9.0
2020-03-13,59.93037033081055,60.84743799309279,42.643646296124416,46.816303459841535,47239291.0,69.54123592376709,,-0.9959671492103924,0.1535745906746769,-0.2188217225854016,0.0153022191790257,-0.2884468081753022,Financial Services,9.0
2020-03-16,58.41720581054688,59.10500300033035,55.299174625074784,56.85819021781083,26404655.0,68.42470569610596,,-1.01600335063745,-0.0252487096594119,-0.0266876097736016,0.0117738803189948,-0.0533752195472031,Financial Services,9.0
2020-03-17,60.66402053833008,63.82790082400872,56.99575029560923,58.50890967173051,31265472.0,67.49388198852539,,-0.9862526977161804,0.0384615233920954,-0.035525355020574,0.0521541476743956,-0.0604686305023763,Financial Services,9.0
2020-03-18,59.746952056884766,61.71864868129529,57.77525543247424,60.526458072115865,31388917.0,66.70749645233154,,-0.9983958378510298,-0.0151171728037028,0.0130467913156295,0.0330007901078079,-0.0330007901078081,Financial Services,9.0
2020-03-19,56.35380554199219,63.27766532335937,55.20747102526466,55.29917638726874,40171350.0,65.81106319427491,,-1.0433253654294716,-0.0567919600595187,-0.0187144265516832,0.1228641032273827,-0.0203417410004961,Financial Services,9.0
2020-03-20,58.00452423095703,61.351822285516285,56.720628224139325,56.90404243916117,31615664.0,64.99258060455323,,-1.02146777380041,0.0292920535372683,-0.0189723440780941,0.0577075340059904,-0.0221344114763463,Financial Services,9.0
2020-03-23,49.384090423583984,55.89527268865241,48.51287897467992,52.731388668854095,17303010.0,63.690344619750974,75.72043731689453,-1.1356131597383825,-0.1486165764078851,0.0677809030511487,0.1318477714020816,-0.0176415408572152,Financial Services,9.0
2020-03-24,50.805545806884766,52.181147189760686,47.41239502945712,50.48457005187925,19141492.0,62.56693668365479,74.95652000427246,-1.1167913026316434,0.0287836704312761,-0.0063177306710878,0.0270758115286207,-0.0667870155420677,Financial Services,9.0
2020-03-25,53.37333679199219,54.97820514528375,48.4211701882155,48.69628977768412,24727678.0,61.56504039764404,74.23478782653808,-1.0827905203563428,0.0505415490440308,-0.0876289041574365,0.0300687281281681,-0.0927835301561974,Financial Services,9.0
2020-03-26,51.30992889404297,55.0699043597124,50.20944716071644,54.29039836020422,30819416.0,60.45309581756592,73.46720222473145,-1.1101126361711438,-0.0386599006539684,0.0580875774027291,0.0732796857589479,-0.0214477345232551,Financial Services,9.0
2020-03-27,49.842620849609375,56.39965535069036,48.92555328293148,52.54797087097619,38981414.0,59.35490703582764,72.66660209655761,-1.1295416401823473,-0.0285969611741938,0.0542778444482221,0.1315547695789429,-0.018399264545999,Financial Services,9.0
2020-03-30,48.100196838378906,49.38408939322323,47.04556768767169,47.77922107591635,18352697.0,58.26130428314209,71.83757301330566,-1.1526135256203376,-0.0349585150525671,-0.0066730654666771,0.0266920436762103,-0.0219256722431067,Financial Services,9.0
2020-03-31,49.10897064208984,51.53920124881252,47.32068807283498,48.97141259727662,22322014.0,57.454284858703616,71.03422187805175,-1.139256091676559,0.0209723425270069,-0.0028010777463808,0.0494864904506835,-0.036414580592373,Financial Services,9.0
2020-04-01,46.99971389770508,49.84262202193949,46.58703278332647,49.52164976538681,16339932.0,56.4615592956543,70.23729019165039,-1.167185303884435,-0.0429505387062009,0.0536585365853659,0.0604877751048018,-0.0087805026915016,Financial Services,9.0
2020-04-03,44.66119003295898,47.045564244847945,44.47777582473636,46.99971156737605,20734879.0,55.3335657119751,69.39267082214356,-1.1981503011260233,-0.0497561297891279,0.0523613798174946,0.053388058180477,-0.0041067917824685,Financial Services,9.0
2020-04-07,44.15680694580078,46.67874288043803,43.74412582046581,46.08264753291692,25455987.0,54.1643045425415,68.54621757507324,-1.204828967586523,-0.0112935433826545,0.0436136740928745,0.0571131861443863,-0.0093458099414097,Financial Services,9.0
2020-04-08,44.34021759033203,47.22898196417388,43.37729729849652,44.01924532583196,27158184.0,53.091335487365725,67.692427444458,-1.202400379968665,0.0041536210885078,-0.0072388518131687,0.0651499819087877,-0.0217166343370733,Financial Services,9.0
2020-04-09,46.678741455078125,47.59580903967034,44.752897428433336,44.93631164501882,26072505.0,52.24534091949463,66.8725690460205,-1.1714353827270765,0.0527404688527281,-0.0373281231615071,0.0196463648334386,-0.0412574111171816,Financial Services,9.0
2020-04-13,45.7158203125,46.95386372165122,44.6611946287809,46.67874413017386,14154302.0,51.4772970199585,66.09306159973144,-1.1841856697663906,-0.0206286869046116,0.0210632514322524,0.0270812904742452,-0.0230691624148924,Financial Services,9.0
2020-04-15,44.89046096801758,47.595811162917215,44.47777983687435,46.03679549989578,20241232.0,51.1242259979248,65.2814567565918,-1.1951144655809212,-0.0180541295954115,0.0255362610933069,0.0602655917663015,-0.0091930695796874,Financial Services,9.0
2020-04-16,45.486549377441406,46.03679201003249,44.24850957619789,45.07387177591697,19193391.0,50.40203495025635,64.47260314941406,-1.1872215053114925,0.0132787321976603,-0.0090725193968901,0.0120968207112226,-0.0272177120091133,Financial Services,9.0
2020-04-17,46.03679656982422,48.00848991147709,44.98216737665178,46.9997168993138,35112523.0,49.78301448822022,63.68575927734375,-1.1799355404123593,0.0120969209560596,0.0209163191454713,0.0428286390140633,-0.0229083965816969,Financial Services,9.0
2020-04-20,46.953861236572266,48.78799641379513,45.53240717389159,46.77044701918294,47810191.0,49.09750652313232,62.92459327697754,-1.1677924507888997,0.0199202536900483,-0.0039062648429532,0.0390624994179233,-0.0302734221477296,Financial Services,9.0
2020-04-21,44.52362823486328,45.85337686357393,44.386070203273576,45.66996265645263,23443042.0,48.33634033203125,62.23954383850098,-1.1999717923508066,-0.0517578946162596,0.0257466533397145,0.0298661335885788,-0.0030895512572354,Financial Services,9.0
2020-04-22,44.29436111450195,44.70704220374196,43.10217402206917,44.47777532064584,26224358.0,47.73336811065674,61.52789932250977,-1.203007577384519,-0.0051493359694753,0.0041408026107376,0.0093167861293497,-0.0269150985009344,Financial Services,9.0
2020-04-23,44.431922912597656,45.1197235660486,44.01924182086009,44.56948094428683,16711632.0,47.05473804473877,60.7997476196289,-1.2011860861597357,0.0031056277737047,0.0030959279426137,0.0154798759172301,-0.009287941297282,Financial Services,9.0
2020-04-24,42.506080627441406,44.01924352287428,42.2768137340931,43.69827127152072,18982469.0,46.71083755493164,59.96888427734375,-1.2266866602383637,-0.0433436628197385,0.0280475317056083,0.0355987395943533,-0.0053937434353872,Financial Services,9.0
2020-04-27,42.87290954589844,43.83582980929435,42.6894953294575,43.33144333783318,17013194.0,46.314205741882326,59.13802093505859,-1.2218293839798682,0.0086300339396667,0.0106951871657754,0.0224598767285677,-0.0042780911858706,Financial Services,9.0
2020-04-28,43.37730026245117,43.56071449684183,42.82706105761476,43.10218066003296,17324239.0,45.81440391540527,58.35301109313965,-1.215150616496589,0.0117647885785019,-0.0063424786870924,0.0042283460077257,-0.0126849573741849,Financial Services,9.0
2020-04-29,44.1109504699707,44.61534045217569,43.28559172318447,43.60656398610101,26516294.0,45.45445499420166,57.57808898925781,-1.2054361650023773,0.0169132288796359,-0.0114344959357215,0.0114345752433595,-0.0187109717200066,Financial Services,9.0
2020-04-30,45.119728088378906,46.99971602990816,44.38607468416449,44.93631386274146,41910726.0,45.21831035614014,56.86185913085937,-1.1920786805472088,0.0228690973026062,-0.0040650560942695,0.0416666505136467,-0.016260146842582,Financial Services,9.0
2020-05-04,42.04754638671875,44.01924304755801,41.72657413883103,44.01924304755801,23189709.0,44.915677833557126,56.08785385131836,-1.2327582303057885,-0.0680895437942905,0.0468920740988121,0.0468920740988121,-0.0076335547605009,Financial Services,9.0
2020-05-05,40.35097885131836,42.643648104234174,40.16756461141796,42.643648104234174,26003403.0,44.47777824401855,55.3092635345459,-1.2552229183279249,-0.0403487880076701,0.0568181818181818,0.0568181818181818,-0.0045454718849876,Financial Services,9.0
2020-05-06,38.79195785522461,40.53438765300535,38.3334240661597,40.35097343771236,33143222.0,44.06739044189453,54.57560943603516,-1.2758663171708369,-0.0386365099552674,0.0401891440567692,0.0449172945661484,-0.0118203311824631,Financial Services,9.0
2020-05-07,38.975372314453125,39.66317300235524,38.1500100896365,38.516838522518384,17313624.0,43.78309955596924,53.86946746826172,-1.2734376790415889,0.0047281567976804,-0.0117647058823529,0.0176470588235293,-0.0211765064912684,Financial Services,9.0
2020-05-08,37.69147872924805,39.754880926068246,37.5997733642791,39.43390865034149,19319340.0,43.4598331451416,53.135813522338864,-1.2904380449235442,-0.0329411499868848,0.0462287493045834,0.054744527579891,-0.0024330529886529,Financial Services,9.0
2020-05-11,37.59977340698242,38.37927950511008,37.1870922674826,38.37927950511008,19452306.0,43.12281093597412,52.379232788085936,-1.2916523387324734,-0.0024330518556827,0.0207316701005144,0.0207316701005144,-0.010975628364377,Financial Services,9.0
2020-05-12,37.64562225341797,38.104156028729605,36.0866067176914,37.23294115597049,24650906.0,42.67115497589111,51.66667114257813,-1.2910452423393983,0.0012193915622649,-0.0109622599586599,0.0121802681922731,-0.0414129304393425,Financial Services,9.0
2020-05-13,40.4885368347168,41.40560445499727,38.700254275502814,40.35097529234059,57645381.0,42.40979080200195,51.00821662902832,-1.2534014776145312,0.0755178002414533,-0.0033975429375914,0.0226500558423274,-0.0441676261731598,Financial Services,9.0
2020-05-14,39.57146835327149,41.17633665383673,39.29634527450637,39.98414597474862,26195162.0,42.14384117126465,50.32866958618164,-1.2655446177493808,-0.022650077111677,0.0104286658708994,0.0405561978705943,-0.0069525617879269,Financial Services,9.0
2020-05-15,38.1500129699707,39.98414827618728,37.96660223801742,39.57147063095693,24225903.0,41.77701435089112,49.65554191589356,-1.2843664748561194,-0.0359212190614419,0.0372596901108555,0.048076924840374,-0.0048076191244718,Financial Services,9.0
2020-05-18,35.398807525634766,38.24171914969817,35.169540628452324,38.05830493228517,35347912.0,41.24511489868164,48.96407302856446,-1.320795895260668,-0.0721154523984438,0.075129576179211,0.0803109432995632,-0.0064766841938507,Financial Services,9.0
2020-05-19,33.47296524047852,36.04075365514959,33.2895510326445,35.76563409256609,43613240.0,40.57107009887695,48.32854515075684,-1.3462964693392965,-0.0544041570824557,0.0684931506849315,0.0767123078646725,-0.0054794729572452,Financial Services,9.0
2020-05-20,33.610530853271484,34.11491736232651,33.01443547999298,33.15199702716047,28593538.0,40.02541522979736,47.66367126464844,-1.3444749276031231,0.0041097528051268,-0.0136425642341909,0.015006799840709,-0.0177353751382501,Financial Services,9.0
2020-05-21,34.435890197753906,35.85734438200165,33.564675214397056,33.88565099686301,53392745.0,39.53249168395996,47.00796783447266,-1.3335461317885924,0.0245565697276716,-0.0159786547619663,0.0412782761265877,-0.0252996213646213,Financial Services,9.0
2020-05-22,34.344181060791016,35.994901980617264,33.70223306465438,34.573447952387305,51974577.0,39.028104591369626,46.34401084899903,-1.3347604761089111,-0.0026631847307049,0.0066755672872349,0.0480640640958764,-0.0186916087764723,Financial Services,9.0
2020-05-26,34.0232048034668,35.169539244261976,33.65637988141339,34.711005467943906,33523817.0,38.603960800170896,45.70848297119141,-1.3390106054629425,-0.0093458701710218,0.0202156342546258,0.0336927237577093,-0.0107816099092471,Financial Services,9.0
2020-05-27,35.307106018066406,35.67393449291303,33.70223756269975,34.206624091862146,43369930.0,38.225670623779294,45.142652435302736,-1.3220101385582077,0.0377360457962733,-0.0311688509854404,0.0103896500228286,-0.0454545454545455,Financial Services,9.0
2020-05-28,35.398807525634766,36.63685086942108,35.123687948682885,35.35295484586533,51180429.0,37.82674598693848,44.62909461975098,-1.320795895260668,0.0025972535817984,-0.0012953170734983,0.0349741539426085,-0.0077720012673491,Financial Services,9.0
2020-05-29,35.719783782958984,35.90319800295103,34.390035060935745,35.26124998214651,33859195.0,37.40718765258789,44.304452667236326,-1.3165457659066369,0.0090674313560358,-0.0128369702235215,0.0051348076770707,-0.0372272332358749,Financial Services,9.0
2020-06-01,38.92951965332031,39.25049190849221,36.13246422086385,36.40758379648765,78512022.0,37.09767723083496,43.88443565368652,-1.2740448259460533,0.0898587709786925,-0.06478209541991,0.008244958017213,-0.0718492151294216,Financial Services,9.0
2020-06-02,38.608543395996094,39.525610968331726,37.92074271674437,39.20463871734832,45380371.0,36.92572708129883,43.48826240539551,-1.2782949553000844,-0.0082450608222915,0.0154394667324859,0.0237529699820464,-0.0178147274865347,Financial Services,9.0
2020-06-03,39.57146835327149,41.35974737523311,38.791958793995775,39.34220145319073,73275527.0,36.88675155639648,43.066411361694335,-1.2655446177493808,0.0249407222489323,-0.0057937425529421,0.0451911211885516,-0.0196987777233003,Financial Services,9.0
2020-06-04,39.25049209594727,41.35974685025015,38.79195830160597,39.80073474815794,72264968.0,36.90967826843261,42.656482162475584,-1.269794747103412,-0.0081113052075481,0.0140187453157432,0.0537383008892433,-0.0116822431988983,Financial Services,9.0
2020-06-05,42.643646240234375,43.10218007077453,39.57147097494954,39.66317634172337,77982816.0,37.09309196472168,42.38227897644043,-1.2248651185021908,0.0864487032670212,-0.0698924731182795,0.010752688172043,-0.072042977938088,Financial Services,9.0
2020-06-08,41.95584487915039,44.936314733953424,41.63487260181348,44.01924708632173,74312392.0,37.3063102722168,42.061305389404296,-1.233972473603328,-0.0161290466863277,0.0491803278688525,0.0710382513661203,-0.0076502398714992,Financial Services,9.0
2020-06-09,42.00169372558594,43.606561962358704,40.7178012351688,41.95584104705945,71124780.0,37.52640628814697,41.91365745544434,-1.233365377210253,0.0010927880624883,-0.0010916864168873,0.0382096076233977,-0.0305676361245174,Financial Services,9.0
2020-06-10,43.1021728515625,43.469001253888486,41.77242426604944,41.90998579150541,44735559.0,37.7992338180542,41.75958999633789,-1.2187936494575455,0.026200827356307,-0.0276595582353308,0.0085106707633808,-0.0308510800625415,Financial Services,9.0
2020-06-11,41.40560531616211,43.97339400668591,41.26804377092486,43.28559327717049,53650564.0,37.84508724212647,41.52023536682129,-1.2412583374796815,-0.0393615315228565,0.0454041897625525,0.0620154848822243,-0.0033222928197007,Financial Services,9.0
2020-06-12,41.68072128295898,41.81827931789618,38.37927596943975,38.51683750271204,44354760.0,37.95054988861084,41.32765121459961,-1.2376154560528945,0.0066444135931877,-0.0759076062712111,0.0033002796185639,-0.0792079698215064,Financial Services,9.0
2020-06-15,42.13925552368164,42.4602277737144,40.03000081322389,41.45145484646704,50668567.0,38.15001201629639,41.173583908081056,-1.2315438859854697,0.0110011109838957,-0.0163220889564142,0.0076169416389515,-0.0500543895293161,Financial Services,9.0
2020-06-16,41.1304817199707,43.46900697023828,40.121708728418895,43.10217851967287,48129454.0,38.43659572601318,41.03418960571289,-1.2449013199292482,-0.0239390513945843,0.0479376053294513,0.0568562572689761,-0.0245261652518405,Financial Services,9.0
2020-06-17,41.17633819580078,41.86413892179967,40.21341438073402,40.80950974260056,39634440.0,38.821764373779295,40.87553695678711,-1.244294122513394,0.0011149024740892,-0.008908719650006,0.0167037856238763,-0.0233853678413045,Financial Services,9.0
2020-06-18,42.13925552368164,42.59778930849138,40.85535952688032,41.08462641928519,30454202.0,39.24820060729981,40.77832778930664,-1.2315438859854697,0.0233852102948547,-0.0250272362738768,0.0108813926376096,-0.0304679325926816,Financial Services,9.0
2020-06-19,43.14802932739258,43.560710441771135,42.09340369990873,42.59779017377798,48150710.0,39.68380756378174,40.74806457519532,-1.2181864520416912,0.0239390513945843,-0.0127523588491045,0.0095643096755884,-0.0244420346403705,Financial Services,9.0
2020-06-22,45.30313873291016,45.94508322439396,43.46900361819048,43.60656165279339,65558629.0,40.2317554473877,40.7709912109375,-1.1896500929293508,0.0499468791301067,-0.037449437888159,0.0141699782716704,-0.0404858287089782,Financial Services,9.0
2020-06-23,46.31191253662109,46.81629900319449,45.3948449616385,46.403617894785285,64519175.0,40.84619083404541,40.81042510986328,-1.1762926589855722,0.0222671945460176,0.001980167804378,0.0108910740011989,-0.0198019801980198,Financial Services,9.0
2020-06-24,47.32068634033203,50.25530333393186,46.86215254440504,50.25530333393186,135170862.0,41.44686985015869,40.82326400756836,-1.1629352250417937,0.0217821668002428,0.0620155204954966,0.0620155204954966,-0.0096899227671637,Financial Services,9.0
2020-06-25,47.6875114440918,48.60457897186279,45.94508174199291,46.7704439163208,63333486.0,42.06130504608154,40.8626978302002,-1.1580779992946877,0.0077518973651723,-0.0192307692307692,0.0192307692307691,-0.0365384908822866,Financial Services,9.0
2020-06-26,47.54995346069336,48.69628795587242,47.22898120137732,48.51287723531197,36645445.0,42.65281352996826,40.915887680053714,-1.159899440008081,-0.002884570388197,0.0202507826935014,0.0241080045667483,-0.006750211849973,Financial Services,9.0
2020-06-29,45.16558074951172,47.22898291573307,44.89046116034928,47.22898291573307,33607170.0,42.96461658477783,40.90946830749512,-1.1914715336427444,-0.0501445855915012,0.0456852791878172,0.0456852791878172,-0.0060913550672192,Financial Services,9.0
2020-06-30,44.56948471069336,46.12850035659595,44.29436512573062,45.66996654887962,24089605.0,43.26266365051269,40.8801220703125,-1.1993645949349525,-0.0131980155890014,0.0246913744982613,0.0349794406648937,-0.0061728240016364,Financial Services,9.0
2020-07-01,47.13727951049805,47.41239911109065,44.20266227472735,44.61534342478403,56375631.0,43.640954208374026,40.88379043579101,-1.165363762148262,0.0576132934107853,-0.0535019439370137,0.00583656085904,-0.062256822333523,Financial Services,9.0
2020-07-02,47.22898483276367,48.054347132087926,46.35776984977374,47.27483751642934,48615605.0,44.03987884521485,40.93789756774903,-1.164149468339333,0.0019454945898012,0.0009708589720494,0.0174757577840565,-0.0184466167561059,Financial Services,9.0
