Date_Ticker,Close_NAVINFLUOR.NS,High_NAVINFLUOR.NS,Low_NAVINFLUOR.NS,Open_NAVINFLUOR.NS,Volume_NAVINFLUOR.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1046.6943359375,1075.3669199418987,1037.5445914439165,1074.6329813014056,37205.0,,,-2.420970719982564,,0.0266922676512637,0.0273934643763189,-0.0087415630136075,Chemicals,2.0
2020-01-13,1039.25732421875,1060.7861953419256,1033.3858139124295,1042.1930793719105,34845.0,,,-2.428819382047785,-0.0071052373777191,0.0028248587570622,0.0207156308851224,-0.0056497175141241,Chemicals,2.0
2020-01-14,1018.6581420898438,1046.988253243653,1001.3861504025682,1041.6060350349996,70990.0,,,-2.4505587614469224,-0.0198210603369011,0.0225275703368716,0.0278112057256894,-0.0169556311127508,Chemicals,2.0
2020-01-15,1024.7254638671875,1029.471577954159,1005.0559262404812,1021.2514388016892,47024.0,,,-2.444155603824988,0.0059561903318185,-0.0033902007786433,0.004631595734003,-0.0191949339801472,Chemicals,2.0
2020-01-16,1051.5875244140625,1055.8933227446669,1019.6856740499934,1021.44717501221,92732.0,,,-2.4158066857943226,0.0262139094753251,-0.0286617601503466,0.0040945696203495,-0.0303368475028691,Chemicals,2.0
2020-01-17,1051.929931640625,1064.113386954333,1045.1777904894252,1060.590504732798,283752.0,,,-2.415445325786888,0.0003256098219245,0.0082330322882493,0.0115820027049771,-0.0064188126491171,Chemicals,2.0
2020-01-20,1065.1898193359375,1074.4863772447031,1053.6424680457346,1056.920823504824,56267.0,,,-2.401451482361724,0.0126052955586423,-0.0077629317150895,0.0087276067983463,-0.0108406511971751,Chemicals,2.0
2020-01-21,1057.1163330078125,1074.486214897087,1047.5751302799013,1066.5597011374396,67719.0,,,-2.4099718489113533,-0.0075793874308319,0.0089331399343324,0.0164313816246239,-0.0090256884980328,Chemicals,2.0
2020-01-22,1050.2174072265625,1074.4863637718229,1045.177789883105,1062.0094046296635,21003.0,,,-2.4172526411324493,-0.006526174618474,0.0112281488784704,0.0231085072274226,-0.0047986419847733,Chemicals,2.0
2020-01-23,1053.104248046875,1061.6178895736598,1046.1073415624023,1055.8931913431545,26214.0,,,-2.414206009112549,0.0027488030577746,0.0026483069472484,0.0080843292984285,-0.006644077732522,Chemicals,2.0
2020-01-24,1059.02490234375,1071.550841238426,1041.2146987010824,1053.104533296476,55686.0,,,-2.4079576372478098,0.0056220970600542,-0.0055903964431538,0.0118278039231698,-0.0168175494299062,Chemicals,2.0
2020-01-27,1084.56591796875,1097.0917356195732,1061.764837275203,1069.202060170409,72275.0,,,-2.381002886062227,0.0241174835157083,-0.0141659050351826,0.0115491529314164,-0.0210232317978886,Chemicals,2.0
2020-01-28,1173.95947265625,1190.8889208121927,1088.186476911347,1098.9509114851105,669278.0,,,-2.2866612569126885,0.0824233485548969,-0.0638936546944182,0.0144208114081123,-0.0730629955656215,Chemicals,2.0
2020-01-29,1219.072265625,1232.0385168949429,1184.234663462653,1191.6718855828567,300424.0,,,-2.2390513995909185,0.0384278963793152,-0.0224764198274132,0.0106361629540436,-0.0285771427541139,Chemicals,2.0
2020-01-30,1168.6260986328125,1217.3596768888035,1134.1799562010638,1217.3596768888035,212880.0,,,-2.292289841613161,-0.0413807847283971,0.0417016001208643,0.0417016001208643,-0.0294757600160116,Chemicals,2.0
2020-01-31,1119.9906005859375,1191.8187678437166,1105.801117223337,1191.8187678437166,161779.0,,,-2.3436173913037543,-0.0416176723280219,0.0641328304185779,0.0641328304185779,-0.0126692878986457,Chemicals,2.0
2020-02-03,1144.7974853515625,1159.6230700112935,1097.9722232511997,1105.7519251789374,94399.0,,,-2.317437406280279,0.0221491901384234,-0.0341069583679547,0.0129503993932849,-0.0409026598149656,Chemicals,2.0
2020-02-04,1131.8804931640625,1171.3663785238152,1125.3728782810254,1135.9416452682276,71322.0,,,-2.33106937438962,-0.011283211531106,0.0035879689849698,0.0348852070498837,-0.0057493833689507,Chemicals,2.0
2020-02-05,1119.745849609375,1139.1707373325132,1096.9937491038754,1137.849671516977,87620.0,,,-2.343875689633489,-0.01072078159132,0.0161677954992354,0.0173475862669325,-0.0203189862355254,Chemicals,2.0
2020-02-06,1123.2686767578125,1125.519469856734,1115.0975165653942,1120.479733626482,41566.0,1090.1706146240235,,-2.340157868437569,0.0031460952944513,-0.0024828816017378,0.002003788715464,-0.0072744485460088,Chemicals,2.0
2020-02-07,1115.78271484375,1125.372896877882,1108.7369497066436,1123.2689149620458,24599.0,1093.625033569336,,-2.3480581901687376,-0.0066644446417484,0.006709370936387,0.0085950265285072,-0.0063146390810445,Chemicals,2.0
2020-02-10,1119.648193359375,1132.2719653484494,1108.5412760947654,1125.3728924427369,23461.0,1097.6445770263672,,-2.3439787513111887,0.0034643649379048,0.0051129445099942,0.0112747665417993,-0.0099200064185202,Chemicals,2.0
2020-02-11,1107.0242919921875,1126.3023688967846,1101.9356977252803,1125.1770917008068,30924.0,1102.0628845214844,,-2.3573014055603334,-0.0112748820942683,0.0163978332182321,0.0174143214779005,-0.0045966419198893,Chemicals,2.0
2020-02-12,1104.284423828125,1125.372982721606,1098.9511822577076,1125.372982721606,19599.0,1106.0408325195312,,-2.360192929755296,-0.0024749846808978,0.01909703554486,0.01909703554486,-0.0048295905070625,Chemicals,2.0
2020-02-13,1124.736572265625,1125.6173225992316,1084.908213154123,1096.015128286146,118700.0,1109.698284912109,,-2.3386087225946453,0.0185207252734765,-0.0255361519201102,0.0007830725481188,-0.0354112777103652,Chemicals,2.0
2020-02-14,1190.693359375,1213.3476271696936,1115.586956800904,1115.586956800904,348164.0,1116.636456298828,,-2.2690011231304545,0.05864198669784,-0.0630778713786727,0.019026114168122,-0.0630778713786727,Chemicals,2.0
2020-02-17,1176.7974853515625,1214.3750552497193,1164.5161953409147,1198.7666716744711,69104.0,1122.216839599609,,-2.283666155731638,-0.0116704052424811,0.0186686210638404,0.0319320616893827,-0.0104361966808408,Chemicals,2.0
2020-02-18,1249.7017822265625,1259.830111141797,1169.408850601543,1177.335363689285,261185.0,1131.8461120605468,,-2.2067264908616955,0.0619514383591839,-0.0579069499351629,0.0081045966800088,-0.0642496736157034,Chemicals,2.0
2020-02-19,1246.5216064453125,1278.0319953004175,1237.9589877937974,1261.39605049176,132911.0,1141.6613220214845,,-2.210082694395987,-0.002544747736203,0.0119327607075057,0.0252786543708318,-0.0068692099737709,Chemicals,2.0
2020-02-20,1250.9739990234375,1275.7811026644818,1213.4452915196869,1247.7935980577608,93950.0,1151.5548095703125,,-2.2053838548554627,0.0035718535122883,-0.0025423397833683,0.0198302312121672,-0.0299995903456403,Chemicals,2.0
2020-02-24,1185.99609375,1256.796817096516,1159.721109266182,1256.796817096516,68046.0,1157.903369140625,,-2.273958389827811,-0.0519418511688987,0.0596972652099141,0.0596972652099141,-0.0221543600542047,Chemicals,2.0
2020-02-25,1423.15625,1423.15625,1176.7484928601923,1206.0570665838848,1205910.0,1174.8328857421875,,-2.0236710443005084,0.1999670635508786,-0.1525476794386527,0.0,-0.1731417454266232,Chemicals,2.0
2020-02-26,1509.0272216796875,1594.8980653679469,1442.4344569401053,1443.4130420533618,2199975.0,1191.5862731933594,,-1.933046978692696,0.0603384004248918,-0.0434811106676332,0.0569047678229934,-0.0441295980502315,Chemicals,2.0
2020-02-27,1447.816650390625,1521.6998251824414,1429.4192027924391,1491.1680179516095,642023.0,1203.0234924316403,,-1.997645651793583,-0.0405629337958061,0.0299425811612874,0.0510307536329841,-0.0127070286097498,Chemicals,2.0
2020-02-28,1399.5721435546875,1428.734022760626,1308.1234280310046,1399.3764743477363,535572.0,1214.5707946777345,,-2.048560568292085,-0.033322248934574,-0.0001398064457428,0.0208362815309197,-0.0653404799065362,Chemicals,2.0
2020-03-02,1348.8814697265625,1492.3419942679027,1306.4108605558365,1433.822568611849,260790.0,1226.0153381347657,,-2.102057050989869,-0.036218693020982,0.0629715069794125,0.1063551748326869,-0.0314857977694182,Chemicals,2.0
2020-03-03,1384.0616455078125,1434.6055837232675,1347.21789704142,1391.547844511928,223879.0,1237.978546142578,,-2.064929596906937,0.0260809986428099,0.0054088624075474,0.0365185599785264,-0.0266200198423058,Chemicals,2.0
2020-03-04,1342.0802001953125,1398.1041851723278,1276.0746971183946,1391.841337438518,253551.0,1248.4885314941407,,-2.109234781533265,-0.0303320632059686,0.0370776181900036,0.0417441409007168,-0.0491814893531042,Chemicals,2.0
2020-03-05,1393.361083984375,1413.2845178175198,1310.625124720509,1378.9338524538996,428357.0,1262.1692932128906,,-2.0551154198208845,0.0382099995079277,-0.0103542661671159,0.0142988304052333,-0.0593786924400666,Chemicals,2.0
2020-03-06,1444.4454345703125,1479.0414607762602,1276.3725413002828,1323.8746267753868,427034.0,1278.2281311035156,,-2.0012034697348744,0.0366626793105629,-0.0834720404864532,0.0239510786478682,-0.1163580771190759,Chemicals,2.0
2020-03-09,1382.17236328125,1440.7647226777212,1350.4715656706708,1439.783275318949,287655.0,1291.5476135253907,,-2.066923453889135,-0.0431120967249186,0.0416814237993674,0.0423914997528775,-0.0229354879700547,Chemicals,2.0
2020-03-11,1429.1839599609375,1447.6352229279607,1375.9895474881362,1380.7005439324537,534481.0,1307.0244018554688,,-2.01730969107159,0.0340128322115216,-0.0339238456257298,0.0129103484813302,-0.0372201297824915,Chemicals,2.0
2020-03-12,1321.2738037109375,1393.5083215905763,1291.0942906456737,1354.3976595142758,516654.0,1317.7368774414062,,-2.1311928449297715,-0.075504735060803,0.0250696378830084,0.0546703625522284,-0.0228412256267409,Chemicals,2.0
2020-03-13,1326.671630859375,1361.267654523361,1109.0356522072082,1197.856649131768,589474.0,1328.8562377929688,,-2.1254962395220174,0.0040853206453326,-0.0970963565748104,0.0260773071943776,-0.1640466062511559,Chemicals,2.0
2020-03-16,1272.8883056640625,1310.968517138599,1231.2259066070542,1277.1085778975123,190006.0,1336.2638244628906,,-2.182256556725453,-0.0405400431759239,0.0033155086857743,0.0299163809621694,-0.0327306008481813,Chemicals,2.0
2020-03-17,1266.2637939453125,1370.9843370170863,1260.1788660346865,1275.882029474371,216367.0,1340.0423461914063,,-2.189247745632213,-0.0052043150127724,0.007595759726408,0.0827004164317888,-0.0048054188548399,Chemicals,2.0
2020-03-18,1154.2313232421875,1324.9540595059143,1128.664569208742,1278.875149580892,215543.0,1338.9140380859376,,-2.307481390560293,-0.0884748274718209,0.1079886014430671,0.1479103303003197,-0.0221504593738016,Chemicals,2.0
2020-03-19,1101.920166015625,1177.7369843854376,971.633012117986,1031.0105850807518,406419.0,1331.5249572753903,,-2.362688052972406,-0.0453212074332055,-0.064350924070363,0.0688042752171009,-0.1182364729458916,Chemicals,2.0
2020-03-20,1164.5367431640625,1187.5516423602844,1097.2584596353704,1097.2584596353704,206822.0,1327.425714111328,,-2.296605549366837,0.0568249670707538,-0.0577725725904501,0.019763136999602,-0.0577725725904501,Chemicals,2.0
2020-03-23,1059.17822265625,1159.089638207195,958.874323902142,958.874323902142,249065.0,1317.8359252929688,1196.9259045410156,-2.407795830413821,-0.0904724742489034,-0.0946997366529703,0.094329182203523,-0.0946997366529703,Chemicals,2.0
2020-03-24,1060.4541015625,1158.1081349780193,1041.8065976942098,1158.1081349780193,169056.0,1311.5588256835938,1197.2010998535156,-2.4064493295946745,0.0012045932204405,0.0920869967607587,0.0920869967607587,-0.017584451642758,Chemicals,2.0
2020-03-25,1088.278076171875,1128.4684246485083,1031.5013601837754,1049.1674158291682,99693.0,1294.8149169921876,1198.1815148925782,-2.377085254038667,0.0262377924404068,-0.0359381128767036,0.0369302197265672,-0.0521711474587609,Chemicals,2.0
2020-03-26,1267.6865234375,1295.5105325040258,1094.3138210166585,1109.0355316132948,232427.0,1282.7478820800782,1203.1620825195312,-2.1877462658152256,0.1648553354090453,-0.1251500184714451,0.0219486509891084,-0.136763071323594,Chemicals,2.0
2020-03-27,1266.95068359375,1324.9542106313793,1233.0907426553924,1323.9727630679486,132401.0,1273.7045837402345,1208.0065869140626,-2.1885228355566926,-0.0005804588359547,0.0450073394431214,0.0457819927711,-0.0267255398152614,Chemicals,2.0
2020-03-30,1170.8668212890625,1264.104330109231,1163.015241598943,1224.8464316586335,89385.0,1262.2693176269531,1210.3921728515625,-2.2899250914183416,-0.0758386759239454,0.0461022632020118,0.0796311818943837,-0.0067057837384744,Chemicals,2.0
2020-03-31,1198.985595703125,1241.53132914798,1159.3350850245463,1217.9765845633542,118261.0,1254.7745239257813,1213.3332861328124,-2.260249898422778,0.0240153482042519,0.0158392135220708,0.0354847744604509,-0.0330700475641044,Chemicals,2.0
2020-04-01,1182.0552978515625,1231.716513394642,1167.922431027589,1221.9020391843262,52762.0,1244.6742065429687,1215.670595703125,-2.2781173150042857,-0.0141205181381966,0.0337097100323369,0.0420125992695443,-0.0119561807723044,Chemicals,2.0
2020-04-03,1243.248779296875,1256.9890460505014,1167.9226740582446,1182.3990265308153,121073.0,1239.7326354980469,1219.3932446289064,-2.213536677696996,0.0517687129836771,-0.0489441484112886,0.0110519044799684,-0.0605881192026839,Chemicals,2.0
2020-04-07,1325.690185546875,1364.0647581098212,1265.7237683923822,1290.6034380856122,278827.0,1236.349090576172,1224.9027001953125,-2.1265320093828994,0.0663112706184397,-0.0264667777160836,0.0289468632877567,-0.0452341111130391,Chemicals,2.0
2020-04-08,1438.4095458984375,1472.1713665320278,1326.9171250342013,1326.9171250342013,222009.0,1236.047296142578,1232.6088061523435,-2.0075734543793,0.085026925280482,-0.0775109016636826,0.0234716327695827,-0.0775109016636826,Chemicals,2.0
2020-04-09,1505.8841552734375,1526.151072903668,1452.5425002555812,1515.355148915282,178814.0,1242.2328857421876,1241.5459912109377,-1.9363640187894609,0.0469091779649272,0.0062893241878387,0.0134584838808868,-0.0354221503898953,Chemicals,2.0
2020-04-13,1429.331298828125,1489.7394512016936,1396.0601986541697,1472.1715138420536,215770.0,1242.240252685547,1248.441298828125,-2.017154196765361,-0.0508358203897909,0.0299722080171702,0.0422632264633788,-0.0232773886650586,Chemicals,2.0
2020-04-15,1372.406982421875,1481.0041639303015,1357.3417884132589,1459.4123205860562,190159.0,1244.7969116210938,1252.4102490234377,-2.0772293640049115,-0.039825837755684,0.0633961640231848,0.0791289922736957,-0.0109772058883225,Chemicals,2.0
2020-04-16,1410.732666015625,1445.6230528946378,1397.581245502723,1398.562693006587,114764.0,1248.9999633789062,1256.24345703125,-2.0367822932832715,0.0279258879360384,-0.008626703912237,0.024732103905664,-0.0093224044708951,Chemicals,2.0
2020-04-17,1393.2630615234375,1473.152924283127,1376.9219341716976,1472.220596936842,108117.0,1255.018701171875,1260.7361962890625,-2.0552188679798755,-0.0123833557647229,0.0566709457775116,0.0573401139856069,-0.0117286733589793,Chemicals,2.0
2020-04-20,1394.833251953125,1421.1360950038952,1359.3048975002728,1421.1360950038952,87316.0,1261.4471740722656,1266.2330493164063,-2.053561765029561,0.0011269877692519,0.0188573386918755,0.0188573386918755,-0.0254713991103262,Chemicals,2.0
2020-04-21,1392.232421875,1409.8002365685684,1349.4903346269375,1349.4903346269375,83191.0,1273.3472290039062,1271.181748046875,-2.0563065551608988,-0.0018646172038723,-0.030700396411182,0.0126184496335093,-0.030700396411182,Chemicals,2.0
2020-04-22,1390.2203369140625,1406.365099822911,1378.2467257396895,1391.6925081144657,52181.0,1287.762237548828,1276.348544921875,-2.0584300122028045,-0.0014452220256641,0.0010589481115426,0.0116130964856158,-0.0086127435029121,Chemicals,2.0
2020-04-23,1464.6632080078125,1515.3058769602817,1408.377215717104,1438.8020893667417,316254.0,1302.7685607910155,1283.2468920898436,-1.979866610600703,0.0535475342412227,-0.0176566998472271,0.0345763235367613,-0.0384293071492297,Chemicals,2.0
2020-04-24,1474.5755615234375,1500.6330372674188,1450.7754626655335,1462.062107484746,90570.0,1323.538427734375,1290.2730297851565,-1.969405592659988,0.0067676674483463,-0.0084861395815915,0.0176711702159639,-0.0161403046943996,Chemicals,2.0
2020-04-27,1596.9622802734375,1652.512183305697,1488.8558171193715,1488.8558171193715,788592.0,1350.363836669922,1299.89662109375,-1.8402445756996024,0.0829979296710694,-0.0676950636151252,0.0347847308095141,-0.0676950636151252,Chemicals,2.0
2020-04-28,1574.97802734375,1662.2287424597937,1555.741678451819,1628.2215593477372,323921.0,1374.6988342285156,1309.0032177734374,-1.863445691756264,-0.0137662944211326,0.0338058887677208,0.0553980522910499,-0.0122137252443917,Chemicals,2.0
2020-04-29,1572.966064453125,1609.4759880744157,1539.0571208110896,1593.8709468382135,216039.0,1389.9628112792968,1318.3220532226562,-1.8655690199710724,-0.0012774545775843,0.0132901038728743,0.0232108781278661,-0.0215573268923793,Chemicals,2.0
2020-04-30,1544.01318359375,1597.796555369969,1522.2250966700378,1589.9449752453006,158885.0,1403.815936279297,1327.1166284179687,-1.8961244885212885,-0.0184065514912688,0.029748315713628,0.0348334925813496,-0.0141113347704709,Chemicals,2.0
2020-05-04,1489.788330078125,1543.8170681475565,1447.635203762013,1526.1510114236812,201271.0,1419.76201171875,1334.4176635742188,-1.953350773335024,-0.0351194239089426,0.024407951526677,0.0362660500009408,-0.0282947083589396,Chemicals,2.0
2020-05-05,1503.3323974609375,1569.8254739603522,1493.8614039320005,1499.7500896736462,270432.0,1434.9793518066406,1340.6704443359374,-1.9390570204277544,0.0090912696182163,-0.002382911319773,0.0442304553615144,-0.0062999996174718,Chemicals,2.0
2020-05-06,1513.735595703125,1540.8726442589991,1506.5219802150086,1518.691953723144,125318.0,1451.5633666992187,1347.4092065429688,-1.9280779887295008,0.0069200918304947,0.0032742561079279,0.017927205142632,-0.004765439558,Chemicals,2.0
