Date_Ticker,Close_SCI.NS,High_SCI.NS,Low_SCI.NS,Open_SCI.NS,Volume_SCI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,57.71201705932617,59.03031413435115,57.51671710015916,58.49323179642599,874596.0,,,-1.1426763708485996,,0.0135364310052921,0.0228426789115654,-0.0033840432048363,Services,18.0
2020-01-13,58.83501052856445,59.7627002362771,58.2979281899228,58.59088185417207,1407624.0,,,-1.1247784025475005,0.0194585725202409,-0.0041493775933609,0.0157676475176671,-0.0091286180424986,Services,18.0
2020-01-14,58.49322891235352,59.1767861859504,58.24910025032384,58.786182561767575,696420.0,,,-1.130225626151562,-0.0058091536508691,0.0050083343809421,0.0116860923273893,-0.0041736225981895,Services,18.0
2020-01-15,59.61622619628906,60.05565858952676,58.1514540355689,58.54206143513757,1308000.0,,,-1.1123275970528423,0.0191987569299388,-0.0180179932492666,0.0073710199600833,-0.0245700248770752,Services,18.0
2020-01-16,60.78804016113281,61.81337985256406,60.54391148578689,61.52042618717056,1717915.0,,,-1.0936515408049063,0.0196559567689759,0.0120481927710842,0.0168674576234626,-0.0040160642570281,Services,18.0
2020-01-17,61.56924819946289,62.30163419007928,59.86034755469132,60.690387245787896,2025159.0,,,-1.0812008569054892,0.0128513443805607,-0.0142743492794941,0.0118953213176116,-0.0277557497410936,Services,18.0
2020-01-20,59.90917205810547,62.10633001219404,59.56739342195701,61.56924770177172,682440.0,,,-1.1076587045860993,-0.026962748285952,0.0277098745757353,0.0366748175380819,-0.0057049467453325,Services,18.0
2020-01-21,58.68852996826172,59.81152332481152,58.39557631332502,59.66504463478925,863943.0,,,-1.127112970376113,-0.0203748783017708,0.0166389355305989,0.0191348012491896,-0.0049916679646793,Services,18.0
2020-01-22,59.46974182128906,61.520421032323455,58.00496989194803,58.883830814488064,1833727.0,,,-1.1146622256790752,0.0133111504658545,-0.0098522540851396,0.0344827327012253,-0.024630541254791,Services,18.0
2020-01-23,60.10447311401367,60.78803408163997,59.27443719089375,59.27443719089375,956736.0,,,-1.10454604881065,0.0106731805668843,-0.0138098860220504,0.0113728801237411,-0.0138098860220504,Services,18.0
2020-01-24,59.66504287719727,60.44625756749281,59.56739290346418,60.29977888178546,536027.0,,,-1.111549569903626,-0.0073111070449422,0.0106383231114843,0.0130933399629569,-0.0016366362785336,Services,18.0
2020-01-27,58.73735046386719,59.6650362871917,58.59087179433842,59.46973636129642,449729.0,,,-1.126334882429276,-0.015548340679809,0.0124688276138666,0.0157937975751083,-0.002493790890668,Services,18.0
2020-01-28,59.07913589477539,60.49508287198577,58.88383222117608,59.86034686406492,971713.0,,,-1.120887598027594,0.0058188772256327,0.0132231278852983,0.0239669547593297,-0.0033057977345363,Services,18.0
2020-01-29,60.44625854492188,61.22746952274205,59.030311552249685,59.616218854337866,1642889.0,,,-1.099098764408968,0.0231405322613627,-0.0137318621626042,0.0129240584384491,-0.023424890584748,Services,18.0
2020-01-30,59.42091369628906,60.64155698277904,59.079135066114944,60.54390700990292,653894.0,,,-1.1154404352211529,-0.0169629167017972,0.0188989573494893,0.0205423176884977,-0.0057518238767079,Services,18.0
2020-01-31,58.54205703735352,60.104479068039794,58.29792836223954,59.86035039292582,710839.0,,,-1.1294474166094843,-0.0147903592231439,0.0225187398989268,0.0266888816306771,-0.0041701417317503,Services,18.0
2020-02-03,54.39186477661133,57.126104952387855,54.19656110867565,55.66133303053175,959467.0,,,-1.1955920662098196,-0.0708924911554458,0.0233393037568054,0.0502692854346162,-0.003590677921005,Services,18.0
2020-02-04,58.59088134765625,60.05565338134766,54.880126273992936,55.12425494627484,3343677.0,,,-1.1286692678650272,0.0771993493565698,-0.059166653951009,0.0250000000000001,-0.0633333206176758,Services,18.0
2020-02-05,61.32511901855469,62.49693733867642,59.90917203695375,62.00868001571801,4540384.0,,,-1.085091722223016,0.0466666076359988,0.0111465090994198,0.0191082926356356,-0.0230891844037437,Services,18.0
2020-02-06,59.66504287719727,61.5204221789876,59.42091421775684,61.5204221789876,852299.0,59.252467727661134,,-1.111549569903626,-0.0270700842970259,0.0310965887615144,0.0310965887615144,-0.004091653130006,Services,18.0
2020-02-07,58.78618621826172,59.95800461391269,58.59088253146856,59.66504722116896,637673.0,59.30617618560791,,-1.1255565512919574,-0.014729842074268,0.0149501279032491,0.0199335672380622,-0.0033222717675209,Services,18.0
2020-02-10,57.95613861083984,59.079131863578965,57.32140637133696,58.590874575450215,610942.0,59.26223258972168,,-1.1387856271263137,-0.0141197730422597,0.010952005772373,0.019376605820476,-0.0109519414977755,Services,18.0
2020-02-11,58.73735046386719,60.05564358919688,58.05378954791178,58.05378954791178,820511.0,59.27443866729736,,-1.126334882429276,0.0134793633901833,-0.0116375851235561,0.0224438643370652,-0.0116375851235561,Services,18.0
2020-02-12,58.39557647705078,59.4209161347579,58.05379783285102,58.68853013280884,448334.0,59.21340618133545,,-1.1317819844380967,-0.0058186823906306,0.005016709713846,0.0175585158939235,-0.0058528173676661,Services,18.0
2020-02-13,56.93080520629883,58.54205592137935,56.589026557697686,58.1026235695294,534795.0,59.02054443359375,,-1.155127115545637,-0.0250835998053311,0.0205832037503119,0.028301913335704,-0.0060034044374156,Services,18.0
2020-02-14,55.85663604736328,58.102618889673685,55.71015736684208,57.22375425676164,597023.0,58.73491382598877,,-1.1722469351022793,-0.0188679776272811,0.0244754841347609,0.0402097763353657,-0.0026224042636043,Services,18.0
2020-02-17,53.80595779418945,56.54020189942735,53.46417914358867,56.54020189942735,779656.0,58.429753112792966,,-1.2049300943337875,-0.0367132430144015,0.0508167537077681,0.0508167537077681,-0.0063520595973424,Services,18.0
2020-02-18,54.733646392822266,55.66133607238356,51.46232374527794,53.61065675975993,2051552.0,58.232008934021,,-1.190144842605758,0.0172413731985084,-0.0205173546268535,0.0169491663848464,-0.0597680378183852,Services,18.0
2020-02-19,54.733646392822266,55.6125110840083,53.80595671326097,55.17307873841528,824153.0,57.99520416259766,,-1.190144842605758,0.0,0.0080285596621723,0.0160571193243446,-0.0169491663848464,Services,18.0
2020-02-20,54.19656753540039,55.17308226576797,53.708310170216606,54.29421751839392,559024.0,57.69980888366699,,-1.1987046611876482,-0.0098125904780264,0.0018017743084881,0.018018018018018,-0.0090090090090089,Services,18.0
2020-02-24,51.46232223510742,53.95243382025132,50.77876124258948,53.80595513431615,723735.0,57.2896728515625,,-1.2422823284249005,-0.0504505252755536,0.0455407528735636,0.0483870815966629,-0.0132827467325525,Services,18.0
2020-02-25,51.55997085571289,52.82943910843672,51.022888563226765,51.55997085571289,568388.0,56.93080387115479,,-1.240726030935986,0.0018974779287914,0.0,0.024621198027368,-0.0104166523675723,Services,18.0
2020-02-26,49.9975471496582,51.462319016981546,48.97220758755336,50.87640803498771,663917.0,56.47672443389892,,-1.265627520330061,-0.0303030370289972,0.0175780800345826,0.0292968745634425,-0.0205077972932488,Services,18.0
2020-02-27,47.2144775390625,49.70459264994925,46.87269893272104,49.2651603524335,895810.0,55.81513538360596,,-1.3099833363117703,-0.055664122927173,0.0434333475717143,0.0527404991154794,-0.0072388518131687,Services,18.0
