Date_Ticker,Close_CHENNPETRO.NS,High_CHENNPETRO.NS,Low_CHENNPETRO.NS,Open_CHENNPETRO.NS,Volume_CHENNPETRO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,120.35365295410156,120.79661816406406,100.8188844911102,101.79340660120516,4043969.0,,,-0.6662112492318901,,-0.1542142336134541,0.0036805298309592,-0.1623113880094789,Oil Gas & Consumable Fuels,15.0
2020-01-13,129.52301025390625,132.7123648174693,121.68253502233496,124.91617528737822,6145604.0,,,-0.6354928338278705,0.0761867801661287,-0.0355676953268547,0.0246238452712834,-0.0605334543738713,Oil Gas & Consumable Fuels,15.0
2020-01-14,129.78880310058594,130.9405153197993,124.03025552274426,128.85857348052036,1572773.0,,,-0.6346023968202629,0.0020520897882055,-0.0071672563259918,0.00887374096763,-0.0443686006825937,Oil Gas & Consumable Fuels,15.0
2020-01-15,133.42111206054688,135.37015606764024,128.23841426333993,128.23841426333993,1281236.0,,,-0.6224337385534289,0.0279863044668491,-0.0388446604676403,0.0146082128757021,-0.0388446604676403,Oil Gas & Consumable Fuels,15.0
2020-01-16,133.02244567871094,137.14203019690487,131.5606659092318,133.95267531302733,658834.0,,,-0.6237693173867583,-0.0029880307222669,0.0069930276019971,0.0309690932020898,-0.0109889707862519,Oil Gas & Consumable Fuels,15.0
2020-01-17,129.08006286621094,133.7754969186566,127.83976565306337,133.68689846704933,364891.0,,,-0.6369767591906262,-0.0296369743646274,0.0356897533092566,0.0363761370128274,-0.009608743485298,Oil Gas & Consumable Fuels,15.0
2020-01-20,135.06008911132812,145.2925881118767,134.08557376541538,141.74886645061142,2273836.0,,,-0.6169429744532421,0.0463280394534311,0.0495244552502096,0.0757625666314649,-0.0072154205755741,Oil Gas & Consumable Fuels,15.0
2020-01-21,131.206298828125,134.8829046139238,130.40895335001397,134.6614220119305,420255.0,,,-0.6298536209608147,-0.0285338941249068,0.0263335161090976,0.0280215646553296,-0.0060770365846194,Oil Gas & Consumable Fuels,15.0
2020-01-22,127.17530822753906,133.33252163947105,125.93499758972544,132.44659126312902,290511.0,,,-0.6433579091796994,-0.0307225387545332,0.0414489503430863,0.0484151640577557,-0.0097527629781285,Oil Gas & Consumable Fuels,15.0
2020-01-23,125.31484985351562,128.5927895638791,124.42891947135118,128.45990541384435,259107.0,,,-0.6495906615206247,-0.0146290848432208,0.0250972296100986,0.0261576318704062,-0.0070696360662765,Oil Gas & Consumable Fuels,15.0
2020-01-24,128.5041961669922,130.23175759470575,126.82092044088816,127.57396662338522,532134.0,,,-0.638905979735268,0.0254506654016238,-0.0072389040307923,0.0134436188018995,-0.0130989942454221,Oil Gas & Consumable Fuels,15.0
2020-01-27,125.80211639404295,129.25723953560342,125.31485197197031,128.41560836196433,148760.0,,,-0.6479582618316392,-0.0210271715130441,0.0207746263960717,0.0274647457498899,-0.0038732609278718,Oil Gas & Consumable Fuels,15.0
2020-01-28,121.63824462890624,126.68804512244984,120.66371579759743,126.06789655626464,183871.0,,,-0.6619077174356064,-0.033098582794064,0.0364166051628938,0.0415149076587673,-0.0080116975897004,Oil Gas & Consumable Fuels,15.0
2020-01-29,118.3603057861328,122.78995774641884,117.4743753940756,121.8597281311138,193736.0,,,-0.6728891945172586,-0.0269482583604668,0.029565844070259,0.0374251479908309,-0.0074850295981662,Oil Gas & Consumable Fuels,15.0
2020-01-30,114.4622039794922,118.53748919129016,112.55745904337084,118.53748919129016,263293.0,,,-0.6859482897917003,-0.0329341985114855,0.0356037632520873,0.0356037632520873,-0.0166408200252951,Oil Gas & Consumable Fuels,15.0
2020-01-31,110.47551727294922,116.7656284688023,109.14662168381616,115.96828300438747,138609.0,,,-0.6993041548030766,-0.034829721671769,0.0497193031272931,0.0569366982940868,-0.0120288695806671,Oil Gas & Consumable Fuels,15.0
2020-02-03,105.11564636230467,113.3990944908699,104.49549100884008,108.9694423623203,199000.0,,,-0.7172603469070321,-0.048516368539846,0.0366624392598284,0.0788031888232361,-0.0058997435198856,Oil Gas & Consumable Fuels,15.0
2020-02-04,105.69149017333984,107.72912585953486,104.71696141134228,106.22304701499456,238203.0,,,-0.7153312030404725,0.0054781931231282,0.0050293248849355,0.0192790893841423,-0.0092205035656066,Oil Gas & Consumable Fuels,15.0
2020-02-05,105.11564636230467,106.66602460729705,104.18541671166416,106.22305939444207,215522.0,,,-0.7172603469070321,-0.0054483460313667,0.0105351873908519,0.0147492623471927,-0.0088495831289879,Oil Gas & Consumable Fuels,15.0
