Date_Ticker,Close_SUNTV.NS,High_SUNTV.NS,Low_SUNTV.NS,Open_SUNTV.NS,Volume_SUNTV.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,419.84124755859375,422.33703960960247,411.8462754388075,412.4385051583163,2704935.0,,,-0.6407444999706099,0.0178444041470327,-0.017632241813602,0.0059446089814232,-0.0190428457572418,Media Entertainment & Publication,13.0
2020-01-24,421.1103515625,432.0664222671541,415.8649686992258,417.0917193778252,3505214.0,,,-0.6310465535077585,0.0030228187708715,-0.0095429432446006,0.0260171013702283,-0.0124560767594802,Media Entertainment & Publication,13.0
2020-01-27,418.572265625,426.9056448491913,415.2304453950991,421.1526401588687,1719346.0,,,-0.650441513624683,-0.0060271278729734,0.0061647049883148,0.0199090573087734,-0.0079838548904118,Media Entertainment & Publication,13.0
2020-01-28,417.30316162109375,423.0138485768817,412.8615162110365,418.5722031668244,1765727.0,,,-0.6601394600875344,-0.0030319830245113,0.0030410542321337,0.0136847440446021,-0.0106436898124682,Media Entertainment & Publication,13.0
2020-01-29,416.3302612304688,421.3218197952227,412.86154228929456,417.30318797990685,1574731.0,,,-0.6675739460500146,-0.0023313995198253,0.0023369109575714,0.011989420490361,-0.0083316522102485,Media Entertainment & Publication,13.0
2020-01-30,411.1271667480469,417.9376793327644,408.6736657892986,416.0764080851725,1237348.0,,,-0.7073337542110267,-0.0124975169161234,0.0120382250004866,0.0165654647407216,-0.0059677422393539,Media Entertainment & Publication,13.0
2020-01-31,401.48248291015625,415.3573595109697,393.9105495772874,411.634816529062,1555460.0,,,-0.7810342761722677,-0.0234591255892394,0.0252871147585724,0.0345591082834824,-0.0188599345056936,Media Entertainment & Publication,13.0
2020-02-03,389.8919067382813,392.7261049589301,372.379121402455,373.4366561251807,2382728.0,,,-0.8696044696650528,-0.028869444285241,-0.0422046478234447,0.0072691896694108,-0.044917027086643,Media Entertainment & Publication,13.0
2020-02-04,403.5975341796875,409.0544235807967,393.65670796029895,396.57551407135145,2246049.0,,,-0.7648719648762936,0.0351523773757281,-0.0173985703916856,0.0135206212599894,-0.0246305425021817,Media Entertainment & Publication,13.0
2020-02-05,407.1508483886719,413.7075633497362,398.6905710195566,406.09331371753245,1409281.0,,,-0.7377190673530382,0.0088041028699704,-0.0025974025974025,0.0161038961038961,-0.0207792207792207,Media Entertainment & Publication,13.0
2020-02-06,414.3421020507813,417.7262131446111,405.3319114272033,410.1119631834941,1162166.0,406.2984771728516,,-0.6827666026210204,0.0176623816223624,-0.0102092904543132,0.0081674323634508,-0.0217457762051747,Media Entertainment & Publication,13.0
2020-02-07,409.9850463867188,419.7566564185494,405.6280087062643,414.3420840671732,1453625.0,407.1952651977539,,-0.7160613463423261,-0.010515599651827,0.0106273087734636,0.0238340644810093,-0.0106273087734635,Media Entertainment & Publication,13.0
2020-02-10,406.6855773925781,414.5959167377243,402.49772941796687,410.83110848558255,1534833.0,408.1914657592773,,-0.7412744680112556,-0.0080477788719845,0.0101934549033753,0.0194507496328304,-0.0102975079703125,Media Entertainment & Publication,13.0
2020-02-11,426.5248718261719,433.8007154152119,408.419883699061,409.223620364226,5591339.0,409.902555847168,,-0.5896711205428549,0.0487828817554615,-0.040563288578859,0.0170584274672855,-0.0424476726283138,Media Entertainment & Publication,13.0
2020-02-12,427.1593933105469,434.0122230487442,416.3302487549462,431.4741398730205,3628016.0,411.6199920654297,,-0.5848223805136237,0.0014876541235644,0.0101010223116804,0.0160427930311608,-0.0253515308926564,Media Entertainment & Publication,13.0
2020-02-13,422.2101440429688,428.7668591944987,416.8801794730833,426.99022155034913,2196961.0,412.3200790405273,,-0.6226424128203099,-0.0115864226447666,0.0113215600686606,0.0155295064413769,-0.0126239614208392,Media Entertainment & Publication,13.0
2020-02-14,420.475830078125,425.1289831272793,410.8734090765807,422.2101767962307,2800483.0,412.81077880859374,,-0.6358952935369896,-0.0041077032120461,0.0041247239295145,0.011066398390342,-0.0228370344135123,Media Entertainment & Publication,13.0
2020-02-17,400.67877197265625,426.3980119757006,384.9426497002853,423.85992857108334,7616530.0,412.6859924316406,,-0.7871758891681234,-0.0470825115008166,0.0578547160966367,0.064189175474461,-0.0392736610300004,Media Entertainment & Publication,13.0
2020-02-18,399.1136474609375,406.6856072209124,392.5569314719131,404.9935514818093,2419197.0,412.3031692504883,,-0.7991358969181787,-0.0039061827608515,0.0147324053143216,0.0189719389656199,-0.016428192898781,Media Entertainment & Publication,13.0
2020-02-19,418.868408203125,420.8565788832146,401.1441138043879,401.8632426655338,3305691.0,412.6225509643554,,-0.648178519528701,0.0494965804047604,-0.04059787084574,0.0047465281247123,-0.0423147080362811,Media Entertainment & Publication,13.0
2020-02-20,415.2304382324219,424.36755405871287,413.2845845996657,417.5147236436746,2532878.0,412.3920104980469,,-0.6759783199396578,-0.0086852335947449,0.0055012475024147,0.0220049278304028,-0.0046862018137191,Media Entertainment & Publication,13.0
2020-02-24,402.0852661132813,413.85572135691234,399.5507437985343,412.3092238325426,1638322.0,411.4407562255859,,-0.776428066425376,-0.0316575349704559,0.0254273373856503,0.0292735303569042,-0.0063034448868188,Media Entertainment & Publication,13.0
2020-02-25,401.48388671875,409.9895584161549,397.53178715680485,403.8036201306568,1559228.0,410.5863372802734,,-0.7810235488713181,-0.0014956514083304,0.0057778991602017,0.0211855867166179,-0.0098437314489627,Media Entertainment & Publication,13.0
2020-02-26,396.9303894042969,410.3761863123194,394.3529193432301,399.50785946536377,2190693.0,409.5676986694336,,-0.8158194151189878,-0.0113416689064858,0.0064935064935065,0.0338744456633861,-0.0064935064935064,Media Entertainment & Publication,13.0
2020-02-27,386.8782958984375,401.0543830744805,383.5705631995352,399.3790430489426,1605979.0,408.095100402832,,-0.8926331863775661,-0.0253245752257601,0.0323118336775003,0.0366422395009837,-0.008549801666234,Media Entertainment & Publication,13.0
2020-02-28,356.9796142578125,382.1528954614048,354.316223203589,382.1528954614048,2896611.0,405.3877227783203,,-1.1211060404290445,-0.07728187897228,0.0705174194776625,0.0705174194776625,-0.0074609051829497,Media Entertainment & Publication,13.0
2020-03-02,353.9296569824219,371.026872190648,349.37611017560766,365.1416428212983,1881546.0,403.0100814819336,,-1.1444125009552748,-0.0085437855652674,0.0316785712010374,0.0483068171059632,-0.0128656831010924,Media Entertainment & Publication,13.0
2020-03-03,371.0268859863281,374.59238162257407,355.1754318267011,365.1416563981513,2651898.0,402.066830444336,,-1.0137628370722185,0.0483068560845563,-0.0158620030258229,0.0096098039546852,-0.0427231954295925,Media Entertainment & Publication,13.0
2020-03-04,367.1176452636719,375.4514756924234,354.0584792320861,372.7880846942072,2898133.0,400.2428359985352,,-1.0436355717905932,-0.010536273435452,0.0154458373322337,0.0227007078964183,-0.0355721556837901,Media Entertainment & Publication,13.0
2020-03-05,364.3683471679688,375.40851556611176,359.47114368571675,367.074685421053,2182586.0,398.1037109375,,-1.0646445242960474,-0.007488874836644,0.0074274790170965,0.0302994716307056,-0.0134402549516586,Media Entertainment & Publication,13.0
2020-03-06,357.0225830078125,362.1345762444497,347.09933286538,353.9725869815261,1613984.0,395.2377349853516,,-1.1207776917391077,-0.0201602697304822,-0.008542865833839,0.0143184030364973,-0.0277944606720167,Media Entertainment & Publication,13.0
2020-03-09,345.12322998046875,351.9964830447997,328.6703594822228,346.24012311567066,2583135.0,391.9946441650391,,-1.2117074250364217,-0.033329412742172,0.0032362154679217,0.0199153591159884,-0.0476724516607504,Media Entertainment & Publication,13.0
2020-03-11,353.1993408203125,362.8648541388114,341.5577512695129,341.94438229000605,3293472.0,389.3203323364258,,-1.1499932626732208,0.0234006584845094,-0.0318657404743921,0.0273656040695051,-0.032960394330753,Media Entertainment & Publication,13.0
2020-03-12,309.9407653808594,342.4598502357279,302.42314459892583,335.07109770903713,2889225.0,383.49112701416016,,-1.4805566738513207,-0.1224763764818592,0.0810810810810809,0.1049203218392671,-0.0242550242550243,Media Entertainment & Publication,13.0
2020-03-13,324.8900756835937,350.8795638445245,279.2259058612393,280.08506249465853,2524268.0,378.3776611328125,,-1.3663204800277762,0.0482327979166098,-0.1379082235573432,0.0799947123846331,-0.1405526768593147,Media Entertainment & Publication,13.0
2020-03-16,305.7738647460937,319.3485563581429,300.57597719102733,311.0147258678538,1068398.0,372.5558471679688,,-1.5123983346983412,-0.0588390116173232,0.0171396634114298,0.0443945450449834,-0.0169991230590704,Media Entertainment & Publication,13.0
2020-03-17,312.6041564941406,322.7851681756026,286.9583249074848,305.7738505482611,3566114.0,367.1622634887696,,-1.4602041855235448,0.0223377225313829,-0.0218496965058989,0.0325683823134093,-0.0820393173087464,Media Entertainment & Publication,13.0
2020-03-18,288.7196350097656,322.1838031887215,285.111192145683,316.0408372518002,2081087.0,361.564306640625,,-1.642719416689267,-0.076405002902841,0.0946288334048028,0.1159054117598341,-0.012498086124141,Media Entertainment & Publication,13.0
2020-03-19,282.0611572265625,296.4090857795889,273.64143136463497,278.9682138287173,3138188.0,355.71168212890626,,-1.6936006375087067,-0.0230620885308957,-0.0109655063045804,0.0508681475113625,-0.029850710196032,Media Entertainment & Publication,13.0
2020-03-20,280.04217529296875,292.0273971715009,273.8132883629556,281.803436281977,2083634.0,348.77037048339844,,-1.7090288282962152,-0.0071579580593297,0.0062892704899384,0.0427979173708163,-0.022242674423939,Media Entertainment & Publication,13.0
2020-03-23,243.52798461914065,268.95900274855285,238.07233416187796,257.7470179552524,857821.0,340.18524780273435,381.5321325683594,-1.9880545544771968,-0.1303881839784613,0.0583876771219917,0.1044274980108934,-0.0224025606987012,Media Entertainment & Publication,13.0
2020-03-24,253.15049743652344,258.69206822391413,243.52795884939863,251.73289423165457,1959705.0,332.7385093688965,378.7541567993164,-1.9145234539103015,0.0395129653474186,-0.005599843647253,0.0218904202974368,-0.0380111383724917,Media Entertainment & Publication,13.0
2020-03-25,262.47235107421875,266.3385559181925,244.043430830192,251.3462622021424,1019657.0,325.7879325866699,376.2683724975586,-1.843289861364183,0.0368233668592049,-0.0423895653257979,0.0147299509001637,-0.0702128059149959,Media Entertainment & Publication,13.0
2020-03-26,271.6991577148437,282.1353659181186,264.2639457690641,273.6699506184715,1794307.0,319.52637100219727,373.8562942504883,-1.7727825770530123,0.0351534422687285,0.0072535848848531,0.03841089641591,-0.027365605430338,Media Entertainment & Publication,13.0
2020-03-27,257.0079650878906,283.74790754077776,254.5892937231527,273.31172319668855,2356161.0,313.0328544616699,371.1402401733399,-1.885046346714993,-0.0540715427700072,0.0634367814368026,0.1040432441218026,-0.0094108809581476,Media Entertainment & Publication,13.0
2020-03-30,242.5405731201172,255.30586644222865,239.18128540377208,254.4100563845366,2070769.0,307.3109024047852,367.8268835449219,-1.995599928083189,-0.0562916093391344,0.0489381348107109,0.0526315789473683,-0.0138504155124653,Media Entertainment & Publication,13.0
2020-03-31,256.15692138671875,259.7849415315458,241.24166063187036,243.8843114895288,1761665.0,302.422265625,364.7367852783203,-1.8915496563146064,0.0561404967896159,-0.0479105145031862,0.0141632719708941,-0.0582270456488307,Media Entertainment & Publication,13.0
2020-04-01,244.06350708007807,258.5756163427363,241.86876109055447,253.6038805221694,1306511.0,296.0740966796875,361.5545654296875,-1.983962322367109,-0.0472109605361131,0.0390897170831894,0.0594603815878818,-0.0089925200853708,Media Entertainment & Publication,13.0
2020-04-03,238.822998046875,249.93103874576192,232.50751991235308,241.868747173318,2483511.0,289.6593643188477,358.1956231689453,-2.024008036418648,-0.0214719074387622,0.0127531651111973,0.0465116039482373,-0.0264441791040674,Media Entertainment & Publication,13.0
2020-04-07,266.9066467285156,274.1179075440843,243.1228707005933,252.6184638151365,2403470.0,284.786279296875,355.284140625,-1.8094048828884528,0.1175918940441762,-0.0535325106680927,0.0270179139558994,-0.0891089686953882,Media Entertainment & Publication,13.0
2020-04-08,289.39141845703125,291.1382589458876,258.038067493628,264.4879106269948,3770438.0,281.40472106933595,352.6751440429687,-1.6375859367804817,0.0842420824063854,-0.0860547557450606,0.0060362553187307,-0.1083423659574017,Media Entertainment & Publication,13.0
2020-04-09,303.0525207519531,306.77015422888206,283.5238731273365,299.64845358955466,3162187.0,279.30118560791016,350.3139874267578,-1.5331936739935812,0.0472063144365501,-0.0112325980788811,0.0122672910547139,-0.0644398125320353,Media Entertainment & Publication,13.0
2020-04-13,310.756591796875,317.027263981514,292.5268464782251,303.67969579894606,3345287.0,277.1790481567383,348.1576739501953,-1.4743224795842258,0.0254215705772915,-0.022773116274086,0.0201787262126296,-0.0586624573697401,Media Entertainment & Publication,13.0
2020-04-15,312.7721252441406,320.4760984165035,306.14313524483595,313.08566428111243,2576147.0,277.3206161499023,346.0670532226562,-1.4589206406447024,0.0064858912102597,0.0010024519823403,0.0246312652265585,-0.0211943119743496,Media Entertainment & Publication,13.0
2020-04-16,324.28326416015625,330.0164434732972,307.84514295406,309.4576175764141,4515582.0,277.29027557373047,344.22611328125,-1.3709574724643494,0.0368035959311603,-0.045718198323118,0.0176795411505092,-0.050690624595347,Media Entertainment & Publication,13.0
2020-04-17,329.47900390625,336.82465900048703,325.17912557759786,329.7477633880156,1601043.0,278.4755325317383,342.59315002441406,-1.3312538660322255,0.0160222259990811,0.0008157104962052,0.0222947593235021,-0.0130505382062998,Media Entertainment & Publication,13.0
2020-04-20,335.48095703125,341.70684954551893,323.07397892044605,334.1372415825267,1678493.0,279.61937255859374,341.27311950683594,-1.2853895240242923,0.0182164965106784,-0.0040053404539385,0.0185581100321261,-0.0369826598224716,Media Entertainment & Publication,13.0
2020-04-21,321.2823181152344,335.3913285611552,313.5783450390766,313.5783450390766,2811645.0,281.2475067138672,339.900927734375,-1.3938894102661217,-0.0423232336096293,-0.0239788268503297,0.0439146807975294,-0.0239788268503297,Media Entertainment & Publication,13.0
2020-04-22,336.376708984375,338.5714547717857,316.26576032163143,321.59584161222534,2105841.0,283.9632843017578,338.55651123046874,-1.2785445732096523,0.0469817043081926,-0.0439414114513981,0.0065246663303095,-0.0597869832410951,Media Entertainment & Publication,13.0
2020-04-23,334.4955139160156,347.0816632789925,330.6883206718262,338.4370732188792,3372999.0,286.68595123291016,337.1034045410156,-1.2929198560887356,-0.0055925247441753,0.0117835939164587,0.0376272590792861,-0.0113818962760299,Media Entertainment & Publication,13.0
2020-04-24,337.630859375,345.2900529982686,328.31443874982705,330.28523212771034,3767795.0,291.39109497070314,335.5691796875,-1.268960895822134,0.0093733557807044,-0.0217563858377383,0.0226851113000949,-0.02759351038711,Media Entertainment & Publication,13.0
2020-04-27,338.75054931640625,345.33475834782683,336.82456326532525,339.95989829572056,1733523.0,295.6710975646973,334.14448974609377,-1.2604047073038342,0.0033163139870536,0.0035700280981234,0.0194367479099515,-0.0056855584587762,Media Entertainment & Publication,13.0
2020-04-28,338.6162414550781,345.2900381014786,335.43612631310333,344.6181804795439,2006104.0,299.47829208374026,332.78310302734377,-1.26143103016208,-0.0003964801285168,0.0177249000186012,0.0197090270027282,-0.0093915020978008,Media Entertainment & Publication,13.0
2020-04-29,352.3221130371094,356.53243158141896,339.1537205347399,340.36306967729314,3300424.0,303.5094398498535,331.2990478515625,-1.1566966597557644,0.040476119878761,-0.0339434935171287,0.0119501966766024,-0.0373760034215692,Media Entertainment & Publication,13.0
2020-04-30,344.0806884765625,359.9813188421164,342.1994816699479,357.42825441442204,2417645.0,307.8630760192871,329.6374737548828,-1.2196740784068811,-0.0233917323255802,0.0387919647480266,0.0462119232438031,-0.0054673420206864,Media Entertainment & Publication,13.0
2020-05-04,341.5276184082031,347.5743368980533,333.77886610731974,338.4370624670973,2295036.0,312.8124282836914,328.0238232421875,-1.2391835408013332,-0.0074199748892134,-0.0090492123463113,0.0177049180327868,-0.0226885085809425,Media Entertainment & Publication,13.0
2020-05-05,338.213134765625,349.36598284549126,336.8246398715506,344.8869317833696,1444179.0,316.91523895263674,326.3785693359375,-1.264511397949985,-0.0097048773332778,0.0197325187336954,0.0329757981977694,-0.0041053843016375,Media Entertainment & Publication,13.0
2020-05-06,337.6756286621094,343.4088078435497,334.6746593547911,343.0952688404648,2488850.0,321.5958450317383,325.1185064697266,-1.268618788202719,-0.001589252599217,0.0160498410851515,0.0169783623537047,-0.0088871362117789,Media Entertainment & Publication,13.0
2020-05-07,342.42340087890625,348.51489844856854,333.8236186985947,336.0183643156686,1520185.0,326.77586517333987,323.9847015380859,-1.2323383567844988,0.0140601565934972,-0.0187050200038831,0.017789372905085,-0.025114469858772,Media Entertainment & Publication,13.0
2020-05-08,339.2880859375,368.1779625618812,336.10797091868056,347.12642455651815,8509328.0,330.3949371337891,322.3930950927734,-1.2562970838489056,-0.0091562519774021,0.023102310231023,0.0851485148514852,-0.0093729050639439,Media Entertainment & Publication,13.0
2020-05-11,351.60552978515625,353.84505545257764,341.03497957011126,343.095332248955,2861407.0,333.5056427001953,321.12059692382815,-1.1621724804861595,0.0363037912563933,-0.0242038216560509,0.0063694267515923,-0.0300636631667994,Media Entertainment & Publication,13.0
2020-05-12,365.75921630859375,371.7611543134128,341.8411054338514,348.29092110591534,3748008.0,336.64097747802737,320.3940759277344,-1.0540161010769131,0.0402544480232888,-0.0477590021626147,0.0164095332043667,-0.0653930504229932,Media Entertainment & Publication,13.0
2020-05-13,350.6200561523437,371.7611792853164,349.36592752114063,371.7611792853164,3862926.0,338.6341506958008,319.3767993164063,-1.1697030457527977,-0.0413910558674124,0.0602963885322829,0.0602963885322829,-0.0035768878853245,Media Entertainment & Publication,13.0
2020-05-14,345.3796081542969,353.7106593321515,343.2744760761211,348.4701642479774,1779817.0,340.26452484130857,318.34578369140627,-1.2097482933999473,-0.0149462299891079,0.0089482876832143,0.0241214332900996,-0.0060951255617711,Media Entertainment & Publication,13.0
2020-05-15,346.0962829589844,351.1576052196867,341.3036928283179,345.5140117852679,1858871.0,341.35517578125,317.5301434326172,-1.2042717730629686,0.0020750350853583,-0.0016823964959643,0.0146240295256279,-0.013847563139632,Media Entertainment & Publication,13.0
2020-05-18,320.7447509765625,348.47008066937013,318.4604464729077,348.290907738987,2097752.0,340.9184631347656,316.80544616699217,-1.3979972669232448,-0.0732499400619863,0.0858818630033866,0.0864404783192651,-0.0071218764974324,Media Entertainment & Publication,13.0
2020-05-19,331.40496826171875,333.5101001951585,321.1031517750174,324.64158538289365,2764080.0,340.71466369628905,316.3549523925781,-1.3165364755337274,0.0332358277187682,-0.0204082120865607,0.0063521435556066,-0.0310852807691336,Media Entertainment & Publication,13.0
2020-05-20,339.9151916503906,346.0066900810354,330.55396411625134,331.1810421920344,2803654.0,341.64630737304685,315.7327185058594,-1.2515050119529518,0.0256792269389007,-0.0256950841648156,0.0179206419138513,-0.0275398916085147,Media Entertainment & Publication,13.0
2020-05-21,345.87225341796875,351.7846050043691,340.9452983189605,342.1994268765722,1739218.0,342.12108459472654,315.3078106689453,-1.2059837103732125,0.0175251413114394,-0.0106190262592649,0.0170940326319137,-0.0142450140198273,Media Entertainment & Publication,13.0
2020-05-22,352.90435791015625,358.32399743619817,344.8868475323407,347.12637251631696,3506414.0,343.0415267944336,315.0785308837891,-1.1522473950858096,0.0203315080139995,-0.0163726666002528,0.0153572473803842,-0.0227186493963802,Media Entertainment & Publication,13.0
2020-05-26,352.09814453125,356.5324154067926,347.1264094726938,354.74079522886905,1447925.0,343.76489105224607,314.9800421142578,-1.158408130661619,-0.0022845095585685,0.0075054377271348,0.0125938490287871,-0.0141203103048869,Media Entertainment & Publication,13.0
2020-05-27,352.7252197265625,363.1166221435581,350.17215552571275,353.84498232886904,3094912.0,344.463624572754,315.1320819091797,-1.15361629196786,0.001780967054363,0.0031746031746031,0.0294603329613096,-0.0072381107390873,Media Entertainment & Publication,13.0
2020-05-28,349.2763366699219,354.5168309846643,346.9472250480416,352.0533533214733,1885992.0,344.9966293334961,315.0536218261719,-1.1799711715813408,-0.0097778181535027,0.0079507723827731,0.0150038630292177,-0.0066683922652378,Media Entertainment & Publication,13.0
2020-05-29,344.8420715332031,353.7553646588132,343.2744040282115,344.88685109816504,2161427.0,344.6226272583008,315.75164794921875,-1.213855916854876,-0.0126955784608714,0.0001298552835007,0.0258474642783019,-0.004546044796743,Media Entertainment & Publication,13.0
2020-06-01,364.28118896484375,368.8050465870537,344.9316844200594,344.9316844200594,5731680.0,345.63265228271484,316.53947021484373,-1.0653105497637023,0.0563710725469555,-0.0531169468282692,0.0124185869576882,-0.0531169468282692,Media Entertainment & Publication,13.0
2020-06-02,371.58197021484375,380.6296565156434,361.9072333283746,364.2811243170225,4117920.0,347.1353698730469,317.85563232421873,-1.0095211223554192,0.0200416092599955,-0.0196480090075414,0.024349099326774,-0.0260366155033715,Media Entertainment & Publication,13.0
2020-06-03,360.6083068847656,378.0318224320392,358.3240023052504,374.62775534532,2616589.0,348.255128479004,318.81571533203123,-1.093377133485233,-0.0295322814606244,0.0388772199444489,0.0483170110466737,-0.0063345866856173,Media Entertainment & Publication,13.0
2020-06-04,363.2062377929688,364.9530511901029,352.77002763084585,364.9530511901029,2701306.0,349.5316589355469,320.3054473876953,-1.0735248638647816,0.0072043013391627,0.0048094256523474,0.0048094256523474,-0.0287335653306473,Media Entertainment & Publication,13.0
2020-06-05,360.25,372.6121948820772,358.5479664015992,363.69887410130985,2756531.0,350.4229888916016,321.86922424316407,-1.0961151604515276,-0.0081392814477317,0.0095735575331292,0.0343155999502491,-0.004724590141293,Media Entertainment & Publication,13.0
2020-06-08,351.023193359375,367.50609374149394,348.51490867512456,366.3863311158343,2719271.0,351.00974426269534,323.28884460449217,-1.1666224447626985,-0.0256122321738376,0.0437667312220324,0.0469567273443491,-0.0071456380424482,Media Entertainment & Publication,13.0
2020-06-09,348.7388610839844,365.4905208934493,346.544142741196,352.9491794902427,3729746.0,350.86641082763674,325.39306213378904,-1.1840783286318806,-0.0065076391492226,0.0120729831862482,0.048034967360379,-0.0062933001959303,Media Entertainment & Publication,13.0
2020-06-10,345.7827453613281,352.63568808548297,342.1995044767548,350.2617964670448,2040296.0,349.8675872802734,327.2457070922852,-1.206667692409848,-0.0084765882226826,0.0129533678756477,0.0198186370375241,-0.0103626943005181,Media Entertainment & Publication,13.0
2020-06-11,344.1254577636719,362.71351805795456,341.1244883449555,346.723301686607,6315582.0,349.54285736083983,328.8787692260742,-1.2193319707874657,-0.0047928580008364,0.0075491186842653,0.0540153594421022,-0.0087205678946812,Media Entertainment & Publication,13.0
2020-06-12,341.1244506835937,344.8868637689819,333.3309197752222,335.88398384473896,3913080.0,349.33009948730466,330.2672750854492,-1.2422643749936269,-0.0087206773354706,-0.0153623313378832,0.0110294441745484,-0.0228465913034195,Media Entertainment & Publication,13.0
2020-06-15,334.54034423828125,346.2306569062719,330.688343813004,343.095321074003,3372873.0,348.7523025512695,331.817922668457,-1.2925772820649313,-0.0193011859223762,0.0255723322554732,0.0349444031768679,-0.0115143075913547,Media Entertainment & Publication,13.0
2020-06-16,335.704833984375,344.349395956275,329.6581158272181,341.3036470928536,3010217.0,349.5003067016602,333.6812078857422,-1.2836787527250215,0.0034808649125569,0.0166777851901267,0.025750484046656,-0.0180120080053369,Media Entertainment & Publication,13.0
2020-06-17,345.3796081542969,346.409811744162,335.1225978716232,336.8246317666825,2636514.0,350.19903869628905,335.4656616210938,-1.2097482933999473,0.0288192876316227,-0.0247697784861475,0.00298281532998,-0.029697787710997,Media Entertainment & Publication,13.0
2020-06-18,354.1584777832031,357.786497233449,342.33377522144866,343.76707664377506,3147202.0,350.9112030029297,337.66756103515627,-1.142663950900486,0.0254180311218151,-0.0293411051585474,0.0102440564827217,-0.0333881674547769,Media Entertainment & Publication,13.0
2020-06-19,356.7563781738281,366.3863369067061,350.7544394702477,355.7262020095299,3035851.0,351.45540924072264,340.02622863769534,-1.1228119144822293,0.0073354177680176,-0.0028876180702682,0.026993094789705,-0.0168236339159604,Media Entertainment & Publication,13.0
2020-06-22,361.6385498046875,369.3873017342262,355.6366111746191,359.2198515894767,2997776.0,351.8921188354492,341.9208666992188,-1.0855044605991797,0.0136848895480168,-0.0066881647891715,0.0214267863139137,-0.0165965122725714,Media Entertainment & Publication,13.0
2020-06-23,363.2957763671875,367.0134101653157,361.0562511094981,363.6989018487535,1411792.0,352.4520004272461,343.3989538574219,-1.0728406486259512,0.0045825495191124,0.0011096343744954,0.0102330773985401,-0.0061644681919611,Media Entertainment & Publication,13.0
2020-06-24,355.5918884277344,374.2247306273159,353.93463400344467,365.13226208924107,3210048.0,352.5953338623047,344.4497412109375,-1.131710443822139,-0.0212055532725673,0.0268295593121932,0.0523995141789299,-0.0046605518242199,Media Entertainment & Publication,13.0
2020-06-25,370.5966796875,373.3736693547999,346.4993641515862,352.77003536566934,4436100.0,353.6613510131836,345.64654296875,-1.0170502884088897,0.0421966635012682,-0.0481025473214241,0.0074932934359841,-0.0650230205954179,Media Entertainment & Publication,13.0
