Date_Ticker,Close_ADANIPORTS.NS,High_ADANIPORTS.NS,Low_ADANIPORTS.NS,Open_ADANIPORTS.NS,Volume_ADANIPORTS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-11,361.0198364257813,365.07188520465394,356.0512075885247,357.4501470666671,2836917.0,364.5485046386719,,-1.2593711585011511,0.0161575598951879,-0.0098877928549723,0.0112238951160947,-0.0137627585410476,Services,18.0
2020-02-12,360.9233093261719,365.5542300711561,358.5113653042684,363.67293139967705,1873710.0,363.74291229248047,,-1.2596577562282416,-0.0002673733957807,0.0076183000722191,0.0128307610656401,-0.0066827050500187,Services,18.0
2020-02-13,356.0994873046875,361.5022488039809,354.0734480621173,360.8268925755637,1602247.0,362.6888916015625,,-1.2739801219974436,-0.0133652271738565,0.0132755183296044,0.0151720563828574,-0.0056895314787035,Services,18.0
2020-02-14,353.9287109375,358.8973102854427,353.1086439905162,357.2571763914751,1012713.0,361.6879348754883,,-1.2804253542210884,-0.0060959828491135,0.0094043386453688,0.0140384184565915,-0.0023170399056113,Services,18.0
2020-02-17,350.0213317871094,353.928699070784,346.74109355183515,353.928699070784,1979626.0,360.8558135986328,,-1.2920267178579723,-0.0110400174657789,0.0111632261488883,0.0111632261488883,-0.0093715380674836,Services,18.0
2020-02-18,353.6875,355.47234457949634,345.72808421598586,349.7319056612271,1693616.0,360.2118225097656,,-1.2811415314056986,0.0104741279457803,-0.0111838680721623,0.0050463886326101,-0.0225040912783577,Services,18.0
2020-02-19,358.2219543457031,361.2610277067056,354.4111000312812,357.9325328078359,2057811.0,359.6184814453125,,-1.2676783245515364,0.0128205106081021,-0.0008079391404021,0.0084837719300407,-0.0106382489073918,Services,18.0
2020-02-20,357.7878112792969,361.309243949953,356.96774435642885,357.9325220438787,1799254.0,358.8948974609375,,-1.2689673347524806,-0.0012119387467449,0.0004044597384813,0.0098422376605422,-0.0022920482392505,Services,18.0
2020-02-24,349.49072265625,358.31843274371056,348.767139379529,354.7005163601055,2070656.0,357.8095230102539,,-1.2936021445670836,-0.0231899700366539,0.0149068154492322,0.0252587823229382,-0.0020703933747411,Services,18.0
2020-02-25,345.7763366699219,351.8544541070653,343.07497077075595,349.5389639732888,2530137.0,356.70726318359374,,-1.30463049396871,-0.010627995953934,0.0108816795839867,0.0175781763890501,-0.0078124660732484,Services,18.0
2020-02-26,345.7763366699219,349.7319312986635,340.47005909159736,344.32917005765154,4164401.0,356.00538635253906,,-1.30463049396871,0.0,-0.0041852679284175,0.0114397493675735,-0.0153459824041976,Services,18.0
2020-02-27,341.24188232421875,348.04355329342206,339.1193596192317,346.065770796754,1977795.0,354.5751022338867,,-1.3180937008228724,-0.0131138365030216,0.0141362731903817,0.0199321106860528,-0.0062199947161538,Services,18.0
2020-02-28,330.1469421386719,336.3697406648597,327.252609026209,334.7778633415409,4299292.0,352.84815216064453,,-1.351035586078399,-0.0325134186635549,0.0140268486900718,0.0188485723535007,-0.0087668027264271,Services,18.0
2020-03-02,328.6514892578125,338.6851705834913,326.3842559699116,333.9095390461779,2510491.0,351.46128234863284,,-1.3554757215259507,-0.0045296584338231,0.0159988618954367,0.0305298519971344,-0.0068985942921511,Services,18.0
2020-03-03,335.0672912597656,336.75565227420407,329.9539811073953,331.88353655246783,3671071.0,350.494091796875,,-1.3364266225821064,0.0195215972288511,-0.0095018367663632,0.0050388714699385,-0.0152605470177216,Services,18.0
2020-03-04,333.764892578125,337.47926356389576,327.927969206933,335.5497079587444,3490806.0,349.2133514404297,,-1.3402935625754775,-0.0038869764838696,0.005347522823125,0.0111287048709034,-0.017488128622832,Services,18.0
2020-03-05,336.8521423339844,339.50528112135925,334.2954872092319,335.0672976248508,2709900.0,348.37158355712893,,-1.3311272376100531,0.0092497737914023,-0.0052985998449253,0.0078762710814062,-0.00758984374283,Services,18.0
2020-03-06,329.3751220703125,331.11173970758443,319.58263367419045,327.83147176251987,3966036.0,346.98230438232423,,-1.3533271899721202,-0.0221967424991422,-0.0046866026131235,0.0052724614608301,-0.0297305040361598,Services,18.0
2020-03-09,310.5619506835937,322.9111235033593,305.6898348412522,322.9111235033593,3230309.0,344.6837219238281,,-1.409185204774324,-0.057117766722839,0.039763959469546,0.039763959469546,-0.0156880642706463,Services,18.0
2020-03-11,308.9218139648437,314.8551905980285,305.0627033816112,311.43021228980325,5634335.0,342.3658432006836,,-1.4140549196793957,-0.0052811901623486,0.0081198484910003,0.0192067259900914,-0.0124921919035209,Services,18.0
2020-03-12,277.5182800292969,291.2663612889148,273.9968475601055,278.04892539264256,9895066.0,338.1907653808594,,-1.507294864575216,-0.1016552814205626,0.0019121095853205,0.0495393718142336,-0.0126890108601841,Services,18.0
2020-03-13,282.4386901855469,290.10868518029673,223.82844106933177,250.84221843976837,21079070.0,334.26653442382815,,-1.4926857198600003,0.0177300398219914,-0.1118701964133219,0.0271563183843936,-0.2075149444918872,Services,18.0
2020-03-16,254.98004150390625,270.05060327042537,245.8109103263011,266.2951528534928,7727458.0,329.21056213378904,,-1.5742129420906117,-0.0972198556210616,0.044376458968508,0.059104868277654,-0.0359601917213771,Services,18.0
2020-03-17,260.5888366699219,276.390979404406,258.49164624831405,258.49164624831405,9691217.0,324.54356842041017,,-1.5575599197497316,0.0219969968352589,-0.0080478904944967,0.0606401369161491,-0.0080478904944967,Services,18.0
2020-03-18,254.00460815429688,266.2951599518422,249.71267746399857,263.368839512811,5581367.0,319.7427322387695,,-1.5771090923122328,-0.0252667328338588,0.0368663837501159,0.0483871213473392,-0.0168970583702604,Services,18.0
2020-03-19,252.0049591064453,257.6624998537032,235.08106719501583,241.9091479849126,8727962.0,314.6586051940918,,-1.583046231979868,-0.0078724912212492,-0.0400619541668157,0.022450116725156,-0.0671569796540428,Services,18.0
2020-03-20,250.10284423828125,258.0039152720605,241.12879798823403,251.2733843055339,7028900.0,309.2526496887207,,-1.5886937838081794,-0.007547926338071,0.004680234928226,0.0315912882072291,-0.0358814242092239,Services,18.0
2020-03-23,202.6964569091797,230.0087798644561,198.0143414257539,229.22842480321268,5716748.0,301.49808197021486,338.8387084960938,-1.72944765410021,-0.1895475738130188,0.130895074825708,0.1347449450856164,-0.023099148129282,Services,18.0
2020-03-24,226.0582427978516,232.8863234864598,207.37857086763003,210.695061248483,9694177.0,295.3264579772949,335.7950509643555,-1.6600843896536543,0.1152550283557219,-0.0679611650485437,0.0302049622437972,-0.0826321203731795,Services,18.0
2020-03-25,249.32247924804688,259.9547696907922,216.84032306034564,216.84032306034564,11745146.0,290.5037651062012,333.2494808959961,-1.5910107583511532,0.1029125775829326,-0.1302816989694109,0.0426447325359997,-0.1302816989694109,Services,18.0
2020-03-26,242.10423278808597,253.7119790497004,235.56878701539745,251.3221388684032,8701776.0,285.3201599121094,330.58173583984376,-1.6124423877834504,-0.028951446663498,0.0380741219356777,0.0479452429556435,-0.026994347423942,Services,18.0
2020-03-27,245.12808227539065,253.22423749325685,238.0073670865677,252.6389675222174,4871435.0,280.514469909668,327.94359436035154,-1.6034643039745322,0.01248986625505,0.0306406560076972,0.0330282648267552,-0.0290489572746017,Services,18.0
2020-03-30,245.469482421875,248.5909024864698,231.17929165503992,241.90913219599116,8946439.0,276.2805969238281,325.3093859863281,-1.602450655927438,0.001392741881368,-0.0145042479038794,0.0127161227285685,-0.0582157530371751,Services,18.0
2020-03-31,245.12808227539065,253.22423749325685,240.98246215195653,248.73720740604412,6401278.0,272.104426574707,322.73299072265627,-1.6034643039745322,-0.0013908048492057,0.0147234257990842,0.0330282648267552,-0.0169120570966514,Services,18.0
2020-04-01,238.7877349853516,241.71405523055432,229.27719418844265,240.00703508751937,4034211.0,267.29044876098635,320.1754702758789,-1.622289371024532,-0.025865446468577,0.0051062090866711,0.0122549018080106,-0.0398284308760346,Services,18.0
2020-04-03,238.7877349853516,246.5912556392256,233.0326295726988,239.95826010662577,7210403.0,262.54159088134764,317.61987854003905,-1.622289371024532,0.0,0.0049019482568735,0.032679738154695,-0.0241013442880798,Services,18.0
2020-04-07,242.00669860839844,249.5663595034995,239.56809831965612,247.95687438250863,7360798.0,257.79931869506834,315.05823699951173,-1.612731975622774,0.0134804395344859,0.0245868226306347,0.0312374035039983,-0.0100765817754834,Services,18.0
2020-04-08,244.6891632080078,249.56636387084205,236.78809218060223,241.9091528765782,6897792.0,253.5650207519531,312.50683044433595,-1.6047674945562194,0.0110842576467273,-0.0113613953923507,0.0199322299316058,-0.0322902368205367,Services,18.0
2020-04-09,245.71334838867188,248.34704849250184,241.37264304144867,247.76177849519863,5290625.0,250.32259063720704,309.9971331787109,-1.6017265957196671,0.0041856581110353,0.0083366659563262,0.0107185878223594,-0.0176657286862454,Services,18.0
2020-04-13,256.3944396972656,258.9793500435211,241.4214280066722,245.8109085158844,6979344.0,247.6962219238281,307.7685913085937,-1.5700134653731108,0.0434697234750889,-0.0412783178678818,0.0100817722463386,-0.0583983479059554,Services,18.0
2020-04-15,262.2958374023437,272.53795847053846,258.4916269591996,258.4916269591996,7606664.0,246.9350997924805,305.8182305908203,-1.55249167951426,0.0230168708496413,-0.014503510542978,0.0390479741105611,-0.014503510542978,Services,18.0
2020-04-16,261.0278015136719,264.6369123657292,253.9070702462948,260.4425314444519,3267284.0,245.86455535888672,303.64183532714844,-1.556256593253852,-0.0048343729021013,-0.0022421752235817,0.0138265381355104,-0.0272795894770011,Services,18.0
2020-04-17,261.5642395019531,269.1238997752354,257.12599924873695,268.24600969711287,3470146.0,246.19376525878903,301.5794012451172,-1.5546638601375722,0.0020550990552366,0.0255454270349897,0.0289017347618951,-0.0169680697241605,Services,18.0
2020-04-20,263.8565368652344,266.7828570522795,260.003536711731,266.7828570522795,2234365.0,246.35715026855468,299.72875427246095,-1.5478578210377738,0.0087638026040793,0.0110905730129391,0.0110905730129391,-0.0146026329280267,Services,18.0
2020-04-21,258.6867370605469,262.9786677233528,254.49232659729395,259.5158373651715,2562044.0,246.5912567138672,297.81426696777345,-1.5632074262733124,-0.0195932223855723,0.0032050359985427,0.0165912281069184,-0.016214246276844,Services,18.0
2020-04-22,265.2221374511719,267.12425741150406,252.1512470398566,253.61440708070683,3229099.0,247.25211563110352,295.9311157226563,-1.5438032288493964,0.0252637629005902,-0.0437660690092359,0.0071717993777287,-0.0492828032264903,Services,18.0
2020-04-23,270.7821655273437,272.8305955987702,261.905655063208,266.7828553437147,3594086.0,248.28608169555665,294.27300903320315,-1.5272950004281782,0.0209636651359673,-0.0147694741115629,0.0075648633189602,-0.0327810010930702,Services,18.0
2020-04-24,264.0028381347656,270.1481281838816,262.92984814827867,267.22180809422656,2515755.0,251.35140075683597,292.4098516845703,-1.5474234392787882,-0.025036092681272,0.0121929369479647,0.0232773635788681,-0.0040643123159881,Services,18.0
2020-04-27,264.4906005859375,270.2944816021847,262.881130232009,266.5877910330608,1845577.0,253.27301864624025,290.5689916992188,-1.5459752282537853,0.0018475651800488,0.0079291681537161,0.0219436191811339,-0.0060851703250056,Services,18.0
2020-04-28,266.24639892578125,267.953419175946,263.3688385968467,264.49058880762647,1808291.0,254.11921463012692,288.7883319091797,-1.54076210348919,0.0066384148848921,-0.0065946811871969,0.0064114303782212,-0.010807884503019,Services,18.0
2020-04-29,280.5853271484375,285.9990373392502,266.0025161204356,267.2705762904989,4058322.0,256.0432693481445,287.1796417236328,-1.4981885230733811,0.0538558578839346,-0.0474534823087691,0.019294345309613,-0.0519728211599862,Services,18.0
2020-04-30,282.97515869140625,288.7302489155004,278.0979585408066,287.8035689796596,4675412.0,257.9356231689453,285.6206787109375,-1.4910928961342589,0.0085173076128263,0.0170630182189202,0.0203377930794634,-0.0172354356939098,Services,18.0
2020-05-04,259.8084716796875,273.1232228394993,255.56530137124577,268.2460224316511,6359013.0,258.65257263183594,283.6948583984375,-1.5598768942927057,-0.0818682711191012,0.0324760416679794,0.05124833333467,-0.0163319166654158,Services,18.0
2020-05-05,256.6383056640625,265.02709678495086,254.68742539260336,265.02709678495086,4866839.0,259.2280838012695,281.7490502929688,-1.56928940516534,-0.0122019347372684,0.03268721362223,0.03268721362223,-0.0076016721915739,Services,18.0
2020-05-06,263.5151062011719,266.7828361071024,254.68738623721265,254.68738623721265,10547916.0,260.46445236206057,280.01892578125,-1.5488715596943297,0.0267956902198031,-0.03349986302956,0.0124005411038405,-0.03349986302956,Services,18.0
2020-05-07,275.4642639160156,277.5126939727674,261.8568930917242,264.5393532267861,6505707.0,262.2982788085937,278.4544610595703,-1.5133934249987195,0.0453452475157973,-0.0396599926753488,0.0074362823969658,-0.0493979532257587,Services,18.0
2020-05-08,278.0491943359375,279.8050044130142,273.6597137953508,278.09798420278605,2594066.0,264.1004035949707,276.851005859375,-1.5057185317714885,0.0093839047692588,0.0001754720669666,0.006314746141488,-0.0157867047630548,Services,18.0
2020-05-11,282.5849914550781,286.0477916893591,278.19551127570173,278.19551127570173,3204070.0,265.99519500732424,275.3469494628906,-1.4922513381010152,0.0163129302711105,-0.0155333096664979,0.0122540132667712,-0.0155333096664979,Services,18.0
2020-05-12,284.3407897949219,285.60885002057023,278.2442891560942,281.9021895393908,4602740.0,267.9265670776367,274.04395080566405,-1.48703821333642,0.0062133460478663,-0.0085763293310463,0.004459649375536,-0.0214408233276157,Services,18.0
2020-05-13,301.7524108886719,304.23977131887506,255.9067246693484,289.7057193008313,9559902.0,270.19446563720703,273.16347229003907,-1.435341528668377,0.0612350451242256,-0.0399224369156244,0.0082430507278394,-0.1519314662120054,Services,18.0
2020-05-14,300.82574462890625,303.80085502955706,293.7050432441363,293.7050432441363,5684066.0,272.1209609985352,272.26446044921875,-1.4380928849703365,-0.0030709489844225,-0.0236705186038979,0.0098898131352449,-0.0236705186038979,Services,18.0
2020-05-15,301.65484619140625,304.3373064243129,297.85063581471616,301.41098617023295,3712050.0,274.1523132324219,271.4727197265625,-1.4356312071171622,0.0027560857981844,-0.0008084074373483,0.0088924818108326,-0.0126111362861256,Services,18.0
2020-05-18,286.0965576171875,299.8015083175035,284.1944673615177,298.4846582832285,3625908.0,275.3789291381836,270.59171203613283,-1.4818251791812864,-0.0515764582291732,0.0433004184643737,0.0479032352379924,-0.0066484206294257,Services,18.0
2020-05-19,311.3605041503906,313.0187345251791,290.0471311682267,292.43694164697,10540236.0,277.7541275024414,270.2458923339844,-1.406814226992227,0.0883056641562518,-0.060777016516778,0.0053257569688014,-0.0684523974558741,Services,18.0
2020-05-20,315.7987365722656,316.82293678365045,303.89835528687047,310.1899559227196,6985180.0,280.60972747802737,269.8605212402344,-1.3936367117705388,0.0142543205150107,-0.0177606177606177,0.0032432055381275,-0.0376834353885134,Services,18.0
2020-05-21,309.36083984375,314.2380406288259,307.65381956897346,311.55558019703415,4602568.0,282.81666259765626,269.37244018554685,-1.412751411964593,-0.0203860749995192,0.0070944349465582,0.0157654109923519,-0.0055178938473231,Services,18.0
2020-05-22,302.9717102050781,307.2636408216715,299.02115981938584,307.2636408216715,3428549.0,284.42613983154297,268.6948315429688,-1.431721318238985,-0.0206526774426228,0.0141661101417298,0.0141661101417298,-0.0130393375111431,Services,18.0
2020-05-26,307.8489074707031,312.67731819829453,301.9962667574505,304.7274871830737,4031218.0,286.61844329833986,268.2643072509766,-1.4172404765214173,0.0160978636002803,-0.0101394554662386,0.0156843523248524,-0.0190114064764371,Services,18.0
2020-05-27,318.6275329589844,320.4321032689077,305.3127802836168,305.3127802836168,6352246.0,289.3252899169922,268.4256188964844,-1.3852377583355373,0.0350127131417772,-0.0417878284143182,0.0056635730539822,-0.0417878284143182,Services,18.0
2020-05-28,323.6510314941406,325.94332181180914,319.4078906347098,321.40753104506064,5654879.0,292.19552154541014,268.7202032470703,-1.370322534858984,0.0157660528847107,-0.0069318501434177,0.0070825985231257,-0.013110234315776,Services,18.0
2020-05-29,315.8475036621094,321.8952444035868,314.1404834266358,321.8952444035868,12299517.0,293.95863037109376,269.4867877197266,-1.3934919178508771,-0.0241109314436791,0.0191476604100289,0.0191476604100289,-0.0054045709264168,Services,18.0
2020-06-01,321.26123046875,328.0893117549378,317.99349989960285,317.99349989960285,2865749.0,295.87293395996096,270.26323852539065,-1.3774180711886446,0.0171403184887355,-0.0101715683662769,0.0212539847283315,-0.0101715683662769,Services,18.0
2020-06-02,331.6008605957031,333.25909083831976,317.7983599201162,322.0903200023434,4668305.0,299.4625534057617,271.7956549072265,-1.3467187701081056,0.0321844939455241,-0.0286806873066449,0.0050006813602283,-0.0416238385231916,Services,18.0
2020-06-03,331.2106628417969,336.4780630180385,328.5769925217445,335.5513830471634,5177337.0,303.19117126464846,273.20809143066407,-1.3478773026843234,-0.0011767091110839,0.0131056173376877,0.0159034740338586,-0.0079516471403892,Services,18.0
2020-06-04,330.8692932128906,334.4784037153478,329.30858310217457,332.6250734824028,4625229.0,306.5588806152344,274.7453851318359,-1.348890860121956,-0.0010306722192374,0.0053065675949035,0.0109079644938068,-0.0047169989561764,Services,18.0
2020-06-05,332.7713623046875,338.62400252028124,328.91839202359546,331.7471621741856,2348630.0,309.424235534668,276.3607131958008,-1.3432434442078371,0.00574870237527,-0.0030777892767231,0.0175875717641682,-0.0115784310717346,Services,18.0
2020-06-08,334.8685913085937,339.11176191117045,332.5763307724616,334.67352113959896,2771175.0,312.2652053833008,278.056028137207,-1.337016580786686,0.0063023121622647,-0.0005825275169357,0.0126711513492361,-0.006845253916393,Services,18.0
2020-06-09,337.551025390625,342.72087563892063,332.91768504337807,336.0391051845403,3387618.0,315.0135070800781,280.753119506836,-1.329052190329593,0.0080104081172524,-0.0044790863968938,0.0153157592761359,-0.0137263406084607,Services,18.0
2020-06-10,338.03875732421875,341.1601775752372,332.0398066171101,337.55103727050147,2324983.0,317.69840545654296,282.99272979736327,-1.3276040699140517,0.0014449132039499,-0.0014427932985492,0.0092339123351605,-0.0177463399599322,Services,18.0
2020-06-11,330.332763671875,339.4531340016832,328.52819364382725,339.4531340016832,4260956.0,319.12742309570314,284.61293548583984,-1.3504838650666209,-0.0227961838262019,0.0276096449786844,0.0276096449786844,-0.0054628853886266,Services,18.0
2020-06-12,336.8194580078125,339.25805828232046,319.6517358897322,322.52926635280977,3022904.0,320.92710876464844,286.5072399902344,-1.3312242803434435,0.0196368482006854,-0.0424268590048954,0.0072400813448592,-0.0509701019638897,Services,18.0
2020-06-15,331.40576171875,338.331392126236,328.5769914869792,337.98998215024835,2474091.0,322.41465454101564,288.23279357910155,-1.3472980363962146,-0.0160729915102972,0.0198675496688742,0.0208977368756897,-0.0085356700411608,Services,18.0
2020-06-16,332.4299621582031,338.47770246685553,327.6503117945615,338.47770246685553,2686016.0,324.73132476806643,289.9720031738281,-1.3442570922549315,0.003090472640371,0.0181925247332979,0.0181925247332979,-0.0143779168779226,Services,18.0
2020-06-17,332.9176940917969,337.9412344192761,329.2597937182359,332.6250739691397,2457982.0,325.8091842651367,291.72779541015626,-1.34280897183939,0.0014671720034719,-0.0008789563542286,0.0150894362679745,-0.0109874015063685,Services,18.0
2020-06-18,335.3562927246094,337.0145527931929,326.9187418572069,331.9910422579936,2502231.0,326.7870620727539,293.6591665649414,-1.335568550980606,0.0073249294828411,-0.0100348511109623,0.0049447709929966,-0.0251599598708923,Services,18.0
2020-06-19,340.3310546875,346.18369545518897,333.11280369429767,335.94157411173325,6917609.0,328.33557281494143,295.6900329589844,-1.3207980308142533,0.0148342585805474,-0.0128976786435116,0.0171969048580153,-0.021209498497956,Services,18.0
2020-06-22,341.0138854980469,345.2082662740022,338.18511499090926,341.4040556079846,2515837.0,330.23768157958983,297.67017669677733,-1.3187706441106029,0.0020063723281845,0.0011441472811815,0.0122997360351748,-0.0082951769046185,Services,18.0
2020-06-23,346.9152526855469,348.42720264505425,338.2338420726245,341.4040222795056,2715717.0,332.19099884033204,299.71469848632813,-1.3012489488612138,0.0173053574603893,-0.0158863882846822,0.004358268908049,-0.0250245861077529,Services,18.0
2020-06-24,343.2085876464844,351.1584181026957,341.0138475333425,346.6226278224828,2841354.0,333.42005157470703,301.6646032714844,-1.312254374069051,-0.0106846413075481,0.0099474206033416,0.0231632620579991,-0.0063947703878625,Services,18.0
2020-06-25,335.5513916015625,342.86719229055007,333.7956113434332,341.2089322271519,5056963.0,334.01506958007815,303.2477423095703,-1.3349892846924971,-0.0223106190245129,0.016860429630723,0.0218023255813952,-0.0052325226539788,Services,18.0
2020-06-26,334.77105712890625,340.4285978507161,331.25946678485514,339.4531577422613,3979419.0,334.961247253418,304.6972467041016,-1.3373061686260097,-0.0023255289418761,0.0139859779202839,0.0168997307303999,-0.0104895279005524,Services,18.0
2020-06-29,334.2345886230469,335.60019899048086,330.77178771618856,332.96652823215965,3263757.0,335.6099151611328,306.16138244628905,-1.3388989923517511,-0.0016024936876571,-0.0037939232923537,0.0040857840987071,-0.0103603906499446,Services,18.0
2020-06-30,335.453857421875,341.20894828104184,333.99069721523574,335.5514073892651,2828818.0,335.8025650024414,307.6391748046875,-1.335278872531821,0.0036479432121348,0.0002907999572274,0.0171561326001659,-0.0043617331393484,Services,18.0
2020-07-01,335.3562927246094,338.5264730330837,332.91769248732146,337.4047228775451,1202080.0,336.00984649658204,309.069169921875,-1.335568550980606,-0.0002908438675156,0.0061082204132603,0.0094531707835809,-0.0072716698335237,Services,18.0
2020-07-02,338.2826232910156,341.0138735006325,336.4292930079611,337.5022830985938,1204040.0,336.3805130004883,310.6610876464844,-1.326880009706281,0.0087260344591455,-0.0023067699571152,0.0080738708451697,-0.0054786446463734,Services,18.0
2020-07-03,351.548583984375,357.79139427827295,340.08716352995947,341.5991134507442,9300920.0,337.31937408447266,312.38761657714844,-1.2874921673514168,0.0392156137501246,-0.0283018364655766,0.0177580299802186,-0.032602664259131,Services,18.0
2020-07-06,350.6219482421875,357.01106885128763,347.3542180244977,356.1331787339556,3360559.0,338.1070419311524,313.98441223144533,-1.2902434330439143,-0.0026358682253394,0.0157184412424784,0.0182222494659316,-0.009319810793569,Services,18.0
2020-07-07,337.4535217285156,352.1338836406556,335.7952616157776,352.1338836406556,4348413.0,338.1021667480469,315.4534259033203,-1.329341687559455,-0.0375573365549151,0.0435033596239973,0.0435033596239973,-0.0049140400261465,Services,18.0
2020-07-08,332.23492431640625,341.0626458536383,330.9668342480719,340.4286157035068,3988463.0,337.8119750976563,316.80831237792967,-1.344836177324117,-0.0154646405388762,0.0246623421783835,0.026570721170857,-0.0038168475844119,Services,18.0
