Date_Ticker,Close_KAJARIACER.NS,High_KAJARIACER.NS,Low_KAJARIACER.NS,Open_KAJARIACER.NS,Volume_KAJARIACER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,532.6360473632812,538.5950112056477,528.2025549873581,535.1149530445032,240475.0,,,-1.5168414577860747,,0.0046540328869841,0.0111876841078728,-0.0083236806781484,Consumer Durables,5.0
2020-01-13,515.3311767578125,533.0173692429071,512.947591296398,532.6360304848835,148391.0,,,-1.571423557011726,-0.0324891090100517,0.033580063670791,0.0343200514208485,-0.0046253469010176,Consumer Durables,5.0
2020-01-14,523.959716796875,528.5361890023113,515.4264696574149,523.1493210600274,201045.0,,,-1.5442078765641774,0.0167436794593889,-0.0015466756524752,0.0087343970513871,-0.0162860747990826,Consumer Durables,5.0
2020-01-15,523.816650390625,527.6780463599797,520.5749515907023,522.481819545247,41315.0,,,-1.5446591289866791,-0.000273048483812,-0.0025482787620105,0.0073716556479737,-0.0061886135110543,Consumer Durables,5.0
2020-01-16,524.150390625,529.8709951611528,521.5761069451315,524.3887491473397,126388.0,,,-1.543606463352618,0.0006371317790797,0.0004547521600728,0.0109140518417463,-0.0049113455334811,Consumer Durables,5.0
2020-01-17,532.7312622070312,538.1181877329445,519.7168644705474,524.8654314898804,338402.0,,,-1.5165411362079593,0.0163710105639707,-0.014765100671141,0.0101119005173377,-0.024429573895414,Consumer Durables,5.0
2020-01-20,531.6348266601562,542.5039985910248,527.0583546551059,533.9230917591808,87322.0,,,-1.5199994546882576,-0.0020581400504498,0.0043042046613084,0.0204448079505081,-0.0086082998621455,Consumer Durables,5.0
2020-01-21,523.5305786132812,537.4030896686885,519.7168426679855,534.3044292131357,298865.0,,,-1.5455614413178502,-0.0152440126953074,0.0205792193235245,0.0264979957658872,-0.0072846479290618,Consumer Durables,5.0
2020-01-22,525.8189086914062,528.9175695313828,521.6237753539305,523.4353234298858,98058.0,,,-1.5383437127238098,0.0043709578229151,-0.0045330915684497,0.0058930190389845,-0.0079782854289438,Consumer Durables,5.0
2020-01-23,535.1625366210938,550.036143161427,528.6315364605966,530.3953662286148,586403.0,,,-1.5088725402190817,0.017769668939713,-0.0089078925863868,0.0277926901128808,-0.0122037693477807,Consumer Durables,5.0
2020-01-24,547.0327758789062,551.0372104520437,540.1203791466673,540.5017760366786,191756.0,,,-1.4714320651196957,0.0221806244748721,-0.0119389552696077,0.0073202827137801,-0.012636165577342,Consumer Durables,5.0
2020-01-27,551.1802368164062,553.3731818281931,536.3066879478525,544.4108778990645,148821.0,,,-1.4583503651991196,0.0075817412052438,-0.0122815704649376,0.003978635054938,-0.0269849096086294,Consumer Durables,5.0
