Date_Ticker,Close_CDSL.NS,High_CDSL.NS,Low_CDSL.NS,Open_CDSL.NS,Volume_CDSL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,125.96916961669922,128.77589624215054,118.0247477020002,119.88003099239988,10302032.0,,,-1.2859213709748103,,-0.0483383247093511,0.0222810599926288,-0.0630663990155083,Financial Services,9.0
2020-01-13,126.13565826416016,128.89481023242544,124.68473528916677,126.540018369246,2298966.0,,,-1.2854964761646466,0.0013216618635141,0.0032057556970845,0.0218744802717636,-0.0115028771004214,Financial Services,9.0
2020-01-14,128.8472442626953,132.72431360238903,124.8750262388069,126.25459505372449,4861706.0,,,-1.2785762516588863,0.0214973785831156,-0.0201218832719844,0.0300904327591913,-0.030828893909363,Financial Services,9.0
2020-01-15,132.27236938476562,133.8660153628959,127.01573161739768,127.9671603186516,4601172.0,,,-1.2698350076718432,0.0265828356801106,-0.0325480603858441,0.0120482152511725,-0.0397410116097411,Financial Services,9.0
2020-01-16,130.559814453125,133.6281634243242,129.77487412970967,133.05731489179084,1676476.0,,,-1.2742056101944268,-0.0129471857169126,0.0191291665749304,0.0235014807891049,-0.0060121127370103,Financial Services,9.0
2020-01-17,129.893798828125,132.0583078540056,128.58558435185049,130.58359044994793,1282408.0,,,-1.2759053452025857,-0.005101229867626,0.00531042765741,0.0166636825268668,-0.0100714159419229,Financial Services,9.0
2020-01-20,130.060302734375,134.15144912176012,129.1564483565882,130.1078770737638,1524986.0,,,-1.275480411450546,0.0012818464603557,0.0003657867803519,0.031455765528553,-0.0069495023368719,Financial Services,9.0
2020-01-21,133.91358947753906,134.91259251571498,127.06330574349688,129.34672881562767,2768254.0,,,-1.2656464584200429,0.0296269242970602,-0.034103041220304,0.0074600572060945,-0.0511545076251664,Financial Services,9.0
2020-01-22,133.8184356689453,135.81644166867912,131.3447298552717,134.91258734218974,2334974.0,,,-1.2658892999594231,-0.0007105612579349,0.008176389656439,0.0149307230333846,-0.0184855382691315,Financial Services,9.0
2020-01-23,132.46266174316406,135.34072764884786,131.1068729914823,133.77087615804749,1300492.0,,,-1.2693493635349582,-0.0101314435414213,0.0098760994054305,0.0217273748527278,-0.0102352522125105,Financial Services,9.0
2020-01-24,127.56280517578124,131.392314557781,126.11188215702788,128.44287966218184,2160330.0,,,-1.2818542619636382,-0.036990473412676,0.0068991465434447,0.0300205798761064,-0.0113741855766967,Financial Services,9.0
2020-01-27,127.65794372558594,131.29715545700572,123.66194624564172,126.3021549776631,1783824.0,,,-1.281611459366134,0.0007458173224835,-0.0106204808596733,0.0285075227221476,-0.0313023801208488,Financial Services,9.0
2020-01-28,129.25160217285156,130.70252521715554,127.01573879155788,128.0147418878306,2422412.0,,,-1.2775442919421476,0.0124838173070636,-0.0095694000246655,0.0112255710560835,-0.0172985351338516,Financial Services,9.0
2020-01-29,128.7045135498047,130.72629956816235,127.96716210311072,129.87001953215326,673324.0,,,-1.278940513967957,-0.0042327415200257,0.0090556729535173,0.0157087421613641,-0.005729025551296,Financial Services,9.0
2020-01-30,127.39630889892578,129.60839244502148,126.73031165089373,129.3943151606731,669920.0,,,-1.28227917624474,-0.0101644038332243,0.0156833920779644,0.0173637962136778,-0.0052277593737857,Financial Services,9.0
2020-01-31,126.2308120727539,128.9185953829269,125.25558889524474,128.157449480826,539922.0,,,-1.285253634625266,-0.0091485917939471,0.0152628140185111,0.0212926088808165,-0.0077257142015936,Financial Services,9.0
2020-02-03,121.04551696777344,124.01873896474788,119.90380541185408,121.92558417497064,641216.0,,,-1.2984869992592734,-0.0410778875603833,0.0072705477182728,0.0245628427343247,-0.0094320845952793,Financial Services,9.0
2020-02-04,124.87500762939452,126.08807332502056,121.83043891834096,121.83043891834096,844044.0,,,-1.2887137760845533,0.0316367822415153,-0.0243809291294642,0.0097142392113096,-0.0243809291294642,Financial Services,9.0
2020-02-05,131.89181518554688,133.20002976358205,125.35074229537096,125.35074229537096,1699772.0,,,-1.270806218061861,0.056190647667281,-0.0495942290351668,0.0099188458070333,-0.0495942290351668,Financial Services,9.0
2020-02-06,135.10289001464844,139.86003402924874,131.2971748029682,131.67774051707565,6374216.0,129.182612991333,,-1.2626112507127951,0.0243462782325361,-0.0253521556585608,0.0352112676056337,-0.0281690140845071,Financial Services,9.0
2020-02-07,137.6955108642578,141.62015386554262,133.3665078017352,135.8877878015618,6398004.0,129.76893005371093,,-1.2559946365440748,0.0191899732813137,-0.0131284095708688,0.0285023308069483,-0.0314389556736545,Financial Services,9.0
2020-02-10,135.2218017578125,138.90858790952066,133.67573014580586,137.81445072962197,1419072.0,130.22323722839354,,-1.262307776672322,-0.0179650672045796,0.0191733059174363,0.0272647317502199,-0.011433597185576,Financial Services,9.0
2020-02-11,139.07508850097656,140.33572858302298,134.865013739956,136.0067252384575,1885370.0,130.73462944030763,,-1.2524738236418187,0.0284960464442372,-0.0220626374974228,0.009064456443165,-0.0302719545707209,Financial Services,9.0
2020-02-12,139.21778869628906,142.69051183940397,137.24357723064313,139.57457442565817,4344016.0,131.0819004058838,,-1.2521096392165,0.0010260658242291,0.002562788367135,0.0249445360081881,-0.0141807414421212,Financial Services,9.0
2020-02-13,135.531005859375,139.57457754938795,134.67472589678474,139.21779181203388,1309012.0,131.3304599761963,,-1.2615186584949636,-0.0264821246727095,0.0272025277852969,0.0298350304741965,-0.0063179636066357,Financial Services,9.0
2020-02-14,132.0107421875,136.88681464667792,131.1068877571338,136.05431447072073,1022306.0,131.43630714416503,,-1.2705027050795112,-0.0259738622136957,0.0306306306306307,0.0369369369369367,-0.006846824852196,Financial Services,9.0
2020-02-17,131.01173400878906,132.93838590926634,129.39430806154976,131.7728799009165,814536.0,131.48387870788574,,-1.2730522686498738,-0.0075676279229762,0.0058097535910515,0.0147059491659582,-0.0123456571235885,Financial Services,9.0
2020-02-18,130.65493774414062,131.5350121575856,126.54001169590514,130.0127204955376,1218750.0,131.32094612121583,,-1.2739628465387984,-0.0027233916667685,-0.004915369137144,0.0067358679942768,-0.0314946080055059,Financial Services,9.0
2020-02-19,134.74609375,136.53002261694616,131.439873109533,131.46366753834914,1559218.0,131.36732902526856,,-1.26352182860172,0.0313126780854698,-0.0243600843653463,0.0132391879964695,-0.0245366715164385,Financial Services,9.0
2020-02-20,136.98193359375,140.33571348176355,135.10285636888423,135.10285636888423,3287202.0,131.59329261779786,,-1.2578157533800485,0.0165929844905058,-0.0137177011272054,0.0244833738291352,-0.0137177011272054,Financial Services,9.0
2020-02-24,137.62416076660156,143.57059036276738,136.29216634412057,137.2911694198065,5678530.0,132.09636039733886,,-1.2561767287567345,0.0046884078506018,-0.0024195704078427,0.043207744650668,-0.0096784926066865,Financial Services,9.0
2020-02-25,135.69752502441406,139.86002579203412,134.15145331072662,138.88481713353764,1591382.0,132.49833946228028,,-1.2610936858010475,-0.0139992551558944,0.0234882110675942,0.0306748466257669,-0.011393514460999,Financial Services,9.0
2020-02-26,135.07908630371094,137.95715211843248,133.366511856642,134.38929473605924,1704714.0,132.78971366882325,,-1.2626720000395166,-0.0045574797373191,-0.0051065756108297,0.0213065241517145,-0.0126783093810568,Financial Services,9.0
2020-02-27,135.91159057617188,137.43386772928957,132.7242987419751,134.96016191135485,1258608.0,133.1500675201416,,-1.2605473702211938,0.0061630878268538,-0.0070003497183986,0.0112004954593221,-0.0234512142833797,Financial Services,9.0
2020-02-28,126.06431579589844,132.27238289878684,125.35074419705371,132.2486029858859,1785568.0,133.08346786499024,,-1.2856785489063678,-0.0724535320242206,0.0490566037735848,0.049245236954599,-0.0056603773584905,Financial Services,9.0
2020-03-02,120.33193969726562,130.3457279099995,118.45286952405064,127.91958189573606,2052738.0,132.7885242462158,,-1.3003081160952463,-0.0454718376286092,0.0630559286051537,0.0832180403467843,-0.0156157224585791,Financial Services,9.0
2020-03-03,120.3557357788086,125.11287948548087,118.45287829613967,122.25859326147751,1477562.0,132.75403518676757,,-1.3002473862394632,0.0001977536604399,0.015810276679842,0.0395256916996047,-0.0158102766798419,Financial Services,9.0
2020-03-04,120.5698013305664,122.71052317814848,116.69273225668071,121.14065710246996,1550620.0,132.53877487182618,,-1.2997010706596095,0.0017786069801544,0.0047346496851101,0.0177550416767533,-0.0321562201405301,Financial Services,9.0
2020-03-05,121.9255828857422,124.47065757821674,118.92858826843754,121.30716003380628,1042394.0,132.04046325683595,,-1.2962409876131364,0.0112447855119096,-0.0050721336515194,0.0208740006177339,-0.0245805231877641,Financial Services,9.0
2020-03-06,118.92858123779295,120.71250995635988,114.45686948678176,115.09907947017112,779740.0,131.23174781799315,,-1.3038896199114098,-0.0245805808511716,-0.0322000122070311,0.0150000000000001,-0.0375999755859375,Financial Services,9.0
2020-03-09,113.7195281982422,116.93060038204776,111.79288343619372,116.28838304175638,1344894.0,130.03294868469237,,-1.31718361704651,-0.0437998417649958,0.0225893906193139,0.0282367701896182,-0.0169420748799611,Financial Services,9.0
2020-03-11,113.67194366455078,116.55001696378896,111.79287341424654,114.36172802746944,885548.0,128.9554557800293,,-1.3173050572871383,-0.0004184376636566,0.0060682024137304,0.0253191175100466,-0.0165306423883225,Financial Services,9.0
2020-03-12,105.9891586303711,109.24779757253329,102.2785852486549,108.93858614856732,2196276.0,127.30115928649904,,-1.3369122529632995,-0.0675873464155043,0.0278276340364405,0.0307450213236095,-0.0350089898784509,Financial Services,9.0
2020-03-13,106.8930206298828,110.7938771268027,90.38573295733468,98.0209502720746,1426518.0,125.6849208831787,,-1.3346055114613795,0.0085278722011924,-0.0829995289264745,0.0364930888278161,-0.1544281149066283,Financial Services,9.0
2020-03-16,102.77809143066406,105.98916343879908,102.13587412550696,103.34894722478968,767870.0,124.04727516174316,,-1.3451072008414269,-0.0384957705841871,0.0055542556412495,0.0312427674364945,-0.0062485817377758,Financial Services,9.0
2020-03-17,101.08930206298828,107.74930314007928,99.42430179371551,101.89801502772715,1043472.0,122.50120315551756,,-1.3494171513919797,-0.0164314139732305,0.0079999856387869,0.0658823529411765,-0.0164705882352941,Financial Services,9.0
