Date_Ticker,Close_SONACOMS.NS,High_SONACOMS.NS,Low_SONACOMS.NS,Open_SONACOMS.NS,Volume_SONACOMS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-06-24,354.3987731933594,354.3987731933594,289.4452784019199,295.3323010134844,41848082.0,,,-2.2896083042227846,,-0.1666666948298053,0.0,-0.1832779899494769,Automobile and Auto Components,0.0
2021-06-25,357.8328552246094,406.1064207186005,348.7570290660167,380.5959904349888,30784367.0,,,-2.2539805634575982,0.0096898812608935,0.0636138769205278,0.1349053469774042,-0.0253633114625426,Automobile and Auto Components,0.0
2021-06-28,340.9566955566406,354.88932646016104,330.9487460408226,350.27781385243367,5967165.0,,,-2.429066492183486,-0.0471621300882941,0.0273381294964027,0.0408633444806656,-0.0293525531137589,Automobile and Auto Components,0.0
2021-06-29,342.52655029296875,345.37193811269543,334.4318954934525,338.5037461615907,2476272.0,,,-2.412779642575371,0.0046042642857187,-0.0117445030989197,0.0083070577077688,-0.0236321966650256,Automobile and Auto Components,0.0
2021-06-30,335.8546142578125,352.2401718327825,334.87344386273514,344.1455160733941,983870.0,,,-2.4819993074812587,-0.0194785952488927,0.0246859845409694,0.0487876506064377,-0.0029214140685415,Automobile and Auto Components,0.0
2021-07-01,338.4546813964844,343.40957906003206,326.9749777764448,335.5602172529456,1740419.0,,,-2.455024262288479,0.0077416448317008,-0.0085519991379525,0.0146397669640836,-0.0339179933120546,Automobile and Auto Components,0.0
2021-07-02,370.3427429199219,377.75056673190346,334.87341250489783,336.541413997514,4600866.0,,,-2.124193612606002,0.0942166360112539,-0.0912703963250514,0.0200026163698403,-0.0957743363225386,Automobile and Auto Components,0.0
2021-07-05,375.8373107910156,380.59599323287625,359.59895260290534,374.2183856150894,3150274.0,,,-2.0671888474470297,0.0148364399630798,-0.0043075158571108,0.0126615487745087,-0.0432058173094465,Automobile and Auto Components,0.0
2021-07-06,380.6940612792969,388.2490842663971,368.9200181469475,375.4447943942031,3504682.0,,,-2.0168012778482063,0.0129224809480979,-0.0137886755245247,0.019845392286163,-0.0309278350515463,Automobile and Auto Components,0.0
2021-07-07,397.7174072265625,412.8764711631693,371.3729773493848,377.0147068599765,5935443.0,,,-1.84018832834784,0.044716604955853,-0.0520537949569618,0.0381151633324696,-0.0662390667305401,Automobile and Auto Components,0.0
