Date_Ticker,Close_HINDZINC.NS,High_HINDZINC.NS,Low_HINDZINC.NS,Open_HINDZINC.NS,Volume_HINDZINC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,118.9474868774414,121.85195035562536,115.63584664130452,116.72162923887548,2207069.0,,,-1.0603146016121134,,-0.0187129438124183,0.024418031472801,-0.0278411954978843,Metals & Mining,14.0
2020-01-13,117.1559600830078,120.5218849426512,116.28733057167696,119.24608690110868,547822.0,,,-1.0737732520663072,-0.0150614934494539,0.0178405504646965,0.0287302912908447,-0.0074143006528684,Metals & Mining,14.0
2020-01-14,116.20588684082033,118.73032812482585,115.77157213500644,117.26452324108509,2079225.0,,,-1.0809105741048128,-0.0081094742556362,0.0091100066360227,0.0217238674617537,-0.0037374587262415,Metals & Mining,14.0
2020-01-15,116.91165161132812,118.83890921203852,115.90729933399837,116.17874499988594,679989.0,,,-1.075608592923922,0.0060733994610322,-0.0062688928035909,0.0164847350469186,-0.0085906944559189,Metals & Mining,14.0
2020-01-16,117.12881469726562,118.62176598541154,116.80307655721506,117.80742891915013,417479.0,,,-1.0739771788282644,0.0018574973746796,0.0057937427578216,0.0127462340672075,-0.0027810248135138,Metals & Mining,14.0
2020-01-17,117.78028869628906,119.2189558903263,117.45455882350235,117.80743492332098,1274504.0,,,-1.0690830511712877,0.0055620301520787,0.0002304819196183,0.0122148384076983,-0.0027655720357981,Metals & Mining,14.0
2020-01-20,117.45455932617188,121.60767528000072,116.47735313589878,118.7574953906257,1694116.0,,,-1.0715300576847784,-0.0027655677679405,0.0110931075977696,0.0353593421801159,-0.008319865962456,Metals & Mining,14.0
2020-01-21,115.31011962890624,117.69884654341897,114.90295111569138,116.17874910397715,549280.0,,,-1.087639927989409,-0.0182576113653494,0.0075329856379158,0.0207156745843311,-0.0035310735477963,Metals & Mining,14.0
2020-01-22,113.57286071777344,116.55876293125338,112.75852375046072,115.63584935840512,576149.0,,,-1.1006908968646814,-0.0150659709375352,0.0181644507991936,0.0262906313586646,-0.0071701721887267,Metals & Mining,14.0
2020-01-23,113.2742691040039,114.38719795203468,112.64994740781944,114.14289851804354,472035.0,,,-1.1029340339312126,-0.0026290753960272,0.007668373593672,0.0098250808134452,-0.0055115932428683,Metals & Mining,14.0
2020-01-24,112.8399658203125,113.95288641544325,112.64995054199716,113.95288641544325,558023.0,,,-1.1061966901775342,-0.003834085950205,0.0098628228663499,0.0098628228663499,-0.0016839359790121,Metals & Mining,14.0
2020-01-27,109.12116241455078,112.97569435070018,108.5782710592545,112.89425567708692,922817.0,,,-1.1341337968407008,-0.0329564386051266,0.0345770992449858,0.0353234134503264,-0.0049751243781095,Metals & Mining,14.0
2020-01-28,107.899658203125,110.4240997230107,107.08532116008256,109.202594158447,612033.0,,,-1.143310214553785,-0.0111940175892306,0.0120754409886005,0.0233961957055817,-0.0075471698113206,Metals & Mining,14.0
2020-01-29,107.79107666015624,110.07121861967252,107.49248476791692,108.57826744234032,591901.0,,,-1.1441259216016135,-0.0010063196193294,0.0073029308786471,0.0211533461782287,-0.0027700984301392,Metals & Mining,14.0
2020-01-30,105.70093536376952,108.44253810915936,105.04946745493034,108.44253810915936,689175.0,,,-1.159827881067332,-0.0193906709270241,0.0259373555773618,0.0259373555773618,-0.006163312619677,Metals & Mining,14.0
2020-01-31,105.3752212524414,106.78673388460108,105.13091350184337,105.94525058019649,724986.0,,,-1.1622747729508272,-0.0030814685812115,0.0054095196288082,0.0133951095464672,-0.002318455398663,Metals & Mining,14.0
2020-02-03,102.82362365722656,104.64231308667588,102.14500943487457,104.01799131565808,327572.0,,,-1.181443372739822,-0.0242143984599769,0.0116156931252788,0.0176874667976312,-0.00659978901944,Metals & Mining,14.0
2020-02-04,104.7508773803711,105.80951378590684,103.149349660831,104.07226323786564,475656.0,,,-1.1669650884758422,0.0187432970614733,-0.0064783623724817,0.0101062294847575,-0.015288919382743,Metals & Mining,14.0
2020-02-05,103.55652618408205,105.8366682231054,102.87791198890456,104.88660834985694,682799.0,,,-1.1759375221119714,-0.0114018252272211,0.0128440206985174,0.0220183326251228,-0.0065530799475753,Metals & Mining,14.0
2020-02-06,104.64231872558594,107.8725209412758,104.18085771597362,105.15806390559266,867168.0,111.41216316223144,,-1.1677806235786776,0.0104850228325909,0.0049286482399075,0.0308689854642914,-0.0044098889935959,Metals & Mining,14.0
2020-02-07,105.89096069335938,106.18955259606987,104.61516269262572,105.18520027346128,337789.0,110.75933685302736,,-1.158400336418634,0.011932476105082,-0.0066649732449008,0.0028198053993973,-0.012048223874634,Metals & Mining,14.0
2020-02-10,105.1852035522461,106.81387767176474,104.04512835503706,106.51528575974666,296480.0,110.16079902648926,,-1.1637022602845273,-0.0066649422811171,0.0126451455393143,0.0154838709677418,-0.0108387411794353,Metals & Mining,14.0
2020-02-11,105.75521850585938,106.35239391815952,104.5065669581581,105.53805703277128,207883.0,109.6382656097412,,-1.1594200848584153,0.0054191553028668,-0.0020534350565032,0.0056467701616735,-0.0118069970006453,Metals & Mining,14.0
2020-02-12,104.37086486816406,105.94524651231735,104.01798879463948,105.86381612115473,155810.0,109.011226272583,,-1.1698198911982494,-0.0130901685728029,0.0143042912873863,0.0150844936098017,-0.0033809825564856,Metals & Mining,14.0
2020-02-13,103.55652618408205,105.15805402792792,103.28508050601104,104.5065860573305,149432.0,108.33261184692384,,-1.1759375221119714,-0.0078023563866282,0.0091743119266054,0.0154652526775476,-0.0026212319790301,Metals & Mining,14.0
2020-02-14,103.50223541259766,104.23514206881497,103.25793595514683,103.6922507038732,138592.0,107.61870918273924,,-1.1763453756358857,-0.0005242621926875,0.0018358568828786,0.0070810707932602,-0.0023603302525492,Metals & Mining,14.0
2020-02-17,102.68790435791016,103.50224145284636,102.2264516410988,103.50224145284636,135016.0,106.88037643432617,,-1.18246294923461,-0.0078677629660971,0.0079302143716741,0.0079302143716741,-0.0044937397417615,Metals & Mining,14.0
2020-02-18,100.73345947265624,103.14932355169998,99.94626892337618,103.14932355169998,324413.0,106.15154342651368,,-1.1971455041505334,-0.0190328636802427,0.023982737133132,0.023982737133132,-0.0078145886520828,Metals & Mining,14.0
2020-02-19,100.3263168334961,102.93219680654744,100.16344778195588,100.81491570425268,279253.0,105.4892162322998,,-1.2002041190049022,-0.0040417815618719,0.0048700967620238,0.0259740420589358,-0.0016233931104091,Metals & Mining,14.0
2020-02-20,98.9962158203125,101.90067883415298,98.5347549765742,100.4348742185467,390434.0,104.77531356811524,,-1.2101963583958106,-0.0132577478687975,0.0145324585017017,0.0293391317008759,-0.0046613988213034,Metals & Mining,14.0
2020-02-24,97.80187225341795,99.45769250846584,97.4489961935609,98.53477888095432,705058.0,104.02340888977052,,-1.2191687347169422,-0.0120645375886122,0.0074937893380742,0.0169303533449485,-0.0036080705995352,Metals & Mining,14.0
2020-02-25,96.4175033569336,98.53477622677308,95.00598258779776,97.7204392331634,366180.0,103.38822593688964,,-1.2295686556867715,-0.0141548302152875,0.0135134786824584,0.0219594243381457,-0.0146396735031653,Metals & Mining,14.0
2020-02-26,93.8116226196289,96.60750962991834,92.75298619261952,95.06027432393977,542335.0,102.68382415771484,,-1.249145051684683,-0.0270270505517844,0.0133102026107541,0.0298032048931262,-0.0112847043622916,Metals & Mining,14.0
2020-02-27,99.02336883544922,101.87354813250089,92.29152009500604,92.3458125380192,1352291.0,102.2454387664795,,-1.2099923743188556,0.0555554426017338,-0.0674341458583011,0.0287828956999827,-0.0679824249529396,Metals & Mining,14.0
2020-02-28,93.5130386352539,96.4989411751314,92.4544021187976,92.4544021187976,640027.0,101.63604393005372,,-1.2513881314362163,-0.0556467656574281,-0.0113207369999546,0.0319303338171264,-0.0113207369999546,Metals & Mining,14.0
2020-03-02,91.04288482666016,96.17320682682475,89.03418833203963,94.08307993691004,290865.0,100.91942710876464,,-1.2699448936243418,-0.0264150737121113,0.0333930006286404,0.0563506089457996,-0.0220631903134984,Metals & Mining,14.0
2020-03-03,93.86591339111328,94.46309720422612,91.09717240889448,92.29153175125542,321602.0,100.471541595459,,-1.2487371981607684,0.0310076791813878,-0.0167726662744743,0.0063620945190672,-0.0294967670605007,Metals & Mining,14.0
2020-03-04,91.9929428100586,93.8659164168475,90.77143720338776,93.56733278453112,302832.0,99.83364486694336,,-1.2628076862158315,-0.0199536819425656,0.0171142473148537,0.0203599705540034,-0.0132782534111657,Metals & Mining,14.0
2020-03-05,91.93864440917967,94.6531008926646,91.74862914179025,93.37730303188118,228864.0,99.25275077819823,,-1.2632155970547438,-0.0005902452864348,0.0156480295304186,0.0295246520212331,-0.0020667616823213,Metals & Mining,14.0
2020-03-06,88.92560577392578,92.56297620253088,87.89410722715648,90.66285645643788,558994.0,98.46691513061523,,-1.2858507225370197,-0.0327722760610234,0.019536000541044,0.0409035215104673,-0.0115995672764002,Metals & Mining,14.0
2020-03-09,86.48258972167969,87.64980275678153,83.82241725909472,87.64980275678153,882419.0,97.49649658203126,,-1.3042036152781855,-0.0274725826266164,0.0134965088216967,0.0134965088216967,-0.0307596300150816,Metals & Mining,14.0
2020-03-11,86.86262512207031,91.50434830880404,85.88541893267393,91.50434830880404,641989.0,96.58036766052246,,-1.301348640610785,0.0043943573106872,0.0534375190734863,0.0534375190734863,-0.0112500190734863,Metals & Mining,14.0
2020-03-12,78.74639129638672,84.14815852561283,76.08621873396798,83.06237583495977,1359057.0,95.22992630004885,,-1.3623209656710504,-0.0934375839352959,0.0548086644672831,0.0685970130224109,-0.033781517078114,Metals & Mining,14.0
2020-03-13,76.62911224365234,81.54228071440082,63.00254406139823,70.49444649528301,1802233.0,93.84283866882323,,-1.378226794583728,-0.0268873153153816,-0.0800565942727269,0.0641162128451444,-0.1778249516832016,Metals & Mining,14.0
2020-03-16,75.05473327636719,80.34792423075837,72.31313015090952,73.83322767150769,1040430.0,92.4177490234375,,-1.39005414557226,-0.0205454418195425,-0.0162748643761302,0.0705244122965642,-0.0365280510072898,Metals & Mining,14.0
2020-03-17,72.80171966552734,77.0905572108983,70.57586223532942,74.91899221904201,804354.0,90.882723236084,,-1.406979665609721,-0.0300182748307662,0.0290827272108686,0.0589112120575605,-0.030574242482515,Metals & Mining,14.0
2020-03-18,73.69750213623047,78.93640044783835,68.67575705512454,74.37611633637992,829364.0,89.433203125,,-1.40025019709513,0.0123044136157581,0.0092081031307551,0.0710865112079881,-0.0681399631675873,Metals & Mining,14.0
2020-03-19,69.08292388916016,73.29033182739977,67.9971411954209,72.15025668542773,834222.0,87.85067634582519,,-1.4349167149578903,-0.0626151241671695,0.0444007378898576,0.0609037328094301,-0.0157170923379175,Metals & Mining,14.0
2020-03-20,73.96894073486328,77.36201141077444,69.1100651837313,70.57587005895212,772563.0,86.53280754089356,,-1.3982110441055535,0.0707268391468559,-0.0458715596330275,0.0458715596330274,-0.0656880509962729,Metals & Mining,14.0
2020-03-23,68.16000366210938,73.29032473692111,66.77562920475035,67.86141179344547,683556.0,84.99099693298339,99.1813621520996,-1.4418500529194411,-0.0785321111137126,-0.0043807490114601,0.075268791067623,-0.0203106570272767,Metals & Mining,14.0
2020-03-24,68.51287841796875,70.57586695496347,67.86141053361872,68.40430181788768,778018.0,83.52654724121093,98.17266998291016,-1.4391991196439933,0.0051771528301067,-0.0015847619102891,0.0301109599338285,-0.0095086923713186,Metals & Mining,14.0
2020-03-25,74.8918685913086,75.54333662861086,67.01994312123114,67.86142646618494,823353.0,82.45026550292968,97.32738815307616,-1.3912776488290053,0.0931064395576005,-0.0938745721980764,0.0086987819846955,-0.1051105496250232,Metals & Mining,14.0
2020-03-26,75.59760284423828,78.71922737820144,74.97328125099071,77.09055370830761,494010.0,81.53956451416016,96.51522247314452,-1.385975896908105,0.0094233762116544,0.0197486535008974,0.0412926391382404,-0.0082584839962971,Metals & Mining,14.0
2020-03-27,78.14920806884766,83.60526778565868,77.06342537033261,77.06342537033261,701050.0,80.49585647583008,95.73997360229492,-1.366807239804113,0.0337524620968037,-0.013893713389373,0.0698159309817236,-0.013893713389373,Metals & Mining,14.0
2020-03-30,78.90925598144531,79.56072390294206,74.64755584338636,76.00478413144793,352686.0,79.76566734313965,94.97558242797852,-1.361097462414305,0.0097255996750225,-0.0368077459845818,0.0082559126099215,-0.0540076076634286,Metals & Mining,14.0
2020-03-31,84.36531829833984,86.6726066950613,79.28928879587173,79.56073448960368,510402.0,79.43178901672363,94.30728302001953,-1.3201093868758655,0.0691435022296683,-0.0569497502723309,0.0273487784229324,-0.0601672536162055,Metals & Mining,14.0
