Date_Ticker,Close_PERSISTENT.NS,High_PERSISTENT.NS,Low_PERSISTENT.NS,Open_PERSISTENT.NS,Volume_PERSISTENT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,327.3810119628906,332.25593822371195,324.8365498674136,329.11697292569573,96128.0,,,-1.234035290246969,,0.0053025707031593,0.0148906811411955,-0.0077721737135001,Information Technology,12.0
2020-01-13,324.7890014648437,331.6614352685412,320.69880201123743,330.04440397351453,90330.0,,,-1.23573088235,-0.0079174124440078,0.0161809743709553,0.0211596875901025,-0.0125934050573108,Information Technology,12.0
2020-01-14,325.3359069824219,328.6651247143374,323.59997515357946,324.8365301283295,41236.0,,,-1.2353731181058318,0.0016838794266785,-0.0015349576956451,0.0102331702725191,-0.0053358138206865,Information Technology,12.0
2020-01-15,336.9168395996094,338.62899707455165,325.7877289270616,325.8115032475658,325548.0,,,-1.2277973239853082,0.0355968473464972,-0.0329616541733002,0.005081840008285,-0.0330322185313549,Information Technology,12.0
2020-01-16,332.945556640625,340.0558205115619,329.04560995633574,338.62901287305186,140660.0,,,-1.230395182300014,-0.0117871311024519,0.0170702270057967,0.0213556352656525,-0.0117134666809768,Information Technology,12.0
2020-01-17,334.5150451660156,338.86682015198954,333.15958949679816,338.86682015198954,92258.0,,,-1.229368484163006,0.00471394945536,0.0130092055614843,0.0130092055614843,-0.0040520021111301,Information Technology,12.0
2020-01-20,333.9919128417969,338.6290380111917,328.64138380018744,336.67907903852966,183716.0,,,-1.2297106969119336,-0.0015638529022188,0.0080456025832147,0.0138839444642222,-0.0160199359202564,Information Technology,12.0
2020-01-21,339.6277770996094,345.7630617461098,330.5675541208984,330.61513179407046,398718.0,,,-1.226023934479257,0.0168742536603934,-0.0265368321239979,0.0180647316273574,-0.0266769198211185,Information Technology,12.0
2020-01-22,345.35888671875,350.04356135648914,340.5315080587585,340.5315080587585,512922.0,,,-1.2222748662485754,0.0168746787088022,-0.0139778614236811,0.013564656413646,-0.0139778614236811,Information Technology,12.0
