Date_Ticker,Close_INDHOTEL.NS,High_INDHOTEL.NS,Low_INDHOTEL.NS,Open_INDHOTEL.NS,Volume_INDHOTEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-28,133.54379272460938,138.54990085550534,132.78096777486434,138.54990085550534,1691371.0,,,-0.8404761235207798,-0.022338612176031,0.0374866403653777,0.0374866403653777,-0.0057121707732092,Consumer Services,6.0
2020-01-29,133.7344970703125,135.73693117900004,133.01934310328224,133.01934310328224,633176.0,,,-0.8395318604527974,0.0014280285276635,-0.0053475653828813,0.0149732055120732,-0.0053475653828813,Consumer Services,6.0
2020-01-30,134.16360473632812,135.7369405716629,133.06702324032318,134.44966034092903,1835010.0,,,-0.8374071552201359,0.0032086535293135,0.0021321401222267,0.011726994354593,-0.0081734647646063,Consumer Services,6.0
2020-01-31,135.6892547607422,136.35673777164052,131.82739948698273,136.3090518394259,741427.0,,,-0.8298529751231422,0.0113715640498212,0.004567768315749,0.0049192031607461,-0.0284610250131374,Consumer Services,6.0
2020-02-03,134.306640625,135.0694806248899,131.1599387548431,132.30419125217,621297.0,,,-0.8366989201425821,-0.0101895624541539,-0.0149095336128692,0.0056798382890079,-0.0234292351853462,Consumer Services,6.0
2020-02-04,133.87753295898438,135.8799821937843,132.87630834158443,134.92642850839704,2052241.0,,,-0.8388236253752435,-0.0031949847306042,0.0078347391547319,0.014957320997343,-0.0074786604986714,Consumer Services,6.0
2020-02-05,133.63914489746094,134.92642508429873,132.73327717208986,134.68804042025522,603698.0,,,-0.8400039919867885,-0.0017806427729473,0.0078487147130361,0.0096325084078134,-0.0067784609521868,Consumer Services,6.0
2020-02-06,134.97410583496094,135.40320421576078,133.68682569757522,133.68682569757522,993145.0,134.9836463928223,,-0.8333939994046434,0.0099892957151461,-0.0095372377495853,0.0031791163063863,-0.0095372377495853,Consumer Services,6.0
2020-02-07,133.63914489746094,136.16603434033357,132.92399090533044,135.40320941740015,847485.0,135.0813850402832,,-0.8400039919867885,-0.0098904966196428,0.0132002080774518,0.0189083029887049,-0.0053513810843314,Consumer Services,6.0
2020-02-10,131.49366760253906,133.97288610869765,130.63548581503147,133.01934745479713,927148.0,135.07661666870118,,-0.8506272159375601,-0.0160542578790672,0.0116026868827605,0.0188542806004348,-0.0065264115234932,Consumer Services,6.0
2020-02-11,132.54257202148438,133.49611063145446,131.87508899249983,133.49611063145446,647158.0,135.0289390563965,,-0.8454336179573887,0.0079768435854705,0.0071942063250101,0.0071942063250101,-0.005035989711112,Consumer Services,6.0
2020-02-12,131.54136657714844,133.3531022031574,131.20762501419858,133.3531022031574,293392.0,135.03370666503906,,-0.8503910368408636,-0.0075538404685073,0.0137731245550529,0.0137731245550529,-0.0025371605270203,Consumer Services,6.0
2020-02-13,127.96558380126952,132.63793576512094,126.72597440075164,131.58904012007233,1550971.0,134.69758338928222,,-0.8680963471312045,-0.0271837131460978,0.0283158659630704,0.0365125670907544,-0.0096870530629781,Consumer Services,6.0
2020-02-14,127.82254028320312,128.72840810920442,126.7259737077915,127.67951246989136,814315.0,134.1516803741455,,-0.8688046199853253,-0.0011178280426442,-0.0011189561167761,0.0070869177219781,-0.0085788200812007,Consumer Services,6.0
2020-02-17,125.43868255615234,128.72840470286042,124.81887787568355,128.20396439958938,1757197.0,133.58670654296876,,-0.8806081727710751,-0.0186497445737591,0.0220448890811586,0.0262257389799629,-0.0049410968597451,Consumer Services,6.0
2020-02-18,124.8188705444336,126.63060604208248,120.81398707779408,124.91422741352272,813006.0,132.9573673248291,,-0.8836771410717189,-0.0049411553046349,0.0007639619608252,0.0145149166127405,-0.032085560854469,Consumer Services,6.0
2020-02-19,130.7785186767578,131.44600176234346,124.5328087413024,126.24919489030944,816721.0,132.6212429046631,,-0.8541682402190613,0.0477463712524355,-0.0346335455721394,0.0051039199123783,-0.0477579192565469,Consumer Services,6.0
2020-02-20,133.54379272460938,135.21250043657966,127.9655733839121,130.77851852049997,1595577.0,132.42338218688965,,-0.8404761235207798,0.0211447115002611,-0.0207068718634634,0.0124955842418783,-0.0417707122651558,Consumer Services,6.0
2020-02-24,131.5890350341797,133.4007706260659,130.6354963037198,133.4007706260659,1282784.0,132.08487434387206,,-0.8501550088504349,-0.0146375780599607,0.0137681349469249,0.0137681349469249,-0.0072463388018021,Consumer Services,6.0
2020-02-25,133.40077209472656,134.44966771078325,131.875107108191,133.4961289698255,1374070.0,131.92515602111817,,-0.8411842830451997,0.0137681461078902,0.0007148150164468,0.0078627402194635,-0.0114367028209716,Consumer Services,6.0
2020-02-26,133.7821807861328,134.64037763260535,131.58903274128068,132.30418677666424,2359741.0,131.93707542419435,,-0.8392957569092347,0.0028591190696813,-0.0110477643643089,0.0064148815741347,-0.0163934242360583,Consumer Services,6.0
2020-02-27,134.40199279785156,134.78340528194286,130.20639545278604,133.782180630561,876760.0,131.9704502105713,,-0.8362267886085908,0.0046329937819566,-0.0046116292949823,0.0028378484288174,-0.0312167792882055,Consumer Services,6.0
2020-02-28,128.72840881347656,131.11227073678438,121.24309647900522,128.96679350530573,3998483.0,131.6986904144287,,-0.8643192570827077,-0.0422135406348356,0.0018518421382383,0.0185185379457455,-0.0581480995800804,Consumer Services,6.0
2020-03-02,127.63184356689452,132.2088537059087,124.00837220516952,127.91789919807476,7787214.0,131.29581985473632,,-0.8697488452767409,-0.0085184401538818,0.0022412559686195,0.035861036016574,-0.0283900260347322,Consumer Services,6.0
2020-03-03,126.82132720947266,129.4435587354528,122.1012819531786,127.7748659461927,1786409.0,130.92155418395996,,-0.8737620766453673,-0.0063504242732109,0.0075187569606891,0.020676581641895,-0.0372180717561636,Consumer Services,6.0
2020-03-04,118.0963897705078,126.77364021878358,115.66485700901757,125.29564618610938,3422584.0,130.13249702453612,,-0.9169631697494404,-0.0687970835106759,0.060960850959048,0.073476000961062,-0.0205893911423994,Consumer Services,6.0
2020-03-05,113.42403411865234,120.00348606934632,109.65753501240228,118.71619824078262,6090456.0,129.1217414855957,,-0.9400981060103816,-0.0395639160598819,0.0466582251570613,0.0580075642858131,-0.0332072398545616,Consumer Services,6.0
2020-03-06,115.28343963623048,117.19053214222389,107.94115524542894,109.65753399931825,3353265.0,128.13720817565917,,-0.9308913522147176,0.0163933996178711,-0.048800640010954,0.0165426405736255,-0.0636889774799367,Consumer Services,6.0
2020-03-09,109.99127197265624,113.42402936838272,106.79689925677062,113.1856446885419,1405895.0,126.95481452941894,,-0.9570952567763024,-0.0459057058001853,0.029042056324976,0.0312093617444471,-0.029042056324976,Consumer Services,6.0
2020-03-11,108.7993392944336,110.51571796427125,106.55851283700792,109.65752862935244,1863849.0,125.82009811401367,,-0.9629970520574608,-0.0108366114587616,0.0078878175224612,0.0157756350449222,-0.0205959564824335,Consumer Services,6.0
2020-03-12,104.98516845703124,111.94604043776124,91.92162138601142,104.2700143850085,22334787.0,124.442227935791,,-0.9818827289593468,-0.0350569301444047,-0.0068119533695415,0.0663033844021403,-0.1244323104207479,Consumer Services,6.0
2020-03-13,109.8005599975586,111.23087550444704,95.40204806071252,95.40204806071252,5905794.0,123.35518760681153,,-0.958039557620852,0.0458673507058114,-0.1311333196949652,0.0130264864488873,-0.1311333196949652,Consumer Services,6.0
2020-03-16,104.07929229736328,105.31890159262984,95.21133599874337,101.26633966811144,4839885.0,122.1608730316162,,-0.9863681296385316,-0.052105997458688,-0.0270270153376428,0.0119102394713146,-0.0852038489393588,Consumer Services,6.0
2020-03-17,95.11598205566406,104.07928729019775,94.4008205727984,101.07562856868046,3420176.0,120.52554512023926,,-1.0307495138010156,-0.0861200152676892,0.0626566259866683,0.0942355326709256,-0.0075188361346795,Consumer Services,6.0
2020-03-18,85.86661529541016,98.16732957836852,82.62456406883324,95.68811834775548,2123141.0,118.54694175720216,,-1.0765472925654735,-0.097243034875474,0.114380926959285,0.1432537458317151,-0.0377568303516234,Consumer Services,6.0
2020-03-19,79.6685791015625,83.72114103706494,77.23703893925806,82.48153173843856,1936727.0,116.2894271850586,,-1.1072365600296763,-0.0721821417150812,0.035308181325665,0.0508677571660489,-0.0305206919682186,Consumer Services,6.0
2020-03-20,86.39104461669922,87.726010572712,78.38127889064764,80.09765726051583,1185498.0,114.07005348205568,,-1.0739506069050888,0.0843803867339824,-0.0728476821192053,0.0154525965270564,-0.0927152317880795,Consumer Services,6.0
2020-03-23,71.1820297241211,81.71869293895169,69.79939273055925,76.28349432468683,1689717.0,110.95196533203124,124.36593948364258,-1.1492572865222042,-0.1760485124361866,0.0716678720786325,0.148024202957788,-0.0194239613413738,Consumer Services,6.0
2020-03-24,73.56590270996094,76.95098182482326,69.84708202697692,71.99255924918326,1077641.0,108.05080871582032,123.20357009887697,-1.1374536581833206,0.0334898147057477,-0.0213868572643048,0.0460142401597143,-0.0505508740597631,Consumer Services,6.0
2020-03-25,72.04022979736328,77.23704453832275,68.75050757754057,70.5622432218681,4500082.0,104.98278160095217,122.01259399414064,-1.1450079516100151,-0.0207388593954013,-0.0205161279975438,0.0721376757900025,-0.0456650711564375,Consumer Services,6.0
2020-03-26,74.61479949951172,79.09646026507738,69.89476154198431,71.13436345372956,2806510.0,102.0244125366211,120.83496749877928,-1.1322600979797162,0.0357379440541799,-0.0466453849521492,0.0600639658033925,-0.0632587367276689,Consumer Services,6.0
2020-03-27,72.37396240234375,77.47541963483157,70.65758384734745,75.32995019233974,1182461.0,98.9230110168457,119.65352645874025,-1.143355491241046,-0.0300320728890068,0.0408432493106147,0.0704874662537837,-0.0237154150197629,Consumer Services,6.0
2020-03-30,71.70648956298828,73.99499438941328,69.8470756402643,72.37396513569067,1521078.0,96.0719150543213,118.39389526367188,-1.1466604497555517,-0.0092225548691783,0.0093084402370033,0.0319148913908933,-0.0259309015691061,Consumer Services,6.0
2020-03-31,71.51577758789062,73.42286999190608,69.89475579673429,73.42286999190608,1486961.0,93.2661117553711,117.04939880371094,-1.147604750600101,-0.0026596194606644,0.0266667366046842,0.0266667366046842,-0.0226666316976579,Consumer Services,6.0
2020-04-01,68.65514373779297,72.94609022140503,67.03412201148639,71.03900539619097,2894184.0,90.35780258178713,115.68773849487305,-1.1617690366089408,-0.0400000384052599,0.0347222586482729,0.0625,-0.0236110746850602,Consumer Services,6.0
2020-04-03,66.12825775146484,70.37152602418546,65.79451620147421,70.37152602418546,1366408.0,87.75939598083497,114.2621905517578,-1.1742807866956773,-0.0368054867961355,0.0641672473614598,0.0641672473614598,-0.0050468825482286,Consumer Services,6.0
2020-04-07,70.46688079833984,71.51577635064686,66.50967575735528,71.51577635064686,2846854.0,85.61153831481934,112.92150802612304,-1.1527983108037054,0.0656092144931626,0.014884943684519,0.014884943684519,-0.0561569491391166,Consumer Services,6.0
2020-04-08,71.5634536743164,76.66491105771408,69.22727043271196,71.42042587508925,4437089.0,83.42553901672363,111.60275695800782,-1.1473686848331053,0.0155615356257176,-0.0019986151014744,0.0712857907419377,-0.0326449203001906,Consumer Services,6.0
2020-04-09,71.84952545166016,73.85196740020174,70.9436576054733,72.46933016234107,2133420.0,81.51845169067383,110.2725636291504,-1.1459522146779977,0.0039974562804871,0.0086264273394249,0.0278699397936708,-0.0126078473099493,Consumer Services,6.0
2020-04-13,69.08424377441406,71.70649016028663,68.84585910342699,71.51577642149104,2702122.0,79.53269691467285,108.92234573364256,-1.1596443691528462,-0.0384871251391431,0.0351966311597307,0.03795722790909,-0.0034506373372992,Consumer Services,6.0
2020-04-15,78.42897033691406,80.86051051577348,68.84585993231023,68.84585993231023,8459323.0,78.20488700866699,107.82004928588869,-1.11337442107783,0.1352656706066586,-0.1221884000699848,0.0310030868493369,-0.1221884000699848,Consumer Services,6.0
2020-04-16,76.95098114013672,79.62090615884611,74.51944831261315,75.32995925512101,3379152.0,76.56240806579589,106.68437896728516,-1.120692610960962,-0.0188449394455673,-0.0210656428416895,0.0346964389426971,-0.0315984642625344,Consumer Services,6.0
2020-04-17,76.7602767944336,81.0512238046347,76.37885678157966,80.09767752375396,1411326.0,75.19645729064942,105.53631240844726,-1.1216368740289446,-0.0024782574942849,0.0434782268732305,0.0559006192967803,-0.0049689765173123,Consumer Services,6.0
2020-04-20,77.61846160888672,81.00354057755452,77.33239849178088,79.90696654573343,1357351.0,74.32158126831055,104.37489654541017,-1.1173876146698896,0.0111800640942367,0.0294840285340658,0.0436117760968381,-0.0036855035667582,Consumer Services,6.0
2020-04-21,75.90208435058594,76.28350434815431,72.80306844005307,76.23582591064478,6414118.0,73.82335472106934,103.20680541992188,-1.125886171164567,-0.0221130027924216,0.0043970012538432,0.0050251584107574,-0.0408291279093041,Consumer Services,6.0
2020-04-22,74.09034729003906,80.0499943094119,73.18447950261292,78.0475524907622,8148377.0,73.54444313049316,102.01106170654298,-1.134856896969802,-0.0238693980020179,0.0534105365336188,0.0804375635606458,-0.0122265291034467,Consumer Services,6.0
2020-04-23,75.04389190673828,78.19058612579137,73.66125478817834,73.66125478817834,4369246.0,72.97708549499512,100.83915664672853,-1.1301354683001887,0.0128700249300547,-0.0184243791657051,0.0419313836089909,-0.0184243791657051,Consumer Services,6.0
2020-04-24,72.46932220458984,76.95097500122304,71.84951756196878,73.99499459392572,2661069.0,73.04145011901855,99.5890609741211,-1.1428833219304877,-0.0343075183966739,0.0210526653613334,0.0618420686201663,-0.0085526485382501,Consumer Services,6.0
2020-04-27,70.75294494628906,76.0927871583176,70.3715249659629,72.80306514896742,1699954.0,72.90080223083496,98.33133697509766,-1.1513818784251648,-0.0236841908560319,0.0289757578887306,0.0754716600995506,-0.0053908707350019,Consumer Services,6.0
2020-04-28,71.61113739013672,72.46932675632009,69.99011553262632,71.37275270550376,3017844.0,72.87934761047363,97.1336863708496,-1.1471325812895428,0.0121294236515404,-0.0033288772294488,0.0119840208864154,-0.0226364489741182,Consumer Services,6.0
2020-04-29,71.84952545166016,72.85075017718506,71.51578387648519,71.75416857232211,577945.0,72.74108390808105,95.91982543945312,-1.1459522146779977,0.0033289243853885,-0.001327174796752,0.0139350221067016,-0.0046450073689005,Consumer Services,6.0
2020-04-30,76.18814086914062,77.23703639340044,72.13557906721718,72.13557906721718,4315023.0,72.93179283142089,94.81276092529296,-1.1244697765625928,0.0603847470140837,-0.0531915040279569,0.0137671757348873,-0.0531915040279569,Consumer Services,6.0
2020-05-04,69.27495574951172,73.42287487682985,69.08424949742525,73.42287487682985,2108330.0,72.81021614074707,93.6389483642578,-1.1587000683082969,-0.0907383359242597,0.0598761714452249,0.0598761714452249,-0.0027528888329577,Consumer Services,6.0
2020-05-05,69.70404815673828,70.99133601726359,68.84586625306568,70.99133601726359,6917034.0,72.71962966918946,92.47657852172853,-1.1565754386287692,0.0061940480882889,0.0184679067366457,0.0184679067366457,-0.0123117943127617,Consumer Services,6.0
2020-05-06,68.13069915771484,70.41920405593056,67.79695760964046,70.41920405593056,610599.0,72.69340744018555,91.33041885375977,-1.1643657978224595,-0.0225718454039507,0.0335899224066098,0.0335899224066098,-0.0048985487041871,Consumer Services,6.0
2020-05-07,66.70038604736328,68.46444322164615,66.41432292457438,67.84463853851888,1193587.0,72.72201385498047,90.16804916381837,-1.1714479219385958,-0.0209936655286708,0.0171551104718206,0.0264474807241779,-0.0042887776179552,Consumer Services,6.0
2020-05-08,64.12581634521484,68.36908464382063,62.64782233053021,67.70160904227521,1233979.0,72.40496063232422,88.8349951171875,-1.184195775568895,-0.038599022505211,0.0557621391953975,0.0661709829277272,-0.0230483461875636,Consumer Services,6.0
2020-05-11,62.981563568115234,65.17471160975784,62.0280211044121,63.31530511847556,1761370.0,71.97586612701416,87.42375053405762,-1.189861486194774,-0.0178438707265672,0.0052990356455564,0.0348220640675376,-0.0151400252658362,Consumer Services,6.0
2020-05-12,61.88499450683594,63.36298863258988,61.503574489784135,63.02924705548308,1223814.0,71.47763957977295,86.02966972351074,-1.1952910932770908,-0.0174109532878355,0.0184899838444803,0.0238829160046329,-0.0061633683591855,Consumer Services,6.0
2020-05-13,64.07813262939453,66.74805732312166,63.07691555831377,66.74805732312166,2365330.0,71.22733402252197,84.6432169342041,-1.1844318791124575,0.0354389321682227,0.041666705694578,0.041666705694578,-0.0156249414581327,Consumer Services,6.0
2020-05-14,62.64781951904297,63.69671506190501,62.17105018183429,62.45711328466097,971196.0,70.43827648162842,83.2205297088623,-1.191514003228594,-0.0223213918954847,-0.0030441001114815,0.0167427302484679,-0.0076103101571437,Consumer Services,6.0
2020-05-15,64.69794464111328,65.2223924528159,61.55125026838971,62.17105495585931,3612257.0,69.82562465667725,81.82644874572753,-1.1813629108118135,0.0327246045881475,-0.0390567227331704,0.0081060969496293,-0.0486366976598505,Consumer Services,6.0
2020-05-18,59.4057731628418,61.98034112694364,59.21506317434227,61.98034112694364,1937765.0,68.95789947509766,80.43999603271484,-1.207566834261682,-0.0817981391468886,0.0433386828758963,0.0433386828758963,-0.0032102938543827,Consumer Services,6.0
2020-05-19,61.31286239624024,61.837310180697465,59.35809531086972,61.02679928630833,986810.0,68.14261951446534,79.11361640930176,-1.1981239769224556,0.0321027592414421,-0.0046656296697288,0.0085536340004472,-0.0318818435312584,Consumer Services,6.0
2020-05-20,61.12215423583984,61.88499046891518,60.59770643568086,61.50357047675057,487321.0,67.40362300872803,77.7996329498291,-1.1990682588787216,-0.0031104103274109,0.0062402290246352,0.0124805194223347,-0.0085803225805065,Consumer Services,6.0
2020-05-21,66.22362518310547,67.3678778212368,61.646610879325706,61.98035248253216,3203444.0,67.01028690338134,76.76217765808106,-1.173808579608552,0.0834635331664129,-0.0640749081440474,0.0172786167318312,-0.0691145235725847,Consumer Services,6.0
2020-05-22,65.8898696899414,67.8923113845452,64.5549110610413,65.31774349148318,1564187.0,66.5525857925415,75.81149436950683,-1.1754611533072223,-0.0050398251717758,-0.0086830676878021,0.0303907369073075,-0.0202604533167547,Consumer Services,6.0
2020-05-26,64.60258483886719,67.60625126438295,64.22117235809296,66.46199881704506,958007.0,66.15924892425537,74.79787727355956,-1.1818350801223718,-0.0195369160256623,0.0287823464465957,0.0464945239111957,-0.0059039817327055,Consumer Services,6.0
2020-05-27,64.5549087524414,66.46199351159895,63.60136262160914,65.69916110843734,1196243.0,65.84934711456299,73.88915000915527,-1.1820711458893671,-0.0007379903845131,0.0177252571200119,0.0295420564603527,-0.0147710863396767,Consumer Services,6.0
2020-05-28,70.22850036621094,70.80062661154663,65.84219665113463,65.88987508866391,4545857.0,65.7802152633667,73.11773323059082,-1.1539786396386835,0.0878878418917285,-0.0617786974650318,0.0081466390760489,-0.0624576018596958,Consumer Services,6.0
2020-05-29,72.08790588378906,72.4693258760736,69.27495313477345,71.13435965433159,2254157.0,65.79213428497314,72.45978797912598,-1.1447718858430196,0.0264765089370004,-0.0132275479189901,0.0052910399824821,-0.0390211466754255,Consumer Services,6.0
2020-06-01,80.24070739746094,81.05121830508548,75.37763444920596,76.18814535683052,7847692.0,65.99476261138916,71.86859092712402,-1.1044036952725949,0.113095274633373,-0.0505050637272753,0.0101009940454512,-0.0606060577727267,Consumer Services,6.0
2020-06-02,80.28839874267578,81.814063930856,79.90697869437629,81.814063930856,3560330.0,66.54543476104736,71.39277305603028,-1.1041675539524654,0.0005943534991361,0.0190023118168038,0.0190023118168038,-0.0047506246764484,Consumer Services,6.0
2020-06-03,78.95341491699219,82.10010898977086,78.33361028860276,82.00475962560056,3220573.0,67.00790309906006,71.06952171325683,-1.110777659864311,-0.0166273564623229,0.0386474063448225,0.039855072463768,-0.0078502573833071,Consumer Services,6.0
2020-06-04,79.76392364501953,80.33604982478357,77.52309735802818,78.71502814962112,2024308.0,67.5895643234253,70.94746788024902,-1.106764466272252,0.0102656576524204,-0.0131499987396107,0.0071727436868604,-0.0280932304303872,Consumer Services,6.0
2020-06-05,87.0108642578125,89.10866290786774,80.28838489452238,81.52798670829847,6840555.0,68.60508823394775,71.09431358337402,-1.070881600827878,0.0908548662305614,-0.0630137120954035,0.0241096174362718,-0.0772602297498329,Consumer Services,6.0
2020-06-08,85.05610656738281,92.01697857142278,84.19791717657685,90.395949164895,4123356.0,69.65160274505615,71.0676148223877,-1.080560486157533,-0.0224656737650341,0.0627802378102257,0.0818385920183808,-0.0100896858019957,Consumer Services,6.0
2020-06-09,84.96074676513672,88.39350421019275,81.71870306870012,85.9619714378653,7617162.0,70.75056190490723,71.34318916320801,-1.0810326554680911,-0.0011211399874099,0.0117845559373006,0.0404040404040404,-0.0381593126223197,Consumer Services,6.0
2020-06-10,88.3458251953125,90.58665920938252,84.9607462095476,84.9607462095476,5386412.0,72.07360343933105,71.63878761291504,-1.0642716082457326,0.0398428516587007,-0.0383162303174062,0.0253643452773919,-0.0383162303174062,Consumer Services,6.0
2020-06-11,86.67713165283203,89.15635054116392,81.43264574041652,85.151466570406,9128332.0,73.20355339050293,71.93152565002441,-1.0725340611968472,-0.0188881991740002,-0.0176017024713828,0.0286029179906632,-0.0605059929004256,Consumer Services,6.0
2020-06-12,84.67467498779297,85.3421580347036,81.05121166707896,81.05121166707896,1852968.0,74.30489616394043,72.13272315979003,-1.0824491256231987,-0.0231024795912663,-0.0427927632581569,0.0078829124175185,-0.0427927632581569,Consumer Services,6.0
2020-06-15,82.95830535888672,86.53409813423059,82.0047666208013,84.57933471814606,1938914.0,75.2179141998291,72.3444100189209,-1.0909476443413089,-0.0202701649478275,0.0195402901764516,0.0431034934944078,-0.0114941925821688,Consumer Services,6.0
2020-06-16,80.43141174316406,85.05609990395327,77.52310222952296,84.43629525317633,3231317.0,76.26919612884521,72.51890846252441,-1.1034594322046123,-0.0304598027260927,0.049792530346238,0.0574985327319244,-0.036158876869251,Consumer Services,6.0
2020-06-17,77.61846160888672,81.62334524836845,77.23704161857636,80.71747746044868,3903960.0,77.08447608947753,72.64096214294433,-1.1173876146698896,-0.0349732781423722,0.0399262725300799,0.051597049934615,-0.0049140369752792,Consumer Services,6.0
2020-06-18,76.80795288085938,79.52554881947971,76.28350506831916,77.61846381864952,2312374.0,77.86876602172852,72.80401832580566,-1.1214008082619489,-0.0104422158237486,0.0105524350980603,0.0353816998981306,-0.0068280404941102,Consumer Services,6.0
2020-06-19,79.47786712646484,81.81405047074436,76.85562817115888,78.61967778586263,3151911.0,78.53147811889649,73.07101051330567,-1.1081808608742256,0.0347609088051976,-0.010797840601795,0.0293941373711275,-0.0329933231742802,Consumer Services,6.0
2020-06-22,80.28839874267578,81.90942081855808,79.38253081703253,80.43142657172004,1732998.0,79.2514045715332,73.26744087219238,-1.1041675539524654,0.0101982054314721,0.0017814258508588,0.0201899913470395,-0.0112826752037558,Consumer Services,6.0
2020-06-23,79.9069595336914,81.33727499370673,79.14412712251892,81.33727499370673,1672684.0,80.01662330627441,73.43431098937988,-1.1060562311946982,-0.0047508633246863,0.0178997607763096,0.0178997607763096,-0.0095465077838539,Consumer Services,6.0
2020-06-24,77.5707778930664,82.38617211954313,77.23703636207169,80.81282883379157,4362269.0,80.66741676330567,73.548736038208,-1.117623718213452,-0.0292362724631011,0.0417947457635969,0.0620774260265235,-0.004302413100134,Consumer Services,6.0
2020-06-25,78.28594207763672,78.76271142257413,77.23703901526396,77.99987897017279,1226807.0,81.07028884887696,73.73277000427247,-1.114082618378817,0.0092195051280288,-0.00365408015631,0.00609010164896,-0.0133983577962509,Consumer Services,6.0
2020-06-26,77.71382141113281,79.71626330634592,77.33240140644669,78.85807392268316,907423.0,81.35158462524414,73.71846702575684,-1.1169154453593313,-0.0073080894387977,0.0147239254327342,0.025766869507285,-0.004908007324312,Consumer Services,6.0
2020-06-29,75.6636962890625,79.04877517108592,75.32995474389683,78.19058584173459,2066139.0,81.12273406982422,73.69272132873535,-1.1270665377761118,-0.026380444106904,0.0333963271238886,0.0447384815710192,-0.0044108543665465,Consumer Services,6.0
2020-06-30,76.18814086914062,77.23703639340044,75.71137154038747,76.28349773589414,1833056.0,80.91772117614747,73.6812786102295,-1.1244697765625928,0.0069312577338881,0.0012515972389626,0.0137671757348873,-0.0062577892479623,Consumer Services,6.0
2020-07-01,75.52066040039062,76.76026970072782,75.32995416284163,75.85440194298198,744465.0,80.74608345031739,73.63932258605956,-1.1277747728536656,-0.0087609496850231,0.0044192084764878,0.0164141745287331,-0.0025252194106608,Consumer Services,6.0
2020-07-02,75.6636962890625,77.38007494776515,75.32995474389683,75.80672409270062,1661481.0,80.54107208251953,73.6345548248291,-1.1270665377761118,0.0018939967939042,0.0018903094965345,0.0226843088942612,-0.0044108543665465,Consumer Services,6.0
