Date_Ticker,Close_GILLETTE.NS,High_GILLETTE.NS,Low_GILLETTE.NS,Open_GILLETTE.NS,Volume_GILLETTE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-18,5521.71826171875,5720.430230207457,5454.718509745425,5720.430230207457,19136.0,5885.45595703125,,-0.1441726870683185,-0.0352014550197515,0.0359873429012753,0.0359873429012753,-0.012133859207889,Fast Moving Consumer Goods,8.0
2020-02-19,5592.59033203125,5665.982191032836,5496.197108294272,5549.292707398507,21792.0,5870.892016601562,,-0.0891679568172542,0.0128351478567542,-0.0077419625007678,0.0131230529404662,-0.0172358814098883,Fast Moving Consumer Goods,8.0
2020-02-20,5514.298828125,5632.434473314537,5497.129138882694,5598.841424765942,7172.0,5852.758740234375,,-0.149931005424766,-0.013999148741119,0.0153315225155632,0.0214235116506564,-0.0031136668101362,Fast Moving Consumer Goods,8.0
2020-02-24,5466.80322265625,5546.58672961829,5458.871528981661,5546.58672961829,4530.0,5832.367333984375,,-0.1867929590180533,-0.0086131722181076,0.0145941793974566,0.0145941793974566,-0.0014508833319109,Fast Moving Consumer Goods,8.0
2020-02-25,5429.80419921875,5486.538954241369,5420.61267499678,5482.199942435201,4558.0,5811.168774414063,,-0.2155083795604323,-0.006767944981843,0.0096496561006729,0.0104487662797825,-0.0016927910997771,Fast Moving Consumer Goods,8.0
2020-02-26,5442.8671875,5505.480989277282,5412.68000934564,5429.803224026016,3262.0,5790.602319335938,,-0.2053700254314399,0.0024057936164861,-0.0024001988334357,0.011503826865568,-0.005546190475433,Fast Moving Consumer Goods,8.0
2020-02-27,5408.5283203125,5469.415732393566,5400.083581810416,5469.415732393566,21001.0,5768.496240234375,,-0.2320208643084076,-0.0063089665804012,0.0112576672386819,0.0112576672386819,-0.0015613745555086,Fast Moving Consumer Goods,8.0
2020-02-28,5408.66796875,5457.004453854045,5318.806284817388,5376.754388356192,10725.0,5746.838037109375,,-0.2319124813502014,2.582004368462496e-05,-0.0059004510127441,0.008936855688558,-0.0166143835139838,Fast Moving Consumer Goods,8.0
2020-03-02,5379.6005859375,5496.196654781447,5314.234286753878,5408.668272312417,7076.0,5724.35869140625,,-0.2544720530355793,-0.0053742220784201,0.0054033168281861,0.0216737408254312,-0.0121507718164972,Fast Moving Consumer Goods,8.0
2020-03-03,5480.3330078125,5552.184811252235,5384.21955645805,5384.21955645805,4261.0,5701.095483398438,,-0.1762923177979939,0.018724888635472,-0.0175378852375276,0.0131108462455304,-0.0175378852375276,Fast Moving Consumer Goods,8.0
2020-03-04,5336.81640625,5596.97575037211,5273.362863231443,5504.5948568598,12513.0,5666.678955078125,,-0.2876774081542788,-0.0261875695067999,0.0314379281275842,0.0487480408389982,-0.0118897743876379,Fast Moving Consumer Goods,8.0
2020-03-05,5385.75927734375,5411.280756414854,5287.1730929206005,5363.503789417232,4166.0,5632.7523193359375,,-0.2496922129941267,0.009170799099709,-0.004132284192526,0.0047386965805296,-0.0183049741636005,Fast Moving Consumer Goods,8.0
2020-03-06,5342.3681640625,5372.928509268731,5272.242760769688,5272.242760769688,3251.0,5601.013891601562,,-0.2833686171234919,-0.0080566380795709,-0.0131262768007149,0.0057203742362437,-0.0131262768007149,Fast Moving Consumer Goods,8.0
2020-03-09,5252.55322265625,5374.048269174024,5184.154222494408,5318.89958758628,10577.0,5567.287866210938,,-0.3530751545899809,-0.0168118217704322,0.0126312599068683,0.0231306645297222,-0.0130220479950229,Fast Moving Consumer Goods,8.0
2020-03-11,5284.51416015625,5316.101054988946,5244.202766769547,5253.5806458816505,3269.0,5534.509033203125,,-0.3282698576936581,0.0060848383910019,-0.0058536155523679,0.0059772561630835,-0.0076282118213703,Fast Moving Consumer Goods,8.0
2020-03-12,5037.37158203125,5262.865321646105,4992.301083475538,5262.865321646105,12221.0,5488.264892578125,,-0.5200804084984734,-0.0467673225267112,0.0447641663797864,0.0447641663797864,-0.0089472253181565,Fast Moving Consumer Goods,8.0
2020-03-13,5036.15869140625,5490.691467095773,4572.387916970655,4992.30109301898,8414.0,5440.8287109375,,-0.5210217485970199,-0.0002407784705274,-0.0087085417824718,0.0902538628230962,-0.0920881971465629,Fast Moving Consumer Goods,8.0
2020-03-16,4855.45556640625,5038.957511316375,4759.155307269354,5013.762723759793,6679.0,5387.072827148438,,-0.6612677806703384,-0.0358811419720259,0.0326039761230301,0.0377929408271657,-0.0198334137383883,Fast Moving Consumer Goods,8.0
2020-03-17,4757.94189453125,4930.432947808368,4718.376842054399,4852.328932544055,7870.0,5332.866674804687,,-0.7369494024096874,-0.0200833208215669,0.019837787031677,0.0362532912550652,-0.0083155812647326,Fast Moving Consumer Goods,8.0
2020-03-18,4658.703125,4825.222200124528,4617.08497490957,4815.004131196795,7974.0,5279.6427001953125,,-0.8139698947481367,-0.0208574992572554,0.0335503254882323,0.0357436545443166,-0.008933419660741,Fast Moving Consumer Goods,8.0
2020-03-19,4485.09228515625,4592.543297369406,4252.22685468863,4572.387376176017,13408.0,5227.811401367188,,-0.9487115125978686,-0.0372659161113104,0.0194633879237393,0.0239573692984587,-0.0519198749239354,Fast Moving Consumer Goods,8.0
2020-03-20,4623.66259765625,4665.606970653705,4485.137771245178,4485.137771245178,7383.0,5179.365014648438,,-0.841165301145882,0.030895755023505,-0.0299599772875492,0.0090716768603997,-0.0299599772875492,Fast Moving Consumer Goods,8.0
2020-03-23,4344.09423828125,4474.547053497352,4199.130819851194,4447.906083549793,8858.0,5120.85478515625,5585.92822265625,-1.0581419200925175,-0.06046469729792,0.0238972360115319,0.0300299229391753,-0.0333702287470197,Fast Moving Consumer Goods,8.0
2020-03-24,4311.43505859375,4478.140489112946,4152.474510638176,4395.090998900182,6555.0,5063.086376953125,5551.5923828125,-1.0834891317798716,-0.0075180642721097,0.0194032704121764,0.0386658799804744,-0.0368695215850988,Fast Moving Consumer Goods,8.0
2020-03-25,4528.06298828125,4548.498668291494,4292.445079050747,4292.445079050747,5200.0,5017.99931640625,5521.020830078125,-0.9153613942272992,0.0502449710464053,-0.0520350334878928,0.0045131174330241,-0.0520350334878928,Fast Moving Consumer Goods,8.0
2020-03-26,4720.943359375,4758.921894364723,4469.741820526921,4541.220455172138,4537.0,4981.903125,5494.531767578125,-0.7656644439906741,0.0425966625448739,-0.0380692777950751,0.0080446919394412,-0.053210030226106,Fast Moving Consumer Goods,8.0
2020-03-27,4885.03662109375,5000.792964704301,4712.359166943217,4852.330231307867,5239.0,4955.728540039063,5471.896591796875,-0.6383095416002298,0.0347585745533015,-0.0066952189559145,0.0236961055953421,-0.0353482414860322,Fast Moving Consumer Goods,8.0
2020-03-30,5026.22119140625,5132.179108038645,4572.388239042828,4759.016330432331,8794.0,4936.606201171875,5451.908740234375,-0.5287343708537109,0.028901435396177,-0.053162177070675,0.021081029385169,-0.0902930720875113,Fast Moving Consumer Goods,8.0
2020-03-31,5104.37109375,5169.551037993606,4922.828366198128,5038.957864420078,18508.0,4922.8447265625,5433.546416015625,-0.4680812210499746,0.0155484407406043,-0.0128151398337821,0.0127694368309967,-0.0355661303258614,Fast Moving Consumer Goods,8.0
2020-04-01,4815.2841796875,5178.882697719582,4721.690380680174,5049.782633437037,11103.0,4889.59228515625,5410.49037109375,-0.6924453133786825,-0.0566351679282232,0.0486987776835126,0.0755092543791837,-0.019436817333053,Fast Moving Consumer Goods,8.0
2020-04-03,4700.27490234375,4945.644364929481,4647.039422141285,4816.124653249094,6002.0,4857.765209960938,5386.49466796875,-0.7817055007665915,-0.0238842139014137,0.0246474415459352,0.0522032152764893,-0.0113260354571855,Fast Moving Consumer Goods,8.0
2020-04-07,4803.61962890625,4879.203995957025,4721.690089838517,4833.666929913739,3706.0,4828.658227539063,5364.889677734375,-0.701498322080043,0.0219869536802981,0.0062551374439967,0.0157348776318462,-0.0170557923809606,Fast Moving Consumer Goods,8.0
2020-04-08,4857.228515625,4936.312155546084,4807.632200123007,4884.056299079055,2934.0,4804.401245117188,5344.4949609375,-0.6598917718547898,0.0111601023520166,0.0055232697757072,0.0162816387301283,-0.010210826059027,Fast Moving Consumer Goods,8.0
2020-04-09,4984.4150390625,5004.384604595607,4858.394632603665,4871.925166008592,4241.0,4790.9943359375,5326.690634765625,-0.5611806663035742,0.026184998920343,-0.0225683198875561,0.0040064010273235,-0.0252828878556906,Fast Moving Consumer Goods,8.0
2020-04-13,4971.30517578125,5076.190059174735,4899.919939564025,5038.957850627639,2824.0,4775.33388671875,5309.04123046875,-0.5713554007262303,-0.0026301708783295,0.013608634443923,0.0210980576900516,-0.0143594556546221,Fast Moving Consumer Goods,8.0
2020-04-15,4981.150390625,5130.406393662245,4912.984660354988,4931.647470080932,5103.0,4772.5228271484375,5291.5803125,-0.5637144021726896,0.0019804084632971,-0.0099380497800742,0.029964163161618,-0.0136847364412659,Fast Moving Consumer Goods,8.0
2020-04-16,5083.42236328125,5173.284059910702,4899.920389176561,4973.638483014868,12079.0,4774.886010742188,5276.23576171875,-0.4843398016650891,0.0205317978049278,-0.021596450662722,0.0176774012087888,-0.036098116778603,Fast Moving Consumer Goods,8.0
2020-04-17,5085.2880859375,5187.327071702122,5053.001339534226,5150.934598991854,13679.0,4786.37763671875,5261.1048828125,-0.4828917901849979,0.0003670209797491,0.0129091040556557,0.0200655270734402,-0.0063490496226866,Fast Moving Consumer Goods,8.0
2020-04-20,5132.50439453125,5150.887438759154,5104.276903429106,5131.337969279095,6230.0,4805.10576171875,5247.171220703125,-0.4462466025081231,0.0092848837265126,-0.0002272623971638,0.0035816908890504,-0.005499750011363,Fast Moving Consumer Goods,8.0
2020-04-21,5016.56201171875,5130.405122847785,5002.751718196397,5104.277195703416,6055.0,4822.998706054687,5228.590517578125,-0.5362309851167739,-0.022589826310921,0.017485119047619,0.0226934523809525,-0.0027529398600261,Fast Moving Consumer Goods,8.0
2020-04-22,4965.84619140625,5034.292126364344,4926.980987433501,5016.562459932292,3382.0,4847.036401367188,5207.404501953125,-0.5755921890924746,-0.0101096767455534,0.0102130163865747,0.0137833376870479,-0.0078265017631855,Fast Moving Consumer Goods,8.0
2020-04-23,4942.8447265625,5118.275122747841,4912.984233594782,4982.969763987871,5186.0,4862.9955078125,5184.975556640625,-0.5934439234009425,-0.0046319325966147,0.0081178025297337,0.0354917878044176,-0.0060411553709647,Fast Moving Consumer Goods,8.0
2020-04-24,4906.07861328125,5015.629195180154,4898.9866557573605,4942.8442505803305,4194.0,4891.0947265625,5163.55439453125,-0.6219785793591803,-0.0074382496952962,0.0074938948592369,0.0223295610474605,-0.0014455450234105,Fast Moving Consumer Goods,8.0
2020-04-27,4956.23486328125,5015.629152725613,4937.24536689697,5015.629152725613,2102.0,4923.334716796875,5144.1376171875,-0.5830516651390893,0.0102232870594902,0.0119837519977898,0.0119837519977898,-0.0038314359404081,Fast Moving Consumer Goods,8.0
2020-04-28,4944.15087890625,4995.100434581748,4926.981187108468,4995.007029417124,3304.0,4944.139111328125,5124.218818359375,-0.592430201676461,-0.0024381379632602,0.010286124302526,0.0103050163563715,-0.0034727281222414,Fast Moving Consumer Goods,8.0
2020-04-29,4935.1455078125,5014.649239537621,4912.983426827287,4945.643335647601,3544.0,4954.84921875,5103.676640625,-0.5994193866351948,-0.0018214191504896,0.0021271567005436,0.0161097036752539,-0.0044906641455919,Fast Moving Consumer Goods,8.0
2020-04-30,4976.29736328125,5014.695995679052,4946.576753460115,4992.300628374195,5427.0,4959.412255859375,5083.50494140625,-0.567480899451053,0.0083385293105553,0.0032158980713308,0.0077163058383797,-0.0059724344530606,Fast Moving Consumer Goods,8.0
2020-05-04,4770.58544921875,4973.590355316608,4739.93170520853,4950.308327113296,9301.0,4946.63046875,5060.305185546875,-0.7271365761167061,-0.0413383483833567,0.0376731283419267,0.042553457695869,-0.0064255727806405,Fast Moving Consumer Goods,8.0
2020-05-05,4711.47216796875,4888.722362190287,4682.498341949009,4798.394557297858,7140.0,4926.985522460937,5037.693330078125,-0.7730151581176903,-0.0123912005935625,0.0184490932409737,0.0376209787307211,-0.0061496332752895,Fast Moving Consumer Goods,8.0
2020-05-06,4733.40087890625,4756.916197874743,4628.422590002143,4711.472080779614,4662.0,4922.891357421875,5017.8976953125,-0.7559960019881704,0.0046543225038203,-0.0046327785640043,0.0049679542405305,-0.0221781952532117,Fast Moving Consumer Goods,8.0
2020-05-07,4652.49755859375,4780.47765693558,4642.372895423484,4735.686923472197,7279.0,4920.502490234375,5000.51328125,-0.8187861150832529,-0.017092006864036,0.0178805821670526,0.0275078270821302,-0.0021761780726923,Fast Moving Consumer Goods,8.0
2020-05-08,4588.39013671875,4637.24011618098,4549.058369329365,4572.3868737874645,17344.0,4909.741015625,4980.42927734375,-0.8685407142049837,-0.0137791414326667,-0.0034877729343933,0.0106464311025573,-0.0085720189908506,Fast Moving Consumer Goods,8.0
2020-05-11,4559.0439453125,4700.367776546072,4549.059161411941,4700.367776546072,6943.0,4894.831787109375,4961.3241796875,-0.8913166728453817,-0.0063957489515562,0.0309985674472117,0.0309985674472117,-0.0021901047720377,Fast Moving Consumer Goods,8.0
2020-05-12,4549.666015625,4585.638852339137,4526.664195308097,4559.32411013716,3936.0,4873.0943359375,4942.981435546875,-0.8985950053464631,-0.0020569947997851,0.0021228139557916,0.0079066983357887,-0.0050557162301381,Fast Moving Consumer Goods,8.0
2020-05-13,4527.54931640625,4664.767386644023,4514.578304434033,4664.767386644023,5916.0,4850.90654296875,4924.936337890625,-0.9157600616120298,-0.0048611698403342,0.0303073607040662,0.0303073607040662,-0.0028649079371072,Fast Moving Consumer Goods,8.0
2020-05-14,4474.2216796875,4568.23558070331,4468.809647292446,4516.399810585809,6109.0,4825.560107421875,4905.563427734375,-0.9571483300753012,-0.0117784772714698,0.0094269202372769,0.0210123475648564,-0.0012096030958018,Fast Moving Consumer Goods,8.0
2020-05-15,4476.9267578125,4507.067002928038,4441.9340015785865,4469.741396278531,4139.0,4795.235327148437,4886.931396484375,-0.9550488839617955,0.0006045918862895,-0.0016049763426283,0.0067323516211075,-0.0078162449660024,Fast Moving Consumer Goods,8.0
2020-05-18,4446.04052734375,4519.852018904087,4432.416587337789,4489.3381477225485,4539.0,4763.27294921875,4867.67884765625,-0.979020086833601,-0.0068989805148926,0.0097384673199698,0.0166016236483645,-0.0030642860590613,Fast Moving Consumer Goods,8.0
2020-05-19,4425.83837890625,4501.469224986673,4412.820888259116,4501.469224986673,3601.0,4727.9396484375,4848.603603515625,-0.9946992354798436,-0.0045438516165685,0.0170884789740364,0.0170884789740364,-0.0029412485347806,Fast Moving Consumer Goods,8.0
2020-05-20,4387.85791015625,4448.091919640452,4357.857547923325,4413.752547193166,4249.0,4696.504443359375,4826.7541015625,-1.0241763684208052,-0.0085815308871233,0.0059014301664097,0.0137274293556277,-0.006837131659046,Fast Moving Consumer Goods,8.0
2020-05-21,4469.78857421875,4492.090992208318,4381.093769718355,4387.905511749573,3497.0,4671.7015625,4809.413544921875,-0.9605889205562612,0.0186721324482411,-0.0183192249721765,0.0049895912567781,-0.019843176702356,Fast Moving Consumer Goods,8.0
2020-05-22,4512.5732421875,4549.059120310205,4480.566711041135,4514.532928012465,4262.0,4650.18798828125,4791.94982421875,-0.9273831864761694,0.0095719668298244,0.0004342723585391,0.0080853819239103,-0.0070927449658079,Fast Moving Consumer Goods,8.0
2020-05-26,4470.62890625,4513.0867918346585,4455.745135532834,4512.573291265313,2065.0,4628.415502929687,4774.5150390625,-0.959936728000062,-0.0092949928314442,0.0093822112939578,0.009497072218475,-0.0033292342149799,Fast Moving Consumer Goods,8.0
2020-05-27,4449.0263671875,4493.0242990863135,4413.753844300972,4479.073668635236,3868.0,4603.055078125,4758.444501953125,-0.9767027379195058,-0.0048321029357411,0.0067536802364986,0.0098893394346473,-0.0079281442669503,Fast Moving Consumer Goods,8.0
2020-05-28,4484.34521484375,4542.013553920052,4461.623159320619,4478.139923497031,3105.0,4580.064794921875,4742.441123046875,-0.9492913235281328,0.007938556605718,-0.0013837675400587,0.0128599240944726,-0.005066972865496,Fast Moving Consumer Goods,8.0
2020-05-29,4499.7900390625,4531.003313587081,4460.41133000387,4506.788592404556,7342.0,4558.297021484375,4731.6894921875,-0.9373043957273568,0.0034441648621577,0.0015553066434881,0.0069366068757918,-0.0087512325501379,Fast Moving Consumer Goods,8.0
2020-06-01,4598.189453125,4665.702255894795,4530.396890473846,4530.396890473846,17813.0,4539.391625976563,4722.930107421875,-0.860935338022322,0.0218675567544926,-0.0147433165471425,0.0146824752346625,-0.0147433165471425,Fast Moving Consumer Goods,8.0
2020-06-02,4689.21728515625,4805.673023948634,4619.044945348687,4644.23973595968,18076.0,4535.323217773437,4719.605341796875,-0.7902874604572864,0.0197964509638431,-0.0095916965372764,0.0248347926126233,-0.0149646168092261,Fast Moving Consumer Goods,8.0
2020-06-03,4703.306640625,4829.187625414715,4689.7296321814,4787.9426439283225,9380.0,4534.91494140625,4718.51263671875,-0.7793525294816174,0.0030046284085299,0.0179950000649065,0.0267643584414447,-0.0028866942942499,Fast Moving Consumer Goods,8.0
2020-06-04,4634.39453125,4740.305948582512,4582.6517226428505,4740.305948582512,6351.0,4529.964624023438,4718.02646484375,-0.8328361087038708,-0.0146518427652088,0.022853345052594,0.022853345052594,-0.0111649554776238,Fast Moving Consumer Goods,8.0
2020-06-05,4648.48486328125,4674.986412218362,4582.978687826679,4634.674569142541,7083.0,4529.763989257813,4721.29431640625,-0.8219004198054172,0.0030403825000737,-0.0029709237622342,0.0057011154637609,-0.0140919412198176,Fast Moving Consumer Goods,8.0
2020-06-08,4613.44580078125,4708.252949626556,4598.515555471278,4708.252949626556,10029.0,4531.016772460937,4721.08998046875,-0.8490946893189854,-0.0075377383234645,0.0205501815647755,0.0205501815647755,-0.0032362459546925,Fast Moving Consumer Goods,8.0
2020-06-09,4604.30078125,4685.297172299288,4588.3439919261855,4685.297172299288,4643.0,4533.279614257813,4726.294111328125,-0.8561922572359254,-0.0019822535965853,0.0175914639154608,0.0175914639154608,-0.0034656270478233,Fast Moving Consumer Goods,8.0
2020-06-10,4606.3544921875,4662.529730335576,4574.347956548359,4662.529730335576,2884.0,4536.114038085938,4732.1925,-0.8545983456197874,0.0004460418715178,0.0121951617582516,0.0121951617582516,-0.0069483440090043,Fast Moving Consumer Goods,8.0
2020-06-11,4594.8291015625,4629.402221475334,4574.253541143626,4606.959924907026,4391.0,4539.47802734375,4733.527822265625,-0.8635433503243339,-0.0025020633224271,0.0026401032718281,0.0075243538222296,-0.0044779816537414,Fast Moving Consumer Goods,8.0
2020-06-12,4619.13818359375,4633.0418838200185,4502.49563868388,4571.454620107607,8171.0,4546.723852539062,4731.49171875,-0.8446767574072075,0.005290530179454,-0.0103230433017798,0.0030100204136891,-0.0252520146126307,Fast Moving Consumer Goods,8.0
2020-06-15,4520.27099609375,4609.525764847802,4493.070050466599,4545.325901520832,9481.0,4548.891064453125,4724.19640625,-0.921408860126094,-0.0214038168096283,0.0055427883524536,0.0197454464192927,-0.0060175475432019,Fast Moving Consumer Goods,8.0
2020-06-16,4549.38623046875,4579.059913523113,4512.1540188975305,4545.326978521274,27317.0,4554.058349609375,4714.65970703125,-0.8988121502242679,0.0064410373626183,-0.0008922636465309,0.006522568441349,-0.0081840076188438,Fast Moving Consumer Goods,8.0
2020-06-17,4532.3095703125,4572.388134274057,4507.114778552214,4549.386313664347,26203.0,4559.381909179688,4703.2184765625,-0.9120655669982092,-0.0037536184643726,0.0037677795585064,0.0088428566804172,-0.0055589300266063,Fast Moving Consumer Goods,8.0
2020-06-18,4577.98681640625,4590.024236476086,4515.606289348406,4525.730953846374,4091.0,4568.888354492187,4698.472529296875,-0.876614865629957,0.0100781390558457,-0.0114145943742356,0.0026294134414492,-0.0136261919397167,Fast Moving Consumer Goods,8.0
2020-06-19,4501.88916015625,4619.977889623514,4483.73939802888,4619.977889623514,36506.0,4570.493383789062,4694.504814453125,-0.935675240701732,-0.0166225153766906,0.0262309277874726,0.0262309277874726,-0.0040315879582295,Fast Moving Consumer Goods,8.0
2020-06-22,4533.2421875,4586.384711425523,4516.399186836121,4586.384711425523,28733.0,4571.526831054687,4689.097265625,-0.9113417507388596,0.0069644156549295,0.0117228512679201,0.0117228512679201,-0.0037154424950694,Fast Moving Consumer Goods,8.0
2020-06-23,4572.9931640625,4613.351475365479,4497.73550243605,4533.2413027272805,32513.0,4576.645043945313,4683.41255859375,-0.8804905037893113,0.0087687740734676,-0.0086927445349394,0.0088253600771022,-0.0164569810026991,Fast Moving Consumer Goods,8.0
2020-06-24,4590.63037109375,4617.924726001297,4549.105626020731,4617.178395984293,8224.0,4583.725244140625,4675.536865234375,-0.8668020393369757,0.0038568190238844,0.0057830891935257,0.0059456659981631,-0.0090455431425043,Fast Moving Consumer Goods,8.0
