Date_Ticker,Close_MRPL.NS,High_MRPL.NS,Low_MRPL.NS,Open_MRPL.NS,Volume_MRPL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,44.69910430908203,48.440438154081576,42.729980837418594,42.729980837418594,8081904.0,,,-0.6182150192250447,,-0.0440528619555212,0.0837004209106573,-0.0440528619555212,Oil Gas & Consumable Fuels,15.0
2020-01-13,44.30527877807617,45.63443563909645,43.51763012873804,45.1913858559597,5471429.0,,,-0.6246286594926512,-0.0088105911089999,0.02000003390842,0.0299999660915799,-0.0177777608235677,Oil Gas & Consumable Fuels,15.0
2020-01-14,44.1575927734375,45.78212115546972,43.960683429025714,44.50219163776812,2857722.0,,,-0.6270337978895786,-0.0033333726524648,0.0078038417107264,0.0367893329323294,-0.004459240915194,Oil Gas & Consumable Fuels,15.0
2020-01-15,44.64987564086914,45.04370185889741,43.96068539302741,44.20682584034379,868471.0,,,-0.6190167320240205,0.0111483175715087,-0.0099227555321523,0.0088203206028147,-0.0154354348797087,Oil Gas & Consumable Fuels,15.0
2020-01-16,46.52054214477539,48.04661208831073,44.846786438141,44.896013773905686,8358908.0,,,-0.5885520184081396,0.0418963429809417,-0.0349206672143684,0.0328042166573661,-0.0359788521257027,Oil Gas & Consumable Fuels,15.0
2020-01-17,45.979034423828125,47.16050927364439,45.43752621310546,46.963596172707504,1322273.0,,,-0.5973707349484736,-0.0116401850877415,0.0214132758814338,0.0256959473947537,-0.0117772853977557,Oil Gas & Consumable Fuels,15.0
2020-01-20,45.929805755615234,48.04661120083713,45.732892660388686,47.84969810561058,1766160.0,,,-0.5981724477474494,-0.0010706764252399,0.041800576301384,0.0460878379604969,-0.0042872616591128,Oil Gas & Consumable Fuels,15.0
2020-01-21,44.79756164550781,45.92980921139766,44.35450808686373,45.58521032987218,890009.0,,,-0.6166115936270932,-0.0246516198246494,0.0175824008145173,0.0252747588105253,-0.0098901266580099,Oil Gas & Consumable Fuels,15.0
2020-01-22,44.206825256347656,45.289841707910426,44.1083668252387,44.94524658854185,843712.0,,,-0.6262320229664029,-0.013186797840355,0.0167037856238763,0.0244988515977464,-0.002227222392425,Oil Gas & Consumable Fuels,15.0
2020-01-23,44.25605392456055,45.04370261808737,43.616087248429565,44.50219437602551,863969.0,,,-0.6254303101674271,0.0011135988148305,0.0055617351670018,0.0177975355613373,-0.0144605453803422,Oil Gas & Consumable Fuels,15.0
2020-01-24,46.32363128662109,46.66823016525241,44.50219348458828,44.74833393112272,1591573.0,,,-0.591758807479843,0.0467185204895349,-0.034006344315959,0.0074389435599113,-0.0393198406826726,Oil Gas & Consumable Fuels,15.0
2020-01-27,47.20973587036133,47.455876303725255,46.22517413690564,46.56976924129315,1522330.0,,,-0.5773281634708783,0.0191285648194888,-0.0135558188850184,0.005213764254895,-0.0208550570195797,Oil Gas & Consumable Fuels,15.0
2020-01-28,45.535980224609375,47.6035583649183,45.28983979096284,47.25896326013513,640807.0,,,-0.6045860880150559,-0.0354536117369542,0.0378378378378376,0.0454053724134289,-0.0054054054054054,Oil Gas & Consumable Fuels,15.0
2020-01-29,45.68366622924805,46.02826133585761,45.28984003100428,45.92980666419916,290964.0,,,-0.6021809496181285,0.0032432815525261,0.0053879308572988,0.0075430703148982,-0.0086207222569983,Oil Gas & Consumable Fuels,15.0
2020-01-30,44.50219345092773,45.97903612901734,43.46840432742604,45.33906946618978,541610.0,,,-0.6214218082967481,-0.0258620394517263,0.0188052756587124,0.0331858401478144,-0.0232300712242788,Oil Gas & Consumable Fuels,15.0
2020-01-31,45.33906936645508,45.535982474261566,43.02535067819304,44.15759447542132,809305.0,,,-0.6077928770867592,0.0188052734175937,-0.0260586489211861,0.0043431219598912,-0.0510314552237786,Oil Gas & Consumable Fuels,15.0
2020-02-03,42.237701416015625,44.15759386199399,41.94232988050656,42.5330691957196,403600.0,,,-0.6583001621802353,-0.0684038731667054,0.0069929889601421,0.0454544727012626,-0.006993077880821,Oil Gas & Consumable Fuels,15.0
2020-02-04,41.74542236328125,43.22226508241896,41.4500508148095,43.22226508241896,748958.0,,,-0.6663171659215935,-0.0116549678659292,0.035377357217416,0.035377357217416,-0.0070755434189008,Oil Gas & Consumable Fuels,15.0
2020-02-05,42.04079055786133,42.33615835335157,41.59773698672333,42.04079055786133,330092.0,,,-0.6615069512519387,0.0070754630773572,0.0,0.0070257431311553,-0.0105386593653183,Oil Gas & Consumable Fuels,15.0
2020-02-06,42.43461227416992,42.8284384983156,41.94233137189043,42.28693025696921,359746.0,44.62772388458252,,-0.6550933731085321,0.009367609673433,-0.0034802254406507,0.0092807781911889,-0.0116009284849561,Oil Gas & Consumable Fuels,15.0
2020-02-07,42.38538360595703,42.82843715527608,42.33615626843383,42.53306937433175,203768.0,44.51203784942627,,-0.6558950859075079,-0.001160106469097,0.0034843560635833,0.0104529795798939,-0.0011614224842425,Oil Gas & Consumable Fuels,15.0
2020-02-10,42.237701416015625,42.72998230079061,41.94232988050656,42.72998230079061,205940.0,44.40865898132324,,-0.6583001621802353,-0.0034842716374672,0.0116550112404629,0.0116550112404629,-0.006993077880821,Oil Gas & Consumable Fuels,15.0
2020-02-11,41.99155807495117,42.63152092749896,41.84387231739139,42.33615316818423,238127.0,44.30035724639893,,-0.6623087261751143,-0.0058275742479471,0.0082062945275329,0.015240274042833,-0.003517034478601,Oil Gas & Consumable Fuels,15.0
2020-02-12,41.69618988037109,42.53306964684801,41.4500494353729,42.237701864011214,645128.0,44.152672958374026,,-0.6671189408447692,-0.0070339898808439,0.0129870855153373,0.0200708930211124,-0.0059031879340626,Oil Gas & Consumable Fuels,15.0
2020-02-13,41.74542236328125,42.33615794861423,41.40082347533263,41.40082347533263,230696.0,43.91391696929932,,-0.6663171659215935,0.0011807429659977,-0.0082547706656269,0.0141509068992575,-0.0082547706656269,Oil Gas & Consumable Fuels,15.0
2020-02-14,41.59773635864258,43.02535173039609,41.45005058522471,42.04078992309094,361803.0,43.69485206604004,,-0.6687223043185209,-0.0035377772286854,0.010650905631703,0.0343195446849573,-0.0035503319734653,Oil Gas & Consumable Fuels,15.0
2020-02-17,40.416259765625,41.84387507828029,40.26857775412588,41.64696197380972,250271.0,43.41917476654053,,-0.6879632251213402,-0.0284024251423505,0.0304506704806826,0.0353227963432061,-0.003654024700839,Oil Gas & Consumable Fuels,15.0
2020-02-18,39.62860870361328,40.56394307635022,38.988642091792,40.51471574216509,452457.0,43.1607271194458,,-0.7007905056565532,-0.0194884699024434,0.02236028635724,0.0236025034270672,-0.0161491062330163,Oil Gas & Consumable Fuels,15.0
2020-02-19,39.77629470825195,40.81008375575995,39.4316958552127,40.81008375575995,388985.0,42.93920059204102,,-0.6983853672596259,0.0037267521992314,0.0259900791436344,0.0259900791436344,-0.0086634226633423,Oil Gas & Consumable Fuels,15.0
2020-02-20,40.46548461914063,40.81008346976495,39.48092291302232,39.82552176364664,555863.0,42.74967212677002,,-0.6871615744465643,0.0173266493509183,-0.0158150300562885,0.0085158710903296,-0.024330901146618,Oil Gas & Consumable Fuels,15.0
2020-02-24,40.31780242919922,40.85931061388492,39.92397624626153,39.97320358017753,445891.0,42.44938068389892,,-0.6895666507192919,-0.0036495841167203,-0.0085470642807684,0.0134309945497805,-0.0097680468480213,Oil Gas & Consumable Fuels,15.0
