Date_Ticker,Close_CHOLAFIN.NS,High_CHOLAFIN.NS,Low_CHOLAFIN.NS,Open_CHOLAFIN.NS,Volume_CHOLAFIN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,309.9365234375,311.8113323881078,301.94388516063606,301.94388516063606,1852886.0,,,-1.1632843567751647,,-0.0257879845466992,0.0060490094223628,-0.0257879845466992,Financial Services,9.0
2020-01-13,315.708984375,316.4490429130445,308.6537355551954,311.8606558867215,1354842.0,,,-1.1483292215649932,0.0186246553761323,-0.0121894804352715,0.0023441161787318,-0.0223473172097767,Financial Services,9.0
2020-01-14,316.2516784667969,321.1854019998202,312.65006631030155,315.75830611349454,1171343.0,,,-1.1469232244333611,0.0017189694264521,-0.001560062402496,0.0156006240249608,-0.011388436494491,Financial Services,9.0
2020-01-15,327.2538452148437,329.0300035879009,312.79804264216256,315.6595960001895,1587871.0,,,-1.1184191092728777,0.0347892754321049,-0.0354289166779464,0.0054274637228208,-0.0441730564332739,Financial Services,9.0
2020-01-16,322.76422119140625,330.4608183736861,321.67879591876147,326.1191473961677,2175032.0,,,-1.1300507054049806,-0.0137190871523298,0.0103943559554946,0.0238458809153929,-0.003362904564323,Financial Services,9.0
2020-01-17,320.9387512207031,325.4777833943232,318.9159363942832,320.692065016844,931898.0,,,-1.134780083486454,-0.0056557383094224,-0.0007686395080707,0.0141429857141142,-0.0063028064349538,Financial Services,9.0
2020-01-20,314.9689025878906,322.91218493135364,314.03148313033853,322.91218493135364,683308.0,,,-1.150246605383202,-0.0186012085175316,0.0252192590385855,0.0252192590385855,-0.0029762286049509,Financial Services,9.0
2020-01-21,310.7752990722656,314.62359792155485,304.8548300385706,311.41667719497,2824500.0,,,-1.1611112796136671,-0.0133143414513907,0.0020638001946069,0.0123828980642195,-0.019050642220823,Financial Services,9.0
2020-01-22,313.2914733886719,315.21563779014184,307.8643769992618,311.5646699920414,2017725.0,,,-1.1545924434497428,0.0080964424261438,-0.005511811023622,0.0061417707308071,-0.0173228346456693,Financial Services,9.0
