Date_Ticker,Close_CCL.NS,High_CCL.NS,Low_CCL.NS,Open_CCL.NS,Volume_CCL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,185.02256774902344,186.15796285610503,183.55600911859915,183.7452392302241,21812.0,,,-1.5465809334939464,,-0.0069036363203651,0.0061365222680389,-0.0079263770266858,Fast Moving Consumer Goods,8.0
2020-01-13,188.6179962158203,192.26072275882575,184.50217274127448,186.6783551020995,35047.0,,,-1.525507840560528,0.019432377955504,-0.0102834361123286,0.0193127199741713,-0.021820947932436,Fast Moving Consumer Goods,8.0
2020-01-14,186.86761474609372,192.8757691470411,185.73221946801476,189.233027590981,35516.0,,,-1.5357669659251727,-0.0092800342747981,0.0126582278481013,0.0321519296380536,-0.0060759339151502,Fast Moving Consumer Goods,8.0
2020-01-15,185.02256774902344,187.7191293236758,183.1775488953493,186.01604388171936,40773.0,,,-1.5465809334939464,-0.0098735513886516,0.0053694862458268,0.0145742306328282,-0.0099718584393274,Fast Moving Consumer Goods,8.0
2020-01-16,189.23301696777344,198.1269629903254,184.5495026852877,188.0976217534335,196976.0,,,-1.5219031548932769,0.0227564089612102,-0.0059999847412108,0.0469999694824219,-0.0247499847412109,Fast Moving Consumer Goods,8.0
2020-01-17,188.19219970703125,192.9230243797805,186.53641107156903,190.41569307815584,40019.0,,,-1.5280034678503769,-0.0055001884841239,0.0118150134521304,0.0251382612037798,-0.0087983914213227,Fast Moving Consumer Goods,8.0
2020-01-20,188.85455322265625,192.97036260333047,187.67184688843955,189.6114737266884,64125.0,,,-1.524121361081061,0.0035195588162321,0.0040079547520346,0.0217935406398264,-0.0062625248586001,Fast Moving Consumer Goods,8.0
2020-01-21,188.8072204589844,192.9703405037194,183.55600204898272,187.90836663538607,22347.0,,,-1.5243987821831255,-0.0002506307783645,-0.0047606962350974,0.0220495807025526,-0.0278125931690329,Fast Moving Consumer Goods,8.0
2020-01-22,186.06333923339844,192.92303540075363,185.259107655487,192.92303540075363,29671.0,,,-1.5404808888357848,-0.0145327134148558,0.0368675322909817,0.0368675322909817,-0.0043223537813786,Fast Moving Consumer Goods,8.0
2020-01-23,185.92138671875,187.6244862784487,185.4009931814352,187.3406339456107,51067.0,,,-1.5413128838430403,-0.0007629257608365,0.0076335877862596,0.0091603208740855,-0.0027989977188692,Fast Moving Consumer Goods,8.0
2020-01-24,184.5968017578125,188.28683957249115,183.9344746918624,187.86106819961785,78935.0,,,-1.5490763819178364,-0.007124435678512,0.0176832231692074,0.0199897169373493,-0.0035879660949873,Fast Moving Consumer Goods,8.0
2020-01-27,182.7990875244141,187.3406827202504,181.947544741528,186.77297790677093,108291.0,,,-1.5596129283845457,-0.0097385990238173,0.0217391149823225,0.0248447366851858,-0.0046583535750546,Fast Moving Consumer Goods,8.0
