Date_Ticker,Close_BHEL.NS,High_BHEL.NS,Low_BHEL.NS,Open_BHEL.NS,Volume_BHEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,44.25101852416992,44.99265570613925,43.904922681448944,44.5971143668909,10521165.0,,,-0.6833703949739062,,0.0078211949524267,0.0167597765363129,-0.0078211949524267,Capital Goods,1.0
2020-01-13,45.53652191162109,46.03094669626879,44.25101822596942,44.49823061829326,17317084.0,,,-0.6684215208474455,0.0290502553460781,-0.0228012867417275,0.0108577634806472,-0.0282301684820511,Capital Goods,1.0
2020-01-14,45.43763732910156,46.12983276475845,44.89377083400031,45.88262037860682,11899391.0,,,-0.6695714308294511,-0.0021715444739378,0.009793269977536,0.0152339662963407,-0.011969515297683,Capital Goods,1.0
2020-01-15,46.32760238647461,46.47593133577268,44.94321520572744,45.33875278358583,10739845.0,,,-0.6592221966310129,0.0195865170305201,-0.0213447178776832,0.0032017402511073,-0.0298825561745742,Capital Goods,1.0
2020-01-16,46.030948638916016,47.21756892658187,45.882623460558975,46.92091479770588,14205313.0,,,-0.6626719265770296,-0.0064033909003933,0.0193340825054701,0.025778749357832,-0.0032222924519883,Capital Goods,1.0
2020-01-17,45.684852600097656,46.57481498314465,45.536523650175546,46.08039017962014,8424298.0,,,-0.666696611514049,-0.007518768329831,0.0086579589735096,0.0194804696172992,-0.0032467862208183,Capital Goods,1.0
2020-01-20,44.44878768920898,46.03094544832303,44.20157530358731,45.78373306270136,12234865.0,,,-0.681070575009895,-0.0270563401333165,0.0300333359556725,0.0355950711226744,-0.0055617351670018,Capital Goods,1.0
2020-01-21,42.91607284545898,44.94321370946023,42.71830217703311,44.49823064854246,24323645.0,,,-0.6988942240913695,-0.0344827142298439,0.0368663229923398,0.0472350038015125,-0.0046083123481043,Capital Goods,1.0
2020-01-22,42.96551513671875,43.31161098191158,42.56997379464541,43.16328580775542,16583634.0,,,-0.6983192691003667,0.0011520693293118,0.0046030094229605,0.0080552006438543,-0.0092060188459209,Capital Goods,1.0
2020-01-23,42.96551513671875,43.50938165294824,42.8171861904008,42.96551513671875,14871754.0,,,-0.6983192691003667,0.0,0.0,0.0126582100668146,-0.0034522790159959,Capital Goods,1.0
2020-01-24,44.49822998046875,44.6960006459254,42.91607220113898,43.01495564778646,27348156.0,,,-0.6804956200188922,0.0356731401653817,-0.0333333333333333,0.0044444613986545,-0.0355555216471354,Capital Goods,1.0
2020-01-27,43.45994186401367,44.44879149108037,43.31161291108888,44.20157908431369,13164355.0,,,-0.6925696748299507,-0.0233332453203375,0.0170648461201492,0.0227531281601989,-0.0034130039425481,Capital Goods,1.0
2020-01-28,42.81718444824219,43.95436293131183,42.56997206254545,43.45993815991836,11310748.0,,,-0.7000441784337632,-0.014789651992234,0.0150115828483103,0.0265589271626272,-0.0057736721571585,Capital Goods,1.0
2020-01-29,44.0532455444336,44.59711202825888,43.113837742101786,43.2127249578092,15586751.0,,,-0.6856702592983054,0.0288683413475159,-0.0190796518221708,0.0123456620983062,-0.0213243721483423,Capital Goods,1.0
2020-01-30,43.55882263183594,44.15213463478703,42.71830200952406,44.15213463478703,14992301.0,,,-0.6914198092083332,-0.011223302766625,0.0136209375530149,0.0136209375530149,-0.0192962199510315,Capital Goods,1.0
2020-01-31,42.273319244384766,44.102689445510975,41.58112378887476,43.954364272862826,14087306.0,,,-0.7063686833347939,-0.0295118947157132,0.0397660997178819,0.0432748181080957,-0.0163742868523849,Capital Goods,1.0
2020-02-03,39.01011657714844,40.09784960326441,38.36736284306787,39.45509964134562,20417630.0,,,-0.744315845822142,-0.0771929606088309,0.011406863225265,0.0278833574866359,-0.0164765909583843,Capital Goods,1.0
2020-02-04,39.504539489746094,39.75175187232002,38.91122750827171,39.3562105513371,13225776.0,,,-0.7385662959121142,0.0126742228934348,-0.0037547314897189,0.0062578221583393,-0.0150188304720876,Capital Goods,1.0
2020-02-05,39.15843963623047,40.048405716574536,38.81234381174199,39.55398095464152,23954561.0,,,-0.7425910252095219,-0.008761014758961,0.0101010490225224,0.0227273121353039,-0.0088383456466498,Capital Goods,1.0
2020-02-06,39.1089973449707,39.75175103498859,39.010113902888655,39.50453865762194,16156110.0,43.200365447998045,,-0.7431659802005247,-0.0012626215885788,0.0101138188013942,0.0164349314391343,-0.0025284064740862,Capital Goods,1.0
2020-02-07,39.3562126159668,39.85063740705221,38.76290437552902,39.30677089129061,16682125.0,42.95562515258789,,-0.7402911608851226,0.0063211866265828,-0.0012562622617839,0.0125628143111724,-0.0150753388347402,Capital Goods,1.0
2020-02-10,37.8234977722168,39.35621392097229,37.4774019158456,39.30677219465667,21400298.0,42.56997394561768,,-0.7581148099665971,-0.038944673327844,0.0392156862745098,0.0405228558708641,-0.0091502869051265,Capital Goods,1.0
2020-02-11,38.12015151977539,38.66401804811381,37.82349739269642,38.1695932455949,20338186.0,42.20409965515137,,-0.7546650800205803,0.0078431071960906,0.0012969970959813,0.0142671659648645,-0.0077820815304229,Capital Goods,1.0
2020-02-12,35.94468307495117,37.77405718089102,35.40081652481415,37.37851581415753,51223154.0,41.6849536895752,,-0.7799631883454792,-0.0570687250205619,0.0398899813977093,0.0508941503845026,-0.015130653649191,Capital Goods,1.0
2020-02-13,36.63687515258789,36.93352926379944,35.84579626530319,36.43910448772629,20159277.0,41.21525001525879,,-0.7719138184714402,0.019257147884525,-0.0053981313645858,0.0080971455664826,-0.0215924224975507,Capital Goods,1.0
2020-02-14,35.796356201171875,36.982976473175725,35.59858552714426,36.7852057991481,20464164.0,40.7208251953125,,-0.7816880533184876,-0.0229418843150613,0.027624308810064,0.0331491916477522,-0.0055248828376878,Capital Goods,1.0
2020-02-17,34.46140670776367,35.99412659022123,34.36252325761369,35.79635591775943,21604096.0,40.22145614624024,,-0.797211926796339,-0.0372928877427055,0.0387375135703618,0.0444764166319495,-0.0028693968005579,Capital Goods,1.0
2020-02-18,34.313079833984375,34.5108504966562,33.02757618486,33.91753850864073,34528421.0,39.7913064956665,,-0.7989367917693474,-0.004304144489432,-0.011527421241619,0.0057637106208094,-0.0374639541348073,Capital Goods,1.0
2020-02-19,35.00527572631836,35.20304261942208,33.81865550688759,34.31308028397027,18802594.0,39.39329452514649,,-0.7908873775349202,0.0201729455846869,-0.0197740319990585,0.0056496310627551,-0.033898325175557,Capital Goods,1.0
2020-02-20,34.7086181640625,35.49970083245689,34.51085126912563,35.00527605079126,15578115.0,38.98044967651367,,-0.7943371518413251,-0.0084746529230398,0.0085470958632378,0.0227921107275159,-0.0056979190010404,Capital Goods,1.0
2020-02-24,33.52199935913086,34.3625199202582,33.32422870587694,33.91753689347724,13344620.0,38.431638145446776,,-0.8081361159857801,-0.0341880163399957,0.0117993419816304,0.0250737001729104,-0.005899727254784,Capital Goods,1.0
2020-02-25,33.52199935913086,34.11530754673117,33.274786985603825,33.37367042615005,13587843.0,37.93474102020264,,-0.8081361159857801,0.0,-0.0044248235730727,0.0176990692364147,-0.0073746309364957,Capital Goods,1.0
2020-02-26,32.879249572753906,33.571445055033735,32.73092062220754,33.22534542781287,13462112.0,37.43784427642822,,-0.8156105308688163,-0.0191739692937461,0.0105262698983787,0.0210526545244946,-0.0045113240865838,Capital Goods,1.0
2020-02-27,32.23649215698242,32.97812928119669,31.69262568699092,32.87924584016605,18665991.0,36.84700660705566,,-0.8230850344726288,-0.0195490293763918,0.0199386980461027,0.0230061360461526,-0.0168711430307935,Capital Goods,1.0
2020-02-28,30.2587947845459,31.34652960124122,29.96213880576678,31.34652960124122,21837210.0,36.18200521469116,,-0.8460833006533225,-0.0613496456998394,0.0359477244364954,0.0359477244364954,-0.0098039588454008,Capital Goods,1.0
2020-03-02,29.220502853393555,31.346530851490872,28.72607808845572,30.753220756349315,23026620.0,35.5293643951416,,-0.858157399824769,-0.0343137239452323,0.0524535087792903,0.0727580907407419,-0.0169204742101285,Capital Goods,1.0
2020-03-03,30.654335021972656,31.00043273008205,29.51715845482531,29.66548550513483,20595361.0,35.111575317382815,,-0.8414836385451061,0.0490693871961406,-0.032258064516129,0.0112903348861201,-0.0370967618880733,Capital Goods,1.0
2020-03-04,30.308237075805664,30.85210543744309,29.51715822298128,30.75322010931985,18105957.0,34.65176019668579,,-0.8455083456623197,-0.0112903426519907,0.0146819174075092,0.0179445726347304,-0.0261011173578249,Capital Goods,1.0
2020-03-05,30.357681274414062,31.0498748126023,29.61604412816044,30.55545004843322,20609801.0,34.21172227859497,,-0.8449333684911228,0.0016313782449546,0.0065146205413864,0.0228012650877795,-0.02442996681959,Capital Goods,1.0
2020-03-06,29.220502853393555,29.36883179173954,28.6271946443328,29.36883179173954,16052493.0,33.71729755401611,,-0.858157399824769,-0.0374593306630088,0.0050761939002279,0.0050761939002279,-0.0203045174149648,Capital Goods,1.0
2020-03-09,26.89670753479004,28.52830885564705,26.748378598827863,28.478865248299407,21890315.0,33.09432229995728,,-0.8851803731226763,-0.079526191943464,0.0588234716633215,0.0606617489797436,-0.0055147618261572,Capital Goods,1.0
