Date_Ticker,Close_EIHOTEL.NS,High_EIHOTEL.NS,Low_EIHOTEL.NS,Open_EIHOTEL.NS,Volume_EIHOTEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-24,143.22796630859375,144.97938977359118,142.7414513808914,144.2982840121734,42687.0,,,-0.415347403967969,-0.0027100236451077,0.0074728262305532,0.0122282226728254,-0.0033967872353513,Consumer Services,6.0
2020-01-27,144.7361297607422,148.87144602392164,143.71446356792566,143.95772102749277,364804.0,,,-0.4025202998613922,0.0105298112583613,-0.0053781231717068,0.0285714166187487,-0.0070588193459739,Consumer Services,6.0
2020-01-28,143.3252716064453,146.9740885963554,142.25495377255578,144.24965008162172,448762.0,,,-0.4145198111869044,-0.0097477952231354,0.0064495149028194,0.0254582946120578,-0.0074677537456793,Consumer Services,6.0
2020-01-29,142.49819946289062,143.42256272413462,141.2332757390008,143.0333659041912,574201.0,,,-0.4215541551593119,-0.0057705953338482,0.0037556014273707,0.0064868416915311,-0.0088767698725852,Consumer Services,6.0
2020-01-30,138.2655792236328,143.03336512524513,137.58447343941648,142.498198686859,75068.0,,,-0.4575530784691309,-0.0297029734776408,0.0306122426636661,0.0344828114732793,-0.004926069004598,Consumer Services,6.0
2020-01-31,136.31954956054688,139.14129082022507,135.73574676582126,138.89804848588622,72177.0,,,-0.4741042852016177,-0.014074577881299,0.0189151074343456,0.0206994614402309,-0.0042826050746764,Consumer Services,6.0
2020-02-03,131.40582275390625,134.1789124862162,128.43811190918433,131.40582275390625,95495.0,,,-0.515896098423367,-0.036045650256922,0.0,0.0211032485029474,-0.0225843176696954,Consumer Services,6.0
2020-02-04,130.14089965820312,133.40050434327495,128.9246274458789,131.9409746610127,49682.0,,,-0.5266544152439236,-0.0096260810152381,0.013831739349714,0.0250467354508283,-0.0093458106983936,Consumer Services,6.0
2020-02-05,132.52479553222656,133.789704129266,128.87597881421405,130.09225105355156,39354.0,,,-0.5063791058855268,0.0183178069329811,-0.0183553912979512,0.0095446938209524,-0.0275330869469269,Consumer Services,6.0
2020-02-06,132.6707305908203,135.05462349735592,131.8923218322621,133.01129104528704,37865.0,140.30161666870117,,-0.5051379113805713,0.001101190596127,0.0025669599688651,0.0179684915875526,-0.00586722297444,Consumer Services,6.0
2020-02-07,139.1412811279297,141.47652241889608,132.42748133810747,133.30319303787863,170662.0,140.15809631347656,,-0.4501051327728325,0.0487715000007475,-0.0419579871819879,0.0167832383893269,-0.0482516743801532,Consumer Services,6.0
2020-02-10,144.29827880859375,145.66049028230623,137.7304183456505,139.82240218459995,210421.0,140.32594146728516,,-0.4062442727095415,0.0370630314660003,-0.0310182260034499,0.0094402475549926,-0.0455158614307193,Consumer Services,6.0
2020-02-11,140.99002075195312,147.4119266471232,138.70343098266858,144.49286750396246,128106.0,140.20188217163087,,-0.4343813890436495,-0.0229265247233399,0.0248446431408926,0.0455486555780304,-0.0162180965510133,Consumer Services,6.0
2020-02-12,139.28724670410156,140.8440794013041,138.16827746037148,140.8440794013041,27529.0,139.9245719909668,,-0.4488636787123553,-0.012077266453115,0.0111771374195501,0.0111771374195501,-0.0080335369548023,Consumer Services,6.0
2020-02-13,135.83303833007812,139.8224155629876,134.76273570005253,139.8224155629876,34744.0,139.55239334106446,,-0.4782421193291796,-0.0247991718966308,0.0293697121256699,0.0293697121256699,-0.0078795456774273,Consumer Services,6.0
2020-02-14,134.66543579101562,136.51416239408942,134.2762238167404,135.83304143910777,37052.0,139.12913131713867,,-0.4881727135909108,-0.0085958655818711,0.0086704182200407,0.0137282933234834,-0.0028902143448242,Consumer Services,6.0
2020-02-17,134.27621459960938,137.38986476798038,126.97859654444711,134.0329571323853,270175.0,138.73262786865234,,-0.4914830847151691,-0.0028902827894922,-0.0018116199354401,0.0231883969745156,-0.0543478089319288,Consumer Services,6.0
2020-02-18,131.40582275390625,134.27621547373926,129.75168710337994,133.3032007358744,58708.0,138.15854873657227,,-0.515896098423367,-0.0213767706682988,0.0144390708280981,0.021843725488547,-0.0125879935596472,Consumer Services,6.0
2020-02-19,136.56280517578125,139.53050087813872,131.25986805153516,133.30320051134626,112214.0,137.75961303710938,,-0.4720353681378368,0.0392447025086009,-0.0238689053014052,0.0217313616144418,-0.0388314894192473,Consumer Services,6.0
2020-02-20,140.7467803955078,141.525189197459,135.7357519729825,135.78440346918987,193572.0,137.61609344482423,,-0.4364501763296695,0.0306377363465917,-0.0352574809340102,0.0055305620474146,-0.0356031477838709,Consumer Services,6.0
2020-02-24,136.41685485839844,140.11430794143598,135.7844005586261,140.11430794143598,37216.0,137.27553787231446,,-0.4732766924205532,-0.0307639402119323,0.0271040780618752,0.0271040780618752,-0.004636188837727,Consumer Services,6.0
2020-02-25,134.6167755126953,138.0223195159806,133.88700310853494,135.78439622198613,37323.0,136.76957015991212,,-0.4885865748703236,-0.0131954321009058,0.0086736642208511,0.0252980654923213,-0.0054211104179325,Consumer Services,6.0
2020-02-26,131.69772338867188,134.3735254091796,130.96796608188183,131.64907189239477,32852.0,136.18819274902344,,-0.5134134498579342,-0.021684163158017,-0.0003694178989982,0.0203177545644488,-0.0055411535447452,Consumer Services,6.0
2020-02-27,128.53541564941406,132.76803508199052,127.5624009058512,132.76803508199052,67566.0,135.49005355834962,,-0.5403092419093258,-0.0240118633632342,0.0329295969612073,0.0329295969612073,-0.0075700128143421,Consumer Services,6.0
2020-02-28,128.29217529296875,128.92462958794988,121.6270113301212,126.49209269156802,156326.0,134.99138336181642,,-0.5423780291953458,-0.0018923995010741,-0.0140311176210867,0.004929796330422,-0.0519530045197764,Consumer Services,6.0
2020-03-02,125.32447052001952,130.23820332004527,123.76764541040984,127.46509842313525,119335.0,134.44162940979004,,-0.5676187005734887,-0.0231323910922248,0.0170806857929135,0.0392080874520097,-0.012422355372018,Consumer Services,6.0
2020-03-03,124.5947036743164,126.44343771967432,117.83224447652248,125.51906691265393,55233.0,134.10107345581054,,-0.5738254517648317,-0.0058230195800951,0.0074189609275348,0.0148379826014948,-0.0542756553719218,Consumer Services,6.0
2020-03-04,121.43240356445312,126.29748485432604,120.65398722785297,125.42177309824844,57100.0,133.66564865112304,,-0.6007211789273428,-0.0253806944966886,0.0328525946674345,0.040064110954459,-0.0064102851771933,Consumer Services,6.0
2020-03-05,120.75128936767578,123.81629562978011,117.92954814294632,121.4324027113304,69450.0,133.0769733428955,,-0.6065141337281533,-0.0056089987250876,0.005640629985993,0.0253828035970009,-0.0233682078220922,Consumer Services,6.0
2020-03-06,120.0215301513672,122.4054154624505,116.85922852178388,117.73494025749892,46452.0,132.44451332092285,,-0.6127208200306158,-0.006043490054061,-0.0190514976020094,0.0198621473003788,-0.0263477863146314,Consumer Services,6.0
2020-03-09,115.74026489257812,118.46471078544738,110.92383497693692,118.46471078544738,70232.0,131.27446250915528,,-0.6491334748420867,-0.0356708105069954,0.0235393092922147,0.0235393092922147,-0.0416141255604648,Consumer Services,6.0
2020-03-11,115.545654296875,119.53502377061562,107.08041555328133,113.84287473575012,115928.0,129.83683128356932,,-0.6507886604042159,-0.0016814424598366,-0.0147368550681262,0.0345263480311479,-0.0732631512202414,Consumer Services,6.0
2020-03-12,95.11231994628906,108.9777995293575,94.43121413922168,103.91811962896676,343162.0,127.54294624328614,,-0.8245765257619685,-0.1768420844118113,0.0925831657523486,0.1457800586811299,-0.0071610681713158,Consumer Services,6.0
2020-03-13,98.37191772460938,108.88049630988355,79.10619914840323,85.62540832556681,375778.0,125.49717979431152,,-0.7968532707072732,0.0342710363931932,-0.1295746763291351,0.1068249844909272,-0.1958457151373241,Consumer Services,6.0
2020-03-16,87.13358306884766,98.27461607079547,84.70104625193707,98.27461607079547,189136.0,123.06220703125,,-0.8924366031429252,-0.1142433218311679,0.1278615272040959,0.1278615272040959,-0.0279173279835002,Consumer Services,6.0
2020-03-17,78.571044921875,89.5174800154385,78.0358860410493,89.5174800154385,119541.0,120.25748748779296,,-0.9652619776547474,-0.0982690926437291,0.1393189450954584,0.1393189450954584,-0.006811146286241,Consumer Services,6.0
2020-03-18,72.29509735107422,81.44145039146396,66.0677963740785,81.44145039146396,260990.0,117.1584316253662,,-1.0186396355892375,-0.0798760863755993,0.1265141534559928,0.1265141534559928,-0.0861372514204545,Consumer Services,6.0
2020-03-19,65.19207763671875,76.0412016992848,65.09477465012766,69.13278804419487,588328.0,113.84774436950684,,-1.079051637496135,-0.0982503651646293,0.0604476885893348,0.1664178295255831,-0.0014925584537021,Consumer Services,6.0
2020-03-20,71.27342987060547,71.71128578087607,61.20271365964777,67.72192352209565,388948.0,110.58327560424804,,-1.0273290353460132,0.0932836082901806,-0.0498293172498848,0.0061433259359835,-0.1412969212964879,Consumer Services,6.0
2020-03-23,64.21905517578125,68.06247015555135,64.17040368260973,68.06247015555135,66414.0,106.75688934326172,126.36754089355468,-1.087327305751259,-0.0989762202777556,0.0598485133306594,0.0598485133306594,-0.0007575865611593,Consumer Services,6.0
2020-03-24,59.6458854675293,68.01382154928996,58.91612439200538,64.41366388256539,68114.0,102.91834087371826,124.72022483825684,-1.1262226415726029,-0.0712120366102274,0.079934741142063,0.1402936014138995,-0.0122348938204831,Consumer Services,6.0
2020-03-25,63.00278854370117,65.58128369538424,53.71048553802154,59.645884616702894,192559.0,99.33764152526857,123.16145309448244,-1.0976717937368428,0.0562805472642256,-0.053281830925147,0.0409266829498273,-0.1474903448001214,Consumer Services,6.0
2020-03-26,64.80287170410156,69.27874895319286,62.0297779566665,65.09478069096414,154386.0,95.99289894104004,121.58808639526367,-1.0823618788426324,0.0285714839296642,0.0045045686894167,0.0690691188737551,-0.0427927601742307,Consumer Services,6.0
2020-03-27,64.90017700195312,69.37605440981906,63.34335172284406,69.37605440981906,97158.0,92.811137008667,119.98942092895508,-1.0815342860615678,0.0015015584231493,0.0689655654980916,0.0689655654980916,-0.0239879974296867,Consumer Services,6.0
2020-03-30,63.927154541015625,67.08945622244383,62.95413980345048,67.08945622244383,66910.0,89.59288597106934,118.40243179321288,-1.0898099543166917,-0.0149926010357139,0.0494672679260153,0.0494672679260153,-0.0152206796087078,Consumer Services,6.0
2020-03-31,64.02445983886719,66.11644387072755,60.32699537714333,63.68389937035203,126223.0,86.52788543701172,116.8203074645996,-1.0889823615356269,0.0015221277804431,-0.0053192243928689,0.0326747626942163,-0.0577508107218617,Consumer Services,6.0
2020-04-01,63.97581100463867,66.1650981185736,61.20271348907553,66.06779512352165,52438.0,83.49694080352783,115.25569801330566,-1.089396125481719,-0.0007598476324665,0.0326996107752552,0.0342205449146426,-0.0433460314455736,Consumer Services,6.0
2020-04-03,63.5379524230957,65.58128495850735,63.24604345021793,64.997474581435,49725.0,80.60221824645996,113.66870895385742,-1.0931201632187486,-0.0068441270953364,0.022970871781017,0.0321592443175571,-0.0045942458286027,Consumer Services,6.0
2020-04-07,69.03548431396484,69.86255212239718,64.36500912604805,67.81921970072624,1063658.0,78.01642799377441,112.15858825683594,-1.0463630204216936,0.0865235922974253,-0.0176179630710952,0.011980328908405,-0.0676532544723819,Consumer Services,6.0
2020-04-08,72.87889862060547,74.92223102428969,68.3057264584876,71.51667954104356,95634.0,75.65929641723633,110.74382278442384,-1.013674338458372,0.0556730259059421,-0.0186915431674314,0.0280373666775817,-0.0627502919044508,Consumer Services,6.0
2020-04-09,73.80326080322266,75.70064627196328,73.02485207400798,73.94921527820638,64926.0,73.56244621276855,109.3553286743164,-1.0058125314826607,0.0126835366630504,0.0019776155334501,0.025708694278421,-0.0105470777407803,Consumer Services,6.0
2020-04-13,70.73826599121094,73.80326471628017,70.30041011172719,73.80326471628017,54025.0,71.32207679748535,107.87537139892578,-1.031880665864107,-0.0415292600713637,0.0433287228930667,0.0433287228930667,-0.0061898022710671,Consumer Services,6.0
2020-04-15,73.90056610107422,75.26279277288805,70.30040858616536,71.03017341525727,243018.0,70.26148910522461,106.48687728881836,-1.004984938701596,0.0447042356149384,-0.0388412814306604,0.0184332373036317,-0.0487162373016859,Consumer Services,6.0
2020-04-16,72.97620391845703,74.77628648616603,71.5653333018308,73.94921865879809,268766.0,68.991703414917,105.09643737792967,-1.0128467456773074,-0.01250818811527,0.0133333153561714,0.0246667060089942,-0.0193332968950087,Consumer Services,6.0
2020-04-17,76.7709732055664,77.69533652119296,73.17081536942867,75.50604940725802,183712.0,68.47357292175293,103.86654525756836,-0.9805717952156374,0.0520000915825878,-0.0164765893343745,0.0120405314278277,-0.046894779182983,Consumer Services,6.0
2020-04-20,77.3061294555664,80.46843127408455,70.30041244523417,80.46843127408455,103050.0,68.4103271484375,102.68627685546876,-0.9760202295864236,0.0069708149793416,0.040906223617569,0.040906223617569,-0.0906230470943308,Consumer Services,6.0
2020-04-21,73.41405487060547,75.89525061760392,72.34373721428366,75.89525061760392,68898.0,68.46627502441406,101.52644149780274,-1.009122772829158,-0.0503462611874521,0.0337972851570675,0.0337972851570675,-0.0145791927473325,Consumer Services,6.0
2020-04-22,73.17080688476562,74.43572296771471,72.1977846157583,72.1977846157583,184031.0,68.8652114868164,100.387039642334,-1.011191625004059,-0.0033133708016615,-0.0132979573471112,0.0172871687056992,-0.0132979573471112,Consumer Services,6.0
2020-04-23,75.70064544677734,76.62500864089958,73.17080575138264,73.94921447211216,113098.0,69.086572265625,99.250556640625,-0.9896750562518258,0.0345744248248605,-0.0231362753161273,0.0122107703133407,-0.0334189976910216,Consumer Services,6.0
2020-04-24,73.41405487060547,75.74929614573756,73.36540337998335,74.92222837384394,74885.0,69.54632225036622,98.06542312622072,-1.009122772829158,-0.0302056945839319,0.0205433892174553,0.0318091853017521,-0.0006626999517718,Consumer Services,6.0
2020-04-27,72.92755889892578,74.92224005057679,72.68430140790316,73.94922522385355,40220.0,70.21040592193603,96.74114868164062,-1.013260477178959,-0.0066267416033231,0.0140093311822455,0.0273515414716616,-0.0033356044641472,Consumer Services,6.0
2020-04-28,72.63565063476562,73.80326377561269,71.95453729275934,73.80326377561269,71348.0,70.69204902648926,95.30789611816408,-1.0157431906332723,-0.004002715414686,0.0160749319465476,0.0160749319465476,-0.0093771217859826,Consumer Services,6.0
2020-04-29,71.95453643798828,73.65731598843469,71.80858195886016,73.65731598843469,54957.0,71.0496322631836,93.92718643188476,-1.021536145434083,-0.0093771335539099,0.0236646587517646,0.0236646587517646,-0.0020284263696689,Consumer Services,6.0
2020-04-30,73.51136016845703,74.7276323349743,72.24643650978444,73.65731464492295,741815.0,71.48019142150879,92.61166870117188,-1.0082951800480937,0.0216362137474188,0.0019854683158011,0.0165453633796204,-0.0172071861515541,Consumer Services,6.0
2020-05-04,70.25176239013672,73.94922317021322,69.37605058414186,73.94922317021322,80877.0,71.79642181396484,91.30004318237305,-1.0360184351027888,-0.0443414156784841,0.052631573277023,0.052631573277023,-0.0124653357609972,Consumer Services,6.0
2020-05-05,70.6409683227539,71.80858913510029,70.25176390819964,70.25176390819964,38333.0,72.12724723815919,90.01955383300782,-1.0327081937562914,0.0055401589849912,-0.0055096132427859,0.0165289468713338,-0.0055096132427859,Consumer Services,6.0
2020-05-06,68.93818664550781,71.85723070436059,68.74358068077795,71.85723070436059,111697.0,72.37536602020263,88.71279327392578,-1.0471905483138777,-0.0241047329570313,0.0423429190829025,0.0423429190829025,-0.0028229051879556,Consumer Services,6.0
2020-05-07,68.11112213134766,70.44636354539635,67.72191775190049,69.08413686430698,76280.0,72.60402450561523,87.44689926147461,-1.0542248273974046,-0.0119971898653654,0.0142856952361309,0.0342857574647696,-0.0057142558699386,Consumer Services,6.0
2020-05-08,64.85151672363281,69.08413606085855,63.97580498789052,68.69493168593785,95837.0,72.39482612609864,86.01267349243165,-1.0819481473409804,-0.0478571679002574,0.0592648430827591,0.0652663122015049,-0.0135033346941471,Consumer Services,6.0
2020-05-11,62.27302932739258,65.7758840576723,60.813507153832965,65.7758840576723,225067.0,71.86453266143799,84.44319847106934,-1.103878480039305,-0.0397598626294055,0.0562499491049954,0.0562499491049954,-0.0234374686653889,Consumer Services,6.0
2020-05-12,60.22969436645508,61.98112166168238,60.035092174616814,61.30001209807773,102359.0,71.18585433959962,82.91945526123047,-1.1212572795528566,-0.0328125190472897,0.0177705987533411,0.0290791330364572,-0.0032310008192013,Consumer Services,6.0
2020-05-13,60.22969436645508,65.14342714684688,60.035092174616814,65.14342714684688,364865.0,70.66042575836181,81.43171363830567,-1.1212572795528566,0.0,0.0815832262155475,0.0815832262155475,-0.0032310008192013,Consumer Services,6.0
2020-05-14,57.89445877075195,60.132393517351865,57.40794759733826,59.74318533548923,363508.0,69.8601203918457,79.95564834594727,-1.1411187276318409,-0.038772164133772,0.0319327031289433,0.0386554221961308,-0.0084034151755379,Consumer Services,6.0
2020-05-15,57.55390167236328,59.35398051277133,56.9214398004954,58.72151864090345,495054.0,69.08900527954101,78.53601806640626,-1.144015205032246,-0.0058823781346189,0.0202873642726613,0.0312763998287266,-0.0109890355560652,Consumer Services,6.0
2020-05-18,53.71048355102539,57.21334183206468,53.51588136439581,56.24032711457541,281261.0,67.93598079681396,77.04438423156738,-1.176703919440008,-0.0667794538625251,0.0471014855255704,0.0652174035579393,-0.0036231695148435,Consumer Services,6.0
2020-05-19,54.73215103149414,55.41326437701717,53.27262892138731,54.19699216758668,290259.0,66.80728187561036,75.63253784179688,-1.1680145196832323,0.019021751675316,-0.0097777787611438,0.0124444834103285,-0.026666631634247,Consumer Services,6.0
2020-05-20,53.5158805847168,55.89976963530745,53.41857760064894,55.89976963530745,155051.0,65.81237316131592,74.21096138000489,-1.1783590401132569,-0.0222222299663953,0.0445454512668797,0.0445454512668797,-0.0018182076610666,Consumer Services,6.0
2020-05-21,57.65119934082031,58.86747155668058,53.56453438344399,53.56453438344399,1160880.0,65.03639278411865,72.93533729553222,-1.143187677140062,0.0772727405570243,-0.0708860354008755,0.0210970843584703,-0.0708860354008755,Consumer Services,6.0
2020-05-22,57.16469192504883,60.71620179734839,56.04572648263304,56.82413525074412,364194.0,64.10959510803222,71.66360534667969,-1.1473254788231837,-0.0084388082352869,-0.005957465401042,0.0621276832376898,-0.0195744156879723,Consumer Services,6.0
2020-05-26,56.19167709350586,58.672865444954674,53.90508714944183,57.21334333049555,158707.0,63.24847621917725,70.38700828552246,-1.1556010821894271,-0.0170212555823572,0.0181818071613983,0.0441557981499642,-0.0406926801679013,Consumer Services,6.0
2020-05-27,57.213340759277344,61.30000930791905,56.53223122667438,56.9214355926357,487072.0,62.462765312194826,69.21646980285645,-1.1469117148770915,0.0181817614034082,-0.0051020472282823,0.0714285950515665,-0.0119047327697346,Consumer Services,6.0
2020-05-28,62.90549087524414,62.90549087524414,60.08374196627654,60.13239346200729,342551.0,61.97625732421875,68.16366653442383,-1.098499321629027,0.0994899098781221,-0.044083550969128,0.0,-0.0448569571544043,Consumer Services,6.0
2020-05-29,64.55961608886719,68.11112213496207,63.00278721797163,65.67858530243466,1098057.0,61.6065113067627,67.55261245727539,-1.0844307959064132,0.0262954026843785,0.0173323399573379,0.0550112634066193,-0.0241145930724334,Consumer Services,6.0
2020-06-01,69.03548431396484,70.98152131877558,66.79755348989077,68.11112108867233,1297345.0,61.382717514038085,66.9658837890625,-1.0463630204216936,0.0693292261672771,-0.0133896826317407,0.0281889382561639,-0.0324171090608452,Consumer Services,6.0
2020-06-02,71.32207489013672,72.92755146109367,69.13278796895152,70.05715120319506,894154.0,61.43623313903809,66.64965362548828,-1.0269153038443612,0.0331219603787053,-0.017735374200626,0.0225102336608966,-0.0306957828212027,Consumer Services,6.0
2020-06-03,72.5383529663086,74.53303407628141,71.75993657998458,74.53303407628141,563158.0,61.53110237121582,66.52899978637696,-1.0165707185254564,0.0170533187382084,0.0274982961206642,0.0274982961206642,-0.0107311009209921,Consumer Services,6.0
2020-06-04,70.54367065429688,72.8302531397515,69.08414090089465,72.53835173028105,346790.0,61.61137657165527,66.49397125244141,-1.0335357216484755,-0.0274983126917449,0.0282758333594408,0.0324137157061212,-0.0206897336056515,Consumer Services,6.0
2020-06-05,75.89525604248047,77.35477815942122,71.61398511117457,72.00318949528884,3101496.0,62.00058326721192,66.70803482055663,-0.9880198706896968,0.0758620204838692,-0.0512820794097215,0.0192307423816293,-0.0564102574330807,Consumer Services,6.0
2020-06-08,75.55469512939453,79.30080717175797,74.92223327858564,78.32779243298253,1435636.0,62.5357421875,66.79366012573242,-0.9909163805345422,-0.0044872490171891,0.0367031764053684,0.0495814593116663,-0.008370913941559,Consumer Services,6.0
2020-06-09,70.00850677490234,78.327799428689,69.66795385651994,78.327799428689,1233586.0,62.92251605987549,66.90944915771485,-1.0380873521665697,-0.0734062700536851,0.1188325967376451,0.1188325967376451,-0.004864450537095,Consumer Services,6.0
2020-06-10,69.42469787597656,70.98152297493985,68.1597741717701,70.78691699931333,827112.0,63.382266235351565,67.1050254058838,-1.0430527141863155,-0.0083391137137504,0.0196215347709585,0.0224246578896816,-0.0182200822316315,Consumer Services,6.0
2020-06-11,67.4786605834961,70.44636385773097,67.2354106835192,70.00850041414336,354738.0,63.74471454620361,67.19454284667968,-1.0596039858076831,-0.0280309076167239,0.0374909609759801,0.043979878209982,-0.0036048418547949,Consumer Services,6.0
2020-06-12,65.92183685302734,66.74890469488699,60.76485409765053,62.02977403912584,1139195.0,64.14608345031738,67.2169221496582,-1.0728449511936724,-0.0230713490310374,-0.059040569858192,0.0125461892650775,-0.0782287478862929,Consumer Services,6.0
2020-06-15,65.04612731933594,68.0624746845879,64.46231693111244,66.35969501632631,408535.0,64.52069473266602,67.21984115600586,-1.0802929617788513,-0.0132840584470332,0.0201944028203489,0.0463724358322452,-0.0089753289286133,Consumer Services,6.0
2020-06-16,63.44064712524414,67.33270607262199,61.49461386721376,66.16509292961838,287849.0,65.00720291137695,67.21011100769043,-1.0939477559998132,-0.0246821795586674,0.0429447984506787,0.0613496098123678,-0.0306748645578682,Consumer Services,6.0
2020-06-17,64.31636047363281,67.81922269577682,61.93247128162498,62.46763015706229,538235.0,65.48641338348389,67.21594902038574,-1.086499712970194,0.013803663551222,-0.0287443241961495,0.0544630043794227,-0.0370650511697584,Consumer Services,6.0
2020-06-18,66.35969543457031,67.72192220523858,64.31636284725127,64.94882473586986,314547.0,66.12860412597657,67.26362670898438,-1.0691209134566428,0.0317700651263559,-0.0212609580176802,0.020527923790901,-0.0307917716309252,Consumer Services,6.0
2020-06-19,65.87318420410156,67.5273122901552,65.1920784270723,66.35969157427229,316543.0,66.53970336914062,67.31033134460449,-1.0732587475842048,-0.0073314265124746,0.007385514698414,0.0251107959337213,-0.0103396516391088,Consumer Services,6.0
2020-06-22,68.06246948242188,69.03548419886357,66.65159890044968,67.7219166022721,441759.0,67.08459224700928,67.29087104797364,-1.054638623787937,0.0332348482128483,-0.0050035339995667,0.0142959067433336,-0.0207290536576338,Consumer Services,6.0
2020-06-23,71.61398315429688,72.87889926027472,67.284060847208,68.88953740257749,883471.0,67.85570755004883,67.26557273864746,-1.024432590390048,0.0521802059032288,-0.0380434885998366,0.017662976562168,-0.0604619672914964,Consumer Services,6.0
2020-06-24,66.99215698242188,72.44104890001152,66.65160407582877,72.0031930004823,1100191.0,68.34464836120605,67.12935066223145,-1.0637417550463646,-0.0645380408727857,0.0748003384840299,0.0813362662590395,-0.0050834742741969,Consumer Services,6.0
2020-06-25,64.99747467041016,66.65160281293231,64.70557326581599,66.65160281293231,691424.0,68.44924755096436,67.01453483581543,-1.0807067581693837,-0.0297748632356337,0.0254491139988117,0.0254491139988117,-0.0044909653194119,Consumer Services,6.0
2020-06-26,64.12175750732422,66.408339762708,63.68389408415042,65.43532507079797,667937.0,68.4273546218872,66.81895866394044,-1.0881548336434428,-0.0134730951860288,0.0204855202748257,0.0356600059679055,-0.006828624794381,Consumer Services,6.0
2020-06-29,62.90549087524414,66.4569970828066,62.37033199088907,66.06779268564378,1354622.0,68.12085494995117,66.61754440307617,-1.098499321629027,-0.0189680800926448,0.0502706801330141,0.0564578092969005,-0.0085073477197151,Consumer Services,6.0
2020-06-30,61.83517074584961,63.92715470767335,61.34866337579872,63.051439170976856,375561.0,67.64650974273681,66.31882835388184,-1.107602517776335,-0.0170147329669077,0.0196695248101805,0.0338316193937922,-0.0078678099240722,Consumer Services,6.0
2020-07-01,62.418975830078125,63.05143766665954,61.30001041939457,61.68921479241284,412001.0,67.14054088592529,66.02108528137207,-1.102637188201029,0.009441311104776,-0.0116913330915889,0.0101325250562129,-0.0179266864892126,Consumer Services,6.0
2020-07-02,64.17041015625,65.5812884631906,62.17572900972163,62.75953941799298,988912.0,66.82187786102295,65.83621238708496,-1.0877410372529106,0.0280593249549587,-0.0219863132372327,0.0219864311838622,-0.0310841264949293,Consumer Services,6.0
2020-07-03,63.39199447631836,64.99747103345942,63.2460399978466,64.70556964519866,577135.0,66.19671478271485,65.64063613891602,-1.0943615523903456,-0.0121304457620928,0.0207214677457581,0.0253261720254096,-0.0023024118372909,Consumer Services,6.0
