Date_Ticker,Close_GRSE.NS,High_GRSE.NS,Low_GRSE.NS,Open_GRSE.NS,Volume_GRSE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,176.4721221923828,181.26779665143576,174.6682409481068,174.6682409481068,223049.0,,,-0.6860598516636939,,-0.010221904864438,0.0271752523824975,-0.010221904864438,Capital Goods,1.0
2020-01-13,179.5519256591797,181.97176289602356,176.69211801563696,178.58398539370967,183924.0,,,-0.6804025017363232,0.0174520679444167,-0.0053908654107521,0.0134770887472246,-0.0159274685194472,Capital Goods,1.0
2020-01-14,186.23947143554688,190.2432049003536,178.6279886211894,180.3438705555833,628019.0,,,-0.6681180209179524,0.0372457480019529,-0.0316560224023397,0.0214977707676342,-0.0408693321329127,Capital Goods,1.0
2020-01-15,197.45872497558597,200.36253251898648,183.9956404661662,186.01949371666373,1105089.0,,,-0.6475091593837115,0.0602410082758518,-0.0579322653903319,0.0147058963525645,-0.0681817656377773,Capital Goods,1.0
2020-01-16,193.1470489501953,201.50648842639967,190.15525492944528,199.21863646217847,373352.0,,,-0.6554293595887131,-0.0218358344303282,0.031435051920202,0.0432801822323463,-0.0154897216240745,Capital Goods,1.0
2020-01-17,191.8271026611328,197.10674768850345,189.583250839134,193.58698433692305,279429.0,,,-0.657853994187338,-0.0068338931204838,0.0091743119266054,0.0275229357798165,-0.011697261705311,Capital Goods,1.0
2020-01-20,191.3431396484375,201.6824448791673,190.94716894198876,193.45500579421773,422728.0,,,-0.6587429951071173,-0.002522912591503,0.0110370622623861,0.0540354111975303,-0.0020694272456085,Capital Goods,1.0
2020-01-21,189.36328125,192.83904516103075,188.3953543045713,190.8151918083922,134149.0,,,-0.6623798348884081,-0.0103471616598074,0.007667328897176,0.0183550046666227,-0.0051114816929626,Capital Goods,1.0
2020-01-22,184.3476104736328,192.6190492005236,183.1156986383365,190.0672260730534,184750.0,,,-0.6715932165240575,-0.0264870292870845,0.0310262529832936,0.044868705949806,-0.0066825484319064,Capital Goods,1.0
2020-01-23,179.7279052734375,185.6235058455109,178.18800890022567,183.5556530575821,193133.0,,,-0.6800792414151133,-0.0250597509147321,0.0212974595031365,0.0328029226352126,-0.0085679314565483,Capital Goods,1.0
2020-01-24,182.103759765625,185.35953828861167,178.62799602585773,180.1238928145995,174085.0,,,-0.6757149888309056,0.0132191742210141,-0.0108721915108929,0.0178787001826705,-0.0190867214616585,Capital Goods,1.0
2020-01-27,180.91586303710935,186.28349472694765,180.38789310120185,181.66380478167295,112327.0,,,-0.6778970590646862,-0.0065231861771799,0.0041341965928669,0.0296692152900781,-0.0029183175374689,Capital Goods,1.0
2020-01-28,185.13954162597656,189.0112892580521,180.3438668820079,182.14774823345425,277575.0,,,-0.6701385030348704,0.0233460931394436,-0.0161596672771633,0.0209125916488295,-0.0259030280719664,Capital Goods,1.0
2020-01-29,188.1753692626953,193.0590305792155,186.50347347503276,187.42741411731564,277643.0,,,-0.6645619331513504,0.0163975108183631,-0.0039747770832617,0.0259527128106895,-0.0088847748470661,Capital Goods,1.0
2020-01-30,187.82334899902344,190.59517039691508,185.22752649128125,188.08733390741745,147637.0,,,-0.6652085659104167,-0.001870703190599,0.0014054956947624,0.0147575975652849,-0.0138205527777894,Capital Goods,1.0
2020-01-31,186.9434509277344,190.9471849095925,185.8875244799604,190.68319994094068,134026.0,,,-0.6668248675164662,-0.0046847107986219,0.0200047072772395,0.0214168186261083,-0.0056483735725096,Capital Goods,1.0
2020-02-03,154.4736328125,162.78907190840033,143.87034192985652,158.65335222636435,889744.0,,,-0.7264692977979236,-0.1736879144687771,0.0270578178150162,0.053830799111157,-0.0686414288936529,Capital Goods,1.0
2020-02-04,152.53778076171875,158.08139843076873,149.58997298221777,154.47364831494528,402316.0,,,-0.7300253014770407,-0.0125319254524879,0.0126910693439978,0.036342587661674,-0.0193250994263892,Capital Goods,1.0
2020-02-05,158.9613037109375,161.0291700080023,152.7137319470537,152.7137319470537,284333.0,,,-0.7182258092425504,0.0421110292620096,-0.0393024693308043,0.0130086143532459,-0.0393024693308043,Capital Goods,1.0
2020-02-06,159.79727172851562,162.83306512758938,157.7294052567871,159.92925749188873,126261.0,180.3174827575684,,-0.7166902035928664,0.0052589403714144,0.0008259575519997,0.0189977799134852,-0.0129405618091008,Capital Goods,1.0
2020-02-07,158.34536743164062,161.3371746452721,156.71748476967173,160.67721894875777,96277.0,179.41114501953126,,-0.7193572343813659,-0.0090859141784453,0.0147263639911905,0.0188941884575377,-0.0102805828068931,Capital Goods,1.0
2020-02-10,151.6138153076172,159.22529849859336,148.3140370294196,159.09331273819834,281403.0,178.0142395019531,,-0.7317225513019104,-0.0425118349416159,0.0493325586154902,0.0502030977555234,-0.0217643640950693,Capital Goods,1.0
2020-02-11,152.3617401123047,154.47360603244752,149.7659175064496,149.7659175064496,129966.0,176.32035293579102,,-0.7303486739148971,0.0049330913754132,-0.017037233914116,0.0138608676862459,-0.017037233914116,Capital Goods,1.0
2020-02-12,153.41769409179688,154.69360565160136,151.6578123743198,153.54967984987488,135908.0,174.11830139160156,,-0.7284089718418295,0.0069305718004654,0.0008603033623946,0.008316586736345,-0.0114711782620331,Capital Goods,1.0
2020-02-13,152.14178466796875,154.78160751421575,150.20591726608762,153.94566629827085,175154.0,172.06803817749022,,-0.7307527142799575,-0.0083165728137244,0.0118565825571117,0.0173510705951562,-0.0127241007860261,Capital Goods,1.0
2020-02-14,149.36996459960938,154.12163998786255,147.8740677867765,152.1417730049517,96010.0,169.94518127441407,,-0.7358443236087586,-0.0182186640863227,0.0185566650750184,0.0318114515256811,-0.0100147095625461,Capital Goods,1.0
2020-02-17,145.01426696777344,150.24991278046704,140.43857684811263,149.36997185642332,181017.0,167.62873764038085,,-0.7438453879450956,-0.0291604650473842,0.03003638869283,0.0361043497455124,-0.0315533789560006,Capital Goods,1.0
2020-02-18,151.39381408691406,157.50939983072988,145.23422861867323,145.89418420455618,301732.0,165.73026428222656,,-0.7321266757544558,0.0439925481301667,-0.0363266485855265,0.0403952154894842,-0.0406858464157898,Capital Goods,1.0
2020-02-19,161.73312377929688,163.58099142666526,152.22976033324267,152.22976033324267,326635.0,164.59953994750975,,-0.7131341999137493,0.068294135759385,-0.0587595368467787,0.0114254124584276,-0.0587595368467787,Capital Goods,1.0
2020-02-20,160.0172576904297,168.77266694116977,159.26930255631066,161.90912525061415,343340.0,163.61400756835937,,-0.7162861071694828,-0.0106092434794537,0.0118228970267975,0.0547154061824901,-0.0046742154247263,Capital Goods,1.0
2020-02-24,153.28570556640625,164.41696625961808,152.3177786105832,158.38936558736572,192272.0,162.17310485839843,,-0.7286514240900274,-0.0420676633332033,0.0332950812477974,0.0726177346549092,-0.0063145284959642,Capital Goods,1.0
2020-02-25,152.27377319335938,156.4534924069564,149.58995080242005,151.43783203600643,130264.0,160.74100036621093,,-0.7305102620317596,-0.0066016095193461,-0.005489725116954,0.0274487137603764,-0.0176249812075738,Capital Goods,1.0
2020-02-26,150.86585998535156,153.0217124387618,149.76593389413898,153.0217124387618,283995.0,159.02731628417968,,-0.7330964847472471,-0.0092459336790717,0.0142898628862724,0.0142898628862724,-0.0072907554520246,Capital Goods,1.0
2020-02-27,147.47805786132812,152.22973198611706,142.3743994215145,152.05374654201907,221809.0,156.99245071411133,,-0.7393196033023487,-0.0224557240740375,0.0310262336448274,0.0322195328152266,-0.0346062221989152,Capital Goods,1.0
2020-02-28,134.14698791503906,144.17832226070652,133.00306205630076,140.7905444149878,257204.0,154.30863265991212,,-0.7638077008077551,-0.0903935822020663,0.0495244552502094,0.0747786774908485,-0.0085274062169983,Capital Goods,1.0
2020-03-02,138.41468811035156,146.5101406437385,133.48701434559558,137.578747050303,287970.0,151.88219451904297,,-0.7559682806466039,0.0318136117824383,-0.0060393956122785,0.0584869470423023,-0.0356008009845557,Capital Goods,1.0
2020-03-03,145.14625549316406,146.0701961663298,137.27078675871957,140.65856475138278,111003.0,151.41582565307618,,-0.7436029356968977,0.0486333312938995,-0.0309184052081359,0.0063655839417038,-0.0542588488258686,Capital Goods,1.0
2020-03-04,138.37071228027344,145.98219601112598,133.53103712897612,145.98219601112598,183815.0,150.7074722290039,,-0.7560490606904543,-0.04668079923846,0.0550079103115064,0.0550079103115064,-0.0349761526232114,Capital Goods,1.0
2020-03-05,136.1708526611328,142.6384235702136,134.7189555640734,139.38263153733448,156583.0,149.56794967651368,,-0.7600900249242905,-0.0158983037876162,0.0235863902842285,0.0474960006689215,-0.0106623192018376,Capital Goods,1.0
2020-03-06,130.27523803710938,133.31103110968652,125.87553404009005,130.23123831177298,128014.0,148.09184799194335,,-0.7709197922534743,-0.0432957164386341,-0.0003377443480383,0.0233029171031904,-0.0337723735017553,Capital Goods,1.0
2020-03-09,126.2715301513672,130.2312645463578,119.49598731641667,120.50791406884744,277001.0,146.4881561279297,,-0.778274279889068,-0.0307326852444646,-0.0456446205697408,0.0313588850174217,-0.0536585153187608,Capital Goods,1.0
2020-03-11,129.57127380371094,135.51087379131738,125.83152566336614,126.27149603281846,192601.0,145.3860290527344,,-0.7722129176257988,0.0261321269203612,-0.0254668930390492,0.0458404074702887,-0.0288624787775891,Capital Goods,1.0
2020-03-12,111.48849487304688,122.66374016709544,105.41690882189248,121.4318284377348,226694.0,143.34236679077148,,-0.8054295202996204,-0.1395585487417363,0.0891870822725744,0.1002367581226559,-0.0544593059406549,Capital Goods,1.0
2020-03-13,119.80397033691406,121.29988088523486,89.75398841116493,96.7935169140014,196544.0,141.66168060302735,,-0.7901546642840553,0.0745859514323527,-0.1920675363112125,0.0124863186429797,-0.2508262609431243,Capital Goods,1.0
2020-03-16,113.6003646850586,118.79201012729683,109.20065389285418,114.30430659619977,137494.0,139.73460960388184,,-0.8015501862263893,-0.0517813026931379,0.0061966518601657,0.0457009575332909,-0.0387297241906046,Capital Goods,1.0
2020-03-17,115.53624725341795,118.7920260219873,109.33266098690312,114.48032081858914,103656.0,138.04292373657228,,-0.7979941264889489,0.0170411650853968,-0.0091393520209528,0.0281797171534234,-0.0536938529162008,Capital Goods,1.0
2020-03-18,112.45645141601562,122.17980119429042,110.2125994015164,117.03214148025296,121138.0,136.41503295898437,,-0.8036514624017387,-0.0266565334309941,0.0406885510490655,0.086463245601666,-0.0199530750458987,Capital Goods,1.0
2020-03-19,120.99188232421876,131.94714462020858,105.68090823650698,108.2327383700284,393423.0,134.89493637084962,,-0.7879725660211131,0.0758998776924552,-0.1054545454545455,0.0905454323508523,-0.1265454656427557,Capital Goods,1.0
2020-03-20,122.13579559326172,124.90760396647606,114.56829873111748,118.08806221549489,210478.0,132.91506996154786,,-0.7858712898457638,0.0094544629529579,-0.0331412536194275,0.0226944800232444,-0.0619596967898389,Capital Goods,1.0
2020-03-23,106.95680236816406,114.39229912598714,102.1171281743723,110.87253607595676,119476.0,130.26204719543458,154.9399885559082,-0.813753872986329,-0.1242796442383439,0.0366104223489596,0.0695186897251172,-0.0452488676422164,Capital Goods,1.0
2020-03-24,108.40870666503906,126.667478735014,96.83749021793209,110.1245952972548,71572.0,128.0181972503662,153.57872024536132,-0.8110868421978294,0.0135746793539815,0.0158279596261348,0.1684253288473483,-0.106736966089446,Capital Goods,1.0
2020-03-25,111.53250122070312,113.29238289676944,104.71295972594612,106.03287098299586,61573.0,125.9811336517334,152.2183317565918,-0.8053486841974468,0.0288149785359579,-0.0493096646942802,0.0157790927021694,-0.0611439842209073,Capital Goods,1.0
2020-03-26,117.23771667480467,122.76779778270796,114.47267612085304,115.44044312748083,129580.0,124.29972648620604,150.83829666137694,-0.794868664747224,0.0511529409962029,-0.0153301650552368,0.0471698124524437,-0.0235849062262218,Capital Goods,1.0
2020-03-27,123.6894760131836,126.73102338722155,112.629313972117,121.3852755879614,233122.0,123.11029739379885,149.3629116821289,-0.7830173045491163,0.0550314311927011,-0.0186289124951634,0.0245901872339873,-0.0894187799767842,Capital Goods,1.0
2020-03-30,116.2238540649414,123.96596796900614,115.21000740613954,117.14553412419052,64814.0,122.21414070129394,147.82444778442382,-0.7967310483779039,-0.0603577781140123,0.007930214211741,0.0666138114791714,-0.0087232235323685,Capital Goods,1.0
2020-03-31,125.90149688720705,128.11352331902552,117.2376962245223,117.97504305636882,204370.0,121.58848114013672,146.5059356689453,-0.778954001073452,0.0832672681535593,-0.0629575821321599,0.0175695006533576,-0.0688141195846661,Capital Goods,1.0
2020-04-01,127.05359649658205,128.89695653823736,119.72622908002528,126.2701628533901,137201.0,120.6838481903076,145.2201448059082,-0.7768376872528822,0.0091508015222975,-0.0061661666005101,0.014508523115321,-0.0576714679363985,Capital Goods,1.0
2020-04-03,131.15509033203125,136.13215759905177,122.99821524381753,127.19186280858432,192069.0,120.32306709289551,144.05598098754882,-0.7693035747349096,0.0322816035794748,-0.0302178704113857,0.0379479534833198,-0.0621925925068088,Capital Goods,1.0
2020-04-07,143.18301391601562,145.76370703075025,133.68970575797064,137.28425264186717,159051.0,120.67367515563964,143.23268905639648,-0.7472092517211611,0.0917076382894066,-0.0411973537420324,0.0180237379012591,-0.066301915977361,Capital Goods,1.0
2020-04-08,140.64837646484375,153.55189672533507,137.65291640437255,141.9387228654045,174262.0,121.19233207702636,142.4510984802246,-0.7518651757614089,-0.0177020819847986,0.009174271562838,0.0917431155966217,-0.0212975089777871,Capital Goods,1.0
2020-04-09,142.86038208007812,145.62542173324093,139.40408251362462,145.62542173324093,99638.0,122.02177467346192,141.66623092651366,-0.7478019003149062,0.0157272033338208,0.0193548387096773,0.0193548387096773,-0.0241935483870968,Capital Goods,1.0
2020-04-13,144.79595947265625,151.6163870646656,142.12307855729446,150.41820003803605,138430.0,122.7830089569092,140.9438328552246,-0.7442464011606986,0.0135487345364452,0.0388287116978669,0.0471037148885176,-0.0184596374449699,Capital Goods,1.0
