Date_Ticker,Close_RHIM.NS,High_RHIM.NS,Low_RHIM.NS,Open_RHIM.NS,Volume_RHIM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,237.9605712890625,242.02661547460949,237.1860831651173,237.7669529511093,11688.0,,,-1.150093690252465,,-0.0008136572244064,0.0170870500248032,-0.0032546909756926,Capital Goods,1.0
2020-01-13,236.07275390625,240.4776262525315,233.50726305735247,238.0089667255848,157296.0,,,-1.1591901572230756,-0.0079333200983085,0.008201763173838,0.0186589611608918,-0.0108673737500276,Capital Goods,1.0
2020-01-14,235.63710021972656,240.9616856088276,233.7977039032535,238.83185440761352,18422.0,,,-1.1612893588758229,-0.0018454212920159,0.0135579422124441,0.0225965494573474,-0.0078060556455578,Capital Goods,1.0
2020-01-15,235.97593688964844,239.9451790702859,234.2817506760817,239.9451790702859,11826.0,,,-1.159656670987451,0.0014379597678205,0.016820537860577,0.016820537860577,-0.0071794871794871,Capital Goods,1.0
2020-01-16,239.4611358642578,239.99358259304688,234.7658136817696,239.12229269854467,16366.0,,,-1.142863204814728,0.0147692981773781,-0.001415023629994,0.0022235204341922,-0.0196078673290427,Capital Goods,1.0
2020-01-17,238.49302673339844,240.42923960796347,233.31365138508423,239.9451863893222,32447.0,,,-1.14752804835997,-0.0040428653583609,0.006088897758621,0.0081185303448283,-0.0217170934482038,Capital Goods,1.0
2020-01-20,237.47653198242188,239.07390182936228,232.8296177384136,233.6041059077705,17604.0,,,-1.152426038500458,-0.0042621571158676,-0.0163065631888965,0.0067264324335789,-0.0195678882675962,Capital Goods,1.0
2020-01-21,237.71853637695312,238.9770776879231,234.2817556027346,237.186074887066,12630.0,,,-1.1512599379010895,0.0010190665684353,-0.0022398820807258,0.0052942497886421,-0.0144573529123904,Capital Goods,1.0
2020-01-22,242.17181396484372,245.8990295739312,234.2817525861864,236.99245350441984,55047.0,,,-1.12980177523238,0.0187334048735224,-0.0213871316220797,0.0153907903156249,-0.0325804281244833,Capital Goods,1.0
2020-01-23,244.35006713867188,246.1894782950983,240.2356146408431,242.1718275809978,22288.0,,,-1.1193058404932712,0.0089946601884245,-0.0089144217686581,0.0075277702108529,-0.0168383522296876,Capital Goods,1.0
2020-01-24,232.73277282714844,246.86713218668987,230.45773164870675,246.86713218668987,56963.0,,,-1.1752838895115496,-0.0475436509904066,0.060732140075687,0.060732140075687,-0.0097753365407259,Capital Goods,1.0
2020-01-27,239.6547393798828,243.8659933057406,226.5853031377351,226.5853031377351,52610.0,,,-1.141930324335233,0.0297421221285209,-0.0545344368150843,0.0175721704346618,-0.0545344368150843,Capital Goods,1.0
2020-01-28,237.13766479492188,245.899030856642,235.9759400445137,241.05849875316477,67521.0,,,-1.154058873438086,-0.0105029201236494,0.0165339991925519,0.0369463284936071,-0.0048989465735562,Capital Goods,1.0
2020-01-29,247.447998046875,249.7714474632622,235.00782508413528,236.2179580660309,51013.0,,,-1.10437842937805,0.0434782608695652,-0.045383434376045,0.0093896472581163,-0.0502738880933808,Capital Goods,1.0
2020-01-30,244.39846801757807,250.01348832846176,238.68664592589684,247.4480121692781,44714.0,,,-1.1190726203733976,-0.0123239228175901,0.0124777547765995,0.0229748588705547,-0.0233709406528295,Capital Goods,1.0
2020-01-31,245.12454223632807,246.91554501959985,240.96168168190084,246.7703201935301,21476.0,,,-1.1155740244767798,0.0029708623979499,0.0067140480597625,0.0073065012867825,-0.0169826346903029,Capital Goods,1.0
2020-02-03,244.15643310546875,246.7703174522388,236.65360844462745,246.7703174522388,16909.0,,,-1.120238868022022,-0.0039494581898127,0.0107057770853038,0.0107057770853038,-0.0307295800704965,Capital Goods,1.0
2020-02-04,246.18946838378903,249.4810391128166,240.33242152119263,246.52829677139584,20285.0,,,-1.1104426671671623,0.0083267733414261,0.0013762911542525,0.0133700712326827,-0.0237908099848762,Capital Goods,1.0
2020-02-05,244.5920867919922,249.77146216828817,241.30053079630164,249.77146216828817,14502.0,,,-1.1181396663692746,-0.006488423742427,0.0211755639531407,0.0211755639531407,-0.0134573282351925,Capital Goods,1.0
2020-02-06,243.6239776611328,248.60971987620388,242.99471438929612,247.54481166447013,52913.0,240.5187812805176,,-1.1228045099145167,-0.0039580558126669,0.0160937935624341,0.0204649076947833,-0.0025829283220715,Capital Goods,1.0
2020-02-07,245.75384521484372,246.8671618003844,242.02662921606316,246.77034523984472,43346.0,240.90844497680663,,-1.1125417217706537,0.0087424381383078,0.0041362527781094,0.0045302102376765,-0.0151664605512975,Capital Goods,1.0
2020-02-10,244.8341217041016,246.2862814171084,242.99472530981257,245.89904473582624,15831.0,241.3465133666992,,-1.11697341872065,-0.0037424582713574,0.0043495695138919,0.0059311982451606,-0.0075128269764295,Capital Goods,1.0
2020-02-11,250.93321228027344,259.9849842633991,243.9628337830516,246.77033667567017,668021.0,242.11131896972657,,-1.0875848896806988,0.0249111134253706,-0.0165895760340949,0.0360724349753094,-0.0277778235646083,Capital Goods,1.0
2020-02-12,239.5095367431641,245.12455726986903,231.3290399586676,245.0761489915436,137126.0,242.2879989624024,,-1.1426299846948542,-0.045524765069161,0.023241714397155,0.023443828596797,-0.0341552027352829,Capital Goods,1.0
2020-02-13,239.9451904296875,245.80222265616595,236.99246279182935,245.80222265616595,22480.0,242.31220169067385,,-1.1405307830421068,0.001818940875789,0.0244098755052761,0.0244098755052761,-0.0123058421490777,Capital Goods,1.0
2020-02-14,239.1707000732422,242.51066435241185,237.1860789075485,239.2191083498946,21767.0,242.34608535766603,,-1.144262672583226,-0.0032277802904003,0.0002024005308243,0.0139647719312894,-0.0082979276520321,Capital Goods,1.0
2020-02-17,235.68551635742188,239.17070554630212,233.9429217629817,239.17070554630212,84030.0,242.256534576416,,-1.161056065231321,-0.0145719509737314,0.0147874559402068,0.0147874559402068,-0.0073937279701035,Capital Goods,1.0
2020-02-18,228.81198120117188,234.28177711335357,225.5688184603776,234.28177711335357,44082.0,241.81120681762692,,-1.1941762632385082,-0.029164011698649,0.0239051988600746,0.0239051988600746,-0.0141739201057959,Capital Goods,1.0
2020-02-19,215.01644897460935,232.6359834528564,212.98341951583268,224.9395401111425,70267.0,240.45343856811525,,-1.2606501734712674,-0.0602920011187414,0.0461503814422352,0.0819450537959896,-0.0094552275812943,Capital Goods,1.0
2020-02-20,215.06483459472656,220.67985476689205,209.3530126441549,215.79091440736525,83664.0,238.989176940918,,-1.2604170268760215,0.0002250321793887,0.0033760973243577,0.0261084997124079,-0.0265586048101968,Capital Goods,1.0
2020-02-24,219.2277069091797,229.392824831758,213.70950299134932,215.06484613884015,133715.0,238.31392364501957,,-1.2403581849265546,0.019356359780053,-0.018988752968456,0.0463678522477519,-0.0251711063151173,Capital Goods,1.0
2020-02-25,214.8227996826172,221.5995443384995,213.03181174398404,219.27609493676368,36960.0,237.07232666015625,,-1.261583274524646,-0.0200928399455792,0.0207300866608473,0.0315457421926088,-0.0083370477494901,Capital Goods,1.0
2020-02-26,219.95379638671875,221.30915436565704,213.51589399619425,216.03296206199445,20960.0,236.2131332397461,,-1.236859515505309,0.0238847864923191,-0.0178257178968204,0.006162012209852,-0.0292693397262645,Capital Goods,1.0
2020-02-27,217.6303253173828,219.95377480742292,214.4839794647155,219.95377480742292,12134.0,234.72224960327148,,-1.2480551841286671,-0.0105634506314719,0.0106761292878265,0.0106761292878265,-0.0144572951774014,Capital Goods,1.0
2020-02-28,220.82508850097656,222.47086652159004,211.918497288937,215.11325154785277,60815.0,233.5435806274414,,-1.2326611857244425,0.0146797702890653,-0.0258658877571266,0.0074528579691079,-0.0403332396354962,Capital Goods,1.0
2020-03-02,217.92076110839844,224.45547944512404,214.91962529675328,222.66447665879843,161857.0,232.1833915710449,,-1.2466557163601688,-0.0131521622488346,0.0217680753603846,0.0299866717768808,-0.0137716837825851,Capital Goods,1.0
2020-03-03,222.22885131835935,223.63260279707455,211.62808803630125,217.92078032279903,749026.0,231.08701248168944,,-1.2258971405264527,0.0197690673804961,-0.0193857411852824,0.0063166932213685,-0.0477020117737626,Capital Goods,1.0
2020-03-04,219.80856323242188,225.42358336197424,216.66221740153225,225.42358336197424,600853.0,229.7679672241211,,-1.237559322914186,-0.0108909714988818,0.0255450472310085,0.0255450472310085,-0.0143140275547988,Capital Goods,1.0
2020-03-05,215.30685424804688,222.1804154946421,214.91961760266028,222.1804154946421,27926.0,228.30370559692383,,-1.259250852752025,-0.0204801347052842,0.0319244887516512,0.0319244887516512,-0.0017985337565726,Capital Goods,1.0
2020-03-06,194.68621826171875,203.30235999056092,183.1173340540737,203.30235999056092,629267.0,225.85681762695316,,-1.3586115938228416,-0.0957732444623981,0.0442565570679451,0.0442565570679451,-0.059423231448735,Capital Goods,1.0
2020-03-09,176.96986389160156,188.73235147501717,169.41863054707684,184.1338457887393,105208.0,222.41761856079103,,-1.4439780248318153,-0.0909995300555938,0.0404813663727847,0.0664660486523309,-0.0426696002272456,Capital Goods,1.0
