Date_Ticker,Close_INOXWIND.NS,High_INOXWIND.NS,Low_INOXWIND.NS,Open_INOXWIND.NS,Volume_INOXWIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,9.175000190734863,9.324999809265137,8.899999618530273,9.25,1218764.0,,,-0.7475096971006226,,0.0081743659625068,0.0163487319250137,-0.0299728137861284,Capital Goods,1.0
2020-01-13,9.1875,9.362500190734863,9.087499618530272,9.087499618530272,2499228.0,,,-0.7473097843824186,0.0013623770033007,-0.010884395262011,0.0190476398078762,-0.010884395262011,Capital Goods,1.0
2020-01-14,9.362500190734863,9.4375,9.074999809265137,9.262499809265137,2936444.0,,,-0.7445109605704732,0.0190476398078762,-0.010680948404005,0.0080106603724672,-0.0307076502657096,Capital Goods,1.0
2020-01-15,11.087499618530272,11.225000381469728,9.412500381469728,9.475000381469728,10139668.0,,,-0.7169225936445158,0.1842455960110388,-0.1454339835435588,0.0124014221123085,-0.1510709623169827,Capital Goods,1.0
2020-01-16,12.100000381469728,12.449999809265137,11.149999618530272,11.399999618530272,9880536.0,,,-0.7007294041798185,0.0913191249402421,-0.0578513008984242,0.0289255716331553,-0.0785124572718453,Capital Goods,1.0
2020-01-17,11.5,11.762499809265137,11.25,11.75,1202588.0,,,-0.7103253671772419,-0.0495868068226331,0.0217391304347827,0.0228260703708813,-0.0217391304347825,Capital Goods,1.0
2020-01-20,10.712499618530272,11.550000190734863,10.350000381469728,11.5,3233544.0,,,-0.7229200667048147,-0.0684782940408458,0.0735122902695393,0.0781797528147303,-0.0338389031476372,Capital Goods,1.0
2020-01-21,11.0,11.737500190734863,10.574999809265137,10.574999809265137,1913560.0,,,-0.7183219979243072,0.0268378428665158,-0.0386363809758966,0.0670454718849875,-0.0386363809758966,Capital Goods,1.0
2020-01-22,10.675000190734863,11.162500381469728,10.574999809265137,10.962499618530272,3349792.0,,,-0.723519804859427,-0.0295454372059215,0.0269320302256237,0.0456674643582657,-0.009367717066321,Capital Goods,1.0
2020-01-23,10.487500190734863,10.837499618530272,10.412500381469728,10.699999809265137,542776.0,,,-0.7265185413895764,-0.0175644024964736,0.0202621801826525,0.0333730080028618,-0.0071513523624433,Capital Goods,1.0
2020-01-24,10.350000381469728,10.774999618530272,10.25,10.625,487860.0,,,-0.7287176117945469,-0.0131108278202092,0.02657001047291,0.0410627267049623,-0.0096618722496633,Capital Goods,1.0
2020-01-27,10.399999618530272,10.649999618530272,10.25,10.350000381469728,637696.0,,,-0.7279179609217304,0.004830843982389,-0.0048076191244719,0.024038462420187,-0.0144230407723294,Capital Goods,1.0
2020-01-28,10.512499809265137,11.537500381469728,10.274999618530272,10.487500190734863,2446664.0,,,-0.7261187159531682,0.0108173264289755,-0.0023780850400815,0.0975030288515401,-0.0225921707532915,Capital Goods,1.0
2020-01-29,10.387499809265137,10.800000190734863,10.287500381469728,10.800000190734863,1319208.0,,,-0.7281178736399345,-0.0118906066366661,0.0397112287888368,0.0397112287888368,-0.0096269005662186,Capital Goods,1.0
2020-01-30,10.024999618530272,10.425000190734863,10.0,10.425000190734863,490268.0,,,-0.7339154339820294,-0.0348977326008257,0.0399003079726034,0.0399003079726034,-0.0024937276290828,Capital Goods,1.0
2020-01-31,10.324999809265137,10.837499618530272,10.0,10.237500190734863,2294884.0,,,-0.7291174524833177,0.0299252071970497,-0.0084745394815171,0.0496367863179276,-0.0314769796870599,Capital Goods,1.0
2020-02-03,9.524999618530272,10.087499618530272,9.5,9.824999809265137,793064.0,,,-0.7419120647290947,-0.0774818600981457,0.0314960842781801,0.0590551204753533,-0.00262463197181,Capital Goods,1.0
2020-02-04,9.762499809265137,9.975000381469728,9.524999618530272,9.524999618530272,838920.0,,,-0.738113662073766,0.0249344042253631,-0.0243278049039716,0.0217670244667165,-0.0243278049039716,Capital Goods,1.0
2020-02-05,9.875,10.425000190734863,9.787500381469728,10.0,2427432.0,,,-0.7363144171052038,0.011523707342672,0.0126582278481013,0.0556962218465684,-0.0088607208638251,Capital Goods,1.0
2020-02-06,9.75,10.225000381469728,9.699999809265137,9.925000190734863,1052764.0,10.30999994277954,,-0.7383135747919701,-0.0126582278481012,0.0179487375112681,0.0487179878430488,-0.0051282246907552,Capital Goods,1.0
2020-02-07,9.662500381469728,10.024999618530272,9.537500381469728,9.912500381469728,650752.0,10.334374952316283,,-0.7397129790717615,-0.0089743198492588,0.0258732201945821,0.0375160903233422,-0.012936610097291,Capital Goods,1.0
2020-02-10,9.225000381469728,10.125,9.1875,9.662500381469728,1853152.0,10.33624997138977,,-0.7467100309754435,-0.0452781353405187,0.0474254722936171,0.0975609302237108,-0.0040650818340401,Capital Goods,1.0
2020-02-11,9.300000190734863,9.649999618530272,9.25,9.274999618530272,2539940.0,10.33312497138977,,-0.7455105394138564,0.0081300602887549,-0.0026882335152527,0.0376343463029278,-0.0053763644848821,Capital Goods,1.0
2020-02-12,9.324999809265137,9.649999618530272,9.25,9.375,409476.0,10.244999980926512,,-0.7451107139774481,0.0026881309696293,0.005361950858721,0.0348525271756277,-0.0080428751527285,Capital Goods,1.0
2020-02-13,9.337499618530272,9.475000381469728,9.25,9.412500381469728,2257896.0,10.10687494277954,,-0.744910801259244,0.0013404621470037,0.0080322105492367,0.0147256512510676,-0.0093707761290432,Capital Goods,1.0
2020-02-14,9.212499618530272,9.487500190734863,9.149999618530272,9.337499618530272,2325036.0,9.992499923706054,,-0.7469099589460104,-0.0133868814036615,0.0135685215930507,0.0298508096164744,-0.0067842607965253,Capital Goods,1.0
2020-02-17,9.412500381469728,9.475000381469728,9.0625,9.0625,447436.0,9.927499961853028,,-0.7437112944452942,0.0217097173645647,-0.0371846339744929,0.0066401059725897,-0.0371846339744929,Capital Goods,1.0
2020-02-18,9.387499809265137,9.5625,9.25,9.5,407620.0,9.846874952316284,,-0.744111135134065,-0.0026561031810217,0.0119840418663794,0.0186418316155003,-0.0146471171301041,Capital Goods,1.0
2020-02-19,9.487500190734863,9.625,9.375,9.412500381469728,2414896.0,9.787499952316283,,-0.7425118028837069,0.0106525042345172,-0.0079051180771916,0.0144927332280229,-0.0118577273753023,Capital Goods,1.0
2020-02-20,9.287500381469728,9.625,9.225000381469728,9.612500190734863,2453544.0,9.727499961853027,,-0.7457104521320604,-0.0210803483788542,0.0349932485508772,0.0363391229790577,-0.0067294748245393,Capital Goods,1.0
2020-02-24,9.324999809265137,9.699999809265137,9.199999809265137,9.375,686744.0,9.676249933242795,,-0.7451107139774481,0.0040376232845414,0.005361950858721,0.0402144780343487,-0.0134048260114496,Capital Goods,1.0
2020-02-25,9.162500381469728,9.5,9.0625,9.475000381469728,2815384.0,9.61437497138977,,-0.7477096098188267,-0.0174262124524607,0.0341064105854773,0.0368348817985135,-0.0109140930211547,Capital Goods,1.0
2020-02-26,9.037500381469728,9.25,9.0,9.125,399624.0,9.540625,,-0.749708767505593,-0.0136425642341909,0.0096818384328569,0.023513096493581,-0.004149419627867,Capital Goods,1.0
2020-02-27,8.75,9.125,8.712499618530273,9.0,662928.0,9.458750009536743,,-0.7543068362861006,-0.0318119357493152,0.0285714285714284,0.0428571428571429,-0.0042857578822544,Capital Goods,1.0
2020-02-28,8.387499809265137,8.800000190734863,8.375,8.75,450896.0,9.376875019073486,,-0.7601043966281954,-0.0414285932268415,0.0432190997291508,0.0491803744679748,-0.0014902902592414,Capital Goods,1.0
2020-03-02,8.537500381469727,9.5,8.399999618530273,8.399999618530273,1061924.0,9.287500047683716,,-0.7577053982526583,0.0178838242164719,-0.0161055059204322,0.1127378712180602,-0.0161055059204322,Capital Goods,1.0
2020-03-03,8.362500190734863,8.925000190734863,8.262499809265137,8.5,2653392.0,9.229375076293945,,-0.7605042220646037,-0.0204978252316911,0.0164424282366508,0.0672645724568372,-0.0119581918312564,Capital Goods,1.0
2020-03-04,7.525000095367432,8.600000381469727,7.25,8.600000381469727,1344148.0,9.11750009059906,,-0.7738985800911741,-0.1001494859510234,0.1428571790668933,0.1428571790668933,-0.0365448627086035,Capital Goods,1.0
2020-03-05,7.362500190734863,7.962500095367432,7.349999904632568,7.75,802884.0,8.991875100135804,,-0.776497483558734,-0.021594671438291,0.0526315516776183,0.0814940426606198,-0.0016978316846804,Capital Goods,1.0
2020-03-06,6.912499904632568,7.237500190734863,6.787499904632568,7.237500190734863,573184.0,8.850000095367431,,-0.7836944558068015,-0.0611205805697072,0.0470163169021511,0.0470163169021511,-0.0180831828896269,Capital Goods,1.0
2020-03-09,6.462500095367432,6.949999809265137,6.375,6.949999809265137,633952.0,8.690000081062317,,-0.7908914204286878,-0.0650994308099099,0.075435157710429,0.075435157710429,-0.013539666394768,Capital Goods,1.0
2020-03-11,6.512499809265137,6.724999904632568,6.425000190734863,6.462500095367432,436684.0,8.554375052452087,,-0.79009176192969,0.0077368995218347,-0.0076774994797806,0.032629574140657,-0.0134356423943061,Capital Goods,1.0
2020-03-12,5.637499809265137,6.275000095367432,5.337500095367432,6.037499904632568,1039268.0,8.371250033378601,,-0.8040858657370541,-0.1343570096931387,0.0709534561242979,0.113082094487094,-0.0532150286559053,Capital Goods,1.0
2020-03-13,5.949999809265137,6.1875,5.025000095367432,5.025000095367432,984352.0,8.202500033378602,,-0.7990879715201383,0.0554323743809997,-0.1554621417730681,0.0399159997223925,-0.1554621417730681,Capital Goods,1.0
2020-03-16,5.599999904632568,7.125,5.25,5.974999904632568,2743128.0,8.015625047683717,,-0.8046856115178478,-0.0588235152692879,0.0669642868546807,0.2723214502389337,-0.0624999840344698,Capital Goods,1.0
2020-03-17,5.8125,6.5,5.5,5.925000190734863,1998200.0,7.845625066757202,,-0.8012870419251088,0.0379464462475512,0.0193548715242775,0.118279569892473,-0.053763440860215,Capital Goods,1.0
